'Elapsed time','II','AVR','AVL','V','ABP'
'58:05:15.168',-0.027,-,-,-,96.800
'58:05:15.176',-0.027,-,-,-,95.200
'58:05:15.184',-0.045,-,-,-,92.800
'58:05:15.192',-0.045,-,-,-,90.400
'58:05:15.200',-0.045,-,-,-,88.000
'58:05:15.208',-0.027,-,-,-,85.600
'58:05:15.216',-0.045,-,-,-,82.400
'58:05:15.224',-0.045,-,-,-,79.200
'58:05:15.232',-0.045,-,-,-,76.000
'58:05:15.240',-0.045,-,-,-,72.800
'58:05:15.248',-0.027,-,-,-,69.600
'58:05:15.256',-0.045,-,-,-,67.200
'58:05:15.264',-0.027,-,-,-,64.800
'58:05:15.272',-0.027,-,-,-,63.200
'58:05:15.280',-0.045,-,-,-,61.600
'58:05:15.288',-0.027,-,-,-,60.800
'58:05:15.296',-0.045,-,-,-,60.000
'58:05:15.304',-0.027,-,-,-,59.200
'58:05:15.312',-0.027,-,-,-,59.200
'58:05:15.320',-0.027,-,-,-,59.200
'58:05:15.328',-0.027,-,-,-,59.200
'58:05:15.336',-0.027,-,-,-,59.200
'58:05:15.344',-0.027,-,-,-,59.200
'58:05:15.352',-0.027,-,-,-,59.200
'58:05:15.360',-0.027,-,-,-,59.200
'58:05:15.368',-0.027,-,-,-,60.000
'58:05:15.376',-0.027,-,-,-,60.000
'58:05:15.384',-0.027,-,-,-,60.000
'58:05:15.392',-0.045,-,-,-,60.000
'58:05:15.400',-0.027,-,-,-,60.000
'58:05:15.408',-0.027,-,-,-,60.000
'58:05:15.416',-0.045,-,-,-,60.000
'58:05:15.424',-0.027,-,-,-,59.200
'58:05:15.432',-0.045,-,-,-,59.200
'58:05:15.440',-0.027,-,-,-,58.400
'58:05:15.448',-0.045,-,-,-,58.400
'58:05:15.456',-0.027,-,-,-,57.600
'58:05:15.464',-0.027,-,-,-,57.600
'58:05:15.472',-0.027,-,-,-,56.800
'58:05:15.480',-0.045,-,-,-,56.800
'58:05:15.488',-0.027,-,-,-,56.000
'58:05:15.496',-0.027,-,-,-,55.200
'58:05:15.504',-0.045,-,-,-,55.200
'58:05:15.512',-0.027,-,-,-,54.400
'58:05:15.520',-0.027,-,-,-,54.400
'58:05:15.528',-0.027,-,-,-,53.600
'58:05:15.536',-0.027,-,-,-,53.600
'58:05:15.544',-0.027,-,-,-,52.800
'58:05:15.552',-0.009,-,-,-,52.800
'58:05:15.560',0.000,-,-,-,52.000
'58:05:15.568',0.000,-,-,-,52.000
'58:05:15.576',0.000,-,-,-,51.200
'58:05:15.584',0.000,-,-,-,51.200
'58:05:15.592',0.000,-,-,-,50.400
'58:05:15.600',-0.009,-,-,-,50.400
'58:05:15.608',-0.027,-,-,-,49.600
'58:05:15.616',-0.045,-,-,-,49.600
'58:05:15.624',-0.045,-,-,-,49.600
'58:05:15.632',-0.045,-,-,-,48.800
'58:05:15.640',-0.054,-,-,-,48.800
'58:05:15.648',-0.054,-,-,-,48.800
'58:05:15.656',-0.045,-,-,-,48.000
'58:05:15.664',-0.116,-,-,-,48.000
'58:05:15.672',-0.214,-,-,-,48.000
'58:05:15.680',-0.241,-,-,-,48.000
'58:05:15.688',0.054,-,-,-,48.000
'58:05:15.696',0.429,-,-,-,48.000
'58:05:15.704',0.491,-,-,-,47.200
'58:05:15.712',0.393,-,-,-,47.200
'58:05:15.720',0.214,-,-,-,47.200
'58:05:15.728',0.027,-,-,-,47.200
'58:05:15.736',-0.027,-,-,-,46.400
'58:05:15.744',-0.045,-,-,-,46.400
'58:05:15.752',-0.071,-,-,-,46.400
'58:05:15.760',-0.071,-,-,-,46.400
'58:05:15.768',-0.089,-,-,-,45.600
'58:05:15.776',-0.071,-,-,-,45.600
'58:05:15.784',-0.089,-,-,-,45.600
'58:05:15.792',-0.071,-,-,-,45.600
'58:05:15.800',-0.089,-,-,-,44.800
'58:05:15.808',-0.089,-,-,-,45.600
'58:05:15.816',-0.071,-,-,-,46.400
'58:05:15.824',-0.054,-,-,-,48.800
'58:05:15.832',-0.071,-,-,-,52.000
'58:05:15.840',-0.045,-,-,-,56.800
'58:05:15.848',-0.027,-,-,-,62.400
'58:05:15.856',-0.045,-,-,-,68.000
'58:05:15.864',-0.027,-,-,-,74.400
'58:05:15.872',-0.009,-,-,-,80.800
'58:05:15.880',0.000,-,-,-,86.400
'58:05:15.888',0.000,-,-,-,92.000
'58:05:15.896',0.009,-,-,-,96.000
'58:05:15.904',0.009,-,-,-,100.000
'58:05:15.912',0.027,-,-,-,103.200
'58:05:15.920',0.027,-,-,-,104.800
'58:05:15.928',0.009,-,-,-,105.600
'58:05:15.936',0.009,-,-,-,105.600
'58:05:15.944',0.000,-,-,-,104.800
'58:05:15.952',0.000,-,-,-,104.000
'58:05:15.960',0.000,-,-,-,102.400
'58:05:15.968',-0.027,-,-,-,100.800
'58:05:15.976',-0.027,-,-,-,98.400
'58:05:15.984',-0.045,-,-,-,96.800
'58:05:15.992',-0.045,-,-,-,95.200
'58:05:16.000',-0.054,-,-,-,92.800
'58:05:16.008',-0.045,-,-,-,91.200
'58:05:16.016',-0.054,-,-,-,88.800
'58:05:16.024',-0.045,-,-,-,87.200
'58:05:16.032',-0.054,-,-,-,84.800
'58:05:16.040',-0.054,-,-,-,82.400
'58:05:16.048',-0.045,-,-,-,79.200
'58:05:16.056',-0.045,-,-,-,76.800
'58:05:16.064',-0.045,-,-,-,74.400
'58:05:16.072',-0.045,-,-,-,72.000
'58:05:16.080',-0.045,-,-,-,69.600
'58:05:16.088',-0.045,-,-,-,68.000
'58:05:16.096',-0.027,-,-,-,66.400
'58:05:16.104',-0.027,-,-,-,65.600
'58:05:16.112',-0.027,-,-,-,64.800
'58:05:16.120',-0.027,-,-,-,64.800
'58:05:16.128',-0.027,-,-,-,64.800
'58:05:16.136',-0.009,-,-,-,64.800
'58:05:16.144',-0.027,-,-,-,64.800
'58:05:16.152',-0.027,-,-,-,64.800
'58:05:16.160',0.000,-,-,-,64.800
'58:05:16.168',0.000,-,-,-,65.600
'58:05:16.176',-0.009,-,-,-,65.600
'58:05:16.184',0.000,-,-,-,66.400
'58:05:16.192',0.000,-,-,-,66.400
'58:05:16.200',0.000,-,-,-,66.400
'58:05:16.208',0.009,-,-,-,66.400
'58:05:16.216',0.009,-,-,-,67.200
'58:05:16.224',0.027,-,-,-,67.200
'58:05:16.232',0.027,-,-,-,67.200
'58:05:16.240',0.045,-,-,-,67.200
'58:05:16.248',0.027,-,-,-,67.200
'58:05:16.256',0.027,-,-,-,67.200
'58:05:16.264',0.027,-,-,-,66.400
'58:05:16.272',0.009,-,-,-,66.400
'58:05:16.280',0.000,-,-,-,66.400
'58:05:16.288',0.009,-,-,-,65.600
'58:05:16.296',0.000,-,-,-,65.600
'58:05:16.304',0.009,-,-,-,64.800
'58:05:16.312',0.000,-,-,-,64.800
'58:05:16.320',0.000,-,-,-,64.000
'58:05:16.328',-0.054,-,-,-,64.000
'58:05:16.336',-0.134,-,-,-,63.200
'58:05:16.344',-0.152,-,-,-,62.400
'58:05:16.352',0.152,-,-,-,62.400
'58:05:16.360',0.491,-,-,-,61.600
'58:05:16.368',0.562,-,-,-,60.800
'58:05:16.376',0.473,-,-,-,60.800
'58:05:16.384',0.277,-,-,-,60.000
'58:05:16.392',0.107,-,-,-,59.200
'58:05:16.400',0.054,-,-,-,58.400
'58:05:16.408',0.009,-,-,-,57.600
'58:05:16.416',0.000,-,-,-,57.600
'58:05:16.424',0.000,-,-,-,56.800
'58:05:16.432',-0.009,-,-,-,56.000
'58:05:16.440',0.000,-,-,-,56.000
'58:05:16.448',-0.009,-,-,-,55.200
'58:05:16.456',0.000,-,-,-,55.200
'58:05:16.464',-0.009,-,-,-,55.200
'58:05:16.472',0.000,-,-,-,55.200
'58:05:16.480',0.000,-,-,-,56.000
'58:05:16.488',0.000,-,-,-,57.600
'58:05:16.496',0.000,-,-,-,60.000
'58:05:16.504',0.000,-,-,-,64.000
'58:05:16.512',0.009,-,-,-,68.800
'58:05:16.520',0.009,-,-,-,74.400
'58:05:16.528',0.027,-,-,-,80.000
'58:05:16.536',0.027,-,-,-,86.400
'58:05:16.544',0.054,-,-,-,91.200
'58:05:16.552',0.054,-,-,-,96.800
'58:05:16.560',0.071,-,-,-,100.800
'58:05:16.568',0.071,-,-,-,104.800
'58:05:16.576',0.089,-,-,-,107.200
'58:05:16.584',0.071,-,-,-,108.800
'58:05:16.592',0.089,-,-,-,109.600
'58:05:16.600',0.071,-,-,-,109.600
'58:05:16.608',0.054,-,-,-,109.600
'58:05:16.616',0.054,-,-,-,108.800
'58:05:16.624',0.045,-,-,-,107.200
'58:05:16.632',0.027,-,-,-,105.600
'58:05:16.640',0.009,-,-,-,104.000
'58:05:16.648',0.009,-,-,-,102.400
'58:05:16.656',0.000,-,-,-,100.000
'58:05:16.664',0.000,-,-,-,97.600
'58:05:16.672',0.000,-,-,-,96.000
'58:05:16.680',0.000,-,-,-,93.600
'58:05:16.688',0.000,-,-,-,91.200
'58:05:16.696',0.000,-,-,-,88.000
'58:05:16.704',0.000,-,-,-,85.600
'58:05:16.712',0.000,-,-,-,82.400
'58:05:16.720',0.000,-,-,-,79.200
'58:05:16.728',0.000,-,-,-,76.000
'58:05:16.736',0.000,-,-,-,72.800
'58:05:16.744',0.000,-,-,-,70.400
'58:05:16.752',0.000,-,-,-,68.000
'58:05:16.760',0.000,-,-,-,66.400
'58:05:16.768',0.000,-,-,-,64.800
'58:05:16.776',0.000,-,-,-,64.000
'58:05:16.784',0.000,-,-,-,63.200
'58:05:16.792',0.000,-,-,-,62.400
'58:05:16.800',0.000,-,-,-,62.400
'58:05:16.808',0.000,-,-,-,62.400
'58:05:16.816',0.000,-,-,-,62.400
'58:05:16.824',0.000,-,-,-,62.400
'58:05:16.832',0.000,-,-,-,62.400
'58:05:16.840',0.000,-,-,-,62.400
'58:05:16.848',0.000,-,-,-,62.400
'58:05:16.856',0.000,-,-,-,62.400
'58:05:16.864',0.000,-,-,-,62.400
'58:05:16.872',0.000,-,-,-,62.400
'58:05:16.880',0.000,-,-,-,62.400
'58:05:16.888',0.009,-,-,-,62.400
'58:05:16.896',0.027,-,-,-,62.400
'58:05:16.904',0.027,-,-,-,61.600
'58:05:16.912',0.027,-,-,-,61.600
'58:05:16.920',0.027,-,-,-,61.600
'58:05:16.928',0.009,-,-,-,60.800
'58:05:16.936',0.009,-,-,-,60.800
'58:05:16.944',0.000,-,-,-,60.000
'58:05:16.952',-0.009,-,-,-,60.000
'58:05:16.960',-0.009,-,-,-,59.200
'58:05:16.968',-0.009,-,-,-,58.400
'58:05:16.976',0.000,-,-,-,58.400
'58:05:16.984',-0.027,-,-,-,57.600
'58:05:16.992',-0.009,-,-,-,57.600
'58:05:17.000',-0.071,-,-,-,56.800
'58:05:17.008',-0.161,-,-,-,56.800
'58:05:17.016',-0.179,-,-,-,56.000
'58:05:17.024',0.045,-,-,-,56.000
'58:05:17.032',0.393,-,-,-,55.200
'58:05:17.040',0.518,-,-,-,55.200
'58:05:17.048',0.455,-,-,-,54.400
'58:05:17.056',0.277,-,-,-,54.400
'58:05:17.064',0.089,-,-,-,53.600
'58:05:17.072',0.027,-,-,-,52.800
'58:05:17.080',0.000,-,-,-,52.800
'58:05:17.088',-0.027,-,-,-,52.000
'58:05:17.096',-0.027,-,-,-,52.000
'58:05:17.104',-0.045,-,-,-,51.200
'58:05:17.112',-0.027,-,-,-,51.200
'58:05:17.120',-0.045,-,-,-,51.200
'58:05:17.128',-0.027,-,-,-,50.400
'58:05:17.136',-0.045,-,-,-,50.400
'58:05:17.144',-0.027,-,-,-,50.400
'58:05:17.152',-0.027,-,-,-,51.200
'58:05:17.160',-0.027,-,-,-,52.800
'58:05:17.168',-0.027,-,-,-,55.200
'58:05:17.176',-0.027,-,-,-,59.200
'58:05:17.184',-0.009,-,-,-,63.200
'58:05:17.192',0.000,-,-,-,68.800
'58:05:17.200',0.000,-,-,-,74.400
'58:05:17.208',0.009,-,-,-,80.000
'58:05:17.216',0.009,-,-,-,85.600
'58:05:17.224',0.027,-,-,-,91.200
'58:05:17.232',0.027,-,-,-,96.000
'58:05:17.240',0.045,-,-,-,100.000
'58:05:17.248',0.045,-,-,-,102.400
'58:05:17.256',0.045,-,-,-,104.800
'58:05:17.264',0.027,-,-,-,106.400
'58:05:17.272',0.027,-,-,-,106.400
'58:05:17.280',0.009,-,-,-,106.400
'58:05:17.288',0.000,-,-,-,106.400
'58:05:17.296',0.000,-,-,-,104.800
'58:05:17.304',0.000,-,-,-,104.000
'58:05:17.312',-0.027,-,-,-,102.400
'58:05:17.320',-0.027,-,-,-,100.800
'58:05:17.328',-0.027,-,-,-,99.200
'58:05:17.336',-0.045,-,-,-,97.600
'58:05:17.344',-0.045,-,-,-,95.200
'58:05:17.352',-0.045,-,-,-,93.600
'58:05:17.360',-0.045,-,-,-,91.200
'58:05:17.368',-0.045,-,-,-,88.800
'58:05:17.376',-0.045,-,-,-,86.400
'58:05:17.384',-0.027,-,-,-,84.000
'58:05:17.392',-0.027,-,-,-,80.800
'58:05:17.400',-0.027,-,-,-,77.600
'58:05:17.408',-0.045,-,-,-,74.400
'58:05:17.416',-0.027,-,-,-,72.000
'58:05:17.424',-0.045,-,-,-,69.600
'58:05:17.432',-0.071,-,-,-,67.200
'58:05:17.440',-0.071,-,-,-,65.600
'58:05:17.448',-0.054,-,-,-,64.000
'58:05:17.456',-0.045,-,-,-,63.200
'58:05:17.464',-0.054,-,-,-,62.400
'58:05:17.472',-0.045,-,-,-,62.400
'58:05:17.480',-0.054,-,-,-,62.400
'58:05:17.488',-0.071,-,-,-,62.400
'58:05:17.496',-0.179,-,-,-,62.400
'58:05:17.504',-0.223,-,-,-,62.400
'58:05:17.512',-0.071,-,-,-,62.400
'58:05:17.520',0.286,-,-,-,63.200
'58:05:17.528',0.491,-,-,-,63.200
'58:05:17.536',0.455,-,-,-,64.000
'58:05:17.544',0.286,-,-,-,64.000
'58:05:17.552',0.107,-,-,-,64.000
'58:05:17.560',0.027,-,-,-,64.000
'58:05:17.568',0.000,-,-,-,64.000
'58:05:17.576',-0.027,-,-,-,64.000
'58:05:17.584',-0.045,-,-,-,64.000
'58:05:17.592',-0.054,-,-,-,63.200
'58:05:17.600',-0.054,-,-,-,63.200
'58:05:17.608',-0.045,-,-,-,62.400
'58:05:17.616',-0.045,-,-,-,61.600
'58:05:17.624',-0.045,-,-,-,61.600
'58:05:17.632',-0.045,-,-,-,60.800
'58:05:17.640',-0.045,-,-,-,60.800
'58:05:17.648',-0.045,-,-,-,60.800
'58:05:17.656',-0.027,-,-,-,60.800
'58:05:17.664',-0.027,-,-,-,62.400
'58:05:17.672',-0.045,-,-,-,64.800
'58:05:17.680',-0.027,-,-,-,68.000
'58:05:17.688',-0.027,-,-,-,72.000
'58:05:17.696',-0.009,-,-,-,76.800
'58:05:17.704',0.000,-,-,-,80.800
'58:05:17.712',0.000,-,-,-,85.600
'58:05:17.720',0.000,-,-,-,89.600
'58:05:17.728',0.009,-,-,-,93.600
'58:05:17.736',0.009,-,-,-,96.800
'58:05:17.744',0.009,-,-,-,99.200
'58:05:17.752',0.000,-,-,-,100.800
'58:05:17.760',0.000,-,-,-,101.600
'58:05:17.768',0.000,-,-,-,101.600
'58:05:17.776',0.000,-,-,-,100.800
'58:05:17.784',-0.009,-,-,-,100.000
'58:05:17.792',-0.027,-,-,-,99.200
'58:05:17.800',-0.027,-,-,-,97.600
'58:05:17.808',-0.045,-,-,-,95.200
'58:05:17.816',-0.027,-,-,-,93.600
'58:05:17.824',-0.045,-,-,-,91.200
'58:05:17.832',-0.045,-,-,-,89.600
'58:05:17.840',-0.054,-,-,-,86.400
'58:05:17.848',-0.054,-,-,-,84.000
'58:05:17.856',-0.071,-,-,-,80.800
'58:05:17.864',-0.045,-,-,-,77.600
'58:05:17.872',-0.054,-,-,-,74.400
'58:05:17.880',-0.045,-,-,-,71.200
'58:05:17.888',-0.071,-,-,-,68.800
'58:05:17.896',-0.054,-,-,-,65.600
'58:05:17.904',-0.071,-,-,-,64.000
'58:05:17.912',-0.045,-,-,-,61.600
'58:05:17.920',-0.071,-,-,-,60.800
'58:05:17.928',-0.071,-,-,-,59.200
'58:05:17.936',-0.054,-,-,-,58.400
'58:05:17.944',-0.054,-,-,-,58.400
'58:05:17.952',-0.054,-,-,-,57.600
'58:05:17.960',-0.054,-,-,-,57.600
'58:05:17.968',-0.071,-,-,-,57.600
'58:05:17.976',-0.054,-,-,-,57.600
'58:05:17.984',-0.071,-,-,-,57.600
'58:05:17.992',-0.054,-,-,-,58.400
'58:05:18.000',-0.054,-,-,-,58.400
'58:05:18.008',-0.045,-,-,-,58.400
'58:05:18.016',-0.054,-,-,-,58.400
'58:05:18.024',-0.045,-,-,-,58.400
'58:05:18.032',-0.054,-,-,-,58.400
'58:05:18.040',-0.054,-,-,-,58.400
'58:05:18.048',-0.045,-,-,-,58.400
'58:05:18.056',-0.054,-,-,-,58.400
'58:05:18.064',-0.045,-,-,-,58.400
'58:05:18.072',-0.045,-,-,-,58.400
'58:05:18.080',-0.054,-,-,-,57.600
'58:05:18.088',-0.045,-,-,-,57.600
'58:05:18.096',-0.054,-,-,-,56.800
'58:05:18.104',-0.045,-,-,-,56.000
'58:05:18.112',-0.045,-,-,-,56.000
'58:05:18.120',-0.045,-,-,-,55.200
'58:05:18.128',-0.045,-,-,-,55.200
'58:05:18.136',-0.045,-,-,-,54.400
'58:05:18.144',-0.027,-,-,-,53.600
'58:05:18.152',-0.045,-,-,-,53.600
'58:05:18.160',-0.045,-,-,-,52.800
'58:05:18.168',-0.045,-,-,-,52.800
'58:05:18.176',-0.045,-,-,-,52.000
'58:05:18.184',-0.045,-,-,-,52.000
'58:05:18.192',-0.027,-,-,-,51.200
'58:05:18.200',-0.027,-,-,-,51.200
'58:05:18.208',-0.009,-,-,-,50.400
'58:05:18.216',-0.009,-,-,-,50.400
'58:05:18.224',0.000,-,-,-,49.600
'58:05:18.232',0.000,-,-,-,49.600
'58:05:18.240',-0.027,-,-,-,48.800
'58:05:18.248',-0.027,-,-,-,48.800
'58:05:18.256',-0.045,-,-,-,48.000
'58:05:18.264',-0.054,-,-,-,48.000
'58:05:18.272',-0.071,-,-,-,48.000
'58:05:18.280',-0.054,-,-,-,47.200
'58:05:18.288',-0.071,-,-,-,47.200
'58:05:18.296',-0.071,-,-,-,47.200
'58:05:18.304',-0.071,-,-,-,47.200
'58:05:18.312',-0.134,-,-,-,47.200
'58:05:18.320',-0.241,-,-,-,47.200
'58:05:18.328',-0.196,-,-,-,47.200
'58:05:18.336',0.054,-,-,-,47.200
'58:05:18.344',0.429,-,-,-,47.200
'58:05:18.352',0.491,-,-,-,47.200
'58:05:18.360',0.384,-,-,-,47.200
'58:05:18.368',0.196,-,-,-,46.400
'58:05:18.376',0.009,-,-,-,46.400
'58:05:18.384',-0.027,-,-,-,46.400
'58:05:18.392',-0.054,-,-,-,46.400
'58:05:18.400',-0.089,-,-,-,46.400
'58:05:18.408',-0.071,-,-,-,45.600
'58:05:18.416',-0.089,-,-,-,45.600
'58:05:18.424',-0.089,-,-,-,45.600
'58:05:18.432',-0.089,-,-,-,44.800
'58:05:18.440',-0.089,-,-,-,44.800
'58:05:18.448',-0.089,-,-,-,44.800
'58:05:18.456',-0.089,-,-,-,44.800
'58:05:18.464',-0.071,-,-,-,45.600
'58:05:18.472',-0.071,-,-,-,47.200
'58:05:18.480',-0.054,-,-,-,50.400
'58:05:18.488',-0.054,-,-,-,54.400
'58:05:18.496',-0.045,-,-,-,60.000
'58:05:18.504',-0.045,-,-,-,66.400
'58:05:18.512',-0.027,-,-,-,72.800
'58:05:18.520',-0.027,-,-,-,78.400
'58:05:18.528',-0.009,-,-,-,84.800
'58:05:18.536',0.000,-,-,-,90.400
'58:05:18.544',0.000,-,-,-,95.200
'58:05:18.552',0.009,-,-,-,100.000
'58:05:18.560',0.009,-,-,-,103.200
'58:05:18.568',0.009,-,-,-,104.800
'58:05:18.576',0.009,-,-,-,106.400
'58:05:18.584',0.000,-,-,-,106.400
'58:05:18.592',0.000,-,-,-,105.600
'58:05:18.600',0.000,-,-,-,104.800
'58:05:18.608',0.000,-,-,-,103.200
'58:05:18.616',0.000,-,-,-,101.600
'58:05:18.624',-0.027,-,-,-,100.000
'58:05:18.632',-0.027,-,-,-,97.600
'58:05:18.640',-0.027,-,-,-,96.000
'58:05:18.648',-0.027,-,-,-,93.600
'58:05:18.656',-0.027,-,-,-,92.000
'58:05:18.664',-0.027,-,-,-,89.600
'58:05:18.672',-0.027,-,-,-,87.200
'58:05:18.680',-0.027,-,-,-,84.800
'58:05:18.688',-0.027,-,-,-,82.400
'58:05:18.696',-0.027,-,-,-,79.200
'58:05:18.704',-0.027,-,-,-,76.800
'58:05:18.712',-0.009,-,-,-,73.600
'58:05:18.720',-0.027,-,-,-,71.200
'58:05:18.728',-0.009,-,-,-,68.800
'58:05:18.736',-0.009,-,-,-,67.200
'58:05:18.744',0.000,-,-,-,65.600
'58:05:18.752',0.000,-,-,-,64.800
'58:05:18.760',0.000,-,-,-,64.000
'58:05:18.768',0.000,-,-,-,63.200
'58:05:18.776',0.000,-,-,-,63.200
'58:05:18.784',0.000,-,-,-,63.200
'58:05:18.792',0.000,-,-,-,62.400
'58:05:18.800',0.000,-,-,-,62.400
'58:05:18.808',0.000,-,-,-,62.400
'58:05:18.816',0.009,-,-,-,62.400
'58:05:18.824',0.000,-,-,-,62.400
'58:05:18.832',0.000,-,-,-,62.400
'58:05:18.840',0.000,-,-,-,62.400
'58:05:18.848',0.000,-,-,-,62.400
'58:05:18.856',0.009,-,-,-,62.400
'58:05:18.864',0.009,-,-,-,62.400
'58:05:18.872',0.009,-,-,-,61.600
'58:05:18.880',0.027,-,-,-,61.600
'58:05:18.888',0.027,-,-,-,61.600
'58:05:18.896',0.045,-,-,-,60.800
'58:05:18.904',0.027,-,-,-,60.800
'58:05:18.912',0.027,-,-,-,60.800
'58:05:18.920',0.027,-,-,-,60.000
'58:05:18.928',0.009,-,-,-,60.000
'58:05:18.936',0.000,-,-,-,59.200
'58:05:18.944',0.000,-,-,-,59.200
'58:05:18.952',0.000,-,-,-,58.400
'58:05:18.960',0.000,-,-,-,58.400
'58:05:18.968',0.000,-,-,-,58.400
'58:05:18.976',0.000,-,-,-,57.600
'58:05:18.984',-0.071,-,-,-,57.600
'58:05:18.992',-0.161,-,-,-,56.800
'58:05:19.000',-0.179,-,-,-,56.800
'58:05:19.008',0.107,-,-,-,56.800
'58:05:19.016',0.473,-,-,-,56.000
'58:05:19.024',0.536,-,-,-,56.000
'58:05:19.032',0.455,-,-,-,55.200
'58:05:19.040',0.286,-,-,-,54.400
'58:05:19.048',0.107,-,-,-,54.400
'58:05:19.056',0.027,-,-,-,53.600
'58:05:19.064',0.000,-,-,-,53.600
'58:05:19.072',0.000,-,-,-,52.800
'58:05:19.080',-0.027,-,-,-,52.000
'58:05:19.088',-0.027,-,-,-,52.000
'58:05:19.096',-0.027,-,-,-,51.200
'58:05:19.104',-0.027,-,-,-,51.200
'58:05:19.112',-0.027,-,-,-,50.400
'58:05:19.120',-0.027,-,-,-,50.400
'58:05:19.128',-0.009,-,-,-,50.400
'58:05:19.136',0.000,-,-,-,51.200
'58:05:19.144',0.000,-,-,-,52.000
'58:05:19.152',0.000,-,-,-,54.400
'58:05:19.160',0.000,-,-,-,58.400
'58:05:19.168',0.009,-,-,-,62.400
'58:05:19.176',0.009,-,-,-,68.000
'58:05:19.184',0.009,-,-,-,73.600
'58:05:19.192',0.027,-,-,-,79.200
'58:05:19.200',0.027,-,-,-,84.000
'58:05:19.208',0.054,-,-,-,89.600
'58:05:19.216',0.054,-,-,-,93.600
'58:05:19.224',0.071,-,-,-,97.600
'58:05:19.232',0.054,-,-,-,100.800
'58:05:19.240',0.071,-,-,-,103.200
'58:05:19.248',0.054,-,-,-,104.000
'58:05:19.256',0.054,-,-,-,104.800
'58:05:19.264',0.054,-,-,-,104.800
'58:05:19.272',0.027,-,-,-,104.000
'58:05:19.280',0.027,-,-,-,103.200
'58:05:19.288',0.009,-,-,-,102.400
'58:05:19.296',0.009,-,-,-,100.800
'58:05:19.304',0.000,-,-,-,99.200
'58:05:19.312',0.000,-,-,-,97.600
'58:05:19.320',-0.009,-,-,-,95.200
'58:05:19.328',-0.009,-,-,-,93.600
'58:05:19.336',-0.009,-,-,-,92.000
'58:05:19.344',-0.009,-,-,-,89.600
'58:05:19.352',-0.027,-,-,-,87.200
'58:05:19.360',-0.009,-,-,-,84.800
'58:05:19.368',-0.027,-,-,-,81.600
'58:05:19.376',-0.009,-,-,-,78.400
'58:05:19.384',-0.027,-,-,-,75.200
'58:05:19.392',-0.009,-,-,-,72.800
'58:05:19.400',-0.027,-,-,-,69.600
'58:05:19.408',-0.027,-,-,-,68.000
'58:05:19.416',-0.027,-,-,-,65.600
'58:05:19.424',-0.009,-,-,-,64.000
'58:05:19.432',-0.027,-,-,-,63.200
'58:05:19.440',-0.009,-,-,-,62.400
'58:05:19.448',-0.027,-,-,-,61.600
'58:05:19.456',-0.009,-,-,-,60.800
'58:05:19.464',-0.027,-,-,-,60.800
'58:05:19.472',-0.027,-,-,-,60.800
'58:05:19.480',-0.009,-,-,-,60.800
'58:05:19.488',-0.027,-,-,-,60.800
'58:05:19.496',-0.009,-,-,-,60.800
'58:05:19.504',-0.027,-,-,-,60.800
'58:05:19.512',-0.027,-,-,-,60.800
'58:05:19.520',-0.009,-,-,-,61.600
'58:05:19.528',0.000,-,-,-,61.600
'58:05:19.536',0.000,-,-,-,61.600
'58:05:19.544',0.000,-,-,-,61.600
'58:05:19.552',0.009,-,-,-,61.600
'58:05:19.560',0.027,-,-,-,61.600
'58:05:19.568',0.027,-,-,-,60.800
'58:05:19.576',0.009,-,-,-,60.800
'58:05:19.584',0.009,-,-,-,60.800
'58:05:19.592',0.000,-,-,-,60.000
'58:05:19.600',0.000,-,-,-,60.000
'58:05:19.608',-0.009,-,-,-,59.200
'58:05:19.616',-0.009,-,-,-,59.200
'58:05:19.624',-0.009,-,-,-,58.400
'58:05:19.632',-0.027,-,-,-,58.400
'58:05:19.640',-0.027,-,-,-,57.600
'58:05:19.648',-0.027,-,-,-,57.600
'58:05:19.656',-0.089,-,-,-,56.800
'58:05:19.664',-0.179,-,-,-,56.800
'58:05:19.672',-0.196,-,-,-,56.000
'58:05:19.680',0.071,-,-,-,56.000
'58:05:19.688',0.429,-,-,-,56.000
'58:05:19.696',0.518,-,-,-,55.200
'58:05:19.704',0.429,-,-,-,55.200
'58:05:19.712',0.259,-,-,-,54.400
'58:05:19.720',0.089,-,-,-,53.600
'58:05:19.728',0.027,-,-,-,53.600
'58:05:19.736',0.000,-,-,-,52.800
'58:05:19.744',-0.027,-,-,-,52.800
'58:05:19.752',-0.045,-,-,-,52.000
'58:05:19.760',-0.045,-,-,-,52.000
'58:05:19.768',-0.045,-,-,-,51.200
'58:05:19.776',-0.045,-,-,-,51.200
'58:05:19.784',-0.045,-,-,-,50.400
'58:05:19.792',-0.045,-,-,-,50.400
'58:05:19.800',-0.027,-,-,-,50.400
'58:05:19.808',-0.027,-,-,-,51.200
'58:05:19.816',-0.027,-,-,-,52.000
'58:05:19.824',-0.027,-,-,-,54.400
'58:05:19.832',-0.009,-,-,-,58.400
'58:05:19.840',0.000,-,-,-,62.400
'58:05:19.848',0.000,-,-,-,68.000
'58:05:19.856',0.000,-,-,-,73.600
'58:05:19.864',0.009,-,-,-,79.200
'58:05:19.872',0.027,-,-,-,84.000
'58:05:19.880',0.027,-,-,-,89.600
'58:05:19.888',0.045,-,-,-,94.400
'58:05:19.896',0.054,-,-,-,97.600
'58:05:19.904',0.045,-,-,-,100.800
