'Elapsed time','II','III','AVF','V','ABP'
'13:48:10.744',-0.069,-,-,-0.113,125.600
'13:48:10.752',-0.083,-,-,-0.127,127.200
'13:48:10.760',-0.083,-,-,-0.127,126.400
'13:48:10.768',-0.083,-,-,-0.141,123.200
'13:48:10.776',-0.083,-,-,-0.155,120.000
'13:48:10.784',-0.083,-,-,-0.169,117.600
'13:48:10.792',-0.083,-,-,-0.183,115.200
'13:48:10.800',-0.069,-,-,-0.183,112.800
'13:48:10.808',-0.042,-,-,-0.169,112.000
'13:48:10.816',-0.028,-,-,-0.169,110.400
'13:48:10.824',0.000,-,-,-0.155,109.600
'13:48:10.832',0.014,-,-,-0.169,108.000
'13:48:10.840',0.028,-,-,-0.127,106.400
'13:48:10.848',0.042,-,-,-0.113,104.800
'13:48:10.856',0.056,-,-,-0.070,103.200
'13:48:10.864',0.056,-,-,-0.042,100.800
'13:48:10.872',0.069,-,-,-0.014,98.400
'13:48:10.880',0.069,-,-,0.000,96.000
'13:48:10.888',0.069,-,-,0.014,93.600
'13:48:10.896',0.083,-,-,0.028,90.400
'13:48:10.904',0.083,-,-,0.056,88.000
'13:48:10.912',0.083,-,-,0.056,85.600
'13:48:10.920',0.083,-,-,0.070,84.000
'13:48:10.928',0.083,-,-,0.085,83.200
'13:48:10.936',0.083,-,-,0.085,83.200
'13:48:10.944',0.083,-,-,0.085,83.200
'13:48:10.952',0.083,-,-,0.085,84.000
'13:48:10.960',0.083,-,-,0.085,84.000
'13:48:10.968',0.097,-,-,0.113,84.000
'13:48:10.976',0.097,-,-,0.085,83.200
'13:48:10.984',0.097,-,-,0.085,82.400
'13:48:10.992',0.125,-,-,0.085,81.600
'13:48:11.000',0.125,-,-,0.085,80.800
'13:48:11.008',0.125,-,-,0.085,79.200
'13:48:11.016',0.097,-,-,0.085,78.400
'13:48:11.024',0.097,-,-,0.070,77.600
'13:48:11.032',0.097,-,-,0.056,76.800
'13:48:11.040',0.083,-,-,0.056,75.200
'13:48:11.048',0.056,-,-,0.042,74.400
'13:48:11.056',0.056,-,-,0.042,74.400
'13:48:11.064',0.056,-,-,0.042,73.600
'13:48:11.072',0.042,-,-,0.056,72.800
'13:48:11.080',0.042,-,-,0.042,72.000
'13:48:11.088',0.042,-,-,0.056,72.000
'13:48:11.096',0.139,-,-,0.085,71.200
'13:48:11.104',0.347,-,-,0.282,70.400
'13:48:11.112',0.514,-,-,0.451,70.400
'13:48:11.120',0.528,-,-,0.225,69.600
'13:48:11.128',0.194,-,-,-0.254,69.600
'13:48:11.136',0.028,-,-,-0.338,68.800
'13:48:11.144',-0.069,-,-,-0.268,68.000
'13:48:11.152',-0.097,-,-,-0.141,68.000
'13:48:11.160',-0.097,-,-,-0.056,67.200
'13:48:11.168',-0.083,-,-,0.000,67.200
'13:48:11.176',-0.069,-,-,0.000,66.400
'13:48:11.184',-0.056,-,-,-0.014,65.600
'13:48:11.192',-0.056,-,-,-0.014,65.600
'13:48:11.200',-0.042,-,-,-0.014,64.800
'13:48:11.208',-0.042,-,-,0.000,64.800
'13:48:11.216',-0.042,-,-,0.000,64.800
'13:48:11.224',-0.056,-,-,-0.014,64.800
'13:48:11.232',-0.069,-,-,-0.042,67.200
'13:48:11.240',-0.097,-,-,-0.056,72.000
'13:48:11.248',-0.097,-,-,-0.056,80.000
'13:48:11.256',-0.125,-,-,-0.070,89.600
'13:48:11.264',-0.097,-,-,-0.070,100.800
'13:48:11.272',-0.139,-,-,-0.113,110.400
'13:48:11.280',-0.153,-,-,-0.141,116.800
'13:48:11.288',-0.167,-,-,-0.141,120.000
'13:48:11.296',-0.167,-,-,-0.155,120.000
'13:48:11.304',-0.167,-,-,-0.169,118.400
'13:48:11.312',-0.167,-,-,-0.183,116.000
'13:48:11.320',-0.153,-,-,-0.183,112.800
'13:48:11.328',-0.153,-,-,-0.197,110.400
'13:48:11.336',-0.139,-,-,-0.183,108.000
'13:48:11.344',-0.097,-,-,-0.183,106.400
'13:48:11.352',-0.083,-,-,-0.169,104.800
'13:48:11.360',-0.069,-,-,-0.155,104.000
'13:48:11.368',-0.028,-,-,-0.127,102.400
'13:48:11.376',0.000,-,-,-0.113,101.600
'13:48:11.384',0.000,-,-,-0.070,100.000
'13:48:11.392',0.000,-,-,-0.028,97.600
'13:48:11.400',0.028,-,-,-0.014,96.000
'13:48:11.408',0.042,-,-,0.000,93.600
'13:48:11.416',0.056,-,-,0.014,90.400
'13:48:11.424',0.056,-,-,0.028,87.200
'13:48:11.432',0.056,-,-,0.028,84.000
'13:48:11.440',0.056,-,-,0.042,81.600
'13:48:11.448',0.069,-,-,0.056,80.000
'13:48:11.456',0.056,-,-,0.056,79.200
'13:48:11.464',0.056,-,-,0.056,79.200
'13:48:11.472',0.056,-,-,0.070,80.000
'13:48:11.480',0.069,-,-,0.056,80.000
'13:48:11.488',0.069,-,-,0.070,80.800
'13:48:11.496',0.069,-,-,0.056,80.800
'13:48:11.504',0.083,-,-,0.070,80.000
'13:48:11.512',0.069,-,-,0.085,80.000
'13:48:11.520',0.056,-,-,0.056,79.200
'13:48:11.528',0.042,-,-,0.056,78.400
'13:48:11.536',0.042,-,-,0.056,77.600
'13:48:11.544',0.056,-,-,0.056,76.800
'13:48:11.552',0.042,-,-,0.042,75.200
'13:48:11.560',0.042,-,-,0.056,75.200
'13:48:11.568',0.042,-,-,0.056,74.400
'13:48:11.576',0.042,-,-,0.056,73.600
'13:48:11.584',0.028,-,-,0.056,72.800
'13:48:11.592',0.028,-,-,0.042,72.000
'13:48:11.600',0.028,-,-,0.056,72.000
'13:48:11.608',0.042,-,-,0.042,71.200
'13:48:11.616',0.042,-,-,0.056,71.200
'13:48:11.624',0.042,-,-,0.056,70.400
'13:48:11.632',0.042,-,-,0.056,70.400
'13:48:11.640',0.042,-,-,0.056,69.600
'13:48:11.648',0.042,-,-,0.042,69.600
'13:48:11.656',0.056,-,-,0.042,68.800
'13:48:11.664',0.056,-,-,0.056,68.000
'13:48:11.672',0.125,-,-,0.085,68.000
'13:48:11.680',0.306,-,-,0.254,67.200
'13:48:11.688',0.528,-,-,0.451,67.200
'13:48:11.696',0.597,-,-,0.493,67.200
'13:48:11.704',0.347,-,-,0.000,66.400
'13:48:11.712',0.083,-,-,-0.268,66.400
'13:48:11.720',-0.042,-,-,-0.282,66.400
'13:48:11.728',-0.125,-,-,-0.197,65.600
'13:48:11.736',-0.139,-,-,-0.113,65.600
'13:48:11.744',-0.097,-,-,-0.028,65.600
'13:48:11.752',-0.097,-,-,-0.014,65.600
'13:48:11.760',-0.125,-,-,-0.028,65.600
'13:48:11.768',-0.139,-,-,-0.028,65.600
'13:48:11.776',-0.125,-,-,-0.042,65.600
'13:48:11.784',-0.125,-,-,-0.028,64.800
'13:48:11.792',-0.125,-,-,-0.056,64.800
'13:48:11.800',-0.125,-,-,-0.028,66.400
'13:48:11.808',-0.125,-,-,-0.042,69.600
'13:48:11.816',-0.139,-,-,-0.056,75.200
'13:48:11.824',-0.125,-,-,-0.056,84.000
'13:48:11.832',-0.125,-,-,-0.056,94.400
'13:48:11.840',-0.125,-,-,-0.070,105.600
'13:48:11.848',-0.125,-,-,-0.085,115.200
'13:48:11.856',-0.125,-,-,-0.113,120.800
'13:48:11.864',-0.125,-,-,-0.127,123.200
'13:48:11.872',-0.125,-,-,-0.141,121.600
'13:48:11.880',-0.125,-,-,-0.141,119.200
'13:48:11.888',-0.125,-,-,-0.169,116.000
'13:48:11.896',-0.125,-,-,-0.169,112.800
'13:48:11.904',-0.125,-,-,-0.183,109.600
'13:48:11.912',-0.125,-,-,-0.183,108.000
'13:48:11.920',-0.097,-,-,-0.183,106.400
'13:48:11.928',-0.083,-,-,-0.197,104.800
'13:48:11.936',-0.069,-,-,-0.183,104.000
'13:48:11.944',-0.056,-,-,-0.169,103.200
'13:48:11.952',-0.042,-,-,-0.141,101.600
'13:48:11.960',-0.014,-,-,-0.127,100.000
'13:48:11.968',0.000,-,-,-0.070,98.400
'13:48:11.976',0.000,-,-,-0.042,96.000
'13:48:11.984',0.014,-,-,-0.014,93.600
'13:48:11.992',0.028,-,-,0.000,91.200
'13:48:12.000',0.042,-,-,0.028,88.800
'13:48:12.008',0.042,-,-,0.056,86.400
'13:48:12.016',0.056,-,-,0.070,84.000
'13:48:12.024',0.056,-,-,0.085,82.400
'13:48:12.032',0.056,-,-,0.113,81.600
'13:48:12.040',0.069,-,-,0.113,80.800
'13:48:12.048',0.056,-,-,0.113,81.600
'13:48:12.056',0.056,-,-,0.113,81.600
'13:48:12.064',0.042,-,-,0.085,82.400
'13:48:12.072',0.042,-,-,0.085,82.400
'13:48:12.080',0.042,-,-,0.070,81.600
'13:48:12.088',0.042,-,-,0.070,81.600
'13:48:12.096',0.028,-,-,0.056,80.800
'13:48:12.104',0.028,-,-,0.042,80.000
'13:48:12.112',0.028,-,-,0.056,79.200
'13:48:12.120',0.042,-,-,0.056,78.400
'13:48:12.128',0.042,-,-,0.056,77.600
'13:48:12.136',0.042,-,-,0.056,76.800
'13:48:12.144',0.042,-,-,0.056,76.000
'13:48:12.152',0.042,-,-,0.056,75.200
'13:48:12.160',0.042,-,-,0.070,74.400
'13:48:12.168',0.042,-,-,0.070,74.400
'13:48:12.176',0.042,-,-,0.070,73.600
'13:48:12.184',0.028,-,-,0.070,72.800
'13:48:12.192',0.028,-,-,0.085,72.000
'13:48:12.200',0.028,-,-,0.070,72.000
'13:48:12.208',0.028,-,-,0.056,71.200
'13:48:12.216',0.028,-,-,0.070,71.200
'13:48:12.224',0.083,-,-,0.113,70.400
'13:48:12.232',0.292,-,-,0.296,70.400
'13:48:12.240',0.514,-,-,0.521,69.600
'13:48:12.248',0.542,-,-,0.563,68.800
'13:48:12.256',0.236,-,-,-0.239,68.800
'13:48:12.264',-0.014,-,-,-0.465,68.000
'13:48:12.272',-0.125,-,-,-0.352,68.000
'13:48:12.280',-0.139,-,-,-0.254,67.200
'13:48:12.288',-0.125,-,-,-0.070,67.200
'13:48:12.296',-0.097,-,-,-0.014,66.400
'13:48:12.304',-0.083,-,-,0.000,66.400
'13:48:12.312',-0.083,-,-,0.000,65.600
'13:48:12.320',-0.069,-,-,0.000,65.600
'13:48:12.328',-0.069,-,-,0.000,64.800
'13:48:12.336',-0.069,-,-,0.000,64.800
'13:48:12.344',-0.069,-,-,-0.014,64.800
'13:48:12.352',-0.083,-,-,0.000,66.400
'13:48:12.360',-0.097,-,-,-0.028,69.600
'13:48:12.368',-0.125,-,-,-0.028,76.800
'13:48:12.376',-0.125,-,-,-0.042,86.400
'13:48:12.384',-0.139,-,-,-0.056,97.600
'13:48:12.392',-0.139,-,-,-0.070,108.800
'13:48:12.400',-0.153,-,-,-0.113,118.400
'13:48:12.408',-0.153,-,-,-0.113,124.000
'13:48:12.416',-0.167,-,-,-0.141,125.600
'13:48:12.424',-0.167,-,-,-0.141,124.800
'13:48:12.432',-0.167,-,-,-0.169,122.400
'13:48:12.440',-0.153,-,-,-0.169,119.200
'13:48:12.448',-0.139,-,-,-0.169,116.000
'13:48:12.456',-0.139,-,-,-0.169,113.600
'13:48:12.464',-0.097,-,-,-0.169,112.000
'13:48:12.472',-0.083,-,-,-0.169,110.400
'13:48:12.480',-0.069,-,-,-0.169,109.600
'13:48:12.488',-0.056,-,-,-0.155,108.800
'13:48:12.496',-0.042,-,-,-0.141,107.200
'13:48:12.504',-0.028,-,-,-0.127,106.400
'13:48:12.512',-0.014,-,-,-0.113,104.800
'13:48:12.520',0.000,-,-,-0.056,103.200
'13:48:12.528',0.014,-,-,-0.014,100.800
'13:48:12.536',0.028,-,-,0.000,98.400
'13:48:12.544',0.028,-,-,0.014,95.200
'13:48:12.552',0.028,-,-,0.028,92.000
'13:48:12.560',0.042,-,-,0.056,88.800
'13:48:12.568',0.042,-,-,0.056,86.400
'13:48:12.576',0.042,-,-,0.070,84.000
'13:48:12.584',0.056,-,-,0.085,82.400
'13:48:12.592',0.056,-,-,0.085,81.600
'13:48:12.600',0.069,-,-,0.085,82.400
'13:48:12.608',0.083,-,-,0.085,82.400
'13:48:12.616',0.097,-,-,0.085,83.200
'13:48:12.624',0.125,-,-,0.113,83.200
'13:48:12.632',0.125,-,-,0.085,83.200
'13:48:12.640',0.125,-,-,0.127,82.400
'13:48:12.648',0.125,-,-,0.113,82.400
'13:48:12.656',0.125,-,-,0.113,80.800
'13:48:12.664',0.097,-,-,0.113,80.000
'13:48:12.672',0.083,-,-,0.113,79.200
'13:48:12.680',0.069,-,-,0.085,78.400
'13:48:12.688',0.056,-,-,0.056,77.600
'13:48:12.696',0.042,-,-,0.056,76.800
'13:48:12.704',0.056,-,-,0.070,76.000
'13:48:12.712',0.167,-,-,0.155,75.200
'13:48:12.720',0.389,-,-,0.366,75.200
'13:48:12.728',0.528,-,-,0.479,74.400
'13:48:12.736',0.542,-,-,0.127,74.400
'13:48:12.744',0.139,-,-,-0.338,73.600
'13:48:12.752',-0.042,-,-,-0.394,72.800
'13:48:12.760',-0.097,-,-,-0.282,72.800
'13:48:12.768',-0.097,-,-,-0.127,72.000
'13:48:12.776',-0.056,-,-,-0.014,71.200
'13:48:12.784',-0.042,-,-,0.014,71.200
'13:48:12.792',-0.042,-,-,0.028,70.400
'13:48:12.800',-0.028,-,-,0.028,70.400
'13:48:12.808',-0.014,-,-,0.028,69.600
'13:48:12.816',-0.014,-,-,0.000,68.800
'13:48:12.824',-0.014,-,-,0.014,68.800
'13:48:12.832',-0.028,-,-,0.000,68.800
'13:48:12.840',-0.028,-,-,0.000,69.600
'13:48:12.848',-0.028,-,-,0.000,72.800
'13:48:12.856',-0.028,-,-,0.000,79.200
'13:48:12.864',-0.028,-,-,-0.014,87.200
'13:48:12.872',-0.042,-,-,-0.028,97.600
'13:48:12.880',-0.042,-,-,-0.042,108.800
'13:48:12.888',-0.069,-,-,-0.056,117.600
'13:48:12.896',-0.083,-,-,-0.070,123.200
'13:48:12.904',-0.097,-,-,-0.127,125.600
'13:48:12.912',-0.125,-,-,-0.141,125.600
'13:48:12.920',-0.125,-,-,-0.155,123.200
'13:48:12.928',-0.097,-,-,-0.169,120.000
'13:48:12.936',-0.097,-,-,-0.169,117.600
'13:48:12.944',-0.097,-,-,-0.169,114.400
'13:48:12.952',-0.069,-,-,-0.169,112.800
'13:48:12.960',-0.042,-,-,-0.155,111.200
'13:48:12.968',-0.014,-,-,-0.141,110.400
'13:48:12.976',0.000,-,-,-0.113,108.800
'13:48:12.984',0.028,-,-,-0.070,107.200
'13:48:12.992',0.042,-,-,-0.028,106.400
'13:48:13.000',0.069,-,-,0.000,104.000
'13:48:13.008',0.083,-,-,0.014,102.400
'13:48:13.016',0.083,-,-,0.042,99.200
'13:48:13.024',0.083,-,-,0.042,96.800
'13:48:13.032',0.083,-,-,0.056,93.600
'13:48:13.040',0.083,-,-,0.085,90.400
'13:48:13.048',0.097,-,-,0.085,87.200
'13:48:13.056',0.097,-,-,0.085,84.800
'13:48:13.064',0.125,-,-,0.113,84.000
'13:48:13.072',0.125,-,-,0.113,83.200
'13:48:13.080',0.125,-,-,0.127,83.200
'13:48:13.088',0.125,-,-,0.085,84.000
'13:48:13.096',0.125,-,-,0.113,84.000
'13:48:13.104',0.097,-,-,0.085,84.000
'13:48:13.112',0.083,-,-,0.085,84.000
'13:48:13.120',0.069,-,-,0.085,84.000
'13:48:13.128',0.069,-,-,0.056,83.200
'13:48:13.136',0.069,-,-,0.056,82.400
'13:48:13.144',0.097,-,-,0.085,80.800
'13:48:13.152',0.181,-,-,0.127,80.000
'13:48:13.160',0.389,-,-,0.338,79.200
'13:48:13.168',0.583,-,-,0.507,78.400
'13:48:13.176',0.597,-,-,0.521,77.600
'13:48:13.184',0.250,-,-,-0.127,76.800
'13:48:13.192',0.042,-,-,-0.268,76.000
'13:48:13.200',-0.042,-,-,-0.225,75.200
'13:48:13.208',-0.056,-,-,-0.113,74.400
'13:48:13.216',-0.042,-,-,0.000,73.600
'13:48:13.224',-0.042,-,-,0.028,72.800
'13:48:13.232',-0.042,-,-,0.028,72.000
'13:48:13.240',-0.042,-,-,0.028,71.200
'13:48:13.248',-0.042,-,-,0.000,70.400
'13:48:13.256',-0.042,-,-,0.000,70.400
'13:48:13.264',-0.042,-,-,0.000,69.600
'13:48:13.272',-0.056,-,-,-0.014,68.800
'13:48:13.280',-0.069,-,-,-0.014,68.800
'13:48:13.288',-0.069,-,-,-0.028,70.400
'13:48:13.296',-0.083,-,-,-0.028,72.800
'13:48:13.304',-0.083,-,-,-0.056,78.400
'13:48:13.312',-0.097,-,-,-0.056,85.600
'13:48:13.320',-0.097,-,-,-0.070,95.200
'13:48:13.328',-0.097,-,-,-0.070,104.000
'13:48:13.336',-0.097,-,-,-0.070,111.200
'13:48:13.344',-0.097,-,-,-0.113,116.000
'13:48:13.352',-0.125,-,-,-0.113,116.800
'13:48:13.360',-0.125,-,-,-0.113,116.000
'13:48:13.368',-0.125,-,-,-0.127,112.800
'13:48:13.376',-0.125,-,-,-0.127,109.600
'13:48:13.384',-0.097,-,-,-0.141,106.400
'13:48:13.392',-0.083,-,-,-0.127,103.200
'13:48:13.400',-0.069,-,-,-0.127,101.600
'13:48:13.408',-0.056,-,-,-0.113,99.200
'13:48:13.416',-0.028,-,-,-0.085,97.600
'13:48:13.424',-0.014,-,-,-0.056,96.000
'13:48:13.432',0.000,-,-,-0.042,94.400
'13:48:13.440',0.014,-,-,-0.028,92.800
'13:48:13.448',0.014,-,-,0.000,90.400
'13:48:13.456',0.028,-,-,0.000,88.000
'13:48:13.464',0.042,-,-,0.028,84.800
'13:48:13.472',0.069,-,-,0.056,81.600
'13:48:13.480',0.083,-,-,0.070,78.400
'13:48:13.488',0.083,-,-,0.085,76.800
'13:48:13.496',0.083,-,-,0.085,75.200
'13:48:13.504',0.083,-,-,0.085,75.200
'13:48:13.512',0.083,-,-,0.113,76.000
'13:48:13.520',0.083,-,-,0.113,76.000
'13:48:13.528',0.069,-,-,0.085,76.800
'13:48:13.536',0.056,-,-,0.085,76.800
'13:48:13.544',0.056,-,-,0.085,76.800
'13:48:13.552',0.042,-,-,0.085,76.800
'13:48:13.560',0.028,-,-,0.056,76.000
'13:48:13.568',0.028,-,-,0.085,76.000
'13:48:13.576',0.028,-,-,0.056,75.200
'13:48:13.584',0.028,-,-,0.070,74.400
'13:48:13.592',0.028,-,-,0.056,73.600
'13:48:13.600',0.014,-,-,0.056,72.800
'13:48:13.608',0.000,-,-,0.056,72.000
'13:48:13.616',0.000,-,-,0.056,71.200
'13:48:13.624',0.014,-,-,0.056,71.200
'13:48:13.632',0.014,-,-,0.056,70.400
'13:48:13.640',0.028,-,-,0.056,69.600
'13:48:13.648',0.028,-,-,0.056,68.800
'13:48:13.656',0.028,-,-,0.056,68.800
'13:48:13.664',0.028,-,-,0.056,68.000
'13:48:13.672',0.028,-,-,0.085,68.000
'13:48:13.680',0.028,-,-,0.056,67.200
'13:48:13.688',0.014,-,-,0.056,67.200
'13:48:13.696',0.000,-,-,0.042,66.400
'13:48:13.704',0.000,-,-,0.028,65.600
'13:48:13.712',0.014,-,-,0.028,65.600
'13:48:13.720',0.014,-,-,0.028,64.800
'13:48:13.728',-0.028,-,-,0.141,64.800
'13:48:13.736',-0.042,-,-,0.014,64.000
'13:48:13.744',-0.028,-,-,0.028,64.000
'13:48:13.752',-0.028,-,-,0.028,63.200
'13:48:13.760',-0.028,-,-,0.028,63.200
'13:48:13.768',-0.042,-,-,0.014,63.200
'13:48:13.776',-0.056,-,-,0.014,63.200
'13:48:13.784',-0.069,-,-,0.000,62.400
'13:48:13.792',-0.056,-,-,0.000,62.400
'13:48:13.800',-0.042,-,-,0.000,62.400
'13:48:13.808',-0.028,-,-,0.014,61.600
'13:48:13.816',-0.028,-,-,0.028,61.600
'13:48:13.824',-0.014,-,-,0.014,61.600
'13:48:13.832',-0.014,-,-,0.028,60.800
'13:48:13.840',-0.014,-,-,0.028,60.800
'13:48:13.848',-0.014,-,-,0.028,60.000
'13:48:13.856',-0.014,-,-,0.014,60.000
'13:48:13.864',-0.014,-,-,0.028,60.000
'13:48:13.872',-0.014,-,-,0.028,60.000
'13:48:13.880',-0.014,-,-,0.000,59.200
'13:48:13.888',-0.014,-,-,0.014,59.200
'13:48:13.896',-0.014,-,-,0.028,59.200
'13:48:13.904',0.000,-,-,0.014,59.200
'13:48:13.912',0.028,-,-,0.028,59.200
'13:48:13.920',0.181,-,-,0.155,58.400
'13:48:13.928',0.403,-,-,0.338,58.400
'13:48:13.936',0.486,-,-,0.423,58.400
'13:48:13.944',0.319,-,-,0.042,58.400
'13:48:13.952',0.097,-,-,-0.197,57.600
'13:48:13.960',-0.056,-,-,-0.282,57.600
'13:48:13.968',-0.153,-,-,-0.254,57.600
'13:48:13.976',-0.167,-,-,-0.169,56.800
'13:48:13.984',-0.139,-,-,-0.070,56.800
'13:48:13.992',-0.125,-,-,-0.042,56.800
'13:48:14.000',-0.125,-,-,-0.028,56.800
'13:48:14.008',-0.097,-,-,-0.028,56.800
'13:48:14.016',-0.097,-,-,-0.028,56.800
'13:48:14.024',-0.125,-,-,-0.042,56.800
'13:48:14.032',-0.125,-,-,-0.056,57.600
'13:48:14.040',-0.139,-,-,-0.070,59.200
'13:48:14.048',-0.139,-,-,-0.085,64.000
'13:48:14.056',-0.139,-,-,-0.113,72.800
'13:48:14.064',-0.153,-,-,-0.113,84.000
'13:48:14.072',-0.153,-,-,-0.127,96.800
'13:48:14.080',-0.139,-,-,-0.141,108.000
'13:48:14.088',-0.139,-,-,-0.141,116.000
'13:48:14.096',-0.153,-,-,-0.155,119.200
'13:48:14.104',-0.139,-,-,-0.169,119.200
'13:48:14.112',-0.139,-,-,-0.169,116.000
'13:48:14.120',-0.125,-,-,-0.169,112.000
'13:48:14.128',-0.097,-,-,-0.169,108.000
'13:48:14.136',-0.083,-,-,-0.169,104.000
'13:48:14.144',-0.069,-,-,-0.169,100.800
'13:48:14.152',-0.069,-,-,-0.169,98.400
'13:48:14.160',-0.056,-,-,-0.169,96.800
'13:48:14.168',-0.028,-,-,-0.169,95.200
'13:48:14.176',-0.014,-,-,-0.141,94.400
'13:48:14.184',0.014,-,-,-0.127,93.600
'13:48:14.192',0.028,-,-,-0.113,92.000
'13:48:14.200',0.028,-,-,-0.085,90.400
'13:48:14.208',0.028,-,-,-0.070,89.600
'13:48:14.216',0.028,-,-,-0.070,88.000
'13:48:14.224',0.028,-,-,-0.056,85.600
'13:48:14.232',0.028,-,-,-0.028,84.000
'13:48:14.240',0.028,-,-,-0.014,82.400
'13:48:14.248',0.028,-,-,0.000,80.000
'13:48:14.256',0.028,-,-,0.000,77.600
'13:48:14.264',0.028,-,-,0.014,76.000
'13:48:14.272',0.028,-,-,0.028,75.200
'13:48:14.280',0.028,-,-,0.042,74.400
'13:48:14.288',0.028,-,-,0.042,75.200
'13:48:14.296',0.042,-,-,0.056,75.200
'13:48:14.304',0.042,-,-,0.070,76.000
'13:48:14.312',0.042,-,-,0.056,76.800
'13:48:14.320',0.042,-,-,0.056,76.800
'13:48:14.328',0.042,-,-,0.070,76.800
'13:48:14.336',0.042,-,-,0.056,76.000
'13:48:14.344',0.042,-,-,0.056,75.200
'13:48:14.352',0.042,-,-,0.070,74.400
'13:48:14.360',0.028,-,-,0.056,73.600
'13:48:14.368',0.028,-,-,0.042,72.800
'13:48:14.376',0.014,-,-,0.042,72.000
'13:48:14.384',0.014,-,-,0.042,71.200
'13:48:14.392',0.028,-,-,0.042,71.200
'13:48:14.400',0.028,-,-,0.056,70.400
'13:48:14.408',0.014,-,-,0.042,69.600
'13:48:14.416',0.014,-,-,0.042,69.600
'13:48:14.424',0.014,-,-,0.042,68.800
'13:48:14.432',0.014,-,-,0.042,68.800
'13:48:14.440',0.000,-,-,0.056,68.000
'13:48:14.448',0.000,-,-,0.056,68.000
'13:48:14.456',0.000,-,-,0.056,67.200
'13:48:14.464',0.014,-,-,0.042,67.200
'13:48:14.472',0.028,-,-,0.056,67.200
'13:48:14.480',0.000,-,-,0.155,66.400
'13:48:14.488',0.000,-,-,0.028,66.400
'13:48:14.496',0.014,-,-,0.042,65.600
'13:48:14.504',0.014,-,-,0.028,65.600
'13:48:14.512',0.028,-,-,0.056,64.800
'13:48:14.520',0.028,-,-,0.056,64.800
'13:48:14.528',0.028,-,-,0.056,64.800
'13:48:14.536',0.028,-,-,0.056,64.000
'13:48:14.544',0.014,-,-,0.042,64.000
'13:48:14.552',0.014,-,-,0.056,63.200
'13:48:14.560',0.014,-,-,0.042,63.200
'13:48:14.568',0.000,-,-,0.042,62.400
'13:48:14.576',0.000,-,-,0.028,62.400
'13:48:14.584',0.000,-,-,0.028,62.400
'13:48:14.592',0.000,-,-,0.028,62.400
'13:48:14.600',0.000,-,-,0.028,61.600
'13:48:14.608',0.000,-,-,0.028,61.600
'13:48:14.616',0.000,-,-,0.028,61.600
'13:48:14.624',0.000,-,-,0.028,61.600
'13:48:14.632',0.000,-,-,0.028,60.800
'13:48:14.640',0.014,-,-,0.028,60.800
'13:48:14.648',0.069,-,-,0.056,60.800
'13:48:14.656',0.250,-,-,0.239,60.800
'13:48:14.664',0.472,-,-,0.451,60.000
'13:48:14.672',0.514,-,-,0.465,60.000
'13:48:14.680',0.208,-,-,-0.197,60.000
'13:48:14.688',-0.014,-,-,-0.479,59.200
'13:48:14.696',-0.125,-,-,-0.380,59.200
'13:48:14.704',-0.153,-,-,-0.282,58.400
'13:48:14.712',-0.139,-,-,-0.127,58.400
'13:48:14.720',-0.097,-,-,-0.042,58.400
'13:48:14.728',-0.083,-,-,-0.014,57.600
'13:48:14.736',-0.083,-,-,-0.028,57.600
'13:48:14.744',-0.097,-,-,-0.028,57.600
'13:48:14.752',-0.097,-,-,-0.014,57.600
'13:48:14.760',-0.097,-,-,-0.028,57.600
'13:48:14.768',-0.125,-,-,-0.042,57.600
'13:48:14.776',-0.125,-,-,-0.056,59.200
'13:48:14.784',-0.139,-,-,-0.070,63.200
'13:48:14.792',-0.139,-,-,-0.070,70.400
'13:48:14.800',-0.153,-,-,-0.113,80.800
'13:48:14.808',-0.153,-,-,-0.085,92.800
'13:48:14.816',-0.153,-,-,-0.127,104.800
'13:48:14.824',-0.167,-,-,-0.113,114.400
'13:48:14.832',-0.153,-,-,-0.141,120.000
'13:48:14.840',-0.153,-,-,-0.141,122.400
'13:48:14.848',-0.153,-,-,-0.155,120.800
'13:48:14.856',-0.139,-,-,-0.169,118.400
'13:48:14.864',-0.139,-,-,-0.183,115.200
'13:48:14.872',-0.139,-,-,-0.197,112.000
'13:48:14.880',-0.139,-,-,-0.225,109.600
'13:48:14.888',-0.139,-,-,-0.239,108.000
'13:48:14.896',-0.125,-,-,-0.239,106.400
'13:48:14.904',-0.125,-,-,-0.239,105.600
'13:48:14.912',-0.083,-,-,-0.197,104.800
'13:48:14.920',-0.069,-,-,-0.183,103.200
'13:48:14.928',-0.042,-,-,-0.169,102.400
'13:48:14.936',-0.014,-,-,-0.141,100.800
'13:48:14.944',0.000,-,-,-0.127,98.400
'13:48:14.952',0.000,-,-,-0.070,96.800
'13:48:14.960',0.000,-,-,-0.056,94.400
'13:48:14.968',0.000,-,-,-0.028,92.000
'13:48:14.976',0.000,-,-,-0.014,89.600
'13:48:14.984',0.000,-,-,0.000,87.200
'13:48:14.992',0.014,-,-,0.000,84.000
'13:48:15.000',0.014,-,-,0.014,81.600
'13:48:15.008',0.028,-,-,0.028,80.000
'13:48:15.016',0.042,-,-,0.042,79.200
'13:48:15.024',0.042,-,-,0.056,79.200
'13:48:15.032',0.056,-,-,0.070,79.200
'13:48:15.040',0.056,-,-,0.085,80.000
'13:48:15.048',0.056,-,-,0.056,80.000
'13:48:15.056',0.056,-,-,0.056,80.000
