'Elapsed time','I','II','III','AVF','MCL1','ABP','PAP'
'79:54:56.656',-,0.080,-,0.072,-,121.600,23.200
'79:54:56.664',-,0.056,-,0.054,-,117.600,23.600
'79:54:56.672',-,0.024,-,0.036,-,113.600,24.000
'79:54:56.680',-,0.000,-,0.000,-,110.400,24.400
'79:54:56.688',-,-0.040,-,-0.018,-,106.400,24.400
'79:54:56.696',-,-0.080,-,-0.054,-,104.000,24.000
'79:54:56.704',-,-0.096,-,-0.072,-,100.800,23.600
'79:54:56.712',-,-0.104,-,-0.090,-,98.400,23.200
'79:54:56.720',-,-0.032,-,-0.018,-,96.000,22.800
'79:54:56.728',-,0.216,-,0.234,-,93.600,22.800
'79:54:56.736',-,0.520,-,0.523,-,91.200,22.800
'79:54:56.744',-,0.728,-,0.703,-,89.600,22.800
'79:54:56.752',-,0.864,-,0.811,-,88.000,23.200
'79:54:56.760',-,0.944,-,0.883,-,87.200,23.600
'79:54:56.768',-,0.968,-,0.937,-,85.600,24.000
'79:54:56.776',-,0.952,-,0.937,-,85.600,24.400
'79:54:56.784',-,0.936,-,0.919,-,85.600,25.200
'79:54:56.792',-,0.912,-,0.901,-,85.600,25.600
'79:54:56.800',-,0.896,-,0.883,-,85.600,25.600
'79:54:56.808',-,0.888,-,0.865,-,86.400,25.200
'79:54:56.816',-,0.896,-,0.883,-,87.200,24.800
'79:54:56.824',-,0.912,-,0.901,-,87.200,24.400
'79:54:56.832',-,0.928,-,0.919,-,88.000,24.400
'79:54:56.840',-,0.912,-,0.901,-,88.800,24.800
'79:54:56.848',-,0.896,-,0.901,-,89.600,24.800
'79:54:56.856',-,0.928,-,0.919,-,88.800,25.200
'79:54:56.864',-,0.984,-,0.955,-,88.000,25.200
'79:54:56.872',-,1.016,-,1.054,-,86.400,25.600
'79:54:56.880',-,1.016,-,1.180,-,84.000,25.600
'79:54:56.888',-,1.016,-,1.216,-,81.600,26.400
'79:54:56.896',-,0.952,-,1.144,-,78.400,27.600
'79:54:56.904',-,0.864,-,1.054,-,74.400,29.200
'79:54:56.912',-,0.792,-,0.937,-,71.200,31.600
'79:54:56.920',-,0.776,-,0.883,-,68.000,34.000
'79:54:56.928',-,0.808,-,0.865,-,65.600,36.000
'79:54:56.936',-,0.864,-,0.883,-,62.400,37.600
'79:54:56.944',-,0.928,-,0.901,-,60.800,38.400
'79:54:56.952',-,0.984,-,0.937,-,58.400,38.000
'79:54:56.960',-,1.016,-,0.955,-,56.000,35.200
'79:54:56.968',-,1.016,-,0.955,-,54.400,30.400
'79:54:56.976',-,1.008,-,0.937,-,52.800,25.200
'79:54:56.984',-,0.992,-,0.937,-,52.000,21.200
'79:54:56.992',-,0.968,-,0.919,-,52.000,20.400
'79:54:57.000',-,0.944,-,0.883,-,51.200,22.000
'79:54:57.008',-,0.896,-,0.829,-,51.200,26.400
'79:54:57.016',-,0.864,-,0.793,-,51.200,31.600
'79:54:57.024',-,0.856,-,0.793,-,51.200,36.000
'79:54:57.032',-,0.840,-,0.775,-,52.000,39.200
'79:54:57.040',-,0.808,-,0.757,-,52.000,40.400
'79:54:57.048',-,0.792,-,0.739,-,52.000,40.000
'79:54:57.056',-,0.784,-,0.739,-,52.000,38.800
'79:54:57.064',-,0.760,-,0.703,-,52.000,37.200
'79:54:57.072',-,0.744,-,0.667,-,53.600,36.000
'79:54:57.080',-,0.736,-,0.667,-,56.800,35.600
'79:54:57.088',-,0.728,-,0.685,-,62.400,36.000
'79:54:57.096',-,0.720,-,0.667,-,69.600,36.400
'79:54:57.104',-,0.712,-,0.649,-,77.600,36.800
'79:54:57.112',-,0.704,-,0.649,-,84.800,36.800
'79:54:57.120',-,0.712,-,0.649,-,92.000,36.400
'79:54:57.128',-,0.704,-,0.649,-,97.600,36.000
'79:54:57.136',-,0.680,-,0.631,-,100.800,34.800
'79:54:57.144',-,0.664,-,0.631,-,103.200,33.600
'79:54:57.152',-,0.672,-,0.649,-,103.200,32.400
'79:54:57.160',-,0.664,-,0.631,-,101.600,30.800
'79:54:57.168',-,0.656,-,0.631,-,98.400,29.600
'79:54:57.176',-,0.640,-,0.613,-,95.200,28.400
'79:54:57.184',-,0.608,-,0.577,-,92.000,27.200
'79:54:57.192',-,0.568,-,0.541,-,89.600,26.400
'79:54:57.200',-,0.544,-,0.523,-,87.200,26.000
'79:54:57.208',-,0.520,-,0.505,-,85.600,26.800
'79:54:57.216',-,0.504,-,0.486,-,84.000,29.200
'79:54:57.224',-,0.496,-,0.468,-,81.600,32.400
'79:54:57.232',-,0.480,-,0.450,-,80.000,35.200
'79:54:57.240',-,0.456,-,0.432,-,77.600,37.200
'79:54:57.248',-,0.432,-,0.414,-,75.200,37.200
'79:54:57.256',-,0.424,-,0.414,-,73.600,35.600
'79:54:57.264',-,0.432,-,0.414,-,71.200,32.800
'79:54:57.272',-,0.432,-,0.414,-,70.400,29.200
'79:54:57.280',-,0.424,-,0.414,-,69.600,26.400
'79:54:57.288',-,0.416,-,0.396,-,70.400,24.000
'79:54:57.296',-,0.400,-,0.396,-,72.000,22.800
'79:54:57.304',-,0.376,-,0.360,-,74.400,22.400
'79:54:57.312',-,0.368,-,0.360,-,76.800,23.200
'79:54:57.320',-,0.352,-,0.342,-,80.800,24.000
'79:54:57.328',-,0.336,-,0.324,-,85.600,25.200
'79:54:57.336',-,0.328,-,0.324,-,92.000,26.400
'79:54:57.344',-,0.320,-,0.324,-,99.200,27.200
'79:54:57.352',-,0.312,-,0.306,-,106.400,27.200
'79:54:57.360',-,0.288,-,0.288,-,113.600,26.800
'79:54:57.368',-,0.272,-,0.288,-,119.200,26.400
'79:54:57.376',-,0.272,-,0.270,-,122.400,25.200
'79:54:57.384',-,0.264,-,0.270,-,124.800,24.000
'79:54:57.392',-,0.248,-,0.252,-,125.600,22.800
'79:54:57.400',-,0.232,-,0.234,-,124.800,22.000
'79:54:57.408',-,0.224,-,0.216,-,124.000,21.600
'79:54:57.416',-,0.216,-,0.216,-,121.600,21.200
'79:54:57.424',-,0.208,-,0.216,-,119.200,21.600
'79:54:57.432',-,0.216,-,0.216,-,116.800,22.000
'79:54:57.440',-,0.208,-,0.216,-,113.600,22.400
'79:54:57.448',-,0.216,-,0.216,-,109.600,22.800
'79:54:57.456',-,0.224,-,0.234,-,106.400,23.200
'79:54:57.464',-,0.216,-,0.234,-,103.200,22.800
'79:54:57.472',-,0.192,-,0.198,-,100.800,22.400
'79:54:57.480',-,0.184,-,0.198,-,97.600,22.000
'79:54:57.488',-,0.216,-,0.216,-,95.200,22.000
'79:54:57.496',-,0.216,-,0.216,-,93.600,22.000
'79:54:57.504',-,0.216,-,0.216,-,92.000,22.400
'79:54:57.512',-,0.224,-,0.234,-,90.400,22.800
'79:54:57.520',-,0.256,-,0.252,-,88.800,23.200
'79:54:57.528',-,0.288,-,0.252,-,87.200,23.200
'79:54:57.536',-,0.288,-,0.252,-,86.400,23.600
'79:54:57.544',-,0.240,-,0.234,-,85.600,24.000
'79:54:57.552',-,0.200,-,0.198,-,84.800,24.400
'79:54:57.560',-,0.168,-,0.162,-,84.800,24.400
'79:54:57.568',-,0.160,-,0.162,-,85.600,24.000
'79:54:57.576',-,0.152,-,0.144,-,85.600,23.600
'79:54:57.584',-,0.128,-,0.126,-,85.600,23.200
'79:54:57.592',-,0.088,-,0.108,-,85.600,22.800
'79:54:57.600',-,0.072,-,0.090,-,86.400,22.400
'79:54:57.608',-,0.072,-,0.090,-,87.200,22.400
'79:54:57.616',-,0.072,-,0.090,-,88.000,22.400
'79:54:57.624',-,0.072,-,0.090,-,88.000,22.400
'79:54:57.632',-,0.080,-,0.090,-,88.000,22.800
'79:54:57.640',-,0.120,-,0.126,-,86.400,23.200
'79:54:57.648',-,0.160,-,0.216,-,84.800,23.600
'79:54:57.656',-,0.168,-,0.306,-,82.400,24.000
'79:54:57.664',-,0.088,-,0.306,-,80.000,24.400
'79:54:57.672',-,-0.032,-,0.180,-,77.600,25.600
'79:54:57.680',-,-0.120,-,0.072,-,74.400,27.600
'79:54:57.688',-,-0.184,-,-0.018,-,70.400,29.600
'79:54:57.696',-,-0.192,-,-0.054,-,67.200,31.600
'79:54:57.704',-,-0.128,-,-0.054,-,64.000,33.600
'79:54:57.712',-,-0.080,-,-0.054,-,60.800,35.200
'79:54:57.720',-,-0.024,-,-0.036,-,57.600,36.400
'79:54:57.728',-,0.040,-,0.000,-,56.000,36.400
'79:54:57.736',-,0.080,-,0.036,-,54.400,33.600
'79:54:57.744',-,0.088,-,0.054,-,52.800,28.800
'79:54:57.752',-,0.096,-,0.054,-,52.000,24.000
'79:54:57.760',-,0.104,-,0.072,-,50.400,21.200
'79:54:57.768',-,0.104,-,0.054,-,49.600,21.600
'79:54:57.776',-,0.096,-,0.054,-,48.800,25.200
'79:54:57.784',-,0.096,-,0.054,-,48.800,30.800
'79:54:57.792',-,0.096,-,0.054,-,48.800,36.800
'79:54:57.800',-,0.120,-,0.072,-,48.800,41.200
'79:54:57.808',-,0.136,-,0.090,-,49.600,44.000
'79:54:57.816',-,0.128,-,0.072,-,50.400,44.400
'79:54:57.824',-,0.112,-,0.054,-,51.200,43.200
'79:54:57.832',-,0.104,-,0.072,-,52.000,41.600
'79:54:57.840',-,0.112,-,0.072,-,53.600,40.000
'79:54:57.848',-,0.128,-,0.090,-,56.800,38.800
'79:54:57.856',-,0.136,-,0.090,-,61.600,38.000
'79:54:57.864',-,0.136,-,0.108,-,68.800,38.000
'79:54:57.872',-,0.128,-,0.090,-,77.600,38.000
'79:54:57.880',-,0.128,-,0.090,-,85.600,38.400
'79:54:57.888',-,0.144,-,0.108,-,92.800,38.400
'79:54:57.896',-,0.160,-,0.126,-,97.600,38.400
'79:54:57.904',-,0.160,-,0.126,-,100.800,37.600
'79:54:57.912',-,0.160,-,0.144,-,103.200,37.200
'79:54:57.920',-,0.160,-,0.144,-,103.200,36.000
'79:54:57.928',-,0.168,-,0.144,-,102.400,35.200
'79:54:57.936',-,0.176,-,0.162,-,100.800,34.000
'79:54:57.944',-,0.176,-,0.162,-,97.600,32.800
'79:54:57.952',-,0.160,-,0.144,-,94.400,31.200
'79:54:57.960',-,0.144,-,0.126,-,90.400,29.600
'79:54:57.968',-,0.128,-,0.126,-,87.200,28.400
'79:54:57.976',-,0.112,-,0.108,-,84.800,27.600
'79:54:57.984',-,0.088,-,0.090,-,82.400,28.400
'79:54:57.992',-,0.096,-,0.090,-,80.000,30.800
'79:54:58.000',-,0.112,-,0.090,-,78.400,34.400
'79:54:58.008',-,0.096,-,0.090,-,76.800,38.000
'79:54:58.016',-,0.088,-,0.090,-,74.400,39.600
'79:54:58.024',-,0.104,-,0.108,-,72.800,39.600
'79:54:58.032',-,0.112,-,0.108,-,71.200,37.200
'79:54:58.040',-,0.104,-,0.090,-,70.400,34.400
'79:54:58.048',-,0.104,-,0.108,-,70.400,31.200
'79:54:58.056',-,0.112,-,0.108,-,70.400,28.800
'79:54:58.064',-,0.120,-,0.126,-,71.200,27.600
'79:54:58.072',-,0.120,-,0.126,-,72.800,26.800
'79:54:58.080',-,0.104,-,0.108,-,73.600,26.800
'79:54:58.088',-,0.088,-,0.090,-,75.200,27.200
'79:54:58.096',-,0.072,-,0.072,-,77.600,27.600
'79:54:58.104',-,0.064,-,0.072,-,80.800,28.000
'79:54:58.112',-,0.088,-,0.090,-,85.600,28.800
'79:54:58.120',-,0.096,-,0.108,-,90.400,29.200
'79:54:58.128',-,0.080,-,0.108,-,96.000,29.600
'79:54:58.136',-,0.072,-,0.090,-,103.200,29.600
'79:54:58.144',-,0.056,-,0.072,-,109.600,29.200
'79:54:58.152',-,0.064,-,0.054,-,116.000,28.800
'79:54:58.160',-,0.088,-,0.090,-,121.600,28.400
'79:54:58.168',-,0.104,-,0.108,-,124.800,27.600
'79:54:58.176',-,0.104,-,0.126,-,126.400,27.200
'79:54:58.184',-,0.096,-,0.108,-,126.400,26.800
'79:54:58.192',-,0.064,-,0.072,-,126.400,26.000
'79:54:58.200',-,0.056,-,0.072,-,124.800,25.600
'79:54:58.208',-,0.072,-,0.090,-,122.400,25.200
'79:54:58.216',-,0.088,-,0.108,-,120.000,24.800
'79:54:58.224',-,0.096,-,0.126,-,116.800,25.200
'79:54:58.232',-,0.104,-,0.108,-,113.600,25.600
'79:54:58.240',-,0.096,-,0.108,-,110.400,26.000
'79:54:58.248',-,0.088,-,0.108,-,107.200,26.400
'79:54:58.256',-,0.080,-,0.108,-,104.800,26.400
'79:54:58.264',-,0.080,-,0.090,-,101.600,26.400
'79:54:58.272',-,0.088,-,0.090,-,99.200,26.400
'79:54:58.280',-,0.088,-,0.108,-,96.800,26.400
'79:54:58.288',-,0.088,-,0.108,-,94.400,26.000
'79:54:58.296',-,0.112,-,0.126,-,92.800,25.600
'79:54:58.304',-,0.136,-,0.144,-,90.400,25.600
'79:54:58.312',-,0.144,-,0.144,-,88.800,25.200
'79:54:58.320',-,0.144,-,0.144,-,87.200,24.800
'79:54:58.328',-,0.144,-,0.144,-,85.600,24.800
'79:54:58.336',-,0.144,-,0.144,-,84.000,25.200
'79:54:58.344',-,0.128,-,0.108,-,83.200,25.600
'79:54:58.352',-,0.096,-,0.108,-,83.200,26.000
'79:54:58.360',-,0.072,-,0.090,-,83.200,26.400
'79:54:58.368',-,0.040,-,0.054,-,84.000,27.200
'79:54:58.376',-,0.008,-,0.036,-,84.800,27.600
'79:54:58.384',-,0.000,-,0.036,-,85.600,28.400
'79:54:58.392',-,0.008,-,0.036,-,86.400,28.400
'79:54:58.400',-,0.008,-,0.036,-,87.200,28.800
'79:54:58.408',-,-0.008,-,0.018,-,87.200,28.800
'79:54:58.416',-,-0.008,-,0.018,-,87.200,28.800
'79:54:58.424',-,0.008,-,0.018,-,86.400,28.800
'79:54:58.432',-,0.032,-,0.054,-,84.800,28.800
'79:54:58.440',-,0.096,-,0.144,-,83.200,29.200
'79:54:58.448',-,0.144,-,0.270,-,80.800,30.000
'79:54:58.456',-,0.112,-,0.324,-,77.600,31.200
'79:54:58.464',-,0.040,-,0.270,-,74.400,32.400
'79:54:58.472',-,-0.080,-,0.162,-,71.200,34.400
'79:54:58.480',-,-0.216,-,0.000,-,69.600,36.400
'79:54:58.488',-,-0.312,-,-0.126,-,67.200,38.800
'79:54:58.496',-,-0.328,-,-0.180,-,65.600,41.200
'79:54:58.504',-,-0.272,-,-0.198,-,62.400,44.000
'79:54:58.512',-,-0.200,-,-0.198,-,60.000,46.000
'79:54:58.520',-,-0.120,-,-0.144,-,58.400,46.400
'79:54:58.528',-,-0.056,-,-0.090,-,57.600,43.200
'79:54:58.536',-,-0.032,-,-0.072,-,56.800,37.600
'79:54:58.544',-,-0.024,-,-0.072,-,56.800,31.600
'79:54:58.552',-,-0.024,-,-0.072,-,56.000,28.400
'79:54:58.560',-,-0.032,-,-0.072,-,56.000,28.400
'79:54:58.568',-,-0.040,-,-0.072,-,56.000,32.400
'79:54:58.576',-,-0.032,-,-0.072,-,56.000,37.600
'79:54:58.584',-,-0.040,-,-0.072,-,56.000,43.200
'79:54:58.592',-,-0.024,-,-0.054,-,56.000,47.200
'79:54:58.600',-,-0.016,-,-0.054,-,56.000,49.600
'79:54:58.608',-,-0.024,-,-0.072,-,56.000,50.000
'79:54:58.616',-,-0.032,-,-0.072,-,56.800,49.600
'79:54:58.624',-,-0.008,-,-0.054,-,57.600,48.800
'79:54:58.632',-,0.000,-,-0.054,-,60.000,47.600
'79:54:58.640',-,-0.016,-,-0.072,-,64.000,46.400
'79:54:58.648',-,-0.024,-,-0.072,-,70.400,46.000
'79:54:58.656',-,-0.008,-,-0.072,-,78.400,45.600
'79:54:58.664',-,0.000,-,-0.054,-,88.000,46.000
'79:54:58.672',-,-0.016,-,-0.054,-,96.000,46.400
'79:54:58.680',-,-0.016,-,-0.054,-,102.400,46.400
'79:54:58.688',-,0.016,-,-0.018,-,107.200,46.400
'79:54:58.696',-,0.032,-,0.000,-,110.400,46.000
'79:54:58.704',-,0.040,-,0.018,-,112.000,45.600
'79:54:58.712',-,0.048,-,0.018,-,111.200,44.800
'79:54:58.720',-,0.048,-,0.018,-,109.600,43.600
'79:54:58.728',-,0.040,-,0.018,-,106.400,42.800
'79:54:58.736',-,0.024,-,0.018,-,103.200,41.600
'79:54:58.744',-,0.016,-,0.000,-,99.200,40.800
'79:54:58.752',-,0.008,-,-0.018,-,96.000,39.600
'79:54:58.760',-,0.000,-,-0.018,-,92.800,38.400
'79:54:58.768',-,0.016,-,0.000,-,90.400,37.200
'79:54:58.776',-,0.016,-,0.018,-,88.800,36.000
'79:54:58.784',-,-0.016,-,0.018,-,88.000,36.000
'79:54:58.792',-,-0.016,-,0.000,-,87.200,37.600
'79:54:58.800',-,0.008,-,-0.018,-,85.600,40.000
'79:54:58.808',-,0.024,-,0.000,-,84.800,42.800
'79:54:58.816',-,0.016,-,0.000,-,83.200,44.800
'79:54:58.824',-,0.016,-,0.000,-,81.600,45.600
'79:54:58.832',-,0.024,-,0.018,-,80.800,44.800
'79:54:58.840',-,0.024,-,0.018,-,80.800,42.800
'79:54:58.848',-,0.008,-,0.018,-,81.600,40.800
'79:54:58.856',-,0.016,-,0.036,-,83.200,38.800
'79:54:58.864',-,0.024,-,0.018,-,84.800,37.200
'79:54:58.872',-,0.024,-,0.000,-,86.400,36.000
'79:54:58.880',-,0.008,-,0.000,-,88.800,35.600
'79:54:58.888',-,0.016,-,0.018,-,92.000,35.600
'79:54:58.896',-,0.032,-,0.036,-,96.000,35.600
'79:54:58.904',-,0.040,-,0.036,-,102.400,36.400
'79:54:58.912',-,0.032,-,0.036,-,109.600,36.800
'79:54:58.920',-,0.024,-,0.036,-,116.800,37.200
'79:54:58.928',-,0.008,-,0.018,-,124.000,37.600
'79:54:58.936',-,0.000,-,0.018,-,129.600,37.600
'79:54:58.944',-,0.016,-,0.036,-,132.800,37.600
'79:54:58.952',-,0.016,-,0.036,-,133.600,37.200
'79:54:58.960',-,0.016,-,0.018,-,133.600,36.400
'79:54:58.968',-,0.024,-,0.036,-,132.800,36.000
'79:54:58.976',-,0.040,-,0.036,-,131.200,36.000
'79:54:58.984',-,0.032,-,0.036,-,129.600,35.600
'79:54:58.992',-,0.016,-,0.036,-,126.400,35.600
'79:54:59.000',-,0.016,-,0.036,-,123.200,35.600
'79:54:59.008',-,0.024,-,0.036,-,120.000,35.200
'79:54:59.016',-,0.040,-,0.036,-,116.800,35.200
'79:54:59.024',-,0.016,-,0.036,-,114.400,35.200
'79:54:59.032',-,0.000,-,0.018,-,111.200,34.800
'79:54:59.040',-,0.000,-,0.018,-,108.800,34.800
'79:54:59.048',-,0.008,-,0.036,-,106.400,34.800
'79:54:59.056',-,0.024,-,0.036,-,104.800,34.400
'79:54:59.064',-,0.032,-,0.036,-,102.400,34.400
'79:54:59.072',-,0.032,-,0.054,-,100.000,34.000
'79:54:59.080',-,0.024,-,0.036,-,97.600,34.000
'79:54:59.088',-,0.024,-,0.036,-,95.200,34.000
'79:54:59.096',-,0.040,-,0.054,-,93.600,33.600
'79:54:59.104',-,0.056,-,0.072,-,92.000,33.600
'79:54:59.112',-,0.064,-,0.072,-,91.200,33.600
'79:54:59.120',-,0.096,-,0.090,-,90.400,33.600
'79:54:59.128',-,0.120,-,0.108,-,89.600,33.600
'79:54:59.136',-,0.128,-,0.126,-,89.600,33.600
'79:54:59.144',-,0.136,-,0.126,-,90.400,33.600
'79:54:59.152',-,0.136,-,0.126,-,90.400,33.200
'79:54:59.160',-,0.104,-,0.108,-,91.200,33.200
'79:54:59.168',-,0.072,-,0.072,-,92.000,32.800
'79:54:59.176',-,0.032,-,0.054,-,92.000,32.400
'79:54:59.184',-,0.016,-,0.036,-,92.000,32.000
'79:54:59.192',-,0.016,-,0.036,-,91.200,31.600
'79:54:59.200',-,0.016,-,0.036,-,89.600,31.200
'79:54:59.208',-,0.016,-,0.036,-,88.000,30.800
'79:54:59.216',-,0.016,-,0.036,-,85.600,30.800
'79:54:59.224',-,0.024,-,0.036,-,83.200,30.800
'79:54:59.232',-,0.032,-,0.036,-,80.000,31.200
'79:54:59.240',-,0.072,-,0.054,-,77.600,31.600
'79:54:59.248',-,0.120,-,0.144,-,74.400,32.000
'79:54:59.256',-,0.192,-,0.306,-,72.000,32.400
'79:54:59.264',-,0.208,-,0.378,-,68.800,32.800
'79:54:59.272',-,0.096,-,0.306,-,66.400,32.800
'79:54:59.280',-,-0.016,-,0.180,-,64.000,33.200
'79:54:59.288',-,-0.128,-,0.072,-,61.600,34.000
'79:54:59.296',-,-0.224,-,-0.036,-,60.000,35.200
'79:54:59.304',-,-0.264,-,-0.108,-,59.200,36.800
'79:54:59.312',-,-0.256,-,-0.144,-,57.600,38.800
'79:54:59.320',-,-0.200,-,-0.144,-,56.800,40.800
'79:54:59.328',-,-0.096,-,-0.072,-,56.000,41.200
'79:54:59.336',-,0.000,-,-0.036,-,56.000,39.200
'79:54:59.344',-,0.032,-,-0.036,-,56.000,36.000
'79:54:59.352',-,0.032,-,-0.018,-,56.000,32.800
'79:54:59.360',-,0.032,-,-0.018,-,56.000,31.600
'79:54:59.368',-,0.032,-,-0.018,-,56.000,32.000
'79:54:59.376',-,0.040,-,0.000,-,56.000,34.400
'79:54:59.384',-,0.040,-,0.000,-,56.000,37.600
'79:54:59.392',-,0.040,-,0.000,-,56.000,40.400
'79:54:59.400',-,0.048,-,0.000,-,56.000,42.400
'79:54:59.408',-,0.048,-,0.000,-,56.000,42.800
'79:54:59.416',-,0.056,-,0.000,-,56.000,42.800
'79:54:59.424',-,0.088,-,0.018,-,56.800,42.000
'79:54:59.432',-,0.088,-,0.018,-,57.600,41.600
'79:54:59.440',-,0.056,-,0.000,-,60.000,40.800
'79:54:59.448',-,0.048,-,0.000,-,64.800,40.400
'79:54:59.456',-,0.064,-,0.000,-,72.000,40.000
'79:54:59.464',-,0.064,-,0.018,-,80.800,40.000
'79:54:59.472',-,0.072,-,0.018,-,91.200,40.000
'79:54:59.480',-,0.072,-,0.036,-,100.000,40.400
'79:54:59.488',-,0.072,-,0.036,-,106.400,40.400
'79:54:59.496',-,0.088,-,0.036,-,111.200,40.000
'79:54:59.504',-,0.112,-,0.072,-,113.600,40.000
'79:54:59.512',-,0.120,-,0.072,-,113.600,39.200
'79:54:59.520',-,0.104,-,0.054,-,112.000,38.400
'79:54:59.528',-,0.096,-,0.054,-,108.800,37.200
'79:54:59.536',-,0.120,-,0.072,-,104.800,35.600
'79:54:59.544',-,0.120,-,0.090,-,100.800,34.000
'79:54:59.552',-,0.096,-,0.090,-,96.800,32.000
'79:54:59.560',-,0.088,-,0.072,-,92.800,30.400
'79:54:59.568',-,0.080,-,0.072,-,89.600,28.800
'79:54:59.576',-,0.072,-,0.054,-,87.200,28.000
'79:54:59.584',-,0.064,-,0.054,-,84.800,28.400
'79:54:59.592',-,0.072,-,0.054,-,84.000,30.800
'79:54:59.600',-,0.080,-,0.072,-,83.200,34.000
'79:54:59.608',-,0.096,-,0.072,-,82.400,37.200
'79:54:59.616',-,0.096,-,0.072,-,81.600,39.200
'79:54:59.624',-,0.064,-,0.054,-,80.800,39.200
'79:54:59.632',-,0.048,-,0.054,-,80.000,37.600
'79:54:59.640',-,0.048,-,0.054,-,78.400,34.800
'79:54:59.648',-,0.056,-,0.054,-,78.400,31.600
'79:54:59.656',-,0.056,-,0.054,-,78.400,29.200
'79:54:59.664',-,0.072,-,0.054,-,79.200,27.600
'79:54:59.672',-,0.088,-,0.072,-,80.800,26.400
'79:54:59.680',-,0.080,-,0.072,-,82.400,26.000
'79:54:59.688',-,0.064,-,0.054,-,84.000,26.000
'79:54:59.696',-,0.056,-,0.054,-,85.600,26.400
'79:54:59.704',-,0.064,-,0.072,-,88.000,27.200
'79:54:59.712',-,0.072,-,0.090,-,92.000,28.000
'79:54:59.720',-,0.080,-,0.090,-,96.800,28.800
'79:54:59.728',-,0.072,-,0.072,-,103.200,29.200
'79:54:59.736',-,0.072,-,0.054,-,111.200,29.200
'79:54:59.744',-,0.072,-,0.072,-,118.400,28.800
'79:54:59.752',-,0.056,-,0.054,-,125.600,28.400
'79:54:59.760',-,0.048,-,0.054,-,129.600,27.600
'79:54:59.768',-,0.056,-,0.072,-,132.000,26.800
'79:54:59.776',-,0.056,-,0.072,-,132.800,26.400
'79:54:59.784',-,0.048,-,0.072,-,132.000,26.000
'79:54:59.792',-,0.048,-,0.054,-,130.400,25.600
'79:54:59.800',-,0.048,-,0.054,-,128.800,25.200
'79:54:59.808',-,0.056,-,0.072,-,125.600,25.200
'79:54:59.816',-,0.064,-,0.072,-,123.200,25.200
'79:54:59.824',-,0.056,-,0.054,-,120.000,25.200
'79:54:59.832',-,0.040,-,0.054,-,116.800,25.200
'79:54:59.840',-,0.032,-,0.054,-,113.600,25.200
'79:54:59.848',-,0.040,-,0.054,-,111.200,24.800
'79:54:59.856',-,0.048,-,0.054,-,108.000,24.800
'79:54:59.864',-,0.056,-,0.072,-,105.600,24.400
'79:54:59.872',-,0.040,-,0.054,-,102.400,24.400
'79:54:59.880',-,0.032,-,0.036,-,99.200,24.000
'79:54:59.888',-,0.048,-,0.054,-,96.000,24.000
'79:54:59.896',-,0.064,-,0.054,-,93.600,24.000
'79:54:59.904',-,0.064,-,0.072,-,91.200,23.600
'79:54:59.912',-,0.072,-,0.090,-,88.800,23.600
'79:54:59.920',-,0.096,-,0.108,-,87.200,23.200
'79:54:59.928',-,0.104,-,0.108,-,86.400,23.200
'79:54:59.936',-,0.112,-,0.126,-,85.600,22.800
'79:54:59.944',-,0.136,-,0.144,-,85.600,22.800
'79:54:59.952',-,0.160,-,0.162,-,85.600,22.800
'79:54:59.960',-,0.208,-,0.198,-,85.600,22.800
'79:54:59.968',-,0.248,-,0.216,-,86.400,22.800
'79:54:59.976',-,0.264,-,0.234,-,87.200,22.800
'79:54:59.984',-,0.240,-,0.216,-,88.000,22.800
'79:54:59.992',-,0.200,-,0.180,-,88.800,22.400
'79:55:00.000',-,0.184,-,0.180,-,88.800,22.000
'79:55:00.008',-,0.168,-,0.162,-,89.600,21.600
'79:55:00.016',-,0.168,-,0.180,-,88.800,21.200
'79:55:00.024',-,0.176,-,0.180,-,88.000,21.200
'79:55:00.032',-,0.168,-,0.180,-,87.200,20.800
'79:55:00.040',-,0.160,-,0.180,-,84.800,21.200
'79:55:00.048',-,0.160,-,0.198,-,82.400,21.200
'79:55:00.056',-,0.168,-,0.180,-,80.000,21.600
'79:55:00.064',-,0.160,-,0.144,-,77.600,21.600
'79:55:00.072',-,0.176,-,0.144,-,74.400,22.000
'79:55:00.080',-,0.232,-,0.234,-,71.200,22.000
'79:55:00.088',-,0.328,-,0.396,-,68.000,22.400
'79:55:00.096',-,0.368,-,0.505,-,64.800,22.800
'79:55:00.104',-,0.296,-,0.486,-,62.400,23.600
'79:55:00.112',-,0.168,-,0.378,-,60.000,24.800
'79:55:00.120',-,0.040,-,0.252,-,57.600,26.400
'79:55:00.128',-,-0.056,-,0.126,-,56.000,28.800
'79:55:00.136',-,-0.064,-,0.072,-,54.400,30.800
'79:55:00.144',-,-0.008,-,0.054,-,53.600,32.800
'79:55:00.152',-,0.040,-,0.054,-,52.800,34.800
'79:55:00.160',-,0.104,-,0.090,-,52.000,35.600
'79:55:00.168',-,0.176,-,0.144,-,51.200,34.800
'79:55:00.176',-,0.200,-,0.162,-,50.400,30.800
'79:55:00.184',-,0.208,-,0.162,-,50.400,25.200
'79:55:00.192',-,0.232,-,0.180,-,50.400,20.000
'79:55:00.200',-,0.256,-,0.180,-,50.400,17.600
'79:55:00.208',-,0.256,-,0.198,-,50.400,18.400
'79:55:00.216',-,0.248,-,0.198,-,50.400,22.000
'79:55:00.224',-,0.264,-,0.216,-,50.400,26.800
