'Elapsed time','II','III','AVL','AVF','MCL1','ABP','PAP'
'32:59:30.848',0.016,-,-,-,-,104.520,49.600
'32:59:30.856',0.032,-,-,-,-,100.360,48.400
'32:59:30.864',0.040,-,-,-,-,97.240,47.600
'32:59:30.872',0.032,-,-,-,-,93.600,47.200
'32:59:30.880',0.024,-,-,-,-,89.960,46.800
'32:59:30.888',0.024,-,-,-,-,86.840,46.400
'32:59:30.896',0.032,-,-,-,-,84.760,46.400
'32:59:30.904',0.032,-,-,-,-,82.160,46.000
'32:59:30.912',0.024,-,-,-,-,81.120,45.600
'32:59:30.920',-0.016,-,-,-,-,80.600,45.600
'32:59:30.928',-0.072,-,-,-,-,79.560,45.200
'32:59:30.936',-0.144,-,-,-,-,80.600,45.200
'32:59:30.944',-0.232,-,-,-,-,80.600,45.200
'32:59:30.952',-0.272,-,-,-,-,82.160,44.800
'32:59:30.960',-0.256,-,-,-,-,83.200,44.400
'32:59:30.968',-0.224,-,-,-,-,84.760,44.400
'32:59:30.976',-0.192,-,-,-,-,85.280,44.000
'32:59:30.984',-0.160,-,-,-,-,86.840,43.200
'32:59:30.992',-0.136,-,-,-,-,87.880,42.800
'32:59:31.000',-0.120,-,-,-,-,88.400,42.000
'32:59:31.008',-0.112,-,-,-,-,88.400,41.600
'32:59:31.016',-0.104,-,-,-,-,88.400,40.800
'32:59:31.024',-0.080,-,-,-,-,88.400,40.000
'32:59:31.032',-0.064,-,-,-,-,87.880,39.600
'32:59:31.040',-0.048,-,-,-,-,86.840,38.800
'32:59:31.048',-0.024,-,-,-,-,86.320,38.000
'32:59:31.056',0.000,-,-,-,-,85.280,37.200
'32:59:31.064',0.024,-,-,-,-,83.720,36.800
'32:59:31.072',0.032,-,-,-,-,82.160,36.000
'32:59:31.080',0.024,-,-,-,-,81.120,35.200
'32:59:31.088',0.032,-,-,-,-,79.560,34.400
'32:59:31.096',0.032,-,-,-,-,78.000,33.200
'32:59:31.104',0.024,-,-,-,-,76.440,32.000
'32:59:31.112',0.008,-,-,-,-,74.880,30.800
'32:59:31.120',0.000,-,-,-,-,73.320,29.200
'32:59:31.128',0.000,-,-,-,-,72.800,28.000
'32:59:31.136',0.000,-,-,-,-,70.720,26.800
'32:59:31.144',0.000,-,-,-,-,69.160,25.600
'32:59:31.152',0.000,-,-,-,-,68.640,24.000
'32:59:31.160',0.008,-,-,-,-,67.080,22.800
'32:59:31.168',0.008,-,-,-,-,66.040,21.600
'32:59:31.176',0.024,-,-,-,-,64.480,20.000
'32:59:31.184',0.128,-,-,-,-,63.960,18.800
'32:59:31.192',0.336,-,-,-,-,62.920,17.600
'32:59:31.200',0.424,-,-,-,-,62.400,16.800
'32:59:31.208',0.304,-,-,-,-,61.360,15.600
'32:59:31.216',0.176,-,-,-,-,60.320,14.800
'32:59:31.224',0.168,-,-,-,-,59.800,14.000
'32:59:31.232',0.176,-,-,-,-,58.760,13.200
'32:59:31.240',0.120,-,-,-,-,58.240,12.800
'32:59:31.248',0.056,-,-,-,-,57.200,12.800
'32:59:31.256',0.016,-,-,-,-,57.200,12.800
'32:59:31.264',-0.008,-,-,-,-,56.680,12.800
'32:59:31.272',-0.024,-,-,-,-,56.680,13.200
'32:59:31.280',-0.032,-,-,-,-,55.640,12.800
'32:59:31.288',-0.040,-,-,-,-,55.640,13.200
'32:59:31.296',-0.032,-,-,-,-,55.640,13.600
'32:59:31.304',-0.032,-,-,-,-,55.640,14.400
'32:59:31.312',-0.024,-,-,-,-,55.640,15.200
'32:59:31.320',-0.016,-,-,-,-,55.640,16.000
'32:59:31.328',-0.008,-,-,-,-,56.680,16.800
'32:59:31.336',-0.008,-,-,-,-,57.200,17.200
'32:59:31.344',0.000,-,-,-,-,58.760,18.000
'32:59:31.352',0.000,-,-,-,-,62.400,18.400
'32:59:31.360',0.008,-,-,-,-,66.040,18.800
'32:59:31.368',0.024,-,-,-,-,71.760,18.800
'32:59:31.376',0.032,-,-,-,-,77.480,18.800
'32:59:31.384',0.048,-,-,-,-,84.760,18.800
'32:59:31.392',0.064,-,-,-,-,91.000,18.800
'32:59:31.400',0.072,-,-,-,-,98.280,18.400
'32:59:31.408',0.088,-,-,-,-,104.000,18.400
'32:59:31.416',0.104,-,-,-,-,108.680,18.000
'32:59:31.424',0.120,-,-,-,-,111.800,17.600
'32:59:31.432',0.144,-,-,-,-,114.400,17.200
'32:59:31.440',0.160,-,-,-,-,114.920,16.800
'32:59:31.448',0.168,-,-,-,-,114.400,16.000
'32:59:31.456',0.168,-,-,-,-,113.360,15.200
'32:59:31.464',0.152,-,-,-,-,111.800,14.400
'32:59:31.472',0.152,-,-,-,-,108.680,13.600
'32:59:31.480',0.152,-,-,-,-,105.560,12.800
'32:59:31.488',0.152,-,-,-,-,101.920,11.600
'32:59:31.496',0.144,-,-,-,-,98.280,10.800
'32:59:31.504',0.120,-,-,-,-,94.120,10.400
'32:59:31.512',0.104,-,-,-,-,89.960,10.000
'32:59:31.520',0.104,-,-,-,-,85.280,9.600
'32:59:31.528',0.096,-,-,-,-,81.120,10.000
'32:59:31.536',0.088,-,-,-,-,77.480,9.600
'32:59:31.544',0.072,-,-,-,-,72.800,9.200
'32:59:31.552',0.056,-,-,-,-,68.640,8.800
'32:59:31.560',0.048,-,-,-,-,65.520,8.400
'32:59:31.568',0.048,-,-,-,-,62.920,8.400
'32:59:31.576',0.040,-,-,-,-,60.320,8.400
'32:59:31.584',0.032,-,-,-,-,58.760,8.000
'32:59:31.592',0.032,-,-,-,-,58.240,8.000
'32:59:31.600',0.032,-,-,-,-,58.240,8.000
'32:59:31.608',0.016,-,-,-,-,58.240,8.000
'32:59:31.616',0.016,-,-,-,-,58.760,8.000
'32:59:31.624',0.016,-,-,-,-,59.800,8.000
'32:59:31.632',0.008,-,-,-,-,61.360,8.400
'32:59:31.640',0.008,-,-,-,-,62.920,8.800
'32:59:31.648',0.016,-,-,-,-,63.960,9.600
'32:59:31.656',0.024,-,-,-,-,65.520,10.400
'32:59:31.664',0.024,-,-,-,-,67.080,11.200
'32:59:31.672',0.024,-,-,-,-,68.640,12.400
'32:59:31.680',0.016,-,-,-,-,70.200,13.200
'32:59:31.688',0.016,-,-,-,-,70.720,14.000
'32:59:31.696',0.024,-,-,-,-,71.760,14.800
'32:59:31.704',0.032,-,-,-,-,72.800,15.600
'32:59:31.712',0.040,-,-,-,-,73.320,16.400
'32:59:31.720',0.048,-,-,-,-,73.320,17.200
'32:59:31.728',0.056,-,-,-,-,74.360,18.000
'32:59:31.736',0.056,-,-,-,-,74.360,18.800
'32:59:31.744',0.040,-,-,-,-,74.360,19.600
'32:59:31.752',0.024,-,-,-,-,74.360,20.800
'32:59:31.760',0.000,-,-,-,-,73.320,21.600
'32:59:31.768',-0.024,-,-,-,-,72.800,22.000
'32:59:31.776',-0.048,-,-,-,-,71.760,22.800
'32:59:31.784',-0.048,-,-,-,-,70.720,23.600
'32:59:31.792',-0.040,-,-,-,-,70.200,24.000
'32:59:31.800',-0.040,-,-,-,-,70.200,24.000
'32:59:31.808',-0.056,-,-,-,-,69.160,24.400
'32:59:31.816',-0.064,-,-,-,-,68.640,24.800
'32:59:31.824',-0.072,-,-,-,-,67.600,25.200
'32:59:31.832',-0.080,-,-,-,-,67.600,25.600
'32:59:31.840',0.048,-,-,-,-,67.600,25.600
'32:59:31.848',0.240,-,-,-,-,67.080,26.000
'32:59:31.856',0.296,-,-,-,-,67.080,26.400
'32:59:31.864',0.184,-,-,-,-,66.040,26.400
'32:59:31.872',0.112,-,-,-,-,66.040,26.400
'32:59:31.880',0.104,-,-,-,-,65.520,26.800
'32:59:31.888',0.112,-,-,-,-,65.520,26.800
'32:59:31.896',0.064,-,-,-,-,64.480,27.200
'32:59:31.904',0.016,-,-,-,-,64.480,28.000
'32:59:31.912',-0.016,-,-,-,-,64.480,28.400
'32:59:31.920',-0.032,-,-,-,-,63.960,29.200
'32:59:31.928',-0.048,-,-,-,-,63.960,29.600
'32:59:31.936',-0.048,-,-,-,-,62.920,30.800
'32:59:31.944',-0.048,-,-,-,-,62.920,32.000
'32:59:31.952',-0.040,-,-,-,-,62.920,33.600
'32:59:31.960',-0.048,-,-,-,-,62.400,34.800
'32:59:31.968',-0.040,-,-,-,-,62.400,36.400
'32:59:31.976',-0.040,-,-,-,-,62.920,37.600
'32:59:31.984',-0.048,-,-,-,-,62.920,38.800
'32:59:31.992',-0.040,-,-,-,-,63.960,40.400
'32:59:32.000',-0.032,-,-,-,-,66.040,41.600
'32:59:32.008',-0.024,-,-,-,-,69.160,42.800
'32:59:32.016',-0.024,-,-,-,-,73.320,43.600
'32:59:32.024',-0.024,-,-,-,-,79.040,44.800
'32:59:32.032',-0.024,-,-,-,-,84.760,45.600
'32:59:32.040',-0.024,-,-,-,-,91.000,46.400
'32:59:32.048',0.000,-,-,-,-,97.240,46.800
'32:59:32.056',0.008,-,-,-,-,102.960,47.600
'32:59:32.064',0.008,-,-,-,-,107.640,48.000
'32:59:32.072',0.008,-,-,-,-,111.800,48.800
'32:59:32.080',0.016,-,-,-,-,114.920,48.800
'32:59:32.088',0.040,-,-,-,-,116.480,49.200
'32:59:32.096',0.056,-,-,-,-,116.480,49.200
'32:59:32.104',0.064,-,-,-,-,115.960,49.600
'32:59:32.112',0.056,-,-,-,-,114.400,49.600
'32:59:32.120',0.040,-,-,-,-,111.800,49.600
'32:59:32.128',0.024,-,-,-,-,109.200,49.200
'32:59:32.136',0.008,-,-,-,-,106.080,49.200
'32:59:32.144',0.000,-,-,-,-,101.920,48.800
'32:59:32.152',0.008,-,-,-,-,97.240,48.000
'32:59:32.160',0.000,-,-,-,-,93.600,47.600
'32:59:32.168',-0.008,-,-,-,-,89.440,46.800
'32:59:32.176',-0.016,-,-,-,-,85.280,46.000
'32:59:32.184',-0.016,-,-,-,-,81.120,45.200
'32:59:32.192',0.000,-,-,-,-,77.480,44.000
'32:59:32.200',0.000,-,-,-,-,74.880,43.200
'32:59:32.208',-0.008,-,-,-,-,72.800,42.400
'32:59:32.216',-0.024,-,-,-,-,70.200,42.000
'32:59:32.224',-0.040,-,-,-,-,69.160,41.600
'32:59:32.232',-0.024,-,-,-,-,68.640,41.600
'32:59:32.240',-0.008,-,-,-,-,68.640,41.200
'32:59:32.248',0.000,-,-,-,-,69.160,41.200
'32:59:32.256',-0.008,-,-,-,-,70.200,40.800
'32:59:32.264',-0.024,-,-,-,-,70.720,40.800
'32:59:32.272',-0.016,-,-,-,-,72.800,40.400
'32:59:32.280',0.000,-,-,-,-,73.320,40.400
'32:59:32.288',0.008,-,-,-,-,74.880,40.400
'32:59:32.296',0.008,-,-,-,-,76.440,40.000
'32:59:32.304',0.000,-,-,-,-,77.480,40.000
'32:59:32.312',-0.008,-,-,-,-,79.040,39.600
'32:59:32.320',-0.016,-,-,-,-,79.560,39.200
'32:59:32.328',-0.024,-,-,-,-,79.560,39.200
'32:59:32.336',-0.016,-,-,-,-,80.600,38.800
'32:59:32.344',-0.016,-,-,-,-,80.600,38.400
'32:59:32.352',-0.024,-,-,-,-,80.600,38.400
'32:59:32.360',-0.040,-,-,-,-,79.560,38.000
'32:59:32.368',-0.032,-,-,-,-,79.560,38.000
'32:59:32.376',-0.016,-,-,-,-,79.040,37.600
'32:59:32.384',0.016,-,-,-,-,79.040,37.600
'32:59:32.392',0.016,-,-,-,-,78.000,37.600
'32:59:32.400',0.008,-,-,-,-,77.480,37.600
'32:59:32.408',-0.008,-,-,-,-,76.440,37.600
'32:59:32.416',-0.024,-,-,-,-,76.440,37.600
'32:59:32.424',-0.032,-,-,-,-,75.920,37.600
'32:59:32.432',-0.048,-,-,-,-,74.880,37.600
'32:59:32.440',-0.064,-,-,-,-,74.360,37.200
'32:59:32.448',-0.072,-,-,-,-,73.320,37.200
'32:59:32.456',-0.080,-,-,-,-,73.320,37.200
'32:59:32.464',-0.088,-,-,-,-,72.800,37.200
'32:59:32.472',-0.096,-,-,-,-,72.800,37.200
'32:59:32.480',-0.104,-,-,-,-,71.760,37.200
'32:59:32.488',-0.096,-,-,-,-,71.760,37.200
'32:59:32.496',-0.088,-,-,-,-,71.760,36.800
'32:59:32.504',-0.008,-,-,-,-,71.760,36.800
'32:59:32.512',0.184,-,-,-,-,71.760,36.400
'32:59:32.520',0.352,-,-,-,-,71.760,36.000
'32:59:32.528',0.296,-,-,-,-,71.760,36.000
'32:59:32.536',0.144,-,-,-,-,71.760,35.600
'32:59:32.544',0.112,-,-,-,-,71.760,35.600
'32:59:32.552',0.128,-,-,-,-,70.720,35.600
'32:59:32.560',0.088,-,-,-,-,70.720,36.000
'32:59:32.568',0.024,-,-,-,-,70.720,36.400
'32:59:32.576',-0.008,-,-,-,-,70.720,36.800
'32:59:32.584',-0.016,-,-,-,-,70.200,37.200
'32:59:32.592',-0.016,-,-,-,-,70.200,37.600
'32:59:32.600',-0.024,-,-,-,-,69.160,38.400
'32:59:32.608',-0.024,-,-,-,-,69.160,39.200
'32:59:32.616',-0.032,-,-,-,-,69.160,40.000
'32:59:32.624',-0.040,-,-,-,-,69.160,41.200
'32:59:32.632',-0.032,-,-,-,-,69.160,42.400
'32:59:32.640',-0.024,-,-,-,-,70.200,43.600
'32:59:32.648',-0.024,-,-,-,-,70.720,44.400
'32:59:32.656',-0.040,-,-,-,-,74.360,45.600
'32:59:32.664',-0.040,-,-,-,-,79.040,46.800
'32:59:32.672',-0.040,-,-,-,-,84.760,47.600
'32:59:32.680',-0.024,-,-,-,-,91.000,48.400
'32:59:32.688',-0.024,-,-,-,-,98.800,49.200
'32:59:32.696',-0.024,-,-,-,-,106.080,50.000
'32:59:32.704',-0.016,-,-,-,-,113.360,50.400
'32:59:32.712',-0.016,-,-,-,-,119.080,50.800
'32:59:32.720',-0.016,-,-,-,-,123.760,51.200
'32:59:32.728',-0.016,-,-,-,-,126.880,51.200
'32:59:32.736',-0.016,-,-,-,-,128.440,51.200
'32:59:32.744',0.008,-,-,-,-,129.480,51.200
'32:59:32.752',0.024,-,-,-,-,128.440,51.200
'32:59:32.760',0.040,-,-,-,-,127.920,50.800
'32:59:32.768',0.040,-,-,-,-,125.320,50.400
'32:59:32.776',0.040,-,-,-,-,122.720,50.000
'32:59:32.784',0.040,-,-,-,-,119.600,49.600
'32:59:32.792',0.032,-,-,-,-,116.480,48.800
'32:59:32.800',0.032,-,-,-,-,112.320,48.000
'32:59:32.808',0.024,-,-,-,-,108.680,46.800
'32:59:32.816',0.016,-,-,-,-,105.560,45.600
'32:59:32.824',0.008,-,-,-,-,101.400,44.400
'32:59:32.832',0.008,-,-,-,-,97.240,43.200
'32:59:32.840',0.000,-,-,-,-,93.600,42.000
'32:59:32.848',0.000,-,-,-,-,89.440,41.200
'32:59:32.856',0.000,-,-,-,-,85.280,40.400
'32:59:32.864',-0.008,-,-,-,-,82.160,40.000
'32:59:32.872',-0.008,-,-,-,-,79.040,39.600
'32:59:32.880',-0.016,-,-,-,-,76.440,39.200
'32:59:32.888',-0.016,-,-,-,-,74.360,38.400
'32:59:32.896',-0.016,-,-,-,-,73.320,38.000
'32:59:32.904',-0.016,-,-,-,-,72.800,37.600
'32:59:32.912',-0.024,-,-,-,-,72.800,36.800
'32:59:32.920',-0.024,-,-,-,-,72.800,36.000
'32:59:32.928',-0.024,-,-,-,-,73.320,35.600
'32:59:32.936',-0.024,-,-,-,-,74.360,34.800
'32:59:32.944',-0.024,-,-,-,-,74.880,33.600
'32:59:32.952',-0.024,-,-,-,-,75.920,32.800
'32:59:32.960',-0.024,-,-,-,-,76.440,31.600
'32:59:32.968',-0.024,-,-,-,-,77.480,30.000
'32:59:32.976',-0.024,-,-,-,-,78.000,28.800
'32:59:32.984',-0.024,-,-,-,-,78.000,27.600
'32:59:32.992',-0.032,-,-,-,-,78.000,26.400
'32:59:33.000',-0.016,-,-,-,-,77.480,25.200
'32:59:33.008',-0.016,-,-,-,-,77.480,24.000
'32:59:33.016',-0.008,-,-,-,-,76.440,22.800
'32:59:33.024',-0.008,-,-,-,-,74.880,21.600
'32:59:33.032',0.008,-,-,-,-,74.360,20.400
'32:59:33.040',0.032,-,-,-,-,73.320,19.200
'32:59:33.048',0.040,-,-,-,-,71.760,18.400
'32:59:33.056',0.040,-,-,-,-,70.200,17.600
'32:59:33.064',0.032,-,-,-,-,69.160,16.800
'32:59:33.072',0.016,-,-,-,-,67.600,16.000
'32:59:33.080',-0.008,-,-,-,-,67.080,15.600
'32:59:33.088',-0.032,-,-,-,-,65.520,14.800
'32:59:33.096',-0.056,-,-,-,-,64.480,14.400
'32:59:33.104',-0.088,-,-,-,-,63.960,13.600
'32:59:33.112',-0.104,-,-,-,-,62.920,12.800
'32:59:33.120',-0.112,-,-,-,-,62.400,12.000
'32:59:33.128',-0.120,-,-,-,-,61.360,10.800
'32:59:33.136',-0.112,-,-,-,-,60.320,10.400
'32:59:33.144',-0.112,-,-,-,-,60.320,9.600
'32:59:33.152',-0.112,-,-,-,-,59.800,9.200
'32:59:33.160',-0.088,-,-,-,-,59.800,8.800
'32:59:33.168',0.056,-,-,-,-,59.800,8.400
'32:59:33.176',0.256,-,-,-,-,58.760,8.000
'32:59:33.184',0.304,-,-,-,-,58.760,8.000
'32:59:33.192',0.176,-,-,-,-,58.760,7.600
'32:59:33.200',0.104,-,-,-,-,58.240,7.600
'32:59:33.208',0.120,-,-,-,-,58.240,7.600
'32:59:33.216',0.120,-,-,-,-,58.240,7.600
'32:59:33.224',0.064,-,-,-,-,58.240,7.600
'32:59:33.232',0.016,-,-,-,-,57.200,8.000
'32:59:33.240',-0.008,-,-,-,-,57.200,8.800
'32:59:33.248',-0.032,-,-,-,-,56.680,10.000
'32:59:33.256',-0.032,-,-,-,-,56.680,11.600
'32:59:33.264',-0.032,-,-,-,-,56.680,12.800
'32:59:33.272',-0.024,-,-,-,-,55.640,13.600
'32:59:33.280',-0.016,-,-,-,-,55.640,14.000
'32:59:33.288',-0.016,-,-,-,-,55.120,14.400
'32:59:33.296',0.000,-,-,-,-,55.120,15.200
'32:59:33.304',0.008,-,-,-,-,55.120,15.600
'32:59:33.312',0.016,-,-,-,-,55.120,16.400
'32:59:33.320',0.016,-,-,-,-,55.120,16.800
'32:59:33.328',0.024,-,-,-,-,55.640,17.600
'32:59:33.336',0.024,-,-,-,-,57.200,18.400
'32:59:33.344',0.016,-,-,-,-,60.320,18.800
'32:59:33.352',0.000,-,-,-,-,64.480,19.600
'32:59:33.360',0.000,-,-,-,-,69.160,20.000
'32:59:33.368',-0.016,-,-,-,-,74.880,20.400
'32:59:33.376',-0.024,-,-,-,-,80.600,20.800
'32:59:33.384',0.008,-,-,-,-,86.840,21.200
'32:59:33.392',0.040,-,-,-,-,92.560,22.000
'32:59:33.400',0.048,-,-,-,-,98.280,22.400
'32:59:33.408',0.048,-,-,-,-,101.920,22.800
'32:59:33.416',0.064,-,-,-,-,104.520,23.200
'32:59:33.424',0.072,-,-,-,-,107.120,23.600
'32:59:33.432',0.080,-,-,-,-,107.120,23.600
'32:59:33.440',0.080,-,-,-,-,107.120,24.000
'32:59:33.448',0.072,-,-,-,-,105.560,24.000
'32:59:33.456',0.064,-,-,-,-,104.000,24.400
'32:59:33.464',0.048,-,-,-,-,101.400,24.400
'32:59:33.472',0.040,-,-,-,-,98.280,24.400
'32:59:33.480',0.040,-,-,-,-,94.120,24.400
'32:59:33.488',0.032,-,-,-,-,91.000,24.400
'32:59:33.496',0.024,-,-,-,-,86.840,24.000
'32:59:33.504',0.016,-,-,-,-,83.200,24.000
'32:59:33.512',0.024,-,-,-,-,78.000,24.000
'32:59:33.520',0.024,-,-,-,-,74.360,24.000
'32:59:33.528',0.016,-,-,-,-,70.200,24.400
'32:59:33.536',0.008,-,-,-,-,67.080,24.800
'32:59:33.544',0.008,-,-,-,-,64.480,25.200
'32:59:33.552',0.008,-,-,-,-,62.920,26.000
'32:59:33.560',0.000,-,-,-,-,62.400,26.400
'32:59:33.568',0.000,-,-,-,-,61.360,27.200
'32:59:33.576',-0.008,-,-,-,-,60.320,27.600
'32:59:33.584',-0.008,-,-,-,-,60.320,28.400
'32:59:33.592',-0.016,-,-,-,-,61.360,28.800
'32:59:33.600',-0.024,-,-,-,-,62.400,29.200
'32:59:33.608',-0.024,-,-,-,-,63.960,29.200
'32:59:33.616',-0.032,-,-,-,-,65.520,29.200
'32:59:33.624',-0.040,-,-,-,-,66.040,29.200
'32:59:33.632',-0.048,-,-,-,-,67.600,29.200
'32:59:33.640',-0.048,-,-,-,-,68.640,29.200
'32:59:33.648',-0.056,-,-,-,-,70.200,28.800
'32:59:33.656',-0.056,-,-,-,-,70.720,28.800
'32:59:33.664',-0.056,-,-,-,-,71.760,28.400
'32:59:33.672',-0.056,-,-,-,-,71.760,28.400
'32:59:33.680',-0.048,-,-,-,-,72.800,28.400
'32:59:33.688',-0.032,-,-,-,-,72.800,28.000
'32:59:33.696',-0.024,-,-,-,-,72.800,28.000
'32:59:33.704',-0.024,-,-,-,-,72.800,28.000
'32:59:33.712',-0.016,-,-,-,-,72.800,28.000
'32:59:33.720',0.008,-,-,-,-,71.760,28.000
'32:59:33.728',0.024,-,-,-,-,71.760,28.000
'32:59:33.736',0.016,-,-,-,-,70.720,28.400
'32:59:33.744',0.000,-,-,-,-,70.200,28.400
'32:59:33.752',-0.016,-,-,-,-,69.160,28.800
'32:59:33.760',-0.024,-,-,-,-,69.160,28.800
'32:59:33.768',-0.040,-,-,-,-,68.640,28.800
'32:59:33.776',-0.064,-,-,-,-,67.600,28.800
'32:59:33.784',-0.080,-,-,-,-,67.600,28.800
'32:59:33.792',-0.080,-,-,-,-,67.080,28.800
'32:59:33.800',-0.080,-,-,-,-,66.040,28.800
'32:59:33.808',-0.088,-,-,-,-,66.040,29.200
'32:59:33.816',-0.088,-,-,-,-,66.040,29.200
'32:59:33.824',-0.088,-,-,-,-,66.040,29.200
'32:59:33.832',-0.072,-,-,-,-,65.520,29.200
'32:59:33.840',0.032,-,-,-,-,65.520,29.200
'32:59:33.848',0.240,-,-,-,-,65.520,29.200
'32:59:33.856',0.344,-,-,-,-,66.040,29.200
'32:59:33.864',0.240,-,-,-,-,66.040,29.200
'32:59:33.872',0.136,-,-,-,-,66.040,29.200
'32:59:33.880',0.128,-,-,-,-,66.040,29.600
'32:59:33.888',0.144,-,-,-,-,66.040,30.000
'32:59:33.896',0.088,-,-,-,-,66.040,30.400
'32:59:33.904',0.024,-,-,-,-,66.040,30.800
'32:59:33.912',-0.008,-,-,-,-,66.040,31.600
'32:59:33.920',-0.032,-,-,-,-,65.520,32.000
'32:59:33.928',-0.032,-,-,-,-,65.520,33.200
'32:59:33.936',-0.048,-,-,-,-,65.520,34.000
'32:59:33.944',-0.048,-,-,-,-,65.520,35.200
'32:59:33.952',-0.040,-,-,-,-,65.520,36.800
'32:59:33.960',-0.032,-,-,-,-,66.040,38.800
'32:59:33.968',-0.040,-,-,-,-,66.040,40.400
'32:59:33.976',-0.048,-,-,-,-,67.080,42.000
'32:59:33.984',-0.040,-,-,-,-,68.640,43.200
'32:59:33.992',-0.040,-,-,-,-,70.720,44.400
'32:59:34.000',-0.024,-,-,-,-,74.880,45.600
'32:59:34.008',-0.008,-,-,-,-,80.600,46.800
'32:59:34.016',-0.016,-,-,-,-,86.840,48.000
'32:59:34.024',-0.008,-,-,-,-,94.120,48.800
'32:59:34.032',0.000,-,-,-,-,101.400,49.600
'32:59:34.040',0.000,-,-,-,-,107.640,50.000
'32:59:34.048',0.000,-,-,-,-,114.400,50.400
'32:59:34.056',0.000,-,-,-,-,119.080,50.800
'32:59:34.064',0.008,-,-,-,-,122.200,51.200
'32:59:34.072',0.008,-,-,-,-,124.800,51.200
'32:59:34.080',0.024,-,-,-,-,125.320,51.600
'32:59:34.088',0.048,-,-,-,-,125.320,51.600
'32:59:34.096',0.056,-,-,-,-,124.800,51.600
'32:59:34.104',0.056,-,-,-,-,122.720,51.600
'32:59:34.112',0.048,-,-,-,-,120.640,51.200
'32:59:34.120',0.040,-,-,-,-,117.520,51.200
'32:59:34.128',0.032,-,-,-,-,114.400,50.800
'32:59:34.136',0.024,-,-,-,-,110.760,50.000
'32:59:34.144',0.016,-,-,-,-,107.120,49.600
'32:59:34.152',0.000,-,-,-,-,104.000,48.800
'32:59:34.160',-0.008,-,-,-,-,99.840,48.000
'32:59:34.168',-0.008,-,-,-,-,95.680,47.200
'32:59:34.176',-0.008,-,-,-,-,92.560,46.400
'32:59:34.184',-0.016,-,-,-,-,88.400,45.600
'32:59:34.192',-0.024,-,-,-,-,85.280,44.800
'32:59:34.200',-0.024,-,-,-,-,82.160,44.400
'32:59:34.208',-0.024,-,-,-,-,79.040,44.400
'32:59:34.216',-0.024,-,-,-,-,77.480,44.000
'32:59:34.224',-0.024,-,-,-,-,75.920,44.000
'32:59:34.232',-0.024,-,-,-,-,74.880,44.000
'32:59:34.240',-0.016,-,-,-,-,74.880,44.000
'32:59:34.248',-0.016,-,-,-,-,75.920,44.000
'32:59:34.256',-0.008,-,-,-,-,76.440,44.400
'32:59:34.264',-0.008,-,-,-,-,77.480,44.400
'32:59:34.272',-0.032,-,-,-,-,79.040,44.400
'32:59:34.280',-0.032,-,-,-,-,80.600,44.400
'32:59:34.288',-0.024,-,-,-,-,83.200,44.400
'32:59:34.296',-0.024,-,-,-,-,83.720,44.400
'32:59:34.304',-0.032,-,-,-,-,85.280,44.400
'32:59:34.312',-0.040,-,-,-,-,86.840,44.000
'32:59:34.320',-0.040,-,-,-,-,87.880,44.000
'32:59:34.328',-0.032,-,-,-,-,88.400,43.600
'32:59:34.336',-0.040,-,-,-,-,88.400,43.200
'32:59:34.344',-0.040,-,-,-,-,88.400,43.200
'32:59:34.352',-0.024,-,-,-,-,88.400,42.800
'32:59:34.360',-0.016,-,-,-,-,87.880,42.400
'32:59:34.368',0.000,-,-,-,-,87.880,42.400
'32:59:34.376',0.016,-,-,-,-,86.840,42.000
'32:59:34.384',0.024,-,-,-,-,86.320,41.600
'32:59:34.392',0.016,-,-,-,-,84.760,41.600
'32:59:34.400',0.008,-,-,-,-,83.720,41.200
'32:59:34.408',0.000,-,-,-,-,83.200,40.800
'32:59:34.416',-0.016,-,-,-,-,82.160,40.400
'32:59:34.424',-0.032,-,-,-,-,80.600,40.000
'32:59:34.432',-0.056,-,-,-,-,79.560,39.600
'32:59:34.440',-0.072,-,-,-,-,79.040,38.800
'32:59:34.448',-0.072,-,-,-,-,77.480,38.400
'32:59:34.456',-0.072,-,-,-,-,76.440,37.600
'32:59:34.464',-0.072,-,-,-,-,75.920,37.200
'32:59:34.472',-0.064,-,-,-,-,74.880,36.400
'32:59:34.480',-0.064,-,-,-,-,74.360,35.600
'32:59:34.488',-0.064,-,-,-,-,73.320,34.400
'32:59:34.496',-0.040,-,-,-,-,72.800,33.600
'32:59:34.504',0.088,-,-,-,-,71.760,32.400
'32:59:34.512',0.296,-,-,-,-,70.720,31.600
'32:59:34.520',0.368,-,-,-,-,70.200,30.400
'32:59:34.528',0.248,-,-,-,-,69.160,29.200
'32:59:34.536',0.152,-,-,-,-,68.640,28.000
'32:59:34.544',0.168,-,-,-,-,67.600,27.200
'32:59:34.552',0.176,-,-,-,-,67.080,26.000
'32:59:34.560',0.120,-,-,-,-,65.520,25.200
'32:59:34.568',0.064,-,-,-,-,64.480,24.800
'32:59:34.576',0.024,-,-,-,-,62.920,24.400
'32:59:34.584',0.000,-,-,-,-,62.400,24.000
'32:59:34.592',-0.008,-,-,-,-,61.360,23.200
'32:59:34.600',-0.024,-,-,-,-,59.800,22.400
'32:59:34.608',-0.032,-,-,-,-,58.760,22.000
'32:59:34.616',-0.040,-,-,-,-,58.240,22.000
'32:59:34.624',-0.048,-,-,-,-,57.200,22.000
