'Elapsed time','II','III','AVL','AVF','MCL1','ABP','PAP'
'32:58:51.840',-0.064,-,-,-,-,70.720,36.000
'32:58:51.848',-0.080,-,-,-,-,70.720,36.000
'32:58:51.856',-0.096,-,-,-,-,70.200,36.000
'32:58:51.864',-0.104,-,-,-,-,70.200,36.000
'32:58:51.872',-0.104,-,-,-,-,70.200,35.600
'32:58:51.880',-0.104,-,-,-,-,70.200,35.600
'32:58:51.888',-0.120,-,-,-,-,70.200,35.200
'32:58:51.896',-0.120,-,-,-,-,69.160,34.800
'32:58:51.904',0.016,-,-,-,-,69.160,34.400
'32:58:51.912',0.248,-,-,-,-,69.160,34.400
'32:58:51.920',0.344,-,-,-,-,69.160,34.000
'32:58:51.928',0.216,-,-,-,-,69.160,34.000
'32:58:51.936',0.096,-,-,-,-,69.160,33.600
'32:58:51.944',0.080,-,-,-,-,69.160,33.600
'32:58:51.952',0.088,-,-,-,-,69.160,33.600
'32:58:51.960',0.032,-,-,-,-,68.640,34.000
'32:58:51.968',-0.024,-,-,-,-,68.640,34.800
'32:58:51.976',-0.056,-,-,-,-,68.640,35.600
'32:58:51.984',-0.064,-,-,-,-,67.600,36.000
'32:58:51.992',-0.080,-,-,-,-,67.600,36.400
'32:58:52.000',-0.088,-,-,-,-,67.600,36.800
'32:58:52.008',-0.096,-,-,-,-,67.080,37.200
'32:58:52.016',-0.088,-,-,-,-,67.080,38.000
'32:58:52.024',-0.080,-,-,-,-,67.080,38.800
'32:58:52.032',-0.080,-,-,-,-,67.080,40.000
'32:58:52.040',-0.080,-,-,-,-,68.640,40.800
'32:58:52.048',-0.072,-,-,-,-,70.720,42.000
'32:58:52.056',-0.072,-,-,-,-,74.360,43.200
'32:58:52.064',-0.064,-,-,-,-,79.560,44.400
'32:58:52.072',-0.056,-,-,-,-,86.320,45.600
'32:58:52.080',-0.056,-,-,-,-,92.560,46.400
'32:58:52.088',-0.056,-,-,-,-,99.840,47.200
'32:58:52.096',-0.056,-,-,-,-,106.080,48.000
'32:58:52.104',-0.048,-,-,-,-,113.360,48.400
'32:58:52.112',-0.032,-,-,-,-,118.040,48.800
'32:58:52.120',-0.024,-,-,-,-,122.720,49.200
'32:58:52.128',-0.024,-,-,-,-,125.320,49.200
'32:58:52.136',-0.016,-,-,-,-,126.880,49.200
'32:58:52.144',0.000,-,-,-,-,127.920,49.200
'32:58:52.152',0.008,-,-,-,-,127.920,49.200
'32:58:52.160',0.016,-,-,-,-,127.920,49.200
'32:58:52.168',0.024,-,-,-,-,126.360,48.800
'32:58:52.176',0.032,-,-,-,-,124.800,48.400
'32:58:52.184',0.024,-,-,-,-,122.200,48.000
'32:58:52.192',0.016,-,-,-,-,119.600,47.200
'32:58:52.200',0.008,-,-,-,-,117.520,46.800
'32:58:52.208',-0.008,-,-,-,-,114.400,46.000
'32:58:52.216',-0.016,-,-,-,-,111.800,45.200
'32:58:52.224',-0.024,-,-,-,-,107.640,44.000
'32:58:52.232',-0.024,-,-,-,-,104.520,42.800
'32:58:52.240',-0.016,-,-,-,-,100.360,41.600
'32:58:52.248',0.016,-,-,-,-,96.720,40.800
'32:58:52.256',0.040,-,-,-,-,93.600,40.000
'32:58:52.264',0.040,-,-,-,-,89.440,39.200
'32:58:52.272',0.016,-,-,-,-,86.320,38.800
'32:58:52.280',0.000,-,-,-,-,83.200,38.000
'32:58:52.288',-0.016,-,-,-,-,80.600,37.200
'32:58:52.296',-0.024,-,-,-,-,78.000,36.400
'32:58:52.304',-0.032,-,-,-,-,76.440,36.000
'32:58:52.312',-0.040,-,-,-,-,74.880,35.200
'32:58:52.320',-0.056,-,-,-,-,74.360,34.000
'32:58:52.328',-0.064,-,-,-,-,74.360,32.800
'32:58:52.336',-0.080,-,-,-,-,74.880,31.600
'32:58:52.344',-0.096,-,-,-,-,75.920,31.200
'32:58:52.352',-0.112,-,-,-,-,76.440,30.400
'32:58:52.360',-0.112,-,-,-,-,76.440,29.600
'32:58:52.368',-0.128,-,-,-,-,75.920,28.400
'32:58:52.376',-0.160,-,-,-,-,75.920,27.200
'32:58:52.384',-0.176,-,-,-,-,74.880,25.600
'32:58:52.392',-0.176,-,-,-,-,75.920,24.000
'32:58:52.400',-0.168,-,-,-,-,76.440,22.800
'32:58:52.408',-0.176,-,-,-,-,76.440,22.000
'32:58:52.416',-0.176,-,-,-,-,75.920,21.600
'32:58:52.424',-0.176,-,-,-,-,74.880,20.400
'32:58:52.432',-0.160,-,-,-,-,74.880,19.200
'32:58:52.440',-0.144,-,-,-,-,74.360,18.000
'32:58:52.448',-0.128,-,-,-,-,73.320,16.800
'32:58:52.456',-0.112,-,-,-,-,72.800,16.000
'32:58:52.464',-0.104,-,-,-,-,71.760,15.600
'32:58:52.472',-0.080,-,-,-,-,70.720,16.000
'32:58:52.480',-0.048,-,-,-,-,70.200,15.600
'32:58:52.488',-0.024,-,-,-,-,68.640,15.200
'32:58:52.496',-0.016,-,-,-,-,67.080,14.000
'32:58:52.504',-0.008,-,-,-,-,66.040,13.200
'32:58:52.512',-0.008,-,-,-,-,65.520,12.800
'32:58:52.520',-0.016,-,-,-,-,64.480,12.400
'32:58:52.528',-0.032,-,-,-,-,63.960,12.400
'32:58:52.536',-0.056,-,-,-,-,62.920,12.000
'32:58:52.544',-0.072,-,-,-,-,62.920,11.600
'32:58:52.552',-0.088,-,-,-,-,62.920,10.400
'32:58:52.560',-0.088,-,-,-,-,62.920,9.600
'32:58:52.568',-0.088,-,-,-,-,62.920,8.800
'32:58:52.576',-0.088,-,-,-,-,62.920,8.800
'32:58:52.584',-0.088,-,-,-,-,62.400,8.800
'32:58:52.592',-0.096,-,-,-,-,61.360,9.200
'32:58:52.600',-0.024,-,-,-,-,61.360,9.600
'32:58:52.608',0.168,-,-,-,-,61.360,9.600
'32:58:52.616',0.344,-,-,-,-,61.360,10.000
'32:58:52.624',0.344,-,-,-,-,60.320,9.600
'32:58:52.632',0.168,-,-,-,-,60.320,9.600
'32:58:52.640',0.136,-,-,-,-,59.800,10.000
'32:58:52.648',0.144,-,-,-,-,59.800,10.000
'32:58:52.656',0.120,-,-,-,-,58.760,10.400
'32:58:52.664',0.064,-,-,-,-,58.760,10.400
'32:58:52.672',0.024,-,-,-,-,58.240,10.800
'32:58:52.680',0.000,-,-,-,-,58.240,11.600
'32:58:52.688',-0.016,-,-,-,-,58.240,12.400
'32:58:52.696',-0.024,-,-,-,-,58.240,13.200
'32:58:52.704',-0.024,-,-,-,-,57.200,14.000
'32:58:52.712',-0.032,-,-,-,-,57.200,15.200
'32:58:52.720',-0.032,-,-,-,-,57.200,16.400
'32:58:52.728',-0.040,-,-,-,-,57.200,17.600
'32:58:52.736',-0.040,-,-,-,-,58.240,18.400
'32:58:52.744',-0.032,-,-,-,-,58.240,19.200
'32:58:52.752',-0.032,-,-,-,-,58.760,20.000
'32:58:52.760',-0.032,-,-,-,-,59.800,20.800
'32:58:52.768',-0.024,-,-,-,-,62.400,21.600
'32:58:52.776',-0.016,-,-,-,-,64.480,22.400
'32:58:52.784',-0.016,-,-,-,-,67.600,23.200
'32:58:52.792',-0.024,-,-,-,-,72.800,23.600
'32:58:52.800',-0.032,-,-,-,-,78.000,24.000
'32:58:52.808',-0.024,-,-,-,-,84.760,24.400
'32:58:52.816',-0.008,-,-,-,-,91.000,24.800
'32:58:52.824',-0.008,-,-,-,-,96.720,25.200
'32:58:52.832',-0.008,-,-,-,-,101.400,25.600
'32:58:52.840',-0.016,-,-,-,-,105.560,26.000
'32:58:52.848',0.008,-,-,-,-,108.680,26.400
'32:58:52.856',0.024,-,-,-,-,110.240,26.800
'32:58:52.864',0.040,-,-,-,-,111.800,26.800
'32:58:52.872',0.048,-,-,-,-,111.800,26.800
'32:58:52.880',0.048,-,-,-,-,110.760,26.800
'32:58:52.888',0.032,-,-,-,-,109.200,26.800
'32:58:52.896',0.016,-,-,-,-,107.640,26.800
'32:58:52.904',0.008,-,-,-,-,105.560,26.400
'32:58:52.912',0.008,-,-,-,-,102.960,26.400
'32:58:52.920',0.008,-,-,-,-,99.840,26.000
'32:58:52.928',0.008,-,-,-,-,96.720,25.600
'32:58:52.936',0.000,-,-,-,-,92.560,25.200
'32:58:52.944',-0.016,-,-,-,-,88.400,24.800
'32:58:52.952',-0.016,-,-,-,-,84.760,24.800
'32:58:52.960',-0.024,-,-,-,-,80.600,24.400
'32:58:52.968',-0.032,-,-,-,-,76.440,24.400
'32:58:52.976',-0.032,-,-,-,-,73.320,24.800
'32:58:52.984',-0.032,-,-,-,-,70.200,25.200
'32:58:52.992',-0.024,-,-,-,-,68.640,25.600
'32:58:53.000',-0.024,-,-,-,-,67.080,26.000
'32:58:53.008',-0.032,-,-,-,-,66.040,26.400
'32:58:53.016',-0.032,-,-,-,-,65.520,26.800
'32:58:53.024',-0.040,-,-,-,-,65.520,27.200
'32:58:53.032',-0.040,-,-,-,-,66.040,27.600
'32:58:53.040',-0.040,-,-,-,-,67.080,28.000
'32:58:53.048',-0.048,-,-,-,-,67.600,28.000
'32:58:53.056',-0.048,-,-,-,-,68.640,28.000
'32:58:53.064',-0.056,-,-,-,-,69.160,28.400
'32:58:53.072',-0.048,-,-,-,-,70.720,28.400
'32:58:53.080',-0.048,-,-,-,-,71.760,28.800
'32:58:53.088',-0.056,-,-,-,-,73.320,28.800
'32:58:53.096',-0.056,-,-,-,-,74.360,28.800
'32:58:53.104',-0.064,-,-,-,-,74.880,28.400
'32:58:53.112',-0.080,-,-,-,-,75.920,28.400
'32:58:53.120',-0.080,-,-,-,-,76.440,28.000
'32:58:53.128',-0.080,-,-,-,-,76.440,28.000
'32:58:53.136',-0.064,-,-,-,-,76.440,28.000
'32:58:53.144',-0.056,-,-,-,-,76.440,28.000
'32:58:53.152',-0.040,-,-,-,-,76.440,28.000
'32:58:53.160',-0.032,-,-,-,-,76.440,28.000
'32:58:53.168',-0.040,-,-,-,-,75.920,28.000
'32:58:53.176',-0.048,-,-,-,-,74.880,28.000
'32:58:53.184',-0.040,-,-,-,-,74.880,28.400
'32:58:53.192',-0.016,-,-,-,-,74.360,28.400
'32:58:53.200',0.000,-,-,-,-,72.800,28.800
'32:58:53.208',-0.008,-,-,-,-,71.760,29.200
'32:58:53.216',-0.008,-,-,-,-,71.760,29.600
'32:58:53.224',-0.016,-,-,-,-,70.720,30.000
'32:58:53.232',-0.032,-,-,-,-,70.720,30.400
'32:58:53.240',-0.040,-,-,-,-,70.200,30.800
'32:58:53.248',-0.056,-,-,-,-,69.160,30.800
'32:58:53.256',-0.072,-,-,-,-,69.160,31.200
'32:58:53.264',-0.088,-,-,-,-,68.640,31.600
'32:58:53.272',-0.088,-,-,-,-,68.640,31.600
'32:58:53.280',-0.088,-,-,-,-,68.640,32.000
'32:58:53.288',-0.088,-,-,-,-,68.640,32.000
'32:58:53.296',-0.088,-,-,-,-,68.640,32.000
'32:58:53.304',-0.096,-,-,-,-,68.640,32.000
'32:58:53.312',-0.040,-,-,-,-,68.640,31.600
'32:58:53.320',0.136,-,-,-,-,69.160,31.600
'32:58:53.328',0.312,-,-,-,-,69.160,31.600
'32:58:53.336',0.320,-,-,-,-,70.200,31.200
'32:58:53.344',0.144,-,-,-,-,70.200,31.200
'32:58:53.352',0.096,-,-,-,-,70.200,31.200
'32:58:53.360',0.112,-,-,-,-,70.200,31.200
'32:58:53.368',0.080,-,-,-,-,70.200,31.600
'32:58:53.376',0.024,-,-,-,-,70.200,32.400
'32:58:53.384',-0.016,-,-,-,-,70.200,33.600
'32:58:53.392',-0.032,-,-,-,-,70.200,34.400
'32:58:53.400',-0.056,-,-,-,-,70.200,35.200
'32:58:53.408',-0.072,-,-,-,-,70.200,36.000
'32:58:53.416',-0.080,-,-,-,-,70.200,37.200
'32:58:53.424',-0.080,-,-,-,-,69.160,38.400
'32:58:53.432',-0.080,-,-,-,-,69.160,40.000
'32:58:53.440',-0.072,-,-,-,-,69.160,41.600
'32:58:53.448',-0.072,-,-,-,-,70.200,43.200
'32:58:53.456',-0.072,-,-,-,-,70.720,44.400
'32:58:53.464',-0.064,-,-,-,-,73.320,45.600
'32:58:53.472',-0.056,-,-,-,-,76.440,46.800
'32:58:53.480',-0.056,-,-,-,-,81.120,47.600
'32:58:53.488',-0.056,-,-,-,-,87.880,48.800
'32:58:53.496',-0.048,-,-,-,-,94.120,49.200
'32:58:53.504',-0.048,-,-,-,-,100.360,50.000
'32:58:53.512',-0.056,-,-,-,-,107.120,50.400
'32:58:53.520',-0.056,-,-,-,-,113.360,50.800
'32:58:53.528',-0.048,-,-,-,-,119.080,50.800
'32:58:53.536',-0.032,-,-,-,-,122.720,51.200
'32:58:53.544',-0.024,-,-,-,-,125.320,51.200
'32:58:53.552',-0.016,-,-,-,-,126.880,50.800
'32:58:53.560',-0.008,-,-,-,-,127.920,50.800
'32:58:53.568',0.008,-,-,-,-,127.920,50.400
'32:58:53.576',0.024,-,-,-,-,126.880,50.000
'32:58:53.584',0.024,-,-,-,-,125.320,49.600
'32:58:53.592',0.016,-,-,-,-,122.720,49.200
'32:58:53.600',0.008,-,-,-,-,120.640,48.400
'32:58:53.608',0.008,-,-,-,-,117.520,47.600
'32:58:53.616',0.000,-,-,-,-,114.400,47.200
'32:58:53.624',-0.016,-,-,-,-,110.760,46.400
'32:58:53.632',-0.024,-,-,-,-,107.120,45.200
'32:58:53.640',-0.024,-,-,-,-,104.000,44.400
'32:58:53.648',-0.024,-,-,-,-,99.840,43.600
'32:58:53.656',-0.032,-,-,-,-,95.680,42.400
'32:58:53.664',-0.032,-,-,-,-,92.560,41.600
'32:58:53.672',-0.032,-,-,-,-,88.400,40.800
'32:58:53.680',-0.032,-,-,-,-,85.280,40.000
'32:58:53.688',-0.040,-,-,-,-,83.200,40.000
'32:58:53.696',-0.048,-,-,-,-,80.600,39.600
'32:58:53.704',-0.048,-,-,-,-,79.040,39.600
'32:58:53.712',-0.040,-,-,-,-,77.480,39.200
'32:58:53.720',-0.032,-,-,-,-,76.440,39.200
'32:58:53.728',-0.032,-,-,-,-,76.440,38.800
'32:58:53.736',-0.040,-,-,-,-,77.480,38.400
'32:58:53.744',-0.048,-,-,-,-,78.000,38.400
'32:58:53.752',-0.056,-,-,-,-,79.040,38.400
'32:58:53.760',-0.048,-,-,-,-,79.560,38.400
'32:58:53.768',-0.040,-,-,-,-,80.600,38.000
'32:58:53.776',-0.056,-,-,-,-,81.120,38.000
'32:58:53.784',-0.064,-,-,-,-,83.200,37.600
'32:58:53.792',-0.056,-,-,-,-,83.720,37.600
'32:58:53.800',-0.048,-,-,-,-,84.760,37.200
'32:58:53.808',-0.040,-,-,-,-,85.280,37.200
'32:58:53.816',-0.048,-,-,-,-,86.320,36.800
'32:58:53.824',-0.056,-,-,-,-,86.320,36.800
'32:58:53.832',-0.056,-,-,-,-,86.320,36.800
'32:58:53.840',-0.064,-,-,-,-,86.320,36.400
'32:58:53.848',-0.056,-,-,-,-,86.320,36.400
'32:58:53.856',-0.048,-,-,-,-,85.280,36.000
'32:58:53.864',-0.048,-,-,-,-,84.760,35.600
'32:58:53.872',-0.040,-,-,-,-,83.720,35.600
'32:58:53.880',-0.032,-,-,-,-,83.200,35.200
'32:58:53.888',-0.024,-,-,-,-,82.160,34.800
'32:58:53.896',-0.008,-,-,-,-,81.120,34.800
'32:58:53.904',-0.016,-,-,-,-,80.600,34.400
'32:58:53.912',-0.032,-,-,-,-,79.040,34.000
'32:58:53.920',-0.048,-,-,-,-,78.000,33.600
'32:58:53.928',-0.072,-,-,-,-,76.440,33.200
'32:58:53.936',-0.088,-,-,-,-,75.920,32.400
'32:58:53.944',-0.104,-,-,-,-,75.920,32.000
'32:58:53.952',-0.128,-,-,-,-,74.880,31.200
'32:58:53.960',-0.136,-,-,-,-,74.360,30.400
'32:58:53.968',-0.128,-,-,-,-,72.800,29.200
'32:58:53.976',-0.128,-,-,-,-,70.720,28.000
'32:58:53.984',-0.136,-,-,-,-,70.200,26.800
'32:58:53.992',-0.136,-,-,-,-,69.160,25.600
'32:58:54.000',-0.128,-,-,-,-,69.160,24.000
'32:58:54.008',-0.088,-,-,-,-,68.640,22.400
'32:58:54.016',0.056,-,-,-,-,67.600,21.200
'32:58:54.024',0.256,-,-,-,-,67.080,20.000
'32:58:54.032',0.296,-,-,-,-,66.040,19.200
'32:58:54.040',0.160,-,-,-,-,65.520,18.000
'32:58:54.048',0.104,-,-,-,-,65.520,17.200
'32:58:54.056',0.120,-,-,-,-,64.480,16.400
'32:58:54.064',0.104,-,-,-,-,63.960,15.600
'32:58:54.072',0.032,-,-,-,-,62.400,15.200
'32:58:54.080',-0.024,-,-,-,-,60.320,14.800
'32:58:54.088',-0.056,-,-,-,-,58.760,14.800
'32:58:54.096',-0.064,-,-,-,-,58.760,14.800
'32:58:54.104',-0.072,-,-,-,-,58.240,14.800
'32:58:54.112',-0.080,-,-,-,-,57.200,14.800
'32:58:54.120',-0.080,-,-,-,-,56.680,15.200
'32:58:54.128',-0.072,-,-,-,-,56.680,16.000
'32:58:54.136',-0.064,-,-,-,-,55.640,16.800
'32:58:54.144',-0.056,-,-,-,-,55.640,18.000
'32:58:54.152',-0.056,-,-,-,-,56.680,18.800
'32:58:54.160',-0.048,-,-,-,-,57.200,19.600
'32:58:54.168',-0.048,-,-,-,-,58.240,20.400
'32:58:54.176',-0.056,-,-,-,-,61.360,21.200
'32:58:54.184',-0.056,-,-,-,-,65.520,21.600
'32:58:54.192',-0.048,-,-,-,-,70.200,21.600
'32:58:54.200',-0.040,-,-,-,-,76.440,22.000
'32:58:54.208',-0.040,-,-,-,-,83.200,22.000
'32:58:54.216',-0.032,-,-,-,-,89.960,22.000
'32:58:54.224',-0.024,-,-,-,-,97.240,22.000
'32:58:54.232',-0.024,-,-,-,-,104.000,22.000
'32:58:54.240',-0.016,-,-,-,-,109.200,22.000
'32:58:54.248',0.000,-,-,-,-,114.400,22.000
'32:58:54.256',0.008,-,-,-,-,116.480,21.600
'32:58:54.264',0.024,-,-,-,-,119.080,21.600
'32:58:54.272',0.040,-,-,-,-,119.600,21.200
'32:58:54.280',0.056,-,-,-,-,119.080,20.800
'32:58:54.288',0.056,-,-,-,-,117.520,20.000
'32:58:54.296',0.040,-,-,-,-,115.960,19.200
'32:58:54.304',0.024,-,-,-,-,112.320,18.400
'32:58:54.312',0.008,-,-,-,-,108.680,17.200
'32:58:54.320',0.008,-,-,-,-,104.520,15.600
'32:58:54.328',0.000,-,-,-,-,101.400,14.000
'32:58:54.336',-0.008,-,-,-,-,98.280,12.400
'32:58:54.344',-0.008,-,-,-,-,95.160,11.600
'32:58:54.352',-0.016,-,-,-,-,91.000,11.600
'32:58:54.360',-0.016,-,-,-,-,86.320,11.600
'32:58:54.368',-0.016,-,-,-,-,82.160,11.600
'32:58:54.376',-0.024,-,-,-,-,78.000,11.600
'32:58:54.384',-0.024,-,-,-,-,74.360,11.600
'32:58:54.392',-0.024,-,-,-,-,70.720,11.200
'32:58:54.400',-0.024,-,-,-,-,67.600,10.400
'32:58:54.408',-0.024,-,-,-,-,64.480,10.400
'32:58:54.416',-0.024,-,-,-,-,62.920,10.000
'32:58:54.424',-0.040,-,-,-,-,62.400,9.600
'32:58:54.432',-0.048,-,-,-,-,61.360,9.200
'32:58:54.440',-0.048,-,-,-,-,61.360,8.400
'32:58:54.448',-0.048,-,-,-,-,61.360,7.600
'32:58:54.456',-0.056,-,-,-,-,62.400,7.200
'32:58:54.464',-0.056,-,-,-,-,62.920,6.800
'32:58:54.472',-0.056,-,-,-,-,63.960,6.400
'32:58:54.480',-0.064,-,-,-,-,65.520,6.400
'32:58:54.488',-0.072,-,-,-,-,67.080,6.800
'32:58:54.496',-0.080,-,-,-,-,67.600,6.800
'32:58:54.504',-0.080,-,-,-,-,69.160,6.800
'32:58:54.512',-0.088,-,-,-,-,70.200,6.800
'32:58:54.520',-0.104,-,-,-,-,70.720,6.800
'32:58:54.528',-0.104,-,-,-,-,71.760,6.800
'32:58:54.536',-0.072,-,-,-,-,71.760,7.200
'32:58:54.544',-0.040,-,-,-,-,72.800,7.200
'32:58:54.552',-0.024,-,-,-,-,72.800,8.000
'32:58:54.560',-0.024,-,-,-,-,72.800,8.400
'32:58:54.568',-0.024,-,-,-,-,72.800,9.200
'32:58:54.576',-0.016,-,-,-,-,72.800,10.400
'32:58:54.584',-0.008,-,-,-,-,71.760,11.600
'32:58:54.592',-0.008,-,-,-,-,71.760,12.800
'32:58:54.600',-0.008,-,-,-,-,70.720,14.400
'32:58:54.608',0.000,-,-,-,-,70.200,15.600
'32:58:54.616',0.000,-,-,-,-,70.200,16.800
'32:58:54.624',-0.008,-,-,-,-,69.160,18.000
'32:58:54.632',-0.040,-,-,-,-,68.640,18.800
'32:58:54.640',-0.072,-,-,-,-,67.600,19.600
'32:58:54.648',-0.096,-,-,-,-,67.600,20.000
'32:58:54.656',-0.104,-,-,-,-,67.080,20.400
'32:58:54.664',-0.104,-,-,-,-,67.080,21.200
'32:58:54.672',-0.096,-,-,-,-,67.080,21.600
'32:58:54.680',-0.096,-,-,-,-,67.080,22.000
'32:58:54.688',-0.104,-,-,-,-,67.080,22.800
'32:58:54.696',-0.112,-,-,-,-,67.080,23.200
'32:58:54.704',-0.056,-,-,-,-,67.080,23.600
'32:58:54.712',0.128,-,-,-,-,67.600,24.000
'32:58:54.720',0.304,-,-,-,-,67.600,24.800
'32:58:54.728',0.312,-,-,-,-,67.600,25.200
'32:58:54.736',0.144,-,-,-,-,67.600,26.000
'32:58:54.744',0.112,-,-,-,-,67.600,26.800
'32:58:54.752',0.104,-,-,-,-,67.600,28.000
'32:58:54.760',0.080,-,-,-,-,67.600,28.800
'32:58:54.768',0.032,-,-,-,-,67.080,30.000
'32:58:54.776',0.000,-,-,-,-,67.080,30.800
'32:58:54.784',-0.024,-,-,-,-,67.080,31.200
'32:58:54.792',-0.040,-,-,-,-,66.040,32.000
'32:58:54.800',-0.048,-,-,-,-,66.040,32.400
'32:58:54.808',-0.040,-,-,-,-,65.520,33.200
'32:58:54.816',-0.040,-,-,-,-,65.520,34.000
'32:58:54.824',-0.040,-,-,-,-,64.480,35.600
'32:58:54.832',-0.040,-,-,-,-,64.480,37.200
'32:58:54.840',-0.040,-,-,-,-,64.480,38.800
'32:58:54.848',-0.048,-,-,-,-,64.480,40.400
'32:58:54.856',-0.040,-,-,-,-,65.520,42.000
'32:58:54.864',-0.040,-,-,-,-,66.040,43.200
'32:58:54.872',-0.040,-,-,-,-,68.640,44.400
'32:58:54.880',-0.032,-,-,-,-,71.760,45.600
'32:58:54.888',-0.032,-,-,-,-,75.920,46.400
'32:58:54.896',-0.016,-,-,-,-,81.120,47.200
'32:58:54.904',-0.016,-,-,-,-,86.840,48.000
'32:58:54.912',-0.016,-,-,-,-,93.600,48.800
'32:58:54.920',-0.016,-,-,-,-,98.800,49.200
'32:58:54.928',-0.024,-,-,-,-,104.520,50.000
'32:58:54.936',-0.024,-,-,-,-,109.200,50.400
'32:58:54.944',-0.032,-,-,-,-,113.360,50.800
'32:58:54.952',-0.024,-,-,-,-,115.960,51.200
'32:58:54.960',0.000,-,-,-,-,117.520,51.600
'32:58:54.968',0.024,-,-,-,-,118.040,51.600
'32:58:54.976',0.040,-,-,-,-,117.520,51.200
'32:58:54.984',0.040,-,-,-,-,115.960,51.200
'32:58:54.992',0.032,-,-,-,-,113.360,50.800
'32:58:55.000',0.016,-,-,-,-,110.760,50.000
'32:58:55.008',0.000,-,-,-,-,107.120,49.200
'32:58:55.016',-0.016,-,-,-,-,104.000,48.400
'32:58:55.024',-0.016,-,-,-,-,99.840,47.600
'32:58:55.032',-0.016,-,-,-,-,95.680,46.800
'32:58:55.040',-0.016,-,-,-,-,91.000,45.600
'32:58:55.048',-0.016,-,-,-,-,86.840,44.800
'32:58:55.056',-0.008,-,-,-,-,83.200,43.600
'32:58:55.064',0.000,-,-,-,-,79.040,42.400
'32:58:55.072',0.000,-,-,-,-,75.920,41.200
'32:58:55.080',0.000,-,-,-,-,72.800,40.000
'32:58:55.088',0.000,-,-,-,-,70.720,39.200
'32:58:55.096',-0.008,-,-,-,-,69.160,38.400
'32:58:55.104',-0.008,-,-,-,-,68.640,38.000
'32:58:55.112',-0.008,-,-,-,-,68.640,37.600
'32:58:55.120',-0.008,-,-,-,-,68.640,37.200
'32:58:55.128',-0.016,-,-,-,-,69.160,36.400
'32:58:55.136',-0.008,-,-,-,-,70.200,36.400
'32:58:55.144',-0.016,-,-,-,-,70.720,36.000
'32:58:55.152',-0.024,-,-,-,-,72.800,36.400
'32:58:55.160',-0.032,-,-,-,-,73.320,36.400
'32:58:55.168',-0.024,-,-,-,-,74.880,36.400
'32:58:55.176',-0.032,-,-,-,-,75.920,36.400
'32:58:55.184',-0.032,-,-,-,-,77.480,36.400
'32:58:55.192',-0.024,-,-,-,-,78.000,36.000
'32:58:55.200',-0.024,-,-,-,-,79.040,36.000
'32:58:55.208',-0.032,-,-,-,-,79.040,35.600
'32:58:55.216',-0.032,-,-,-,-,79.560,35.600
'32:58:55.224',-0.016,-,-,-,-,79.560,35.200
'32:58:55.232',-0.024,-,-,-,-,79.560,35.200
'32:58:55.240',-0.040,-,-,-,-,79.560,35.200
'32:58:55.248',-0.048,-,-,-,-,79.560,34.800
'32:58:55.256',-0.040,-,-,-,-,79.560,34.800
'32:58:55.264',-0.032,-,-,-,-,79.040,34.800
'32:58:55.272',-0.032,-,-,-,-,78.000,34.400
'32:58:55.280',-0.024,-,-,-,-,77.480,34.000
'32:58:55.288',-0.008,-,-,-,-,76.440,34.000
'32:58:55.296',0.008,-,-,-,-,75.920,33.600
'32:58:55.304',0.016,-,-,-,-,74.880,33.600
'32:58:55.312',0.016,-,-,-,-,74.360,33.600
'32:58:55.320',0.016,-,-,-,-,74.360,33.600
'32:58:55.328',0.008,-,-,-,-,73.320,33.600
'32:58:55.336',-0.008,-,-,-,-,72.800,33.600
'32:58:55.344',-0.016,-,-,-,-,72.800,33.600
'32:58:55.352',-0.040,-,-,-,-,71.760,34.000
'32:58:55.360',-0.064,-,-,-,-,71.760,34.000
'32:58:55.368',-0.064,-,-,-,-,71.760,34.000
'32:58:55.376',-0.072,-,-,-,-,71.760,34.400
'32:58:55.384',-0.064,-,-,-,-,70.720,34.400
'32:58:55.392',-0.056,-,-,-,-,70.720,34.000
'32:58:55.400',-0.064,-,-,-,-,70.720,34.000
'32:58:55.408',-0.080,-,-,-,-,70.720,34.000
'32:58:55.416',0.000,-,-,-,-,70.720,33.600
'32:58:55.424',0.208,-,-,-,-,70.720,33.600
'32:58:55.432',0.344,-,-,-,-,70.720,33.200
'32:58:55.440',0.256,-,-,-,-,70.720,33.200
'32:58:55.448',0.112,-,-,-,-,70.720,33.200
'32:58:55.456',0.088,-,-,-,-,70.720,33.200
'32:58:55.464',0.088,-,-,-,-,70.720,33.600
'32:58:55.472',0.048,-,-,-,-,70.200,34.000
'32:58:55.480',0.000,-,-,-,-,70.200,34.800
'32:58:55.488',-0.032,-,-,-,-,70.200,35.600
'32:58:55.496',-0.048,-,-,-,-,70.200,36.400
'32:58:55.504',-0.056,-,-,-,-,69.160,37.200
'32:58:55.512',-0.064,-,-,-,-,69.160,38.000
'32:58:55.520',-0.080,-,-,-,-,69.160,38.800
'32:58:55.528',-0.080,-,-,-,-,70.200,40.000
'32:58:55.536',-0.080,-,-,-,-,70.200,40.800
'32:58:55.544',-0.064,-,-,-,-,70.200,42.000
'32:58:55.552',-0.064,-,-,-,-,71.760,43.200
'32:58:55.560',-0.072,-,-,-,-,74.360,44.400
'32:58:55.568',-0.072,-,-,-,-,77.480,45.600
'32:58:55.576',-0.056,-,-,-,-,83.200,46.800
'32:58:55.584',-0.032,-,-,-,-,89.440,47.600
