'Elapsed time','I','II','III','V','MCL1','ABP'
'217:46:01.976',-0.032,-0.076,-,-,-,80.000
'217:46:01.984',0.000,-0.043,-,-,-,78.400
'217:46:01.992',0.000,-0.022,-,-,-,76.800
'217:46:02.000',0.000,-0.043,-,-,-,76.800
'217:46:02.008',-0.016,-0.043,-,-,-,76.000
'217:46:02.016',0.000,-0.043,-,-,-,76.000
'217:46:02.024',0.016,0.000,-,-,-,76.800
'217:46:02.032',0.032,0.022,-,-,-,76.800
'217:46:02.040',0.016,0.000,-,-,-,76.800
'217:46:02.048',-0.016,-0.043,-,-,-,77.600
'217:46:02.056',-0.032,-0.043,-,-,-,77.600
'217:46:02.064',0.000,-0.022,-,-,-,77.600
'217:46:02.072',0.000,-0.022,-,-,-,76.800
'217:46:02.080',-0.056,-0.076,-,-,-,76.800
'217:46:02.088',-0.056,-0.098,-,-,-,76.800
'217:46:02.096',-0.032,-0.076,-,-,-,76.000
'217:46:02.104',-0.016,-0.076,-,-,-,75.200
'217:46:02.112',0.000,-0.043,-,-,-,75.200
'217:46:02.120',0.000,-0.043,-,-,-,74.400
'217:46:02.128',-0.016,-0.076,-,-,-,73.600
'217:46:02.136',-0.032,-0.076,-,-,-,72.800
'217:46:02.144',0.016,0.000,-,-,-,72.000
'217:46:02.152',0.056,0.022,-,-,-,71.200
'217:46:02.160',0.032,0.000,-,-,-,70.400
'217:46:02.168',0.016,0.000,-,-,-,69.600
'217:46:02.176',0.000,-0.022,-,-,-,68.800
'217:46:02.184',-0.032,-0.043,-,-,-,68.000
'217:46:02.192',-0.016,-0.022,-,-,-,68.000
'217:46:02.200',-0.016,-0.043,-,-,-,67.200
'217:46:02.208',-0.056,-0.076,-,-,-,66.400
'217:46:02.216',0.032,0.000,-,-,-,65.600
'217:46:02.224',0.072,0.022,-,-,-,65.600
'217:46:02.232',-0.016,-0.076,-,-,-,64.800
'217:46:02.240',-0.056,-0.098,-,-,-,64.800
'217:46:02.248',0.032,0.000,-,-,-,64.000
'217:46:02.256',0.096,0.043,-,-,-,63.200
'217:46:02.264',0.000,-0.022,-,-,-,63.200
'217:46:02.272',-0.128,-0.152,-,-,-,62.400
'217:46:02.280',-0.128,-0.174,-,-,-,62.400
'217:46:02.288',0.000,-0.022,-,-,-,62.400
'217:46:02.296',0.032,0.022,-,-,-,61.600
'217:46:02.304',0.016,0.000,-,-,-,61.600
'217:46:02.312',-0.056,-0.076,-,-,-,61.600
'217:46:02.320',-0.072,-0.076,-,-,-,61.600
'217:46:02.328',-0.016,-0.022,-,-,-,60.800
'217:46:02.336',0.000,0.000,-,-,-,60.800
'217:46:02.344',0.000,-0.022,-,-,-,60.800
'217:46:02.352',-0.032,-0.043,-,-,-,60.800
'217:46:02.360',-0.072,-0.130,-,-,-,60.800
'217:46:02.368',-0.096,-0.130,-,-,-,60.000
'217:46:02.376',-0.056,-0.076,-,-,-,60.000
'217:46:02.384',-0.016,-0.043,-,-,-,60.000
'217:46:02.392',0.032,0.022,-,-,-,59.200
'217:46:02.400',0.032,0.000,-,-,-,59.200
'217:46:02.408',0.000,0.000,-,-,-,58.400
'217:46:02.416',0.032,0.022,-,-,-,58.400
'217:46:02.424',0.056,0.043,-,-,-,58.400
'217:46:02.432',0.000,0.000,-,-,-,58.400
'217:46:02.440',-0.016,-0.022,-,-,-,57.600
'217:46:02.448',-0.056,-0.076,-,-,-,57.600
'217:46:02.456',-0.032,-0.043,-,-,-,57.600
'217:46:02.464',0.000,-0.022,-,-,-,56.800
'217:46:02.472',-0.016,-0.022,-,-,-,56.800
'217:46:02.480',-0.032,-0.043,-,-,-,56.800
'217:46:02.488',0.016,-0.022,-,-,-,56.000
'217:46:02.496',0.056,0.022,-,-,-,56.000
'217:46:02.504',0.016,-0.022,-,-,-,56.000
'217:46:02.512',-0.056,-0.098,-,-,-,55.200
'217:46:02.520',0.016,-0.043,-,-,-,55.200
'217:46:02.528',0.224,0.228,-,-,-,54.400
'217:46:02.536',0.456,0.630,-,-,-,54.400
'217:46:02.544',0.552,0.967,-,-,-,54.400
'217:46:02.552',0.360,0.967,-,-,-,54.400
'217:46:02.560',0.056,0.391,-,-,-,53.600
'217:46:02.568',-0.112,0.000,-,-,-,53.600
'217:46:02.576',-0.168,-0.152,-,-,-,53.600
'217:46:02.584',-0.192,-0.174,-,-,-,52.800
'217:46:02.592',-0.152,-0.130,-,-,-,52.800
'217:46:02.600',-0.072,-0.076,-,-,-,52.800
'217:46:02.608',0.000,-0.022,-,-,-,52.800
'217:46:02.616',0.032,0.000,-,-,-,52.000
'217:46:02.624',0.032,0.022,-,-,-,52.000
'217:46:02.632',0.016,0.000,-,-,-,52.000
'217:46:02.640',0.000,-0.022,-,-,-,52.000
'217:46:02.648',0.000,-0.022,-,-,-,52.000
'217:46:02.656',0.016,0.022,-,-,-,52.000
'217:46:02.664',0.000,0.000,-,-,-,52.000
'217:46:02.672',-0.072,-0.076,-,-,-,52.000
'217:46:02.680',-0.032,-0.022,-,-,-,52.800
'217:46:02.688',0.032,0.022,-,-,-,55.200
'217:46:02.696',0.032,0.043,-,-,-,59.200
'217:46:02.704',0.016,0.022,-,-,-,65.600
'217:46:02.712',0.072,0.076,-,-,-,72.000
'217:46:02.720',0.152,0.152,-,-,-,80.000
'217:46:02.728',0.152,0.174,-,-,-,88.000
'217:46:02.736',0.112,0.152,-,-,-,94.400
'217:46:02.744',0.192,0.207,-,-,-,100.000
'217:46:02.752',0.208,0.228,-,-,-,104.000
'217:46:02.760',0.168,0.207,-,-,-,106.400
'217:46:02.768',0.168,0.207,-,-,-,108.000
'217:46:02.776',0.208,0.228,-,-,-,108.800
'217:46:02.784',0.168,0.174,-,-,-,108.000
'217:46:02.792',0.152,0.152,-,-,-,108.000
'217:46:02.800',0.192,0.207,-,-,-,107.200
'217:46:02.808',0.128,0.152,-,-,-,105.600
'217:46:02.816',-0.016,0.000,-,-,-,104.800
'217:46:02.824',-0.072,-0.076,-,-,-,103.200
'217:46:02.832',-0.056,-0.076,-,-,-,102.400
'217:46:02.840',-0.032,-0.043,-,-,-,100.800
'217:46:02.848',-0.016,-0.022,-,-,-,99.200
'217:46:02.856',0.016,-0.022,-,-,-,98.400
'217:46:02.864',0.016,0.000,-,-,-,96.800
'217:46:02.872',-0.072,-0.098,-,-,-,95.200
'217:46:02.880',-0.112,-0.152,-,-,-,93.600
'217:46:02.888',-0.072,-0.098,-,-,-,92.000
'217:46:02.896',-0.032,-0.076,-,-,-,89.600
'217:46:02.904',-0.056,-0.076,-,-,-,87.200
'217:46:02.912',-0.032,-0.076,-,-,-,84.800
'217:46:02.920',-0.016,-0.043,-,-,-,82.400
'217:46:02.928',-0.016,-0.022,-,-,-,80.000
'217:46:02.936',0.016,0.000,-,-,-,78.400
'217:46:02.944',0.016,0.000,-,-,-,76.800
'217:46:02.952',-0.016,-0.022,-,-,-,76.000
'217:46:02.960',-0.096,-0.076,-,-,-,75.200
'217:46:02.968',-0.112,-0.098,-,-,-,75.200
'217:46:02.976',-0.056,-0.076,-,-,-,75.200
'217:46:02.984',-0.016,-0.022,-,-,-,75.200
'217:46:02.992',0.000,-0.022,-,-,-,75.200
'217:46:03.000',-0.056,-0.076,-,-,-,76.000
'217:46:03.008',-0.056,-0.076,-,-,-,76.000
'217:46:03.016',-0.032,-0.043,-,-,-,76.000
'217:46:03.024',-0.016,-0.043,-,-,-,76.000
'217:46:03.032',-0.056,-0.076,-,-,-,75.200
'217:46:03.040',-0.072,-0.098,-,-,-,75.200
'217:46:03.048',-0.072,-0.098,-,-,-,75.200
'217:46:03.056',-0.056,-0.076,-,-,-,74.400
'217:46:03.064',-0.032,-0.076,-,-,-,74.400
'217:46:03.072',-0.056,-0.076,-,-,-,73.600
'217:46:03.080',-0.072,-0.098,-,-,-,72.800
'217:46:03.088',-0.072,-0.098,-,-,-,72.000
'217:46:03.096',-0.032,-0.043,-,-,-,71.200
'217:46:03.104',-0.016,-0.022,-,-,-,70.400
'217:46:03.112',-0.032,-0.043,-,-,-,69.600
'217:46:03.120',-0.032,-0.043,-,-,-,68.800
'217:46:03.128',-0.016,-0.022,-,-,-,68.000
'217:46:03.136',-0.016,-0.043,-,-,-,67.200
'217:46:03.144',-0.032,-0.043,-,-,-,66.400
'217:46:03.152',-0.016,-0.022,-,-,-,65.600
'217:46:03.160',-0.016,-0.022,-,-,-,64.800
'217:46:03.168',-0.032,-0.043,-,-,-,64.800
'217:46:03.176',-0.032,-0.043,-,-,-,64.000
'217:46:03.184',-0.016,-0.043,-,-,-,64.000
'217:46:03.192',-0.016,-0.022,-,-,-,63.200
'217:46:03.200',-0.072,-0.098,-,-,-,63.200
'217:46:03.208',-0.128,-0.174,-,-,-,62.400
'217:46:03.216',-0.072,-0.174,-,-,-,62.400
'217:46:03.224',0.192,0.207,-,-,-,61.600
'217:46:03.232',0.536,0.707,-,-,-,61.600
'217:46:03.240',0.632,0.967,-,-,-,60.800
'217:46:03.248',0.360,0.707,-,-,-,60.800
'217:46:03.256',0.032,0.228,-,-,-,60.000
'217:46:03.264',-0.112,-0.076,-,-,-,60.000
'217:46:03.272',-0.168,-0.174,-,-,-,60.000
'217:46:03.280',-0.192,-0.152,-,-,-,59.200
'217:46:03.288',-0.112,-0.098,-,-,-,59.200
'217:46:03.296',-0.056,-0.043,-,-,-,59.200
'217:46:03.304',-0.016,-0.022,-,-,-,58.400
'217:46:03.312',-0.016,-0.022,-,-,-,58.400
'217:46:03.320',-0.056,-0.043,-,-,-,58.400
'217:46:03.328',-0.096,-0.098,-,-,-,58.400
'217:46:03.336',-0.096,-0.098,-,-,-,58.400
'217:46:03.344',-0.056,-0.076,-,-,-,58.400
'217:46:03.352',-0.072,-0.043,-,-,-,57.600
'217:46:03.360',-0.056,-0.043,-,-,-,57.600
'217:46:03.368',-0.032,-0.022,-,-,-,57.600
'217:46:03.376',0.000,0.022,-,-,-,58.400
'217:46:03.384',0.016,0.022,-,-,-,59.200
'217:46:03.392',0.016,0.043,-,-,-,60.800
'217:46:03.400',0.056,0.076,-,-,-,63.200
'217:46:03.408',0.096,0.130,-,-,-,67.200
'217:46:03.416',0.128,0.174,-,-,-,72.000
'217:46:03.424',0.152,0.207,-,-,-,77.600
'217:46:03.432',0.152,0.207,-,-,-,84.000
'217:46:03.440',0.152,0.174,-,-,-,89.600
'217:46:03.448',0.152,0.207,-,-,-,94.400
'217:46:03.456',0.168,0.207,-,-,-,98.400
'217:46:03.464',0.152,0.174,-,-,-,100.800
'217:46:03.472',0.112,0.130,-,-,-,102.400
'217:46:03.480',0.072,0.076,-,-,-,103.200
'217:46:03.488',0.056,0.043,-,-,-,103.200
'217:46:03.496',0.072,0.076,-,-,-,103.200
'217:46:03.504',0.056,0.043,-,-,-,102.400
'217:46:03.512',0.000,0.000,-,-,-,100.800
'217:46:03.520',-0.032,-0.043,-,-,-,100.000
'217:46:03.528',-0.016,-0.022,-,-,-,98.400
'217:46:03.536',-0.032,-0.022,-,-,-,97.600
'217:46:03.544',-0.072,-0.076,-,-,-,96.800
'217:46:03.552',-0.072,-0.076,-,-,-,95.200
'217:46:03.560',-0.072,-0.076,-,-,-,94.400
'217:46:03.568',-0.096,-0.076,-,-,-,92.800
'217:46:03.576',-0.072,-0.098,-,-,-,91.200
'217:46:03.584',-0.056,-0.076,-,-,-,89.600
'217:46:03.592',-0.056,-0.043,-,-,-,88.000
'217:46:03.600',-0.072,-0.076,-,-,-,85.600
'217:46:03.608',-0.072,-0.076,-,-,-,83.200
'217:46:03.616',-0.072,-0.076,-,-,-,80.800
'217:46:03.624',-0.056,-0.076,-,-,-,78.400
'217:46:03.632',-0.032,-0.043,-,-,-,76.000
'217:46:03.640',0.000,0.000,-,-,-,74.400
'217:46:03.648',-0.016,-0.022,-,-,-,72.800
'217:46:03.656',-0.056,-0.043,-,-,-,72.000
'217:46:03.664',-0.072,-0.043,-,-,-,72.000
'217:46:03.672',-0.056,-0.043,-,-,-,71.200
'217:46:03.680',-0.032,-0.022,-,-,-,72.000
'217:46:03.688',-0.032,-0.043,-,-,-,72.000
'217:46:03.696',-0.072,-0.043,-,-,-,72.000
'217:46:03.704',-0.072,-0.076,-,-,-,72.800
'217:46:03.712',-0.072,-0.043,-,-,-,72.800
'217:46:03.720',-0.056,-0.043,-,-,-,72.800
'217:46:03.728',-0.032,-0.043,-,-,-,73.600
'217:46:03.736',-0.016,-0.022,-,-,-,73.600
'217:46:03.744',0.000,0.000,-,-,-,72.800
'217:46:03.752',0.000,-0.022,-,-,-,72.800
'217:46:03.760',-0.056,-0.076,-,-,-,72.000
'217:46:03.768',-0.096,-0.098,-,-,-,72.000
'217:46:03.776',-0.072,-0.076,-,-,-,71.200
'217:46:03.784',-0.032,-0.043,-,-,-,70.400
'217:46:03.792',-0.016,-0.022,-,-,-,70.400
'217:46:03.800',-0.032,-0.022,-,-,-,69.600
'217:46:03.808',-0.016,0.000,-,-,-,68.800
'217:46:03.816',-0.016,0.000,-,-,-,68.000
'217:46:03.824',-0.056,-0.043,-,-,-,67.200
'217:46:03.832',-0.072,-0.076,-,-,-,66.400
'217:46:03.840',-0.072,-0.076,-,-,-,65.600
'217:46:03.848',-0.032,-0.043,-,-,-,64.800
'217:46:03.856',-0.032,-0.043,-,-,-,64.800
'217:46:03.864',-0.032,-0.022,-,-,-,64.000
'217:46:03.872',-0.016,-0.022,-,-,-,63.200
'217:46:03.880',0.016,0.000,-,-,-,63.200
'217:46:03.888',0.016,0.022,-,-,-,62.400
'217:46:03.896',0.000,0.000,-,-,-,62.400
'217:46:03.904',-0.032,-0.022,-,-,-,61.600
'217:46:03.912',-0.056,-0.043,-,-,-,61.600
'217:46:03.920',-0.056,-0.043,-,-,-,60.800
'217:46:03.928',-0.032,0.000,-,-,-,60.800
'217:46:03.936',-0.032,0.000,-,-,-,60.800
'217:46:03.944',-0.032,-0.022,-,-,-,60.000
'217:46:03.952',-0.056,-0.022,-,-,-,60.000
'217:46:03.960',-0.056,-0.043,-,-,-,59.200
'217:46:03.968',-0.056,-0.043,-,-,-,59.200
'217:46:03.976',-0.056,-0.043,-,-,-,59.200
'217:46:03.984',-0.056,-0.043,-,-,-,59.200
'217:46:03.992',-0.032,-0.043,-,-,-,59.200
'217:46:04.000',-0.032,-0.022,-,-,-,59.200
'217:46:04.008',-0.032,-0.043,-,-,-,58.400
'217:46:04.016',-0.032,-0.043,-,-,-,58.400
'217:46:04.024',-0.032,-0.043,-,-,-,58.400
'217:46:04.032',-0.032,-0.043,-,-,-,58.400
'217:46:04.040',0.000,-0.076,-,-,-,58.400
'217:46:04.048',0.128,0.098,-,-,-,58.400
'217:46:04.056',0.384,0.522,-,-,-,58.400
'217:46:04.064',0.552,0.913,-,-,-,58.400
'217:46:04.072',0.440,0.989,-,-,-,57.600
'217:46:04.080',0.152,0.543,-,-,-,57.600
'217:46:04.088',-0.056,0.098,-,-,-,57.600
'217:46:04.096',-0.152,-0.130,-,-,-,57.600
'217:46:04.104',-0.192,-0.174,-,-,-,56.800
'217:46:04.112',-0.168,-0.152,-,-,-,56.800
'217:46:04.120',-0.112,-0.098,-,-,-,56.800
'217:46:04.128',-0.072,-0.043,-,-,-,56.000
'217:46:04.136',-0.056,-0.043,-,-,-,56.000
'217:46:04.144',-0.056,-0.043,-,-,-,55.200
'217:46:04.152',-0.032,-0.043,-,-,-,55.200
'217:46:04.160',-0.016,-0.022,-,-,-,55.200
'217:46:04.168',-0.016,-0.022,-,-,-,54.400
'217:46:04.176',0.000,0.000,-,-,-,54.400
'217:46:04.184',0.032,0.022,-,-,-,54.400
'217:46:04.192',0.032,0.043,-,-,-,54.400
'217:46:04.200',0.000,0.000,-,-,-,54.400
'217:46:04.208',-0.032,-0.022,-,-,-,55.200
'217:46:04.216',-0.016,0.000,-,-,-,56.800
'217:46:04.224',0.000,0.022,-,-,-,59.200
'217:46:04.232',0.032,0.043,-,-,-,63.200
'217:46:04.240',0.072,0.076,-,-,-,68.800
'217:46:04.248',0.096,0.130,-,-,-,75.200
'217:46:04.256',0.112,0.152,-,-,-,82.400
'217:46:04.264',0.128,0.174,-,-,-,88.800
'217:46:04.272',0.152,0.174,-,-,-,94.400
'217:46:04.280',0.168,0.207,-,-,-,98.400
'217:46:04.288',0.192,0.228,-,-,-,101.600
'217:46:04.296',0.168,0.207,-,-,-,103.200
'217:46:04.304',0.128,0.174,-,-,-,104.000
'217:46:04.312',0.112,0.130,-,-,-,104.000
'217:46:04.320',0.072,0.098,-,-,-,103.200
'217:46:04.328',0.056,0.043,-,-,-,102.400
'217:46:04.336',0.016,0.022,-,-,-,100.800
'217:46:04.344',0.000,0.000,-,-,-,100.000
'217:46:04.352',-0.016,-0.022,-,-,-,98.400
'217:46:04.360',-0.032,-0.043,-,-,-,97.600
'217:46:04.368',-0.032,-0.043,-,-,-,96.000
'217:46:04.376',-0.056,-0.043,-,-,-,95.200
'217:46:04.384',-0.056,-0.076,-,-,-,93.600
'217:46:04.392',-0.056,-0.076,-,-,-,92.800
'217:46:04.400',-0.056,-0.043,-,-,-,91.200
'217:46:04.408',-0.032,-0.043,-,-,-,89.600
'217:46:04.416',-0.032,-0.043,-,-,-,88.000
'217:46:04.424',-0.032,-0.043,-,-,-,86.400
'217:46:04.432',-0.056,-0.076,-,-,-,84.000
'217:46:04.440',-0.056,-0.076,-,-,-,81.600
'217:46:04.448',-0.072,-0.076,-,-,-,79.200
'217:46:04.456',-0.032,-0.076,-,-,-,77.600
'217:46:04.464',-0.032,-0.043,-,-,-,76.000
'217:46:04.472',-0.072,-0.076,-,-,-,74.400
'217:46:04.480',-0.072,-0.098,-,-,-,72.800
'217:46:04.488',-0.072,-0.076,-,-,-,72.800
'217:46:04.496',-0.072,-0.076,-,-,-,72.800
'217:46:04.504',-0.032,-0.076,-,-,-,72.800
'217:46:04.512',-0.032,-0.043,-,-,-,72.800
'217:46:04.520',-0.016,-0.022,-,-,-,73.600
'217:46:04.528',-0.016,-0.022,-,-,-,73.600
'217:46:04.536',-0.016,-0.043,-,-,-,74.400
'217:46:04.544',-0.016,-0.043,-,-,-,74.400
'217:46:04.552',-0.032,-0.043,-,-,-,74.400
'217:46:04.560',-0.032,-0.043,-,-,-,73.600
'217:46:04.568',-0.032,-0.043,-,-,-,73.600
'217:46:04.576',-0.032,-0.043,-,-,-,72.800
'217:46:04.584',-0.032,-0.043,-,-,-,72.800
'217:46:04.592',-0.032,-0.043,-,-,-,72.000
'217:46:04.600',-0.032,-0.022,-,-,-,71.200
'217:46:04.608',-0.016,-0.022,-,-,-,70.400
'217:46:04.616',-0.016,-0.022,-,-,-,70.400
'217:46:04.624',-0.032,-0.043,-,-,-,69.600
'217:46:04.632',-0.032,-0.076,-,-,-,68.800
'217:46:04.640',-0.016,-0.043,-,-,-,68.000
'217:46:04.648',0.000,-0.022,-,-,-,67.200
'217:46:04.656',-0.016,-0.043,-,-,-,66.400
'217:46:04.664',-0.032,-0.043,-,-,-,66.400
'217:46:04.672',-0.032,-0.076,-,-,-,65.600
'217:46:04.680',-0.032,-0.076,-,-,-,64.800
'217:46:04.688',-0.032,-0.043,-,-,-,64.000
'217:46:04.696',-0.016,-0.043,-,-,-,64.000
'217:46:04.704',-0.032,-0.076,-,-,-,63.200
'217:46:04.712',-0.032,-0.076,-,-,-,62.400
'217:46:04.720',-0.016,-0.043,-,-,-,62.400
'217:46:04.728',-0.016,-0.022,-,-,-,61.600
'217:46:04.736',-0.032,-0.043,-,-,-,60.800
'217:46:04.744',-0.016,-0.043,-,-,-,60.800
'217:46:04.752',-0.032,-0.098,-,-,-,60.000
'217:46:04.760',0.032,-0.043,-,-,-,60.000
'217:46:04.768',0.264,0.261,-,-,-,60.000
'217:46:04.776',0.552,0.707,-,-,-,59.200
'217:46:04.784',0.592,0.913,-,-,-,59.200
'217:46:04.792',0.304,0.652,-,-,-,59.200
'217:46:04.800',0.016,0.207,-,-,-,58.400
'217:46:04.808',-0.112,-0.076,-,-,-,58.400
'217:46:04.816',-0.168,-0.207,-,-,-,58.400
'217:46:04.824',-0.192,-0.207,-,-,-,58.400
'217:46:04.832',-0.128,-0.130,-,-,-,58.400
'217:46:04.840',-0.072,-0.076,-,-,-,57.600
'217:46:04.848',-0.032,-0.043,-,-,-,57.600
'217:46:04.856',-0.016,-0.043,-,-,-,57.600
'217:46:04.864',-0.016,-0.043,-,-,-,57.600
'217:46:04.872',-0.032,-0.043,-,-,-,56.800
'217:46:04.880',-0.016,-0.022,-,-,-,56.800
'217:46:04.888',0.000,0.000,-,-,-,56.800
'217:46:04.896',0.000,-0.022,-,-,-,56.000
'217:46:04.904',-0.016,-0.022,-,-,-,56.000
'217:46:04.912',-0.016,0.000,-,-,-,56.000
'217:46:04.920',0.000,0.000,-,-,-,56.800
'217:46:04.928',0.016,0.022,-,-,-,57.600
'217:46:04.936',0.032,0.043,-,-,-,59.200
'217:46:04.944',0.072,0.076,-,-,-,62.400
'217:46:04.952',0.096,0.098,-,-,-,66.400
'217:46:04.960',0.096,0.098,-,-,-,71.200
'217:46:04.968',0.112,0.130,-,-,-,77.600
'217:46:04.976',0.128,0.152,-,-,-,83.200
'217:46:04.984',0.152,0.174,-,-,-,89.600
'217:46:04.992',0.168,0.174,-,-,-,94.400
'217:46:05.000',0.192,0.207,-,-,-,98.400
'217:46:05.008',0.192,0.207,-,-,-,100.800
'217:46:05.016',0.152,0.174,-,-,-,102.400
'217:46:05.024',0.112,0.130,-,-,-,103.200
'217:46:05.032',0.096,0.076,-,-,-,103.200
'217:46:05.040',0.056,0.043,-,-,-,102.400
'217:46:05.048',0.016,0.000,-,-,-,101.600
'217:46:05.056',0.000,-0.022,-,-,-,100.800
'217:46:05.064',-0.016,-0.043,-,-,-,100.000
'217:46:05.072',-0.016,-0.043,-,-,-,98.400
'217:46:05.080',-0.032,-0.076,-,-,-,97.600
'217:46:05.088',-0.056,-0.076,-,-,-,96.000
'217:46:05.096',-0.072,-0.098,-,-,-,95.200
'217:46:05.104',-0.072,-0.098,-,-,-,94.400
'217:46:05.112',-0.056,-0.098,-,-,-,92.800
'217:46:05.120',-0.016,-0.076,-,-,-,91.200
'217:46:05.128',0.000,-0.043,-,-,-,90.400
'217:46:05.136',-0.016,-0.043,-,-,-,88.800
'217:46:05.144',-0.032,-0.076,-,-,-,86.400
'217:46:05.152',-0.072,-0.098,-,-,-,84.800
'217:46:05.160',-0.096,-0.130,-,-,-,82.400
'217:46:05.168',-0.072,-0.130,-,-,-,80.000
'217:46:05.176',-0.056,-0.098,-,-,-,77.600
'217:46:05.184',-0.072,-0.098,-,-,-,76.000
'217:46:05.192',-0.072,-0.098,-,-,-,74.400
'217:46:05.200',-0.072,-0.098,-,-,-,72.800
'217:46:05.208',-0.056,-0.076,-,-,-,72.800
'217:46:05.216',-0.016,-0.043,-,-,-,72.000
'217:46:05.224',0.000,-0.022,-,-,-,72.000
'217:46:05.232',-0.056,-0.076,-,-,-,72.800
'217:46:05.240',-0.072,-0.098,-,-,-,72.800
'217:46:05.248',-0.056,-0.098,-,-,-,73.600
'217:46:05.256',-0.016,-0.043,-,-,-,73.600
'217:46:05.264',-0.016,-0.043,-,-,-,73.600
'217:46:05.272',-0.032,-0.043,-,-,-,73.600
'217:46:05.280',-0.032,-0.076,-,-,-,73.600
'217:46:05.288',-0.016,-0.043,-,-,-,73.600
'217:46:05.296',-0.016,-0.076,-,-,-,72.800
'217:46:05.304',-0.032,-0.076,-,-,-,72.800
'217:46:05.312',-0.056,-0.098,-,-,-,72.000
'217:46:05.320',-0.056,-0.076,-,-,-,72.000
'217:46:05.328',-0.056,-0.076,-,-,-,71.200
'217:46:05.336',-0.032,-0.076,-,-,-,70.400
'217:46:05.344',-0.032,-0.043,-,-,-,69.600
'217:46:05.352',-0.016,-0.043,-,-,-,68.800
'217:46:05.360',-0.016,-0.043,-,-,-,68.000
'217:46:05.368',-0.016,-0.076,-,-,-,67.200
'217:46:05.376',-0.016,-0.076,-,-,-,66.400
'217:46:05.384',-0.016,-0.043,-,-,-,65.600
'217:46:05.392',-0.016,-0.043,-,-,-,65.600
'217:46:05.400',-0.016,-0.043,-,-,-,64.800
'217:46:05.408',-0.016,-0.043,-,-,-,64.000
'217:46:05.416',-0.016,-0.043,-,-,-,63.200
'217:46:05.424',-0.016,-0.076,-,-,-,63.200
'217:46:05.432',-0.032,-0.076,-,-,-,62.400
'217:46:05.440',-0.032,-0.043,-,-,-,62.400
'217:46:05.448',-0.016,-0.022,-,-,-,61.600
'217:46:05.456',-0.016,-0.043,-,-,-,61.600
'217:46:05.464',-0.016,-0.043,-,-,-,60.800
'217:46:05.472',-0.016,-0.043,-,-,-,60.800
'217:46:05.480',0.000,-0.022,-,-,-,60.000
'217:46:05.488',0.016,-0.022,-,-,-,60.000
'217:46:05.496',0.000,-0.022,-,-,-,59.200
'217:46:05.504',-0.016,-0.043,-,-,-,59.200
'217:46:05.512',-0.032,-0.076,-,-,-,59.200
'217:46:05.520',-0.032,-0.076,-,-,-,58.400
'217:46:05.528',-0.032,-0.043,-,-,-,58.400
'217:46:05.536',-0.032,-0.043,-,-,-,58.400
'217:46:05.544',-0.032,-0.043,-,-,-,58.400
'217:46:05.552',-0.016,-0.043,-,-,-,58.400
'217:46:05.560',-0.016,-0.043,-,-,-,58.400
'217:46:05.568',-0.016,-0.022,-,-,-,57.600
'217:46:05.576',0.000,-0.043,-,-,-,57.600
'217:46:05.584',0.000,-0.043,-,-,-,57.600
'217:46:05.592',0.072,0.000,-,-,-,57.600
'217:46:05.600',0.304,0.315,-,-,-,56.800
'217:46:05.608',0.552,0.761,-,-,-,56.800
'217:46:05.616',0.608,0.967,-,-,-,56.800
'217:46:05.624',0.320,0.707,-,-,-,56.800
'217:46:05.632',0.056,0.228,-,-,-,56.000
'217:46:05.640',-0.072,-0.076,-,-,-,56.000
'217:46:05.648',-0.152,-0.174,-,-,-,56.000
'217:46:05.656',-0.168,-0.207,-,-,-,55.200
'217:46:05.664',-0.128,-0.152,-,-,-,55.200
'217:46:05.672',-0.072,-0.098,-,-,-,55.200
'217:46:05.680',-0.032,-0.098,-,-,-,55.200
'217:46:05.688',-0.032,-0.076,-,-,-,54.400
'217:46:05.696',-0.016,-0.076,-,-,-,54.400
'217:46:05.704',-0.016,-0.043,-,-,-,54.400
'217:46:05.712',0.000,-0.043,-,-,-,53.600
'217:46:05.720',0.000,-0.022,-,-,-,53.600
'217:46:05.728',0.000,-0.022,-,-,-,53.600
'217:46:05.736',0.000,0.000,-,-,-,52.800
'217:46:05.744',0.016,0.000,-,-,-,52.800
'217:46:05.752',0.016,0.000,-,-,-,53.600
'217:46:05.760',0.016,0.022,-,-,-,54.400
'217:46:05.768',0.032,0.022,-,-,-,56.000
'217:46:05.776',0.056,0.043,-,-,-,59.200
'217:46:05.784',0.096,0.076,-,-,-,64.000
'217:46:05.792',0.112,0.130,-,-,-,69.600
'217:46:05.800',0.152,0.152,-,-,-,76.800
'217:46:05.808',0.192,0.207,-,-,-,83.200
'217:46:05.816',0.192,0.207,-,-,-,88.800
'217:46:05.824',0.168,0.174,-,-,-,94.400
'217:46:05.832',0.168,0.174,-,-,-,98.400
'217:46:05.840',0.152,0.174,-,-,-,100.800
'217:46:05.848',0.168,0.174,-,-,-,102.400
'217:46:05.856',0.168,0.152,-,-,-,102.400
'217:46:05.864',0.128,0.130,-,-,-,102.400
'217:46:05.872',0.072,0.076,-,-,-,101.600
'217:46:05.880',0.032,0.022,-,-,-,100.800
'217:46:05.888',0.016,0.000,-,-,-,100.000
'217:46:05.896',0.016,0.000,-,-,-,98.400
'217:46:05.904',0.032,0.000,-,-,-,97.600
'217:46:05.912',0.032,0.000,-,-,-,96.000
'217:46:05.920',-0.016,-0.043,-,-,-,95.200
