'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:36:03.128',-0.096,-0.050,-,-,-,-,69.600
'14:36:03.136',-0.096,-0.058,-,-,-,-,72.800
'14:36:03.144',-0.112,-0.050,-,-,-,-,73.600
'14:36:03.152',-0.128,-0.058,-,-,-,-,73.600
'14:36:03.160',-0.112,-0.074,-,-,-,-,72.800
'14:36:03.168',-0.136,-0.099,-,-,-,-,72.000
'14:36:03.176',-0.128,-0.099,-,-,-,-,70.400
'14:36:03.184',-0.128,-0.107,-,-,-,-,68.000
'14:36:03.192',-0.104,-0.124,-,-,-,-,66.400
'14:36:03.200',-0.112,-0.116,-,-,-,-,64.000
'14:36:03.208',-0.088,-0.140,-,-,-,-,61.600
'14:36:03.216',-0.072,-0.140,-,-,-,-,59.200
'14:36:03.224',-0.064,-0.132,-,-,-,-,56.800
'14:36:03.232',-0.056,-0.116,-,-,-,-,55.200
'14:36:03.240',-0.040,-0.116,-,-,-,-,53.600
'14:36:03.248',-0.032,-0.107,-,-,-,-,52.800
'14:36:03.256',-0.024,-0.116,-,-,-,-,53.600
'14:36:03.264',-0.032,-0.099,-,-,-,-,55.200
'14:36:03.272',-0.016,-0.074,-,-,-,-,56.800
'14:36:03.280',-0.024,-0.058,-,-,-,-,56.800
'14:36:03.288',-0.008,-0.058,-,-,-,-,56.800
'14:36:03.296',-0.024,-0.050,-,-,-,-,56.000
'14:36:03.304',-0.008,-0.041,-,-,-,-,55.200
'14:36:03.312',-0.016,-0.033,-,-,-,-,54.400
'14:36:03.320',-0.008,-0.025,-,-,-,-,53.600
'14:36:03.328',-0.024,-0.025,-,-,-,-,53.600
'14:36:03.336',-0.008,-0.017,-,-,-,-,53.600
'14:36:03.344',-0.016,-0.017,-,-,-,-,52.800
'14:36:03.352',-0.008,-0.008,-,-,-,-,52.800
'14:36:03.360',-0.008,0.000,-,-,-,-,52.800
'14:36:03.368',0.000,0.000,-,-,-,-,52.000
'14:36:03.376',-0.008,0.000,-,-,-,-,52.000
'14:36:03.384',-0.008,0.000,-,-,-,-,52.000
'14:36:03.392',0.000,0.008,-,-,-,-,51.200
'14:36:03.400',-0.008,0.017,-,-,-,-,51.200
'14:36:03.408',0.000,0.008,-,-,-,-,51.200
'14:36:03.416',-0.008,0.017,-,-,-,-,51.200
'14:36:03.424',0.000,0.017,-,-,-,-,51.200
'14:36:03.432',0.000,0.017,-,-,-,-,50.400
'14:36:03.440',0.000,0.017,-,-,-,-,50.400
'14:36:03.448',0.000,0.017,-,-,-,-,50.400
'14:36:03.456',0.000,0.017,-,-,-,-,50.400
'14:36:03.464',0.000,0.017,-,-,-,-,50.400
'14:36:03.472',0.000,0.017,-,-,-,-,50.400
'14:36:03.480',0.000,0.025,-,-,-,-,49.600
'14:36:03.488',0.008,0.017,-,-,-,-,49.600
'14:36:03.496',0.000,0.025,-,-,-,-,49.600
'14:36:03.504',0.000,0.017,-,-,-,-,49.600
'14:36:03.512',0.000,0.025,-,-,-,-,48.800
'14:36:03.520',0.000,0.017,-,-,-,-,48.800
'14:36:03.528',0.000,0.025,-,-,-,-,48.800
'14:36:03.536',0.000,0.017,-,-,-,-,48.000
'14:36:03.544',0.000,0.025,-,-,-,-,48.000
'14:36:03.552',0.008,0.017,-,-,-,-,48.000
'14:36:03.560',0.000,0.025,-,-,-,-,48.000
'14:36:03.568',0.000,0.025,-,-,-,-,47.200
'14:36:03.576',0.000,0.017,-,-,-,-,47.200
'14:36:03.584',-0.008,0.025,-,-,-,-,47.200
'14:36:03.592',0.000,0.025,-,-,-,-,47.200
'14:36:03.600',0.000,0.025,-,-,-,-,46.400
'14:36:03.608',0.000,0.025,-,-,-,-,46.400
'14:36:03.616',0.000,0.017,-,-,-,-,46.400
'14:36:03.624',0.000,0.025,-,-,-,-,46.400
'14:36:03.632',0.000,0.017,-,-,-,-,46.400
'14:36:03.640',0.000,0.025,-,-,-,-,46.400
'14:36:03.648',0.000,0.025,-,-,-,-,45.600
'14:36:03.656',0.008,0.017,-,-,-,-,45.600
'14:36:03.664',-0.008,0.025,-,-,-,-,45.600
'14:36:03.672',0.008,0.025,-,-,-,-,45.600
'14:36:03.680',0.000,0.033,-,-,-,-,44.800
'14:36:03.688',0.000,0.041,-,-,-,-,44.800
'14:36:03.696',0.000,0.050,-,-,-,-,44.800
'14:36:03.704',0.000,0.050,-,-,-,-,44.800
'14:36:03.712',0.000,0.041,-,-,-,-,44.800
'14:36:03.720',0.000,0.050,-,-,-,-,44.800
'14:36:03.728',0.008,0.050,-,-,-,-,44.000
'14:36:03.736',0.000,0.041,-,-,-,-,44.000
'14:36:03.744',0.008,0.033,-,-,-,-,44.000
'14:36:03.752',0.000,0.017,-,-,-,-,44.000
'14:36:03.760',0.008,0.017,-,-,-,-,44.000
'14:36:03.768',0.000,0.017,-,-,-,-,44.000
'14:36:03.776',0.016,0.008,-,-,-,-,44.000
'14:36:03.784',0.000,0.017,-,-,-,-,44.000
'14:36:03.792',0.000,0.000,-,-,-,-,44.000
'14:36:03.800',0.000,0.000,-,-,-,-,44.000
'14:36:03.808',-0.040,-0.207,-,-,-,-,43.200
'14:36:03.816',0.000,0.017,-,-,-,-,43.200
'14:36:03.824',0.000,0.017,-,-,-,-,43.200
'14:36:03.832',0.000,0.000,-,-,-,-,43.200
'14:36:03.840',0.016,-0.058,-,-,-,-,42.400
'14:36:03.848',0.024,-0.116,-,-,-,-,42.400
'14:36:03.856',0.032,-0.157,-,-,-,-,42.400
'14:36:03.864',0.024,-0.223,-,-,-,-,41.600
'14:36:03.872',0.064,-0.240,-,-,-,-,41.600
'14:36:03.880',0.080,-0.273,-,-,-,-,41.600
'14:36:03.888',0.104,-0.298,-,-,-,-,41.600
'14:36:03.896',0.136,-0.298,-,-,-,-,41.600
'14:36:03.904',0.168,-0.248,-,-,-,-,41.600
'14:36:03.912',0.184,-0.132,-,-,-,-,41.600
'14:36:03.920',0.200,-0.041,-,-,-,-,42.400
'14:36:03.928',0.176,-0.017,-,-,-,-,42.400
'14:36:03.936',0.128,-0.041,-,-,-,-,42.400
'14:36:03.944',0.080,-0.033,-,-,-,-,42.400
'14:36:03.952',0.064,-0.041,-,-,-,-,42.400
'14:36:03.960',0.056,0.000,-,-,-,-,42.400
'14:36:03.968',0.064,0.017,-,-,-,-,42.400
'14:36:03.976',0.056,0.025,-,-,-,-,42.400
'14:36:03.984',0.040,0.050,-,-,-,-,41.600
'14:36:03.992',0.000,0.099,-,-,-,-,41.600
'14:36:04.000',-0.032,0.132,-,-,-,-,41.600
'14:36:04.008',-0.072,0.190,-,-,-,-,42.400
'14:36:04.016',-0.088,0.215,-,-,-,-,44.000
'14:36:04.024',-0.088,0.215,-,-,-,-,46.400
'14:36:04.032',-0.104,0.231,-,-,-,-,50.400
'14:36:04.040',-0.096,0.231,-,-,-,-,54.400
'14:36:04.048',-0.112,0.240,-,-,-,-,58.400
'14:36:04.056',-0.128,0.248,-,-,-,-,62.400
'14:36:04.064',-0.128,0.248,-,-,-,-,65.600
'14:36:04.072',-0.128,0.248,-,-,-,-,68.800
'14:36:04.080',-0.136,0.248,-,-,-,-,71.200
'14:36:04.088',-0.144,0.240,-,-,-,-,73.600
'14:36:04.096',-0.152,0.231,-,-,-,-,75.200
'14:36:04.104',-0.144,0.231,-,-,-,-,76.000
'14:36:04.112',-0.152,0.207,-,-,-,-,76.000
'14:36:04.120',-0.144,0.190,-,-,-,-,75.200
'14:36:04.128',-0.136,0.165,-,-,-,-,74.400
'14:36:04.136',-0.128,0.157,-,-,-,-,73.600
'14:36:04.144',-0.128,0.132,-,-,-,-,72.000
'14:36:04.152',-0.112,0.116,-,-,-,-,70.400
'14:36:04.160',-0.104,0.099,-,-,-,-,68.800
'14:36:04.168',-0.088,0.066,-,-,-,-,67.200
'14:36:04.176',-0.088,0.050,-,-,-,-,65.600
'14:36:04.184',-0.072,0.025,-,-,-,-,63.200
'14:36:04.192',-0.064,0.017,-,-,-,-,61.600
'14:36:04.200',-0.048,0.000,-,-,-,-,60.000
'14:36:04.208',-0.040,0.000,-,-,-,-,58.400
'14:36:04.216',-0.032,-0.008,-,-,-,-,56.800
'14:36:04.224',-0.016,-0.008,-,-,-,-,56.800
'14:36:04.232',-0.024,-0.017,-,-,-,-,57.600
'14:36:04.240',-0.008,-0.017,-,-,-,-,58.400
'14:36:04.248',-0.016,-0.008,-,-,-,-,59.200
'14:36:04.256',0.000,-0.017,-,-,-,-,58.400
'14:36:04.264',-0.008,-0.017,-,-,-,-,58.400
'14:36:04.272',0.000,-0.025,-,-,-,-,57.600
'14:36:04.280',0.000,-0.033,-,-,-,-,57.600
'14:36:04.288',0.000,-0.041,-,-,-,-,56.800
'14:36:04.296',0.008,-0.058,-,-,-,-,56.000
'14:36:04.304',0.016,-0.050,-,-,-,-,56.000
'14:36:04.312',0.008,-0.058,-,-,-,-,56.000
'14:36:04.320',0.016,-0.058,-,-,-,-,55.200
'14:36:04.328',0.000,-0.066,-,-,-,-,55.200
'14:36:04.336',0.000,-0.058,-,-,-,-,55.200
'14:36:04.344',0.000,-0.066,-,-,-,-,55.200
'14:36:04.352',-0.008,-0.058,-,-,-,-,54.400
'14:36:04.360',0.000,-0.058,-,-,-,-,54.400
'14:36:04.368',0.000,-0.058,-,-,-,-,54.400
'14:36:04.376',0.000,-0.058,-,-,-,-,53.600
'14:36:04.384',0.000,-0.050,-,-,-,-,53.600
'14:36:04.392',0.000,-0.058,-,-,-,-,52.800
'14:36:04.400',0.000,-0.050,-,-,-,-,52.800
'14:36:04.408',0.000,-0.041,-,-,-,-,52.000
'14:36:04.416',-0.008,-0.050,-,-,-,-,52.000
'14:36:04.424',0.000,-0.033,-,-,-,-,52.000
'14:36:04.432',0.000,-0.041,-,-,-,-,52.000
'14:36:04.440',0.008,-0.033,-,-,-,-,52.000
'14:36:04.448',0.000,-0.033,-,-,-,-,52.000
'14:36:04.456',0.000,-0.017,-,-,-,-,51.200
'14:36:04.464',0.000,-0.025,-,-,-,-,51.200
'14:36:04.472',0.000,-0.025,-,-,-,-,51.200
'14:36:04.480',0.000,-0.025,-,-,-,-,51.200
'14:36:04.488',0.000,-0.025,-,-,-,-,50.400
'14:36:04.496',0.000,-0.017,-,-,-,-,50.400
'14:36:04.504',0.000,0.000,-,-,-,-,50.400
'14:36:04.512',0.008,0.008,-,-,-,-,49.600
'14:36:04.520',0.040,0.017,-,-,-,-,49.600
'14:36:04.528',0.056,0.025,-,-,-,-,49.600
'14:36:04.536',0.088,0.050,-,-,-,-,48.800
'14:36:04.544',0.104,0.066,-,-,-,-,48.800
'14:36:04.552',0.104,0.050,-,-,-,-,48.800
'14:36:04.560',0.120,0.050,-,-,-,-,48.800
'14:36:04.568',0.144,0.074,-,-,-,-,48.800
'14:36:04.576',0.120,-0.149,-,-,-,-,48.800
'14:36:04.584',0.208,0.165,-,-,-,-,48.000
'14:36:04.592',0.224,0.248,-,-,-,-,48.000
'14:36:04.600',0.176,0.215,-,-,-,-,48.000
'14:36:04.608',0.160,0.215,-,-,-,-,47.200
'14:36:04.616',0.128,0.190,-,-,-,-,47.200
'14:36:04.624',0.088,0.149,-,-,-,-,47.200
'14:36:04.632',0.032,0.132,-,-,-,-,47.200
'14:36:04.640',0.000,0.091,-,-,-,-,47.200
'14:36:04.648',-0.016,0.033,-,-,-,-,47.200
'14:36:04.656',-0.040,0.008,-,-,-,-,46.400
'14:36:04.664',-0.056,-0.008,-,-,-,-,46.400
'14:36:04.672',-0.064,-0.017,-,-,-,-,46.400
'14:36:04.680',-0.072,-0.025,-,-,-,-,47.200
'14:36:04.688',-0.064,-0.041,-,-,-,-,48.000
'14:36:04.696',-0.088,-0.041,-,-,-,-,49.600
'14:36:04.704',-0.072,-0.041,-,-,-,-,53.600
'14:36:04.712',-0.088,-0.050,-,-,-,-,58.400
'14:36:04.720',-0.088,-0.041,-,-,-,-,64.800
'14:36:04.728',-0.104,-0.058,-,-,-,-,69.600
'14:36:04.736',-0.104,-0.058,-,-,-,-,72.000
'14:36:04.744',-0.112,-0.058,-,-,-,-,72.800
'14:36:04.752',-0.128,-0.058,-,-,-,-,72.800
'14:36:04.760',-0.136,-0.058,-,-,-,-,72.000
'14:36:04.768',-0.136,-0.091,-,-,-,-,71.200
'14:36:04.776',-0.144,-0.099,-,-,-,-,69.600
'14:36:04.784',-0.128,-0.107,-,-,-,-,68.000
'14:36:04.792',-0.128,-0.124,-,-,-,-,66.400
'14:36:04.800',-0.112,-0.140,-,-,-,-,64.800
'14:36:04.808',-0.104,-0.140,-,-,-,-,63.200
'14:36:04.816',-0.088,-0.149,-,-,-,-,60.800
'14:36:04.824',-0.072,-0.140,-,-,-,-,59.200
'14:36:04.832',-0.056,-0.149,-,-,-,-,56.800
'14:36:04.840',-0.040,-0.132,-,-,-,-,55.200
'14:36:04.848',-0.024,-0.132,-,-,-,-,54.400
'14:36:04.856',-0.016,-0.124,-,-,-,-,53.600
'14:36:04.864',-0.008,-0.132,-,-,-,-,54.400
'14:36:04.872',0.000,-0.107,-,-,-,-,56.000
'14:36:04.880',-0.008,-0.099,-,-,-,-,56.800
'14:36:04.888',0.000,-0.099,-,-,-,-,56.800
'14:36:04.896',0.000,-0.091,-,-,-,-,56.000
'14:36:04.904',0.000,-0.066,-,-,-,-,55.200
'14:36:04.912',0.000,-0.058,-,-,-,-,54.400
'14:36:04.920',0.000,-0.066,-,-,-,-,53.600
'14:36:04.928',0.000,-0.058,-,-,-,-,53.600
'14:36:04.936',0.000,-0.058,-,-,-,-,52.800
'14:36:04.944',0.000,-0.050,-,-,-,-,52.800
'14:36:04.952',0.008,-0.041,-,-,-,-,52.800
'14:36:04.960',0.000,-0.033,-,-,-,-,52.800
'14:36:04.968',0.008,-0.025,-,-,-,-,52.000
'14:36:04.976',0.008,-0.025,-,-,-,-,52.000
'14:36:04.984',0.000,-0.017,-,-,-,-,52.000
'14:36:04.992',0.016,-0.017,-,-,-,-,52.000
'14:36:05.000',0.008,-0.017,-,-,-,-,52.000
'14:36:05.008',0.024,-0.008,-,-,-,-,52.000
'14:36:05.016',0.008,-0.017,-,-,-,-,52.000
'14:36:05.024',0.016,-0.008,-,-,-,-,51.200
'14:36:05.032',0.024,-0.017,-,-,-,-,51.200
'14:36:05.040',0.024,0.017,-,-,-,-,51.200
'14:36:05.048',0.024,0.025,-,-,-,-,50.400
'14:36:05.056',0.056,0.041,-,-,-,-,50.400
'14:36:05.064',0.064,0.050,-,-,-,-,50.400
'14:36:05.072',0.104,0.074,-,-,-,-,50.400
'14:36:05.080',0.104,0.099,-,-,-,-,50.400
'14:36:05.088',0.120,0.091,-,-,-,-,50.400
'14:36:05.096',0.128,0.074,-,-,-,-,50.400
'14:36:05.104',0.152,0.124,-,-,-,-,50.400
'14:36:05.112',0.176,0.157,-,-,-,-,50.400
'14:36:05.120',0.208,0.215,-,-,-,-,49.600
'14:36:05.128',0.224,0.281,-,-,-,-,49.600
'14:36:05.136',0.176,0.289,-,-,-,-,48.800
'14:36:05.144',0.160,0.322,-,-,-,-,48.800
'14:36:05.152',0.136,0.331,-,-,-,-,48.800
'14:36:05.160',0.088,0.248,-,-,-,-,48.800
'14:36:05.168',0.056,0.207,-,-,-,-,48.800
'14:36:05.176',0.008,0.149,-,-,-,-,48.000
'14:36:05.184',0.000,0.074,-,-,-,-,48.000
'14:36:05.192',-0.008,0.033,-,-,-,-,48.000
'14:36:05.200',-0.024,0.000,-,-,-,-,48.000
'14:36:05.208',-0.048,-0.017,-,-,-,-,48.000
'14:36:05.216',-0.056,-0.033,-,-,-,-,48.000
'14:36:05.224',-0.048,-0.041,-,-,-,-,48.800
'14:36:05.232',-0.064,-0.050,-,-,-,-,50.400
'14:36:05.240',-0.072,-0.041,-,-,-,-,53.600
'14:36:05.248',-0.072,-0.058,-,-,-,-,58.400
'14:36:05.256',-0.072,-0.050,-,-,-,-,63.200
'14:36:05.264',-0.088,-0.058,-,-,-,-,68.000
'14:36:05.272',-0.088,-0.066,-,-,-,-,70.400
'14:36:05.280',-0.112,-0.091,-,-,-,-,72.000
'14:36:05.288',-0.104,-0.099,-,-,-,-,72.000
'14:36:05.296',-0.128,-0.099,-,-,-,-,72.000
'14:36:05.304',-0.128,-0.116,-,-,-,-,71.200
'14:36:05.312',-0.128,-0.132,-,-,-,-,69.600
'14:36:05.320',-0.112,-0.140,-,-,-,-,68.000
'14:36:05.328',-0.104,-0.140,-,-,-,-,66.400
'14:36:05.336',-0.096,-0.140,-,-,-,-,64.000
'14:36:05.344',-0.088,-0.140,-,-,-,-,61.600
'14:36:05.352',-0.064,-0.149,-,-,-,-,60.000
'14:36:05.360',-0.064,-0.140,-,-,-,-,57.600
'14:36:05.368',-0.040,-0.140,-,-,-,-,55.200
'14:36:05.376',-0.032,-0.140,-,-,-,-,53.600
'14:36:05.384',-0.008,-0.124,-,-,-,-,52.800
'14:36:05.392',-0.008,-0.124,-,-,-,-,52.800
'14:36:05.400',0.000,-0.116,-,-,-,-,54.400
'14:36:05.408',0.000,-0.107,-,-,-,-,56.000
'14:36:05.416',0.000,-0.099,-,-,-,-,56.800
'14:36:05.424',0.000,-0.091,-,-,-,-,56.800
'14:36:05.432',0.000,-0.074,-,-,-,-,56.000
'14:36:05.440',0.008,-0.066,-,-,-,-,55.200
'14:36:05.448',0.000,-0.058,-,-,-,-,55.200
'14:36:05.456',0.000,-0.050,-,-,-,-,54.400
'14:36:05.464',0.000,-0.058,-,-,-,-,54.400
'14:36:05.472',0.008,-0.041,-,-,-,-,53.600
'14:36:05.480',0.000,-0.033,-,-,-,-,53.600
'14:36:05.488',0.008,-0.033,-,-,-,-,52.800
'14:36:05.496',0.000,-0.033,-,-,-,-,52.800
'14:36:05.504',0.016,-0.025,-,-,-,-,52.800
'14:36:05.512',0.008,-0.017,-,-,-,-,52.000
'14:36:05.520',0.024,-0.017,-,-,-,-,52.000
'14:36:05.528',0.008,-0.017,-,-,-,-,52.000
'14:36:05.536',0.016,-0.017,-,-,-,-,52.000
'14:36:05.544',0.000,-0.008,-,-,-,-,51.200
'14:36:05.552',0.016,-0.017,-,-,-,-,51.200
'14:36:05.560',0.000,-0.008,-,-,-,-,51.200
'14:36:05.568',0.016,-0.017,-,-,-,-,51.200
'14:36:05.576',0.016,0.000,-,-,-,-,51.200
'14:36:05.584',0.008,0.017,-,-,-,-,51.200
'14:36:05.592',0.032,0.025,-,-,-,-,50.400
'14:36:05.600',0.064,0.033,-,-,-,-,50.400
'14:36:05.608',0.080,0.050,-,-,-,-,50.400
'14:36:05.616',0.104,0.066,-,-,-,-,50.400
'14:36:05.624',0.104,0.074,-,-,-,-,50.400
'14:36:05.632',0.120,0.058,-,-,-,-,50.400
'14:36:05.640',0.128,0.091,-,-,-,-,49.600
'14:36:05.648',0.144,0.116,-,-,-,-,49.600
'14:36:05.656',0.184,0.149,-,-,-,-,49.600
'14:36:05.664',0.208,0.231,-,-,-,-,49.600
'14:36:05.672',0.176,0.273,-,-,-,-,48.800
'14:36:05.680',0.160,0.256,-,-,-,-,48.800
'14:36:05.688',0.144,0.298,-,-,-,-,48.800
'14:36:05.696',0.104,0.248,-,-,-,-,48.800
'14:36:05.704',0.080,0.207,-,-,-,-,48.000
'14:36:05.712',0.032,0.149,-,-,-,-,48.000
'14:36:05.720',0.000,0.091,-,-,-,-,48.000
'14:36:05.728',-0.016,0.025,-,-,-,-,48.000
'14:36:05.736',0.000,0.000,-,-,-,-,48.000
'14:36:05.744',-0.032,-0.025,-,-,-,-,48.000
'14:36:05.752',-0.040,-0.050,-,-,-,-,48.000
'14:36:05.760',-0.056,-0.058,-,-,-,-,48.800
'14:36:05.768',-0.048,-0.058,-,-,-,-,50.400
'14:36:05.776',-0.056,-0.058,-,-,-,-,53.600
'14:36:05.784',-0.072,-0.058,-,-,-,-,59.200
'14:36:05.792',-0.064,-0.058,-,-,-,-,64.800
'14:36:05.800',-0.072,-0.066,-,-,-,-,70.400
'14:36:05.808',-0.088,-0.091,-,-,-,-,73.600
'14:36:05.816',-0.096,-0.099,-,-,-,-,74.400
'14:36:05.824',-0.088,-0.099,-,-,-,-,75.200
'14:36:05.832',-0.104,-0.107,-,-,-,-,74.400
'14:36:05.840',-0.112,-0.116,-,-,-,-,73.600
'14:36:05.848',-0.128,-0.132,-,-,-,-,72.000
'14:36:05.856',-0.104,-0.140,-,-,-,-,70.400
'14:36:05.864',-0.112,-0.149,-,-,-,-,68.000
'14:36:05.872',-0.088,-0.140,-,-,-,-,66.400
'14:36:05.880',-0.088,-0.157,-,-,-,-,64.000
'14:36:05.888',-0.072,-0.165,-,-,-,-,61.600
'14:36:05.896',-0.064,-0.165,-,-,-,-,59.200
'14:36:05.904',-0.040,-0.182,-,-,-,-,57.600
'14:36:05.912',-0.032,-0.157,-,-,-,-,56.000
'14:36:05.920',-0.008,-0.140,-,-,-,-,54.400
'14:36:05.928',-0.016,-0.140,-,-,-,-,54.400
'14:36:05.936',0.000,-0.140,-,-,-,-,56.000
'14:36:05.944',-0.008,-0.132,-,-,-,-,57.600
'14:36:05.952',0.000,-0.107,-,-,-,-,58.400
'14:36:05.960',0.000,-0.099,-,-,-,-,58.400
'14:36:05.968',0.000,-0.091,-,-,-,-,57.600
'14:36:05.976',0.000,-0.099,-,-,-,-,56.800
'14:36:05.984',0.000,-0.066,-,-,-,-,56.000
'14:36:05.992',0.000,-0.058,-,-,-,-,56.000
'14:36:06.000',0.000,-0.058,-,-,-,-,55.200
'14:36:06.008',0.000,-0.050,-,-,-,-,55.200
'14:36:06.016',0.000,-0.041,-,-,-,-,54.400
'14:36:06.024',0.008,-0.041,-,-,-,-,54.400
'14:36:06.032',0.000,-0.033,-,-,-,-,53.600
'14:36:06.040',0.008,-0.025,-,-,-,-,53.600
'14:36:06.048',0.000,-0.025,-,-,-,-,53.600
'14:36:06.056',0.008,-0.017,-,-,-,-,52.800
'14:36:06.064',0.000,-0.017,-,-,-,-,52.800
'14:36:06.072',0.016,-0.017,-,-,-,-,52.800
'14:36:06.080',0.000,-0.008,-,-,-,-,52.800
'14:36:06.088',0.016,-0.017,-,-,-,-,52.000
'14:36:06.096',0.008,0.000,-,-,-,-,52.000
'14:36:06.104',0.016,-0.008,-,-,-,-,52.000
'14:36:06.112',0.000,-0.008,-,-,-,-,52.000
'14:36:06.120',0.016,0.000,-,-,-,-,52.000
'14:36:06.128',0.000,0.017,-,-,-,-,51.200
'14:36:06.136',0.032,0.025,-,-,-,-,51.200
'14:36:06.144',0.024,0.033,-,-,-,-,51.200
'14:36:06.152',0.064,0.050,-,-,-,-,51.200
'14:36:06.160',0.088,0.066,-,-,-,-,51.200
'14:36:06.168',0.088,0.099,-,-,-,-,50.400
'14:36:06.176',0.088,0.074,-,-,-,-,50.400
'14:36:06.184',0.120,0.099,-,-,-,-,50.400
'14:36:06.192',0.128,0.116,-,-,-,-,50.400
'14:36:06.200',0.160,0.149,-,-,-,-,49.600
'14:36:06.208',0.184,0.215,-,-,-,-,49.600
'14:36:06.216',0.192,0.281,-,-,-,-,48.800
'14:36:06.224',0.152,0.289,-,-,-,-,48.800
'14:36:06.232',0.144,0.322,-,-,-,-,48.800
'14:36:06.240',0.152,0.331,-,-,-,-,48.000
'14:36:06.248',0.088,0.248,-,-,-,-,48.000
'14:36:06.256',0.048,0.198,-,-,-,-,48.000
'14:36:06.264',0.000,0.132,-,-,-,-,48.000
'14:36:06.272',-0.008,0.066,-,-,-,-,48.000
'14:36:06.280',-0.024,0.033,-,-,-,-,48.000
'14:36:06.288',-0.016,0.008,-,-,-,-,48.000
'14:36:06.296',-0.056,-0.017,-,-,-,-,48.000
'14:36:06.304',-0.048,-0.025,-,-,-,-,48.000
'14:36:06.312',-0.072,-0.017,-,-,-,-,48.800
'14:36:06.320',-0.064,-0.033,-,-,-,-,50.400
'14:36:06.328',-0.072,-0.033,-,-,-,-,54.400
'14:36:06.336',-0.072,-0.041,-,-,-,-,59.200
'14:36:06.344',-0.088,-0.050,-,-,-,-,65.600
'14:36:06.352',-0.088,-0.041,-,-,-,-,69.600
'14:36:06.360',-0.104,-0.058,-,-,-,-,72.800
'14:36:06.368',-0.104,-0.058,-,-,-,-,73.600
'14:36:06.376',-0.128,-0.058,-,-,-,-,73.600
'14:36:06.384',-0.128,-0.091,-,-,-,-,72.800
'14:36:06.392',-0.128,-0.099,-,-,-,-,72.000
'14:36:06.400',-0.128,-0.107,-,-,-,-,70.400
'14:36:06.408',-0.112,-0.099,-,-,-,-,68.800
'14:36:06.416',-0.128,-0.124,-,-,-,-,66.400
'14:36:06.424',-0.096,-0.140,-,-,-,-,64.000
'14:36:06.432',-0.088,-0.132,-,-,-,-,61.600
'14:36:06.440',-0.072,-0.140,-,-,-,-,60.000
'14:36:06.448',-0.064,-0.140,-,-,-,-,57.600
'14:36:06.456',-0.048,-0.124,-,-,-,-,55.200
'14:36:06.464',-0.032,-0.116,-,-,-,-,53.600
'14:36:06.472',-0.024,-0.116,-,-,-,-,53.600
'14:36:06.480',-0.032,-0.107,-,-,-,-,53.600
'14:36:06.488',-0.016,-0.099,-,-,-,-,55.200
'14:36:06.496',-0.024,-0.091,-,-,-,-,56.800
'14:36:06.504',-0.008,-0.058,-,-,-,-,57.600
'14:36:06.512',-0.016,-0.066,-,-,-,-,56.800
'14:36:06.520',-0.008,-0.050,-,-,-,-,56.000
'14:36:06.528',-0.016,-0.041,-,-,-,-,55.200
'14:36:06.536',0.000,-0.041,-,-,-,-,54.400
'14:36:06.544',-0.016,-0.033,-,-,-,-,54.400
'14:36:06.552',-0.008,-0.025,-,-,-,-,53.600
'14:36:06.560',-0.008,-0.017,-,-,-,-,53.600
'14:36:06.568',0.000,-0.017,-,-,-,-,53.600
'14:36:06.576',-0.008,-0.008,-,-,-,-,52.800
'14:36:06.584',0.000,-0.017,-,-,-,-,52.800
'14:36:06.592',-0.008,0.000,-,-,-,-,52.000
'14:36:06.600',0.000,0.000,-,-,-,-,52.000
'14:36:06.608',0.000,0.000,-,-,-,-,52.000
'14:36:06.616',0.000,0.000,-,-,-,-,52.000
'14:36:06.624',0.000,0.008,-,-,-,-,51.200
'14:36:06.632',0.000,0.017,-,-,-,-,51.200
'14:36:06.640',0.008,0.017,-,-,-,-,51.200
'14:36:06.648',0.000,0.017,-,-,-,-,51.200
'14:36:06.656',0.000,0.017,-,-,-,-,50.400
'14:36:06.664',0.000,0.017,-,-,-,-,50.400
'14:36:06.672',0.008,0.017,-,-,-,-,50.400
'14:36:06.680',0.000,0.017,-,-,-,-,50.400
'14:36:06.688',0.008,0.017,-,-,-,-,50.400
'14:36:06.696',0.000,0.017,-,-,-,-,50.400
'14:36:06.704',0.000,0.017,-,-,-,-,50.400
'14:36:06.712',0.000,0.017,-,-,-,-,49.600
'14:36:06.720',0.000,0.017,-,-,-,-,49.600
'14:36:06.728',0.008,0.025,-,-,-,-,49.600
'14:36:06.736',0.000,0.017,-,-,-,-,49.600
'14:36:06.744',0.008,0.017,-,-,-,-,48.800
'14:36:06.752',0.000,0.017,-,-,-,-,48.800
'14:36:06.760',0.008,0.017,-,-,-,-,48.800
'14:36:06.768',0.000,0.025,-,-,-,-,48.000
'14:36:06.776',0.000,0.017,-,-,-,-,48.000
'14:36:06.784',0.000,0.017,-,-,-,-,48.000
'14:36:06.792',0.008,0.025,-,-,-,-,48.000
'14:36:06.800',0.000,0.017,-,-,-,-,47.200
'14:36:06.808',0.000,0.025,-,-,-,-,47.200
'14:36:06.816',-0.008,0.017,-,-,-,-,47.200
'14:36:06.824',0.000,0.025,-,-,-,-,47.200
'14:36:06.832',0.000,0.017,-,-,-,-,46.400
'14:36:06.840',0.000,0.025,-,-,-,-,46.400
'14:36:06.848',-0.008,0.017,-,-,-,-,46.400
