'Elapsed time','II','III','AVR','V','MCL1','ABP','PAP'
'96:42:21.312',-0.024,-,-,-,-,63.200,24.800
'96:42:21.320',-0.008,-,-,-,-,60.000,25.200
'96:42:21.328',-0.032,-,-,-,-,57.600,25.600
'96:42:21.336',-0.048,-,-,-,-,56.000,26.000
'96:42:21.344',-0.024,-,-,-,-,54.400,26.000
'96:42:21.352',-0.048,-,-,-,-,53.600,26.000
'96:42:21.360',-0.024,-,-,-,-,53.600,26.000
'96:42:21.368',-0.032,-,-,-,-,53.600,25.200
'96:42:21.376',-0.024,-,-,-,-,53.600,24.000
'96:42:21.384',-0.024,-,-,-,-,54.400,22.400
'96:42:21.392',-0.008,-,-,-,-,54.400,21.200
'96:42:21.400',-0.032,-,-,-,-,55.200,19.600
'96:42:21.408',-0.024,-,-,-,-,55.200,18.800
'96:42:21.416',-0.024,-,-,-,-,56.000,17.600
'96:42:21.424',-0.008,-,-,-,-,56.000,17.200
'96:42:21.432',-0.024,-,-,-,-,56.800,16.800
'96:42:21.440',-0.008,-,-,-,-,56.800,16.800
'96:42:21.448',-0.024,-,-,-,-,57.600,16.800
'96:42:21.456',-0.008,-,-,-,-,57.600,16.800
'96:42:21.464',-0.008,-,-,-,-,57.600,17.200
'96:42:21.472',0.000,-,-,-,-,57.600,17.200
'96:42:21.480',-0.008,-,-,-,-,57.600,16.800
'96:42:21.488',-0.024,-,-,-,-,57.600,16.400
'96:42:21.496',0.000,-,-,-,-,57.600,16.000
'96:42:21.504',-0.024,-,-,-,-,56.800,15.600
'96:42:21.512',-0.008,-,-,-,-,56.000,14.800
'96:42:21.520',-0.008,-,-,-,-,55.200,14.400
'96:42:21.528',-0.024,-,-,-,-,55.200,13.600
'96:42:21.536',0.000,-,-,-,-,54.400,13.200
'96:42:21.544',-0.008,-,-,-,-,53.600,13.200
'96:42:21.552',0.000,-,-,-,-,53.600,12.800
'96:42:21.560',-0.024,-,-,-,-,52.800,12.800
'96:42:21.568',0.000,-,-,-,-,52.800,12.800
'96:42:21.576',0.000,-,-,-,-,52.000,12.400
'96:42:21.584',-0.008,-,-,-,-,52.000,12.800
'96:42:21.592',0.000,-,-,-,-,52.000,12.800
'96:42:21.600',-0.024,-,-,-,-,52.000,12.800
'96:42:21.608',0.000,-,-,-,-,53.600,13.200
'96:42:21.616',-0.008,-,-,-,-,56.800,12.800
'96:42:21.624',0.000,-,-,-,-,63.200,12.800
'96:42:21.632',0.000,-,-,-,-,67.200,12.800
'96:42:21.640',-0.008,-,-,-,-,60.000,12.800
'96:42:21.648',-0.024,-,-,-,-,40.000,12.800
'96:42:21.656',-0.024,-,-,-,-,24.000,12.800
'96:42:21.664',-0.056,-,-,-,-,24.800,12.800
'96:42:21.672',-0.032,-,-,-,-,40.000,13.200
'96:42:21.680',-0.056,-,-,-,-,52.000,13.600
'96:42:21.688',-0.024,-,-,-,-,52.800,14.000
'96:42:21.696',-0.192,-,-,-,-,47.200,14.400
'96:42:21.704',0.024,-,-,-,-,44.000,15.200
'96:42:21.712',0.000,-,-,-,-,45.600,15.600
'96:42:21.720',0.000,-,-,-,-,47.200,16.000
'96:42:21.728',-0.024,-,-,-,-,46.400,16.400
'96:42:21.736',-0.048,-,-,-,-,45.600,16.800
'96:42:21.744',-0.056,-,-,-,-,44.800,16.800
'96:42:21.752',-0.056,-,-,-,-,45.600,16.800
'96:42:21.760',-0.056,-,-,-,-,45.600,16.400
'96:42:21.768',-0.096,-,-,-,-,45.600,16.400
'96:42:21.776',-0.120,-,-,-,-,44.800,16.400
'96:42:21.784',-0.096,-,-,-,-,44.800,16.000
'96:42:21.792',-0.080,-,-,-,-,44.800,16.000
'96:42:21.800',-0.104,-,-,-,-,44.800,16.400
'96:42:21.808',-0.056,-,-,-,-,44.800,16.800
'96:42:21.816',-0.056,-,-,-,-,44.800,17.200
'96:42:21.824',-0.032,-,-,-,-,44.800,18.000
'96:42:21.832',-0.056,-,-,-,-,44.800,19.200
'96:42:21.840',-0.128,-,-,-,-,44.800,20.800
'96:42:21.848',-0.128,-,-,-,-,44.800,22.800
'96:42:21.856',-0.120,-,-,-,-,44.800,25.200
'96:42:21.864',-0.104,-,-,-,-,44.000,27.600
'96:42:21.872',-0.096,-,-,-,-,44.000,30.400
'96:42:21.880',-0.104,-,-,-,-,44.000,32.800
'96:42:21.888',-0.096,-,-,-,-,44.000,34.400
'96:42:21.896',-0.056,-,-,-,-,44.000,34.800
'96:42:21.904',0.000,-,-,-,-,44.000,34.000
'96:42:21.912',0.024,-,-,-,-,44.800,33.200
'96:42:21.920',0.048,-,-,-,-,44.800,32.400
'96:42:21.928',0.056,-,-,-,-,44.800,32.400
'96:42:21.936',0.072,-,-,-,-,44.800,33.600
'96:42:21.944',0.072,-,-,-,-,44.800,36.000
'96:42:21.952',0.096,-,-,-,-,44.800,39.600
'96:42:21.960',0.096,-,-,-,-,44.800,43.200
'96:42:21.968',0.096,-,-,-,-,44.800,46.800
'96:42:21.976',0.104,-,-,-,-,46.400,49.600
'96:42:21.984',0.104,-,-,-,-,48.800,52.000
'96:42:21.992',0.096,-,-,-,-,52.000,53.200
'96:42:22.000',0.104,-,-,-,-,56.800,53.200
'96:42:22.008',0.096,-,-,-,-,62.400,52.800
'96:42:22.016',0.104,-,-,-,-,68.800,52.000
'96:42:22.024',0.096,-,-,-,-,75.200,50.800
'96:42:22.032',0.096,-,-,-,-,80.800,49.600
'96:42:22.040',0.104,-,-,-,-,86.400,48.400
'96:42:22.048',0.080,-,-,-,-,90.400,47.200
'96:42:22.056',0.096,-,-,-,-,94.400,46.400
'96:42:22.064',0.072,-,-,-,-,96.800,45.600
'96:42:22.072',0.072,-,-,-,-,98.400,44.800
'96:42:22.080',0.048,-,-,-,-,99.200,44.400
'96:42:22.088',0.048,-,-,-,-,99.200,44.000
'96:42:22.096',0.048,-,-,-,-,99.200,43.600
'96:42:22.104',0.048,-,-,-,-,99.200,43.200
'96:42:22.112',0.024,-,-,-,-,97.600,42.000
'96:42:22.120',0.024,-,-,-,-,96.000,40.800
'96:42:22.128',0.000,-,-,-,-,94.400,39.200
'96:42:22.136',0.000,-,-,-,-,92.000,38.000
'96:42:22.144',0.000,-,-,-,-,89.600,38.000
'96:42:22.152',0.000,-,-,-,-,88.000,38.000
'96:42:22.160',0.000,-,-,-,-,85.600,38.400
'96:42:22.168',0.000,-,-,-,-,83.200,38.400
'96:42:22.176',0.000,-,-,-,-,80.000,38.400
'96:42:22.184',0.000,-,-,-,-,76.800,38.400
'96:42:22.192',-0.024,-,-,-,-,73.600,38.000
'96:42:22.200',-0.024,-,-,-,-,70.400,38.000
'96:42:22.208',-0.008,-,-,-,-,67.200,37.600
'96:42:22.216',-0.024,-,-,-,-,64.000,37.600
'96:42:22.224',0.000,-,-,-,-,61.600,38.000
'96:42:22.232',-0.024,-,-,-,-,59.200,38.800
'96:42:22.240',-0.008,-,-,-,-,56.800,39.200
'96:42:22.248',-0.032,-,-,-,-,56.000,39.600
'96:42:22.256',-0.024,-,-,-,-,55.200,39.600
'96:42:22.264',-0.024,-,-,-,-,54.400,39.200
'96:42:22.272',-0.008,-,-,-,-,54.400,38.400
'96:42:22.280',-0.024,-,-,-,-,55.200,37.200
'96:42:22.288',-0.024,-,-,-,-,56.000,35.600
'96:42:22.296',-0.024,-,-,-,-,56.000,34.000
'96:42:22.304',-0.008,-,-,-,-,56.800,32.000
'96:42:22.312',-0.024,-,-,-,-,57.600,30.400
'96:42:22.320',-0.008,-,-,-,-,58.400,29.200
'96:42:22.328',-0.024,-,-,-,-,59.200,28.000
'96:42:22.336',-0.024,-,-,-,-,59.200,27.200
'96:42:22.344',-0.024,-,-,-,-,59.200,26.800
'96:42:22.352',-0.008,-,-,-,-,59.200,26.800
'96:42:22.360',-0.024,-,-,-,-,58.400,27.200
'96:42:22.368',-0.024,-,-,-,-,58.400,27.600
'96:42:22.376',-0.008,-,-,-,-,58.400,27.600
'96:42:22.384',-0.024,-,-,-,-,57.600,27.600
'96:42:22.392',0.000,-,-,-,-,57.600,27.600
'96:42:22.400',-0.008,-,-,-,-,56.800,27.200
'96:42:22.408',-0.024,-,-,-,-,56.800,26.800
'96:42:22.416',0.000,-,-,-,-,56.000,26.400
'96:42:22.424',0.000,-,-,-,-,56.000,26.000
'96:42:22.432',-0.008,-,-,-,-,55.200,25.200
'96:42:22.440',-0.024,-,-,-,-,55.200,24.400
'96:42:22.448',0.000,-,-,-,-,55.200,23.600
'96:42:22.456',-0.008,-,-,-,-,54.400,23.200
'96:42:22.464',-0.024,-,-,-,-,54.400,22.800
'96:42:22.472',0.000,-,-,-,-,54.400,22.400
'96:42:22.480',-0.008,-,-,-,-,53.600,22.000
'96:42:22.488',0.000,-,-,-,-,53.600,22.000
'96:42:22.496',-0.008,-,-,-,-,53.600,22.000
'96:42:22.504',0.000,-,-,-,-,53.600,22.000
'96:42:22.512',0.000,-,-,-,-,53.600,22.000
'96:42:22.520',0.000,-,-,-,-,52.800,22.000
'96:42:22.528',-0.008,-,-,-,-,52.000,22.000
'96:42:22.536',0.000,-,-,-,-,52.000,22.000
'96:42:22.544',0.000,-,-,-,-,51.200,21.600
'96:42:22.552',-0.176,-,-,-,-,50.400,21.600
'96:42:22.560',0.048,-,-,-,-,49.600,21.600
'96:42:22.568',0.000,-,-,-,-,49.600,21.600
'96:42:22.576',0.000,-,-,-,-,49.600,21.600
'96:42:22.584',-0.024,-,-,-,-,49.600,21.200
'96:42:22.592',-0.048,-,-,-,-,48.800,21.200
'96:42:22.600',-0.072,-,-,-,-,48.800,21.200
'96:42:22.608',-0.056,-,-,-,-,48.800,20.800
'96:42:22.616',-0.072,-,-,-,-,48.800,20.800
'96:42:22.624',-0.096,-,-,-,-,48.000,20.800
'96:42:22.632',-0.096,-,-,-,-,48.000,20.400
'96:42:22.640',-0.080,-,-,-,-,48.000,20.400
'96:42:22.648',-0.104,-,-,-,-,48.000,20.000
'96:42:22.656',-0.120,-,-,-,-,48.000,19.600
'96:42:22.664',-0.152,-,-,-,-,48.000,19.200
'96:42:22.672',-0.224,-,-,-,-,48.000,18.400
'96:42:22.680',-0.264,-,-,-,-,48.000,18.000
'96:42:22.688',-0.256,-,-,-,-,47.200,18.400
'96:42:22.696',-0.264,-,-,-,-,47.200,19.200
'96:42:22.704',-0.176,-,-,-,-,47.200,20.800
'96:42:22.712',-0.144,-,-,-,-,47.200,23.600
'96:42:22.720',-0.120,-,-,-,-,47.200,26.400
'96:42:22.728',-0.128,-,-,-,-,47.200,29.200
'96:42:22.736',-0.080,-,-,-,-,46.400,31.200
'96:42:22.744',-0.080,-,-,-,-,46.400,32.400
'96:42:22.752',-0.032,-,-,-,-,46.400,33.200
'96:42:22.760',-0.048,-,-,-,-,46.400,33.600
'96:42:22.768',0.024,-,-,-,-,46.400,34.400
'96:42:22.776',0.056,-,-,-,-,45.600,35.600
'96:42:22.784',0.096,-,-,-,-,45.600,37.600
'96:42:22.792',0.104,-,-,-,-,45.600,39.600
'96:42:22.800',0.128,-,-,-,-,45.600,41.600
'96:42:22.808',0.144,-,-,-,-,45.600,43.600
'96:42:22.816',0.128,-,-,-,-,45.600,44.800
'96:42:22.824',0.152,-,-,-,-,45.600,46.400
'96:42:22.832',0.152,-,-,-,-,46.400,47.600
'96:42:22.840',0.168,-,-,-,-,48.000,48.400
'96:42:22.848',0.152,-,-,-,-,50.400,49.200
'96:42:22.856',0.168,-,-,-,-,54.400,49.600
'96:42:22.864',0.152,-,-,-,-,59.200,49.600
'96:42:22.872',0.168,-,-,-,-,64.800,49.200
'96:42:22.880',0.152,-,-,-,-,71.200,48.800
'96:42:22.888',0.168,-,-,-,-,76.800,48.000
'96:42:22.896',0.152,-,-,-,-,82.400,47.200
'96:42:22.904',0.152,-,-,-,-,86.400,46.000
'96:42:22.912',0.128,-,-,-,-,91.200,44.800
'96:42:22.920',0.128,-,-,-,-,94.400,43.600
'96:42:22.928',0.104,-,-,-,-,96.800,42.400
'96:42:22.936',0.120,-,-,-,-,98.400,41.200
'96:42:22.944',0.096,-,-,-,-,99.200,39.600
'96:42:22.952',0.096,-,-,-,-,98.400,38.400
'96:42:22.960',0.072,-,-,-,-,97.600,36.800
'96:42:22.968',0.072,-,-,-,-,96.000,35.600
'96:42:22.976',0.048,-,-,-,-,94.400,34.800
'96:42:22.984',0.048,-,-,-,-,92.800,34.800
'96:42:22.992',0.048,-,-,-,-,90.400,35.200
'96:42:23.000',0.024,-,-,-,-,88.000,35.600
'96:42:23.008',0.032,-,-,-,-,85.600,35.600
'96:42:23.016',0.000,-,-,-,-,83.200,35.600
'96:42:23.024',0.000,-,-,-,-,80.800,34.800
'96:42:23.032',0.000,-,-,-,-,78.400,34.400
'96:42:23.040',0.000,-,-,-,-,75.200,34.000
'96:42:23.048',0.000,-,-,-,-,72.800,33.600
'96:42:23.056',0.000,-,-,-,-,69.600,34.000
'96:42:23.064',0.000,-,-,-,-,66.400,34.400
'96:42:23.072',0.000,-,-,-,-,63.200,34.800
'96:42:23.080',-0.008,-,-,-,-,60.800,35.600
'96:42:23.088',-0.008,-,-,-,-,58.400,36.000
'96:42:23.096',-0.024,-,-,-,-,56.800,36.400
'96:42:23.104',-0.008,-,-,-,-,55.200,37.200
'96:42:23.112',-0.024,-,-,-,-,54.400,37.600
'96:42:23.120',-0.008,-,-,-,-,54.400,37.600
'96:42:23.128',-0.024,-,-,-,-,54.400,37.200
'96:42:23.136',0.000,-,-,-,-,54.400,36.400
'96:42:23.144',-0.024,-,-,-,-,55.200,34.800
'96:42:23.152',-0.008,-,-,-,-,56.000,33.200
'96:42:23.160',-0.032,-,-,-,-,56.800,31.600
'96:42:23.168',-0.008,-,-,-,-,57.600,30.000
'96:42:23.176',-0.024,-,-,-,-,57.600,28.800
'96:42:23.184',-0.024,-,-,-,-,58.400,28.000
'96:42:23.192',-0.024,-,-,-,-,58.400,27.200
'96:42:23.200',-0.032,-,-,-,-,59.200,26.800
'96:42:23.208',-0.024,-,-,-,-,58.400,26.800
'96:42:23.216',-0.032,-,-,-,-,58.400,26.800
'96:42:23.224',-0.024,-,-,-,-,58.400,26.800
'96:42:23.232',-0.024,-,-,-,-,57.600,26.400
'96:42:23.240',-0.024,-,-,-,-,57.600,26.400
'96:42:23.248',-0.024,-,-,-,-,57.600,26.000
'96:42:23.256',-0.032,-,-,-,-,56.800,25.600
'96:42:23.264',-0.024,-,-,-,-,56.800,25.200
'96:42:23.272',-0.024,-,-,-,-,56.000,24.800
'96:42:23.280',-0.024,-,-,-,-,56.000,24.000
'96:42:23.288',-0.008,-,-,-,-,55.200,23.600
'96:42:23.296',-0.024,-,-,-,-,55.200,23.200
'96:42:23.304',-0.024,-,-,-,-,55.200,22.800
'96:42:23.312',-0.024,-,-,-,-,54.400,22.400
'96:42:23.320',-0.024,-,-,-,-,54.400,22.400
'96:42:23.328',-0.024,-,-,-,-,53.600,22.400
'96:42:23.336',-0.024,-,-,-,-,53.600,22.400
'96:42:23.344',-0.024,-,-,-,-,53.600,22.400
'96:42:23.352',-0.008,-,-,-,-,53.600,22.400
'96:42:23.360',-0.024,-,-,-,-,52.800,22.400
'96:42:23.368',-0.008,-,-,-,-,52.800,22.400
'96:42:23.376',-0.024,-,-,-,-,52.000,22.400
'96:42:23.384',-0.024,-,-,-,-,51.200,22.000
'96:42:23.392',-0.008,-,-,-,-,51.200,22.000
'96:42:23.400',-0.240,-,-,-,-,51.200,21.600
'96:42:23.408',0.024,-,-,-,-,50.400,21.600
'96:42:23.416',0.000,-,-,-,-,50.400,21.200
'96:42:23.424',0.000,-,-,-,-,49.600,21.200
'96:42:23.432',-0.024,-,-,-,-,49.600,20.800
'96:42:23.440',-0.032,-,-,-,-,49.600,20.800
'96:42:23.448',-0.056,-,-,-,-,48.800,20.800
'96:42:23.456',-0.056,-,-,-,-,48.800,20.400
'96:42:23.464',-0.056,-,-,-,-,48.800,20.400
'96:42:23.472',-0.080,-,-,-,-,48.800,20.000
'96:42:23.480',-0.104,-,-,-,-,48.800,20.000
'96:42:23.488',-0.096,-,-,-,-,48.000,19.600
'96:42:23.496',-0.096,-,-,-,-,48.000,19.600
'96:42:23.504',-0.120,-,-,-,-,48.000,19.600
'96:42:23.512',-0.128,-,-,-,-,48.000,19.600
'96:42:23.520',-0.192,-,-,-,-,48.000,19.200
'96:42:23.528',-0.280,-,-,-,-,48.000,19.200
'96:42:23.536',-0.288,-,-,-,-,48.000,19.600
'96:42:23.544',-0.288,-,-,-,-,47.200,20.000
'96:42:23.552',-0.216,-,-,-,-,47.200,21.200
'96:42:23.560',-0.176,-,-,-,-,47.200,22.800
'96:42:23.568',-0.120,-,-,-,-,47.200,24.800
'96:42:23.576',-0.128,-,-,-,-,46.400,27.200
'96:42:23.584',-0.120,-,-,-,-,46.400,30.000
'96:42:23.592',-0.096,-,-,-,-,46.400,32.000
'96:42:23.600',-0.056,-,-,-,-,46.400,33.200
'96:42:23.608',-0.032,-,-,-,-,46.400,34.000
'96:42:23.616',0.000,-,-,-,-,46.400,34.800
'96:42:23.624',0.048,-,-,-,-,46.400,35.600
'96:42:23.632',0.080,-,-,-,-,46.400,36.800
'96:42:23.640',0.104,-,-,-,-,46.400,38.400
'96:42:23.648',0.104,-,-,-,-,46.400,40.000
'96:42:23.656',0.120,-,-,-,-,45.600,42.000
'96:42:23.664',0.128,-,-,-,-,45.600,43.600
'96:42:23.672',0.144,-,-,-,-,45.600,44.400
'96:42:23.680',0.152,-,-,-,-,46.400,45.200
'96:42:23.688',0.144,-,-,-,-,47.200,45.600
'96:42:23.696',0.152,-,-,-,-,49.600,46.000
'96:42:23.704',0.152,-,-,-,-,52.800,46.800
'96:42:23.712',0.152,-,-,-,-,56.800,47.600
'96:42:23.720',0.152,-,-,-,-,62.400,48.000
'96:42:23.728',0.152,-,-,-,-,68.000,48.400
'96:42:23.736',0.168,-,-,-,-,74.400,48.000
'96:42:23.744',0.152,-,-,-,-,80.000,47.600
'96:42:23.752',0.152,-,-,-,-,84.800,47.200
'96:42:23.760',0.144,-,-,-,-,89.600,46.400
'96:42:23.768',0.144,-,-,-,-,93.600,45.200
'96:42:23.776',0.120,-,-,-,-,96.000,44.400
'96:42:23.784',0.104,-,-,-,-,97.600,43.200
'96:42:23.792',0.096,-,-,-,-,98.400,42.000
'96:42:23.800',0.096,-,-,-,-,97.600,40.800
'96:42:23.808',0.072,-,-,-,-,97.600,39.200
'96:42:23.816',0.056,-,-,-,-,96.800,38.000
'96:42:23.824',0.072,-,-,-,-,95.200,36.800
'96:42:23.832',0.048,-,-,-,-,93.600,36.000
'96:42:23.840',0.024,-,-,-,-,92.000,35.600
'96:42:23.848',0.008,-,-,-,-,89.600,35.600
'96:42:23.856',0.024,-,-,-,-,87.200,36.400
'96:42:23.864',0.000,-,-,-,-,84.800,37.200
'96:42:23.872',0.000,-,-,-,-,82.400,37.600
'96:42:23.880',0.000,-,-,-,-,80.000,37.600
'96:42:23.888',0.000,-,-,-,-,76.800,37.600
'96:42:23.896',0.000,-,-,-,-,73.600,37.200
'96:42:23.904',0.000,-,-,-,-,70.400,36.400
'96:42:23.912',-0.008,-,-,-,-,67.200,36.400
'96:42:23.920',0.000,-,-,-,-,64.800,36.000
'96:42:23.928',-0.008,-,-,-,-,61.600,36.000
'96:42:23.936',0.000,-,-,-,-,60.000,36.400
'96:42:23.944',-0.008,-,-,-,-,57.600,36.400
'96:42:23.952',-0.024,-,-,-,-,56.800,36.400
'96:42:23.960',-0.008,-,-,-,-,56.000,36.400
'96:42:23.968',-0.024,-,-,-,-,55.200,36.400
'96:42:23.976',-0.008,-,-,-,-,55.200,36.400
'96:42:23.984',-0.024,-,-,-,-,54.400,35.600
'96:42:23.992',-0.008,-,-,-,-,55.200,34.800
'96:42:24.000',-0.024,-,-,-,-,55.200,33.600
'96:42:24.008',-0.024,-,-,-,-,56.000,32.400
'96:42:24.016',-0.032,-,-,-,-,56.800,31.200
'96:42:24.024',-0.024,-,-,-,-,56.800,30.000
'96:42:24.032',-0.024,-,-,-,-,57.600,28.800
'96:42:24.040',-0.008,-,-,-,-,58.400,28.000
'96:42:24.048',-0.024,-,-,-,-,58.400,27.200
'96:42:24.056',-0.024,-,-,-,-,59.200,27.200
'96:42:24.064',-0.024,-,-,-,-,59.200,27.200
'96:42:24.072',-0.024,-,-,-,-,59.200,27.200
'96:42:24.080',-0.032,-,-,-,-,59.200,27.200
'96:42:24.088',-0.024,-,-,-,-,58.400,27.200
'96:42:24.096',-0.024,-,-,-,-,58.400,27.200
'96:42:24.104',-0.008,-,-,-,-,57.600,26.400
'96:42:24.112',-0.032,-,-,-,-,57.600,25.600
'96:42:24.120',-0.024,-,-,-,-,56.800,24.800
'96:42:24.128',-0.032,-,-,-,-,56.800,24.000
'96:42:24.136',-0.024,-,-,-,-,56.000,22.800
'96:42:24.144',-0.024,-,-,-,-,56.000,22.000
'96:42:24.152',-0.024,-,-,-,-,55.200,21.200
'96:42:24.160',-0.024,-,-,-,-,55.200,21.200
'96:42:24.168',-0.024,-,-,-,-,55.200,21.200
'96:42:24.176',-0.008,-,-,-,-,55.200,21.200
'96:42:24.184',-0.024,-,-,-,-,54.400,21.600
'96:42:24.192',-0.008,-,-,-,-,54.400,22.000
'96:42:24.200',-0.024,-,-,-,-,53.600,22.400
'96:42:24.208',-0.008,-,-,-,-,52.800,22.800
'96:42:24.216',-0.024,-,-,-,-,52.800,22.800
'96:42:24.224',-0.024,-,-,-,-,52.000,22.800
'96:42:24.232',-0.024,-,-,-,-,52.000,22.800
'96:42:24.240',-0.024,-,-,-,-,51.200,22.800
'96:42:24.248',-0.024,-,-,-,-,51.200,22.400
'96:42:24.256',-0.264,-,-,-,-,51.200,22.000
'96:42:24.264',0.024,-,-,-,-,50.400,22.000
'96:42:24.272',0.000,-,-,-,-,50.400,21.600
'96:42:24.280',-0.024,-,-,-,-,50.400,21.200
'96:42:24.288',-0.008,-,-,-,-,50.400,21.200
'96:42:24.296',-0.056,-,-,-,-,49.600,21.200
'96:42:24.304',-0.056,-,-,-,-,49.600,20.800
'96:42:24.312',-0.072,-,-,-,-,49.600,20.800
'96:42:24.320',-0.056,-,-,-,-,48.800,20.800
'96:42:24.328',-0.104,-,-,-,-,48.800,20.800
'96:42:24.336',-0.104,-,-,-,-,48.800,20.800
'96:42:24.344',-0.096,-,-,-,-,48.000,20.800
'96:42:24.352',-0.120,-,-,-,-,48.000,20.800
'96:42:24.360',-0.128,-,-,-,-,48.000,20.400
'96:42:24.368',-0.120,-,-,-,-,48.000,20.000
'96:42:24.376',-0.256,-,-,-,-,48.000,19.600
'96:42:24.384',-0.288,-,-,-,-,48.000,19.200
'96:42:24.392',-0.288,-,-,-,-,48.000,19.200
'96:42:24.400',-0.264,-,-,-,-,47.200,19.600
'96:42:24.408',-0.192,-,-,-,-,47.200,20.800
'96:42:24.416',-0.168,-,-,-,-,47.200,22.800
'96:42:24.424',-0.128,-,-,-,-,47.200,24.800
'96:42:24.432',-0.152,-,-,-,-,47.200,27.200
'96:42:24.440',-0.120,-,-,-,-,46.400,29.200
'96:42:24.448',-0.080,-,-,-,-,46.400,30.800
'96:42:24.456',-0.056,-,-,-,-,46.400,32.000
'96:42:24.464',0.000,-,-,-,-,47.200,33.600
'96:42:24.472',0.024,-,-,-,-,47.200,35.600
'96:42:24.480',0.056,-,-,-,-,47.200,37.600
'96:42:24.488',0.096,-,-,-,-,46.400,39.600
'96:42:24.496',0.096,-,-,-,-,46.400,41.200
'96:42:24.504',0.120,-,-,-,-,46.400,42.800
'96:42:24.512',0.128,-,-,-,-,46.400,44.400
'96:42:24.520',0.152,-,-,-,-,46.400,45.600
'96:42:24.528',0.144,-,-,-,-,47.200,46.800
'96:42:24.536',0.152,-,-,-,-,48.000,47.600
'96:42:24.544',0.152,-,-,-,-,48.800,48.000
'96:42:24.552',0.152,-,-,-,-,52.000,48.000
'96:42:24.560',0.152,-,-,-,-,56.000,47.600
'96:42:24.568',0.168,-,-,-,-,60.800,47.200
'96:42:24.576',0.168,-,-,-,-,66.400,46.800
'96:42:24.584',0.152,-,-,-,-,72.000,46.400
'96:42:24.592',0.168,-,-,-,-,76.800,45.600
'96:42:24.600',0.152,-,-,-,-,82.400,45.200
'96:42:24.608',0.144,-,-,-,-,86.400,44.800
'96:42:24.616',0.152,-,-,-,-,90.400,44.000
'96:42:24.624',0.144,-,-,-,-,93.600,43.600
'96:42:24.632',0.128,-,-,-,-,96.000,42.800
'96:42:24.640',0.104,-,-,-,-,96.800,41.600
'96:42:24.648',0.096,-,-,-,-,97.600,40.000
'96:42:24.656',0.080,-,-,-,-,96.800,38.400
'96:42:24.664',0.072,-,-,-,-,96.800,37.200
'96:42:24.672',0.056,-,-,-,-,95.200,36.800
'96:42:24.680',0.048,-,-,-,-,94.400,37.600
'96:42:24.688',0.048,-,-,-,-,92.800,38.400
'96:42:24.696',0.024,-,-,-,-,90.400,38.400
'96:42:24.704',0.024,-,-,-,-,88.800,38.400
'96:42:24.712',0.000,-,-,-,-,86.400,37.600
'96:42:24.720',0.000,-,-,-,-,83.200,36.400
'96:42:24.728',0.000,-,-,-,-,80.800,35.600
'96:42:24.736',0.000,-,-,-,-,78.400,35.200
'96:42:24.744',0.000,-,-,-,-,75.200,35.200
'96:42:24.752',0.000,-,-,-,-,72.000,35.200
'96:42:24.760',0.000,-,-,-,-,68.800,36.000
'96:42:24.768',-0.008,-,-,-,-,65.600,36.800
'96:42:24.776',0.000,-,-,-,-,63.200,37.600
'96:42:24.784',-0.008,-,-,-,-,60.800,38.400
'96:42:24.792',0.000,-,-,-,-,58.400,38.800
'96:42:24.800',-0.024,-,-,-,-,56.800,39.600
'96:42:24.808',0.000,-,-,-,-,56.000,39.600
'96:42:24.816',-0.024,-,-,-,-,55.200,39.200
'96:42:24.824',-0.024,-,-,-,-,55.200,38.400
'96:42:24.832',-0.024,-,-,-,-,55.200,37.200
'96:42:24.840',-0.024,-,-,-,-,55.200,35.600
'96:42:24.848',-0.032,-,-,-,-,55.200,34.400
'96:42:24.856',-0.024,-,-,-,-,56.000,32.800
'96:42:24.864',-0.024,-,-,-,-,56.800,31.200
'96:42:24.872',-0.024,-,-,-,-,57.600,30.000
'96:42:24.880',-0.024,-,-,-,-,58.400,28.800
'96:42:24.888',-0.024,-,-,-,-,58.400,28.000
'96:42:24.896',-0.024,-,-,-,-,59.200,28.000
'96:42:24.904',-0.024,-,-,-,-,59.200,27.600
'96:42:24.912',-0.032,-,-,-,-,59.200,27.200
'96:42:24.920',-0.024,-,-,-,-,58.400,26.400
'96:42:24.928',-0.024,-,-,-,-,58.400,26.000
'96:42:24.936',-0.024,-,-,-,-,58.400,25.600
'96:42:24.944',-0.024,-,-,-,-,57.600,25.200
'96:42:24.952',-0.024,-,-,-,-,57.600,24.800
'96:42:24.960',-0.032,-,-,-,-,56.800,24.000
'96:42:24.968',-0.024,-,-,-,-,56.800,23.200
'96:42:24.976',-0.024,-,-,-,-,56.000,22.000
'96:42:24.984',-0.008,-,-,-,-,56.000,20.800
'96:42:24.992',0.000,-,-,-,-,55.200,20.000
'96:42:25.000',-0.008,-,-,-,-,55.200,18.800
'96:42:25.008',0.000,-,-,-,-,54.400,18.000
'96:42:25.016',-0.024,-,-,-,-,53.600,17.600
'96:42:25.024',-0.008,-,-,-,-,53.600,17.200
'96:42:25.032',-0.024,-,-,-,-,52.800,16.800
'96:42:25.040',0.000,-,-,-,-,52.800,16.800
'96:42:25.048',-0.008,-,-,-,-,52.000,16.800
'96:42:25.056',0.000,-,-,-,-,51.200,17.200
'96:42:25.064',-0.024,-,-,-,-,51.200,17.200
'96:42:25.072',-0.008,-,-,-,-,50.400,17.600
'96:42:25.080',-0.024,-,-,-,-,50.400,17.600
