'Elapsed time','I','II','III','V','MCL1','ABP'
'218:21:33.008',0.016,0.000,-,-,-,70.400
'218:21:33.016',0.032,0.000,-,-,-,71.200
'218:21:33.024',0.032,0.000,-,-,-,72.000
'218:21:33.032',0.032,0.022,-,-,-,72.800
'218:21:33.040',0.032,0.022,-,-,-,73.600
'218:21:33.048',0.016,0.000,-,-,-,73.600
'218:21:33.056',0.032,0.022,-,-,-,73.600
'218:21:33.064',0.032,0.022,-,-,-,73.600
'218:21:33.072',0.032,0.022,-,-,-,73.600
'218:21:33.080',0.016,0.022,-,-,-,72.800
'218:21:33.088',0.016,0.000,-,-,-,72.000
'218:21:33.096',0.016,0.000,-,-,-,72.000
'218:21:33.104',0.016,0.000,-,-,-,70.400
'218:21:33.112',0.000,0.000,-,-,-,69.600
'218:21:33.120',0.000,-0.022,-,-,-,68.800
'218:21:33.128',0.016,-0.022,-,-,-,68.000
'218:21:33.136',0.192,0.174,-,-,-,67.200
'218:21:33.144',0.480,0.598,-,-,-,66.400
'218:21:33.152',0.632,0.913,-,-,-,65.600
'218:21:33.160',0.440,0.761,-,-,-,64.800
'218:21:33.168',0.112,0.315,-,-,-,64.000
'218:21:33.176',-0.096,-0.043,-,-,-,63.200
'218:21:33.184',-0.168,-0.174,-,-,-,62.400
'218:21:33.192',-0.192,-0.207,-,-,-,62.400
'218:21:33.200',-0.128,-0.130,-,-,-,61.600
'218:21:33.208',-0.056,-0.043,-,-,-,60.800
'218:21:33.216',-0.016,-0.022,-,-,-,60.800
'218:21:33.224',-0.016,-0.022,-,-,-,60.000
'218:21:33.232',-0.016,-0.022,-,-,-,60.000
'218:21:33.240',0.000,0.000,-,-,-,60.000
'218:21:33.248',0.000,0.000,-,-,-,59.200
'218:21:33.256',0.000,0.000,-,-,-,59.200
'218:21:33.264',0.000,0.000,-,-,-,59.200
'218:21:33.272',0.000,0.000,-,-,-,59.200
'218:21:33.280',0.016,0.022,-,-,-,60.000
'218:21:33.288',0.016,0.022,-,-,-,61.600
'218:21:33.296',0.032,0.043,-,-,-,64.800
'218:21:33.304',0.056,0.076,-,-,-,69.600
'218:21:33.312',0.072,0.098,-,-,-,76.800
'218:21:33.320',0.112,0.152,-,-,-,86.400
'218:21:33.328',0.128,0.174,-,-,-,96.800
'218:21:33.336',0.152,0.207,-,-,-,106.400
'218:21:33.344',0.168,0.207,-,-,-,115.200
'218:21:33.352',0.192,0.228,-,-,-,122.400
'218:21:33.360',0.192,0.228,-,-,-,127.200
'218:21:33.368',0.168,0.207,-,-,-,129.600
'218:21:33.376',0.128,0.152,-,-,-,130.400
'218:21:33.384',0.096,0.130,-,-,-,129.600
'218:21:33.392',0.056,0.076,-,-,-,128.000
'218:21:33.400',0.032,0.022,-,-,-,125.600
'218:21:33.408',0.016,0.000,-,-,-,123.200
'218:21:33.416',-0.016,-0.022,-,-,-,120.800
'218:21:33.424',-0.016,-0.043,-,-,-,118.400
'218:21:33.432',-0.032,-0.043,-,-,-,115.200
'218:21:33.440',-0.032,-0.043,-,-,-,112.800
'218:21:33.448',-0.056,-0.076,-,-,-,110.400
'218:21:33.456',-0.056,-0.076,-,-,-,108.000
'218:21:33.464',-0.056,-0.076,-,-,-,105.600
'218:21:33.472',-0.056,-0.076,-,-,-,103.200
'218:21:33.480',-0.056,-0.076,-,-,-,100.800
'218:21:33.488',-0.056,-0.076,-,-,-,97.600
'218:21:33.496',-0.056,-0.076,-,-,-,94.400
'218:21:33.504',-0.056,-0.076,-,-,-,92.000
'218:21:33.512',-0.056,-0.043,-,-,-,88.800
'218:21:33.520',-0.032,-0.043,-,-,-,85.600
'218:21:33.528',-0.032,-0.022,-,-,-,83.200
'218:21:33.536',-0.032,-0.022,-,-,-,80.800
'218:21:33.544',-0.016,-0.022,-,-,-,80.000
'218:21:33.552',-0.016,-0.022,-,-,-,78.400
'218:21:33.560',0.000,0.000,-,-,-,78.400
'218:21:33.568',0.000,0.000,-,-,-,78.400
'218:21:33.576',0.000,0.000,-,-,-,79.200
'218:21:33.584',0.000,0.000,-,-,-,79.200
'218:21:33.592',0.000,0.000,-,-,-,80.000
'218:21:33.600',0.000,-0.022,-,-,-,80.800
'218:21:33.608',0.000,-0.022,-,-,-,81.600
'218:21:33.616',0.000,-0.022,-,-,-,81.600
'218:21:33.624',-0.016,-0.022,-,-,-,81.600
'218:21:33.632',-0.016,-0.043,-,-,-,81.600
'218:21:33.640',0.000,-0.022,-,-,-,81.600
'218:21:33.648',0.000,-0.022,-,-,-,80.800
'218:21:33.656',-0.016,-0.043,-,-,-,80.800
'218:21:33.664',-0.016,-0.043,-,-,-,80.000
'218:21:33.672',-0.016,-0.043,-,-,-,79.200
'218:21:33.680',-0.016,-0.043,-,-,-,77.600
'218:21:33.688',-0.016,-0.043,-,-,-,76.800
'218:21:33.696',-0.016,-0.043,-,-,-,76.000
'218:21:33.704',-0.016,-0.043,-,-,-,75.200
'218:21:33.712',-0.016,-0.043,-,-,-,74.400
'218:21:33.720',-0.016,-0.043,-,-,-,72.800
'218:21:33.728',0.000,-0.043,-,-,-,72.000
'218:21:33.736',0.000,-0.022,-,-,-,71.200
'218:21:33.744',0.000,-0.022,-,-,-,70.400
'218:21:33.752',0.000,-0.043,-,-,-,69.600
'218:21:33.760',-0.016,-0.076,-,-,-,68.800
'218:21:33.768',-0.032,-0.098,-,-,-,68.800
'218:21:33.776',0.072,0.022,-,-,-,68.000
'218:21:33.784',0.320,0.413,-,-,-,67.200
'218:21:33.792',0.512,0.837,-,-,-,67.200
'218:21:33.800',0.416,0.913,-,-,-,66.400
'218:21:33.808',0.128,0.446,-,-,-,65.600
'218:21:33.816',-0.072,0.000,-,-,-,65.600
'218:21:33.824',-0.168,-0.228,-,-,-,65.600
'218:21:33.832',-0.192,-0.261,-,-,-,64.800
'218:21:33.840',-0.152,-0.174,-,-,-,64.800
'218:21:33.848',-0.096,-0.098,-,-,-,64.800
'218:21:33.856',-0.032,-0.076,-,-,-,64.000
'218:21:33.864',-0.016,-0.043,-,-,-,64.000
'218:21:33.872',-0.016,-0.043,-,-,-,64.000
'218:21:33.880',0.000,-0.043,-,-,-,63.200
'218:21:33.888',0.000,-0.022,-,-,-,63.200
'218:21:33.896',0.000,-0.022,-,-,-,63.200
'218:21:33.904',0.000,-0.022,-,-,-,63.200
'218:21:33.912',0.000,-0.022,-,-,-,63.200
'218:21:33.920',0.000,0.000,-,-,-,63.200
'218:21:33.928',0.016,0.000,-,-,-,64.800
'218:21:33.936',0.016,0.022,-,-,-,67.200
'218:21:33.944',0.032,0.043,-,-,-,72.000
'218:21:33.952',0.056,0.076,-,-,-,78.400
'218:21:33.960',0.096,0.098,-,-,-,86.400
'218:21:33.968',0.112,0.152,-,-,-,96.000
'218:21:33.976',0.128,0.174,-,-,-,105.600
'218:21:33.984',0.152,0.207,-,-,-,114.400
'218:21:33.992',0.152,0.207,-,-,-,120.800
'218:21:34.000',0.168,0.207,-,-,-,126.400
'218:21:34.008',0.168,0.174,-,-,-,128.800
'218:21:34.016',0.152,0.174,-,-,-,129.600
'218:21:34.024',0.128,0.130,-,-,-,129.600
'218:21:34.032',0.096,0.098,-,-,-,128.000
'218:21:34.040',0.056,0.043,-,-,-,125.600
'218:21:34.048',0.032,0.022,-,-,-,123.200
'218:21:34.056',0.016,0.000,-,-,-,120.800
'218:21:34.064',0.000,-0.022,-,-,-,118.400
'218:21:34.072',-0.016,-0.043,-,-,-,116.000
'218:21:34.080',-0.016,-0.043,-,-,-,113.600
'218:21:34.088',-0.016,-0.043,-,-,-,111.200
'218:21:34.096',-0.032,-0.076,-,-,-,109.600
'218:21:34.104',-0.032,-0.076,-,-,-,107.200
'218:21:34.112',-0.032,-0.043,-,-,-,104.800
'218:21:34.120',-0.032,-0.043,-,-,-,102.400
'218:21:34.128',-0.016,-0.043,-,-,-,100.000
'218:21:34.136',-0.016,-0.043,-,-,-,96.800
'218:21:34.144',0.000,-0.022,-,-,-,93.600
'218:21:34.152',0.000,-0.022,-,-,-,90.400
'218:21:34.160',0.000,-0.022,-,-,-,88.000
'218:21:34.168',0.000,-0.022,-,-,-,84.800
'218:21:34.176',0.000,-0.022,-,-,-,82.400
'218:21:34.184',0.000,-0.022,-,-,-,80.000
'218:21:34.192',0.000,-0.022,-,-,-,79.200
'218:21:34.200',0.000,-0.022,-,-,-,78.400
'218:21:34.208',0.000,-0.022,-,-,-,77.600
'218:21:34.216',0.000,-0.022,-,-,-,77.600
'218:21:34.224',0.000,-0.022,-,-,-,78.400
'218:21:34.232',0.000,0.000,-,-,-,79.200
'218:21:34.240',0.000,0.000,-,-,-,80.000
'218:21:34.248',0.000,0.000,-,-,-,80.000
'218:21:34.256',0.000,0.000,-,-,-,80.800
'218:21:34.264',0.000,0.000,-,-,-,80.800
'218:21:34.272',0.000,0.000,-,-,-,81.600
'218:21:34.280',0.000,-0.022,-,-,-,81.600
'218:21:34.288',0.000,-0.022,-,-,-,80.800
'218:21:34.296',0.000,-0.022,-,-,-,80.800
'218:21:34.304',0.000,-0.043,-,-,-,80.000
'218:21:34.312',0.000,-0.043,-,-,-,79.200
'218:21:34.320',0.000,-0.043,-,-,-,78.400
'218:21:34.328',-0.016,-0.043,-,-,-,77.600
'218:21:34.336',0.000,-0.043,-,-,-,76.800
'218:21:34.344',0.000,-0.022,-,-,-,76.000
'218:21:34.352',0.000,-0.022,-,-,-,75.200
'218:21:34.360',-0.016,-0.043,-,-,-,73.600
'218:21:34.368',-0.016,-0.076,-,-,-,72.800
'218:21:34.376',0.072,0.022,-,-,-,72.000
'218:21:34.384',0.304,0.391,-,-,-,71.200
'218:21:34.392',0.536,0.815,-,-,-,70.400
'218:21:34.400',0.536,0.913,-,-,-,69.600
'218:21:34.408',0.192,0.489,-,-,-,68.800
'218:21:34.416',-0.056,0.043,-,-,-,68.800
'218:21:34.424',-0.152,-0.207,-,-,-,68.000
'218:21:34.432',-0.192,-0.228,-,-,-,67.200
'218:21:34.440',-0.152,-0.174,-,-,-,67.200
'218:21:34.448',-0.072,-0.098,-,-,-,66.400
'218:21:34.456',-0.032,-0.076,-,-,-,65.600
'218:21:34.464',-0.016,-0.043,-,-,-,65.600
'218:21:34.472',-0.016,-0.022,-,-,-,64.800
'218:21:34.480',-0.016,-0.022,-,-,-,64.800
'218:21:34.488',0.000,0.000,-,-,-,64.000
'218:21:34.496',0.000,0.000,-,-,-,64.000
'218:21:34.504',0.000,0.000,-,-,-,63.200
'218:21:34.512',0.000,0.000,-,-,-,63.200
'218:21:34.520',0.016,0.022,-,-,-,63.200
'218:21:34.528',0.016,0.022,-,-,-,64.800
'218:21:34.536',0.032,0.043,-,-,-,66.400
'218:21:34.544',0.056,0.076,-,-,-,69.600
'218:21:34.552',0.072,0.098,-,-,-,75.200
'218:21:34.560',0.112,0.152,-,-,-,81.600
'218:21:34.568',0.128,0.174,-,-,-,90.400
'218:21:34.576',0.168,0.207,-,-,-,99.200
'218:21:34.584',0.192,0.207,-,-,-,108.800
'218:21:34.592',0.192,0.228,-,-,-,116.000
'218:21:34.600',0.192,0.207,-,-,-,122.400
'218:21:34.608',0.168,0.207,-,-,-,126.400
'218:21:34.616',0.152,0.174,-,-,-,128.000
'218:21:34.624',0.128,0.152,-,-,-,128.000
'218:21:34.632',0.112,0.130,-,-,-,127.200
'218:21:34.640',0.072,0.076,-,-,-,125.600
'218:21:34.648',0.032,0.043,-,-,-,123.200
'218:21:34.656',0.016,0.022,-,-,-,120.800
'218:21:34.664',0.016,0.000,-,-,-,118.400
'218:21:34.672',0.000,-0.022,-,-,-,116.000
'218:21:34.680',0.000,-0.022,-,-,-,114.400
'218:21:34.688',0.000,-0.043,-,-,-,112.000
'218:21:34.696',0.000,-0.043,-,-,-,109.600
'218:21:34.704',0.000,-0.043,-,-,-,108.000
'218:21:34.712',-0.016,-0.043,-,-,-,105.600
'218:21:34.720',0.000,-0.043,-,-,-,103.200
'218:21:34.728',-0.016,-0.043,-,-,-,100.800
'218:21:34.736',-0.016,-0.043,-,-,-,97.600
'218:21:34.744',0.000,-0.022,-,-,-,94.400
'218:21:34.752',0.000,-0.022,-,-,-,91.200
'218:21:34.760',-0.016,-0.022,-,-,-,88.000
'218:21:34.768',-0.016,-0.022,-,-,-,85.600
'218:21:34.776',-0.016,-0.022,-,-,-,82.400
'218:21:34.784',-0.016,-0.022,-,-,-,80.000
'218:21:34.792',0.000,-0.022,-,-,-,78.400
'218:21:34.800',0.000,-0.022,-,-,-,76.800
'218:21:34.808',0.000,-0.022,-,-,-,76.000
'218:21:34.816',0.000,-0.022,-,-,-,76.000
'218:21:34.824',0.000,-0.022,-,-,-,76.800
'218:21:34.832',0.000,0.000,-,-,-,76.800
'218:21:34.840',0.000,0.000,-,-,-,77.600
'218:21:34.848',0.000,-0.022,-,-,-,78.400
'218:21:34.856',0.000,-0.022,-,-,-,79.200
'218:21:34.864',0.000,-0.022,-,-,-,79.200
'218:21:34.872',0.000,-0.022,-,-,-,80.000
'218:21:34.880',-0.016,-0.043,-,-,-,80.000
'218:21:34.888',-0.016,-0.043,-,-,-,80.000
'218:21:34.896',-0.016,-0.022,-,-,-,79.200
'218:21:34.904',0.000,0.000,-,-,-,79.200
'218:21:34.912',0.000,0.000,-,-,-,78.400
'218:21:34.920',-0.016,-0.022,-,-,-,77.600
'218:21:34.928',-0.032,-0.076,-,-,-,76.800
'218:21:34.936',0.032,0.000,-,-,-,76.000
'218:21:34.944',0.304,0.337,-,-,-,75.200
'218:21:34.952',0.576,0.761,-,-,-,74.400
'218:21:34.960',0.608,0.891,-,-,-,72.800
'218:21:34.968',0.264,0.543,-,-,-,72.000
'218:21:34.976',-0.032,0.098,-,-,-,71.200
'218:21:34.984',-0.192,-0.174,-,-,-,70.400
'218:21:34.992',-0.224,-0.261,-,-,-,69.600
'218:21:35.000',-0.192,-0.207,-,-,-,68.800
'218:21:35.008',-0.128,-0.130,-,-,-,68.800
'218:21:35.016',-0.072,-0.076,-,-,-,68.000
'218:21:35.024',-0.032,-0.043,-,-,-,67.200
'218:21:35.032',-0.032,-0.022,-,-,-,67.200
'218:21:35.040',-0.032,-0.022,-,-,-,66.400
'218:21:35.048',-0.016,-0.022,-,-,-,65.600
'218:21:35.056',-0.016,-0.022,-,-,-,64.800
'218:21:35.064',0.000,0.000,-,-,-,64.800
'218:21:35.072',0.000,0.022,-,-,-,64.000
'218:21:35.080',0.016,0.043,-,-,-,64.000
'218:21:35.088',0.016,0.043,-,-,-,64.000
'218:21:35.096',0.032,0.076,-,-,-,64.800
'218:21:35.104',0.032,0.076,-,-,-,67.200
'218:21:35.112',0.056,0.076,-,-,-,71.200
'218:21:35.120',0.096,0.098,-,-,-,76.800
'218:21:35.128',0.128,0.152,-,-,-,84.800
'218:21:35.136',0.152,0.152,-,-,-,93.600
'218:21:35.144',0.152,0.174,-,-,-,102.400
'218:21:35.152',0.152,0.174,-,-,-,111.200
'218:21:35.160',0.168,0.174,-,-,-,118.400
'218:21:35.168',0.152,0.174,-,-,-,123.200
'218:21:35.176',0.128,0.152,-,-,-,126.400
'218:21:35.184',0.128,0.130,-,-,-,128.000
'218:21:35.192',0.096,0.076,-,-,-,127.200
'218:21:35.200',0.056,0.043,-,-,-,126.400
'218:21:35.208',0.016,0.022,-,-,-,124.000
'218:21:35.216',0.000,0.000,-,-,-,121.600
'218:21:35.224',-0.016,-0.022,-,-,-,119.200
'218:21:35.232',-0.016,-0.043,-,-,-,116.800
'218:21:35.240',-0.016,-0.043,-,-,-,114.400
'218:21:35.248',-0.032,-0.076,-,-,-,112.000
'218:21:35.256',-0.056,-0.098,-,-,-,110.400
'218:21:35.264',-0.072,-0.098,-,-,-,108.000
'218:21:35.272',-0.072,-0.098,-,-,-,105.600
'218:21:35.280',-0.072,-0.098,-,-,-,104.000
'218:21:35.288',-0.072,-0.098,-,-,-,101.600
'218:21:35.296',-0.072,-0.098,-,-,-,98.400
'218:21:35.304',-0.072,-0.098,-,-,-,96.000
'218:21:35.312',-0.056,-0.098,-,-,-,92.800
'218:21:35.320',-0.056,-0.098,-,-,-,89.600
'218:21:35.328',-0.056,-0.098,-,-,-,86.400
'218:21:35.336',-0.056,-0.098,-,-,-,84.000
'218:21:35.344',-0.056,-0.076,-,-,-,81.600
'218:21:35.352',-0.056,-0.076,-,-,-,80.000
'218:21:35.360',-0.032,-0.043,-,-,-,78.400
'218:21:35.368',-0.032,-0.043,-,-,-,77.600
'218:21:35.376',-0.032,-0.076,-,-,-,77.600
'218:21:35.384',-0.032,-0.076,-,-,-,77.600
'218:21:35.392',-0.032,-0.076,-,-,-,78.400
'218:21:35.400',-0.032,-0.076,-,-,-,79.200
'218:21:35.408',-0.032,-0.076,-,-,-,80.000
'218:21:35.416',-0.032,-0.076,-,-,-,80.800
'218:21:35.424',-0.056,-0.076,-,-,-,80.800
'218:21:35.432',-0.056,-0.076,-,-,-,81.600
'218:21:35.440',-0.056,-0.076,-,-,-,81.600
'218:21:35.448',-0.032,-0.076,-,-,-,81.600
'218:21:35.456',-0.032,-0.076,-,-,-,81.600
'218:21:35.464',-0.032,-0.098,-,-,-,80.800
'218:21:35.472',-0.032,-0.076,-,-,-,80.000
'218:21:35.480',-0.032,-0.043,-,-,-,79.200
'218:21:35.488',-0.032,-0.043,-,-,-,78.400
'218:21:35.496',-0.032,-0.043,-,-,-,77.600
'218:21:35.504',-0.032,-0.043,-,-,-,76.800
'218:21:35.512',-0.032,-0.043,-,-,-,76.000
'218:21:35.520',-0.032,-0.043,-,-,-,74.400
'218:21:35.528',-0.032,-0.043,-,-,-,73.600
'218:21:35.536',-0.032,-0.043,-,-,-,72.800
'218:21:35.544',-0.032,-0.043,-,-,-,72.000
'218:21:35.552',-0.032,-0.043,-,-,-,71.200
'218:21:35.560',-0.032,-0.043,-,-,-,70.400
'218:21:35.568',-0.032,-0.043,-,-,-,69.600
'218:21:35.576',-0.032,-0.043,-,-,-,68.800
'218:21:35.584',-0.032,-0.076,-,-,-,68.000
'218:21:35.592',-0.032,-0.076,-,-,-,68.000
'218:21:35.600',-0.032,-0.076,-,-,-,67.200
'218:21:35.608',-0.016,-0.043,-,-,-,67.200
'218:21:35.616',-0.016,-0.043,-,-,-,66.400
'218:21:35.624',-0.016,-0.043,-,-,-,65.600
'218:21:35.632',-0.016,-0.043,-,-,-,65.600
'218:21:35.640',-0.032,-0.043,-,-,-,65.600
'218:21:35.648',-0.032,-0.043,-,-,-,64.800
'218:21:35.656',-0.032,-0.043,-,-,-,64.800
'218:21:35.664',-0.032,-0.043,-,-,-,64.800
'218:21:35.672',-0.032,-0.076,-,-,-,64.000
'218:21:35.680',0.000,-0.098,-,-,-,64.000
'218:21:35.688',0.168,0.207,-,-,-,64.000
'218:21:35.696',0.440,0.652,-,-,-,63.200
'218:21:35.704',0.496,0.913,-,-,-,63.200
'218:21:35.712',0.264,0.674,-,-,-,63.200
'218:21:35.720',0.000,0.207,-,-,-,62.400
'218:21:35.728',-0.128,-0.152,-,-,-,62.400
'218:21:35.736',-0.192,-0.261,-,-,-,62.400
'218:21:35.744',-0.168,-0.228,-,-,-,61.600
'218:21:35.752',-0.112,-0.152,-,-,-,61.600
'218:21:35.760',-0.072,-0.098,-,-,-,61.600
'218:21:35.768',-0.056,-0.076,-,-,-,60.800
'218:21:35.776',-0.032,-0.043,-,-,-,60.800
'218:21:35.784',-0.016,-0.043,-,-,-,60.800
'218:21:35.792',-0.016,-0.043,-,-,-,60.800
'218:21:35.800',-0.016,-0.043,-,-,-,60.800
'218:21:35.808',-0.016,-0.022,-,-,-,60.000
'218:21:35.816',0.000,-0.022,-,-,-,60.000
'218:21:35.824',0.000,0.000,-,-,-,60.000
'218:21:35.832',0.016,0.000,-,-,-,60.800
'218:21:35.840',0.016,0.000,-,-,-,63.200
'218:21:35.848',0.032,0.022,-,-,-,67.200
'218:21:35.856',0.056,0.043,-,-,-,73.600
'218:21:35.864',0.096,0.098,-,-,-,81.600
'218:21:35.872',0.112,0.130,-,-,-,91.200
'218:21:35.880',0.128,0.130,-,-,-,101.600
'218:21:35.888',0.152,0.152,-,-,-,111.200
'218:21:35.896',0.152,0.174,-,-,-,119.200
'218:21:35.904',0.168,0.174,-,-,-,125.600
'218:21:35.912',0.168,0.174,-,-,-,128.800
'218:21:35.920',0.168,0.174,-,-,-,130.400
'218:21:35.928',0.152,0.152,-,-,-,130.400
'218:21:35.936',0.128,0.130,-,-,-,128.800
'218:21:35.944',0.112,0.098,-,-,-,126.400
'218:21:35.952',0.096,0.076,-,-,-,124.000
'218:21:35.960',0.056,0.043,-,-,-,121.600
'218:21:35.968',0.032,0.022,-,-,-,119.200
'218:21:35.976',0.016,0.000,-,-,-,116.800
'218:21:35.984',0.000,0.000,-,-,-,114.400
'218:21:35.992',0.000,-0.022,-,-,-,112.000
'218:21:36.000',-0.016,-0.022,-,-,-,109.600
'218:21:36.008',-0.016,-0.043,-,-,-,107.200
'218:21:36.016',-0.032,-0.076,-,-,-,104.800
'218:21:36.024',-0.032,-0.076,-,-,-,102.400
'218:21:36.032',-0.032,-0.076,-,-,-,99.200
'218:21:36.040',-0.032,-0.043,-,-,-,96.800
'218:21:36.048',-0.016,-0.043,-,-,-,93.600
'218:21:36.056',-0.016,-0.043,-,-,-,90.400
'218:21:36.064',-0.016,-0.043,-,-,-,87.200
'218:21:36.072',0.000,-0.022,-,-,-,84.800
'218:21:36.080',0.000,-0.022,-,-,-,82.400
'218:21:36.088',0.000,0.000,-,-,-,80.000
'218:21:36.096',0.016,0.000,-,-,-,79.200
'218:21:36.104',0.016,0.000,-,-,-,77.600
'218:21:36.112',0.016,0.000,-,-,-,77.600
'218:21:36.120',0.016,0.000,-,-,-,77.600
'218:21:36.128',0.000,0.000,-,-,-,78.400
'218:21:36.136',0.000,0.000,-,-,-,78.400
'218:21:36.144',0.000,-0.022,-,-,-,79.200
'218:21:36.152',0.000,-0.022,-,-,-,80.000
'218:21:36.160',0.000,-0.022,-,-,-,80.000
'218:21:36.168',0.000,-0.022,-,-,-,80.800
'218:21:36.176',0.000,-0.022,-,-,-,80.800
'218:21:36.184',0.000,-0.022,-,-,-,80.800
'218:21:36.192',0.000,-0.043,-,-,-,80.000
'218:21:36.200',0.000,-0.043,-,-,-,79.200
'218:21:36.208',0.000,-0.022,-,-,-,79.200
'218:21:36.216',-0.016,-0.022,-,-,-,78.400
'218:21:36.224',0.000,-0.043,-,-,-,77.600
'218:21:36.232',0.000,-0.022,-,-,-,76.800
'218:21:36.240',0.000,0.000,-,-,-,76.000
'218:21:36.248',0.000,0.000,-,-,-,75.200
'218:21:36.256',0.000,-0.022,-,-,-,74.400
'218:21:36.264',0.000,0.000,-,-,-,72.800
'218:21:36.272',0.000,0.000,-,-,-,72.000
'218:21:36.280',0.000,0.000,-,-,-,71.200
'218:21:36.288',0.000,-0.022,-,-,-,70.400
'218:21:36.296',0.000,-0.022,-,-,-,69.600
'218:21:36.304',-0.016,-0.043,-,-,-,68.800
'218:21:36.312',-0.032,-0.076,-,-,-,68.800
'218:21:36.320',0.056,0.022,-,-,-,68.000
'218:21:36.328',0.320,0.359,-,-,-,67.200
'218:21:36.336',0.592,0.783,-,-,-,66.400
'218:21:36.344',0.608,0.859,-,-,-,66.400
'218:21:36.352',0.224,0.467,-,-,-,65.600
'218:21:36.360',-0.056,0.043,-,-,-,64.800
'218:21:36.368',-0.192,-0.174,-,-,-,64.800
'218:21:36.376',-0.208,-0.228,-,-,-,64.000
'218:21:36.384',-0.168,-0.152,-,-,-,64.000
'218:21:36.392',-0.112,-0.076,-,-,-,63.200
'218:21:36.400',-0.056,-0.043,-,-,-,63.200
'218:21:36.408',-0.032,-0.043,-,-,-,63.200
'218:21:36.416',-0.016,-0.022,-,-,-,62.400
'218:21:36.424',-0.016,-0.022,-,-,-,62.400
'218:21:36.432',-0.016,0.000,-,-,-,62.400
'218:21:36.440',0.000,0.000,-,-,-,62.400
'218:21:36.448',0.000,0.000,-,-,-,61.600
'218:21:36.456',0.000,0.000,-,-,-,61.600
'218:21:36.464',0.016,0.022,-,-,-,61.600
'218:21:36.472',0.032,0.022,-,-,-,62.400
'218:21:36.480',0.032,0.022,-,-,-,63.200
'218:21:36.488',0.056,0.043,-,-,-,65.600
'218:21:36.496',0.096,0.098,-,-,-,69.600
'218:21:36.504',0.128,0.152,-,-,-,75.200
'218:21:36.512',0.152,0.174,-,-,-,82.400
'218:21:36.520',0.168,0.207,-,-,-,91.200
'218:21:36.528',0.168,0.207,-,-,-,100.000
'218:21:36.536',0.192,0.228,-,-,-,108.000
'218:21:36.544',0.192,0.207,-,-,-,115.200
'218:21:36.552',0.168,0.174,-,-,-,120.000
'218:21:36.560',0.152,0.152,-,-,-,123.200
'218:21:36.568',0.112,0.130,-,-,-,124.800
'218:21:36.576',0.096,0.076,-,-,-,124.800
'218:21:36.584',0.056,0.022,-,-,-,123.200
'218:21:36.592',0.016,0.000,-,-,-,121.600
'218:21:36.600',0.000,-0.022,-,-,-,120.000
'218:21:36.608',0.000,-0.043,-,-,-,117.600
'218:21:36.616',-0.016,-0.076,-,-,-,115.200
'218:21:36.624',-0.032,-0.076,-,-,-,112.800
'218:21:36.632',-0.032,-0.076,-,-,-,111.200
'218:21:36.640',-0.032,-0.076,-,-,-,108.800
'218:21:36.648',-0.056,-0.076,-,-,-,106.400
'218:21:36.656',-0.056,-0.098,-,-,-,104.800
'218:21:36.664',-0.072,-0.098,-,-,-,102.400
'218:21:36.672',-0.072,-0.098,-,-,-,100.000
'218:21:36.680',-0.072,-0.098,-,-,-,97.600
'218:21:36.688',-0.072,-0.098,-,-,-,95.200
'218:21:36.696',-0.072,-0.098,-,-,-,92.800
'218:21:36.704',-0.072,-0.098,-,-,-,89.600
'218:21:36.712',-0.072,-0.098,-,-,-,87.200
'218:21:36.720',-0.072,-0.076,-,-,-,84.000
'218:21:36.728',-0.056,-0.076,-,-,-,81.600
'218:21:36.736',-0.056,-0.076,-,-,-,80.000
'218:21:36.744',-0.032,-0.076,-,-,-,79.200
'218:21:36.752',-0.032,-0.043,-,-,-,78.400
'218:21:36.760',-0.016,-0.043,-,-,-,77.600
'218:21:36.768',-0.032,-0.043,-,-,-,78.400
'218:21:36.776',-0.032,-0.043,-,-,-,78.400
'218:21:36.784',-0.032,-0.043,-,-,-,79.200
'218:21:36.792',-0.056,-0.098,-,-,-,79.200
'218:21:36.800',-0.072,-0.152,-,-,-,80.000
'218:21:36.808',0.016,-0.022,-,-,-,80.800
'218:21:36.816',0.264,0.391,-,-,-,80.800
'218:21:36.824',0.440,0.815,-,-,-,80.800
'218:21:36.832',0.344,0.859,-,-,-,80.800
'218:21:36.840',0.072,0.337,-,-,-,80.800
'218:21:36.848',-0.112,-0.098,-,-,-,80.800
'218:21:36.856',-0.208,-0.283,-,-,-,80.000
'218:21:36.864',-0.224,-0.315,-,-,-,79.200
'218:21:36.872',-0.192,-0.207,-,-,-,78.400
'218:21:36.880',-0.112,-0.152,-,-,-,77.600
'218:21:36.888',-0.072,-0.130,-,-,-,76.800
'218:21:36.896',-0.072,-0.098,-,-,-,76.000
'218:21:36.904',-0.072,-0.098,-,-,-,75.200
'218:21:36.912',-0.072,-0.098,-,-,-,74.400
'218:21:36.920',-0.072,-0.076,-,-,-,72.800
'218:21:36.928',-0.056,-0.043,-,-,-,72.000
'218:21:36.936',-0.032,-0.022,-,-,-,71.200
'218:21:36.944',-0.032,-0.022,-,-,-,70.400
'218:21:36.952',-0.016,0.000,-,-,-,70.400
'218:21:36.960',0.000,0.022,-,-,-,69.600
'218:21:36.968',0.016,0.043,-,-,-,70.400
'218:21:36.976',0.032,0.076,-,-,-,71.200
'218:21:36.984',0.072,0.098,-,-,-,73.600
