'Elapsed time','II','III','AVR','V','MCL1','ABP','PAP'
'96:21:03.312',0.008,-,-,-,-,84.800,32.000
'96:21:03.320',0.000,-,-,-,-,82.400,32.400
'96:21:03.328',0.000,-,-,-,-,80.800,32.800
'96:21:03.336',0.000,-,-,-,-,78.400,33.600
'96:21:03.344',-0.008,-,-,-,-,76.000,33.600
'96:21:03.352',0.000,-,-,-,-,72.800,34.000
'96:21:03.360',0.000,-,-,-,-,69.600,33.600
'96:21:03.368',0.000,-,-,-,-,67.200,33.200
'96:21:03.376',0.000,-,-,-,-,64.800,32.800
'96:21:03.384',0.048,-,-,-,-,64.800,32.400
'96:21:03.392',0.048,-,-,-,-,63.200,32.400
'96:21:03.400',-0.048,-,-,-,-,60.800,32.400
'96:21:03.408',-0.056,-,-,-,-,57.600,32.400
'96:21:03.416',-0.024,-,-,-,-,55.200,32.400
'96:21:03.424',-0.032,-,-,-,-,52.800,31.600
'96:21:03.432',-0.024,-,-,-,-,49.600,30.800
'96:21:03.440',-0.024,-,-,-,-,46.400,29.200
'96:21:03.448',-0.008,-,-,-,-,44.800,27.200
'96:21:03.456',-0.024,-,-,-,-,46.400,25.600
'96:21:03.464',-0.032,-,-,-,-,48.800,24.000
'96:21:03.472',-0.008,-,-,-,-,51.200,22.400
'96:21:03.480',0.000,-,-,-,-,52.800,21.600
'96:21:03.488',-0.048,-,-,-,-,52.800,21.200
'96:21:03.496',-0.024,-,-,-,-,52.800,21.200
'96:21:03.504',-0.008,-,-,-,-,52.800,21.200
'96:21:03.512',0.000,-,-,-,-,52.800,21.200
'96:21:03.520',-0.024,-,-,-,-,52.800,20.800
'96:21:03.528',-0.008,-,-,-,-,52.000,21.200
'96:21:03.536',-0.024,-,-,-,-,52.000,20.800
'96:21:03.544',-0.008,-,-,-,-,52.800,20.800
'96:21:03.552',0.000,-,-,-,-,52.000,20.000
'96:21:03.560',-0.048,-,-,-,-,52.000,19.200
'96:21:03.568',-0.008,-,-,-,-,50.400,18.000
'96:21:03.576',-0.056,-,-,-,-,49.600,16.800
'96:21:03.584',-0.048,-,-,-,-,48.800,15.600
'96:21:03.592',-0.024,-,-,-,-,48.800,14.400
'96:21:03.600',-0.032,-,-,-,-,48.800,13.200
'96:21:03.608',-0.024,-,-,-,-,48.800,12.800
'96:21:03.616',-0.032,-,-,-,-,48.800,12.400
'96:21:03.624',-0.056,-,-,-,-,48.800,12.000
'96:21:03.632',-0.008,-,-,-,-,48.800,11.600
'96:21:03.640',-0.024,-,-,-,-,48.800,12.000
'96:21:03.648',-0.024,-,-,-,-,48.800,12.400
'96:21:03.656',0.000,-,-,-,-,48.800,12.800
'96:21:03.664',0.048,-,-,-,-,48.000,13.200
'96:21:03.672',-0.008,-,-,-,-,48.000,13.600
'96:21:03.680',-0.024,-,-,-,-,47.200,13.600
'96:21:03.688',0.000,-,-,-,-,47.200,13.600
'96:21:03.696',-0.032,-,-,-,-,46.400,13.600
'96:21:03.704',-0.080,-,-,-,-,46.400,13.600
'96:21:03.712',-0.048,-,-,-,-,46.400,13.200
'96:21:03.720',-0.192,-,-,-,-,46.400,12.800
'96:21:03.728',0.104,-,-,-,-,46.400,12.000
'96:21:03.736',-0.008,-,-,-,-,45.600,11.600
'96:21:03.744',-0.008,-,-,-,-,44.000,11.200
'96:21:03.752',0.048,-,-,-,-,43.200,10.800
'96:21:03.760',0.104,-,-,-,-,42.400,10.400
'96:21:03.768',0.120,-,-,-,-,42.400,10.400
'96:21:03.776',0.024,-,-,-,-,43.200,10.000
'96:21:03.784',-0.200,-,-,-,-,43.200,10.400
'96:21:03.792',-0.328,-,-,-,-,42.400,10.400
'96:21:03.800',-0.352,-,-,-,-,41.600,11.200
'96:21:03.808',-0.312,-,-,-,-,42.400,12.000
'96:21:03.816',-0.312,-,-,-,-,43.200,13.600
'96:21:03.824',-0.256,-,-,-,-,43.200,15.600
'96:21:03.832',-0.176,-,-,-,-,43.200,18.400
'96:21:03.840',-0.144,-,-,-,-,42.400,21.600
'96:21:03.848',-0.096,-,-,-,-,42.400,24.800
'96:21:03.856',-0.056,-,-,-,-,42.400,27.200
'96:21:03.864',-0.024,-,-,-,-,42.400,28.800
'96:21:03.872',0.000,-,-,-,-,42.400,30.000
'96:21:03.880',0.008,-,-,-,-,42.400,30.400
'96:21:03.888',0.000,-,-,-,-,41.600,30.400
'96:21:03.896',0.000,-,-,-,-,40.800,30.400
'96:21:03.904',0.024,-,-,-,-,40.800,30.800
'96:21:03.912',0.056,-,-,-,-,40.800,31.200
'96:21:03.920',0.072,-,-,-,-,40.000,32.000
'96:21:03.928',0.024,-,-,-,-,40.000,32.800
'96:21:03.936',0.056,-,-,-,-,40.800,34.000
'96:21:03.944',0.000,-,-,-,-,42.400,34.800
'96:21:03.952',0.000,-,-,-,-,45.600,35.600
'96:21:03.960',0.024,-,-,-,-,49.600,36.400
'96:21:03.968',0.032,-,-,-,-,54.400,36.800
'96:21:03.976',0.048,-,-,-,-,60.000,37.200
'96:21:03.984',0.072,-,-,-,-,66.400,37.600
'96:21:03.992',0.072,-,-,-,-,73.600,37.600
'96:21:04.000',0.072,-,-,-,-,79.200,37.600
'96:21:04.008',0.048,-,-,-,-,84.000,37.200
'96:21:04.016',0.072,-,-,-,-,87.200,36.800
'96:21:04.024',0.048,-,-,-,-,89.600,36.000
'96:21:04.032',0.024,-,-,-,-,91.200,35.600
'96:21:04.040',0.080,-,-,-,-,92.800,35.200
'96:21:04.048',0.032,-,-,-,-,92.800,34.400
'96:21:04.056',0.000,-,-,-,-,92.800,33.600
'96:21:04.064',0.048,-,-,-,-,92.000,32.400
'96:21:04.072',-0.008,-,-,-,-,90.400,31.200
'96:21:04.080',-0.080,-,-,-,-,88.800,30.000
'96:21:04.088',-0.024,-,-,-,-,86.400,28.400
'96:21:04.096',-0.056,-,-,-,-,84.800,26.400
'96:21:04.104',-0.048,-,-,-,-,82.400,24.400
'96:21:04.112',-0.056,-,-,-,-,80.800,22.800
'96:21:04.120',-0.032,-,-,-,-,78.400,21.600
'96:21:04.128',-0.048,-,-,-,-,76.000,21.200
'96:21:04.136',-0.032,-,-,-,-,73.600,21.200
'96:21:04.144',-0.048,-,-,-,-,71.200,21.200
'96:21:04.152',-0.056,-,-,-,-,68.000,22.000
'96:21:04.160',-0.056,-,-,-,-,64.800,22.800
'96:21:04.168',-0.056,-,-,-,-,61.600,23.600
'96:21:04.176',-0.024,-,-,-,-,59.200,24.400
'96:21:04.184',-0.056,-,-,-,-,56.000,25.200
'96:21:04.192',-0.056,-,-,-,-,54.400,26.000
'96:21:04.200',-0.080,-,-,-,-,52.000,26.800
'96:21:04.208',-0.096,-,-,-,-,51.200,27.200
'96:21:04.216',-0.080,-,-,-,-,49.600,27.200
'96:21:04.224',-0.080,-,-,-,-,49.600,26.800
'96:21:04.232',-0.056,-,-,-,-,49.600,25.600
'96:21:04.240',-0.072,-,-,-,-,50.400,24.000
'96:21:04.248',-0.056,-,-,-,-,51.200,22.400
'96:21:04.256',-0.056,-,-,-,-,51.200,20.800
'96:21:04.264',-0.056,-,-,-,-,52.000,19.200
'96:21:04.272',-0.072,-,-,-,-,52.000,18.000
'96:21:04.280',-0.056,-,-,-,-,52.000,17.200
'96:21:04.288',-0.056,-,-,-,-,52.000,16.800
'96:21:04.296',-0.056,-,-,-,-,52.000,16.800
'96:21:04.304',-0.048,-,-,-,-,52.800,17.200
'96:21:04.312',0.000,-,-,-,-,52.800,17.600
'96:21:04.320',-0.024,-,-,-,-,52.800,18.400
'96:21:04.328',-0.080,-,-,-,-,53.600,19.200
'96:21:04.336',-0.104,-,-,-,-,53.600,19.600
'96:21:04.344',-0.072,-,-,-,-,52.800,19.600
'96:21:04.352',-0.080,-,-,-,-,52.800,19.200
'96:21:04.360',-0.056,-,-,-,-,52.000,18.800
'96:21:04.368',-0.056,-,-,-,-,52.000,18.400
'96:21:04.376',-0.056,-,-,-,-,51.200,18.000
'96:21:04.384',-0.056,-,-,-,-,51.200,17.600
'96:21:04.392',-0.032,-,-,-,-,51.200,17.600
'96:21:04.400',-0.048,-,-,-,-,51.200,18.000
'96:21:04.408',-0.024,-,-,-,-,51.200,18.400
'96:21:04.416',-0.008,-,-,-,-,51.200,18.800
'96:21:04.424',-0.024,-,-,-,-,51.200,18.800
'96:21:04.432',-0.056,-,-,-,-,51.200,19.600
'96:21:04.440',-0.048,-,-,-,-,51.200,20.000
'96:21:04.448',-0.008,-,-,-,-,50.400,20.800
'96:21:04.456',-0.024,-,-,-,-,50.400,21.200
'96:21:04.464',-0.048,-,-,-,-,51.200,21.200
'96:21:04.472',-0.056,-,-,-,-,51.200,21.600
'96:21:04.480',-0.048,-,-,-,-,51.200,21.600
'96:21:04.488',-0.024,-,-,-,-,50.400,21.600
'96:21:04.496',-0.048,-,-,-,-,50.400,21.600
'96:21:04.504',-0.056,-,-,-,-,49.600,21.600
'96:21:04.512',-0.024,-,-,-,-,49.600,21.200
'96:21:04.520',-0.024,-,-,-,-,49.600,21.200
'96:21:04.528',-0.024,-,-,-,-,48.800,21.600
'96:21:04.536',-0.032,-,-,-,-,48.800,21.600
'96:21:04.544',-0.008,-,-,-,-,48.800,21.600
'96:21:04.552',-0.032,-,-,-,-,48.000,21.600
'96:21:04.560',-0.008,-,-,-,-,48.000,21.600
'96:21:04.568',-0.008,-,-,-,-,48.000,21.600
'96:21:04.576',-0.240,-,-,-,-,47.200,21.200
'96:21:04.584',0.024,-,-,-,-,47.200,21.200
'96:21:04.592',0.000,-,-,-,-,46.400,20.800
'96:21:04.600',0.000,-,-,-,-,46.400,20.400
'96:21:04.608',-0.056,-,-,-,-,46.400,20.400
'96:21:04.616',-0.048,-,-,-,-,45.600,20.000
'96:21:04.624',-0.072,-,-,-,-,45.600,20.000
'96:21:04.632',-0.056,-,-,-,-,44.800,19.600
'96:21:04.640',-0.048,-,-,-,-,44.800,19.600
'96:21:04.648',-0.032,-,-,-,-,44.800,19.200
'96:21:04.656',-0.056,-,-,-,-,45.600,19.200
'96:21:04.664',-0.048,-,-,-,-,46.400,19.200
'96:21:04.672',0.024,-,-,-,-,46.400,19.200
'96:21:04.680',0.048,-,-,-,-,45.600,19.200
'96:21:04.688',-0.080,-,-,-,-,45.600,19.600
'96:21:04.696',-0.224,-,-,-,-,44.800,20.000
'96:21:04.704',-0.288,-,-,-,-,44.800,20.800
'96:21:04.712',-0.280,-,-,-,-,44.800,22.000
'96:21:04.720',-0.240,-,-,-,-,44.000,23.600
'96:21:04.728',-0.176,-,-,-,-,43.200,26.000
'96:21:04.736',-0.128,-,-,-,-,42.400,28.400
'96:21:04.744',-0.096,-,-,-,-,42.400,31.200
'96:21:04.752',-0.072,-,-,-,-,42.400,33.200
'96:21:04.760',-0.008,-,-,-,-,43.200,34.400
'96:21:04.768',0.000,-,-,-,-,43.200,34.800
'96:21:04.776',0.024,-,-,-,-,43.200,34.400
'96:21:04.784',0.008,-,-,-,-,43.200,33.200
'96:21:04.792',0.032,-,-,-,-,43.200,32.000
'96:21:04.800',0.048,-,-,-,-,43.200,32.000
'96:21:04.808',0.024,-,-,-,-,44.000,33.200
'96:21:04.816',0.024,-,-,-,-,46.400,35.200
'96:21:04.824',0.048,-,-,-,-,49.600,38.000
'96:21:04.832',0.048,-,-,-,-,50.400,41.200
'96:21:04.840',0.072,-,-,-,-,46.400,44.400
'96:21:04.848',0.072,-,-,-,-,40.800,46.800
'96:21:04.856',0.072,-,-,-,-,43.200,48.800
'96:21:04.864',0.080,-,-,-,-,57.600,50.000
'96:21:04.872',0.096,-,-,-,-,76.000,50.400
'96:21:04.880',0.080,-,-,-,-,85.600,50.800
'96:21:04.888',0.072,-,-,-,-,84.800,50.400
'96:21:04.896',0.080,-,-,-,-,83.200,49.200
'96:21:04.904',0.072,-,-,-,-,88.000,48.000
'96:21:04.912',0.128,-,-,-,-,96.000,46.800
'96:21:04.920',0.096,-,-,-,-,100.000,45.600
'96:21:04.928',0.048,-,-,-,-,100.000,44.800
'96:21:04.936',0.032,-,-,-,-,99.200,44.000
'96:21:04.944',0.056,-,-,-,-,98.400,42.800
'96:21:04.952',0.072,-,-,-,-,98.400,42.000
'96:21:04.960',0.048,-,-,-,-,98.400,40.800
'96:21:04.968',0.032,-,-,-,-,97.600,39.600
'96:21:04.976',0.024,-,-,-,-,96.000,38.000
'96:21:04.984',0.000,-,-,-,-,95.200,36.000
'96:21:04.992',0.000,-,-,-,-,94.400,33.600
'96:21:05.000',0.008,-,-,-,-,92.800,31.200
'96:21:05.008',0.000,-,-,-,-,91.200,28.800
'96:21:05.016',0.000,-,-,-,-,88.800,28.000
'96:21:05.024',0.000,-,-,-,-,86.400,28.000
'96:21:05.032',0.000,-,-,-,-,83.200,30.000
'96:21:05.040',0.000,-,-,-,-,80.800,32.400
'96:21:05.048',-0.008,-,-,-,-,78.400,34.800
'96:21:05.056',0.000,-,-,-,-,75.200,36.400
'96:21:05.064',-0.024,-,-,-,-,72.800,37.600
'96:21:05.072',0.000,-,-,-,-,70.400,37.600
'96:21:05.080',0.000,-,-,-,-,67.200,36.800
'96:21:05.088',-0.008,-,-,-,-,64.800,36.000
'96:21:05.096',0.000,-,-,-,-,62.400,35.200
'96:21:05.104',-0.008,-,-,-,-,60.000,34.400
'96:21:05.112',0.000,-,-,-,-,58.400,33.600
'96:21:05.120',-0.024,-,-,-,-,56.800,33.200
'96:21:05.128',0.000,-,-,-,-,56.000,32.800
'96:21:05.136',-0.024,-,-,-,-,55.200,32.800
'96:21:05.144',-0.008,-,-,-,-,55.200,32.400
'96:21:05.152',0.000,-,-,-,-,55.200,32.400
'96:21:05.160',0.000,-,-,-,-,55.200,31.600
'96:21:05.168',-0.008,-,-,-,-,55.200,30.800
'96:21:05.176',0.000,-,-,-,-,55.200,29.600
'96:21:05.184',0.000,-,-,-,-,55.200,28.800
'96:21:05.192',0.000,-,-,-,-,56.000,27.600
'96:21:05.200',-0.008,-,-,-,-,56.800,27.200
'96:21:05.208',0.000,-,-,-,-,56.800,26.400
'96:21:05.216',-0.008,-,-,-,-,57.600,26.000
'96:21:05.224',0.000,-,-,-,-,57.600,26.000
'96:21:05.232',-0.008,-,-,-,-,57.600,26.000
'96:21:05.240',-0.024,-,-,-,-,56.800,26.000
'96:21:05.248',0.000,-,-,-,-,56.800,26.000
'96:21:05.256',0.000,-,-,-,-,56.800,26.000
'96:21:05.264',-0.008,-,-,-,-,56.000,25.600
'96:21:05.272',0.000,-,-,-,-,56.000,25.200
'96:21:05.280',0.008,-,-,-,-,56.000,24.800
'96:21:05.288',0.000,-,-,-,-,56.000,24.400
'96:21:05.296',-0.008,-,-,-,-,56.000,24.000
'96:21:05.304',0.000,-,-,-,-,55.200,23.200
'96:21:05.312',0.000,-,-,-,-,55.200,22.800
'96:21:05.320',-0.008,-,-,-,-,54.400,22.000
'96:21:05.328',0.000,-,-,-,-,53.600,21.600
'96:21:05.336',0.000,-,-,-,-,52.800,21.600
'96:21:05.344',0.000,-,-,-,-,52.800,21.200
'96:21:05.352',0.000,-,-,-,-,52.000,20.800
'96:21:05.360',0.000,-,-,-,-,52.000,20.800
'96:21:05.368',0.000,-,-,-,-,52.000,20.800
'96:21:05.376',0.000,-,-,-,-,51.200,20.800
'96:21:05.384',0.000,-,-,-,-,51.200,20.800
'96:21:05.392',0.000,-,-,-,-,51.200,20.800
'96:21:05.400',0.000,-,-,-,-,50.400,20.800
'96:21:05.408',0.008,-,-,-,-,50.400,20.800
'96:21:05.416',0.024,-,-,-,-,50.400,20.800
'96:21:05.424',0.000,-,-,-,-,49.600,20.800
'96:21:05.432',-0.168,-,-,-,-,49.600,20.800
'96:21:05.440',0.032,-,-,-,-,48.800,20.400
'96:21:05.448',0.000,-,-,-,-,48.800,20.000
'96:21:05.456',0.000,-,-,-,-,48.800,20.000
'96:21:05.464',0.000,-,-,-,-,48.800,19.600
'96:21:05.472',-0.024,-,-,-,-,48.800,19.600
'96:21:05.480',-0.056,-,-,-,-,48.800,19.600
'96:21:05.488',-0.032,-,-,-,-,48.800,19.200
'96:21:05.496',-0.024,-,-,-,-,48.800,19.200
'96:21:05.504',-0.056,-,-,-,-,48.800,19.200
'96:21:05.512',-0.080,-,-,-,-,48.000,19.200
'96:21:05.520',-0.104,-,-,-,-,48.000,18.800
'96:21:05.528',-0.080,-,-,-,-,47.200,18.800
'96:21:05.536',-0.152,-,-,-,-,47.200,19.200
'96:21:05.544',-0.216,-,-,-,-,47.200,19.200
'96:21:05.552',-0.288,-,-,-,-,46.400,19.600
'96:21:05.560',-0.336,-,-,-,-,46.400,20.800
'96:21:05.568',-0.352,-,-,-,-,46.400,21.600
'96:21:05.576',-0.312,-,-,-,-,45.600,23.200
'96:21:05.584',-0.224,-,-,-,-,45.600,24.800
'96:21:05.592',-0.152,-,-,-,-,44.800,27.200
'96:21:05.600',-0.104,-,-,-,-,44.800,29.200
'96:21:05.608',-0.080,-,-,-,-,44.000,30.800
'96:21:05.616',-0.104,-,-,-,-,44.000,32.000
'96:21:05.624',-0.072,-,-,-,-,44.000,32.400
'96:21:05.632',-0.032,-,-,-,-,44.800,32.400
'96:21:05.640',0.008,-,-,-,-,44.800,31.600
'96:21:05.648',0.024,-,-,-,-,44.800,30.400
'96:21:05.656',0.072,-,-,-,-,44.800,29.600
'96:21:05.664',0.096,-,-,-,-,44.800,29.600
'96:21:05.672',0.120,-,-,-,-,44.800,30.800
'96:21:05.680',0.144,-,-,-,-,44.800,32.800
'96:21:05.688',0.128,-,-,-,-,44.800,36.000
'96:21:05.696',0.152,-,-,-,-,44.800,39.600
'96:21:05.704',0.168,-,-,-,-,44.800,43.200
'96:21:05.712',0.176,-,-,-,-,45.600,47.200
'96:21:05.720',0.192,-,-,-,-,46.400,50.400
'96:21:05.728',0.176,-,-,-,-,48.000,52.800
'96:21:05.736',0.168,-,-,-,-,49.600,53.600
'96:21:05.744',0.176,-,-,-,-,52.000,53.600
'96:21:05.752',0.176,-,-,-,-,56.000,52.800
'96:21:05.760',0.176,-,-,-,-,60.800,51.200
'96:21:05.768',0.192,-,-,-,-,66.400,49.200
'96:21:05.776',0.176,-,-,-,-,72.000,47.600
'96:21:05.784',0.168,-,-,-,-,77.600,45.600
'96:21:05.792',0.152,-,-,-,-,82.400,44.000
'96:21:05.800',0.144,-,-,-,-,85.600,42.400
'96:21:05.808',0.144,-,-,-,-,88.800,41.200
'96:21:05.816',0.104,-,-,-,-,91.200,40.000
'96:21:05.824',0.104,-,-,-,-,92.800,38.800
'96:21:05.832',0.096,-,-,-,-,93.600,38.000
'96:21:05.840',0.096,-,-,-,-,93.600,36.400
'96:21:05.848',0.104,-,-,-,-,92.800,34.800
'96:21:05.856',0.072,-,-,-,-,92.000,33.200
'96:21:05.864',0.072,-,-,-,-,91.200,31.600
'96:21:05.872',0.048,-,-,-,-,89.600,31.200
'96:21:05.880',0.032,-,-,-,-,88.000,31.600
'96:21:05.888',0.008,-,-,-,-,85.600,33.200
'96:21:05.896',0.000,-,-,-,-,84.000,35.200
'96:21:05.904',0.008,-,-,-,-,81.600,37.200
'96:21:05.912',0.000,-,-,-,-,80.000,38.000
'96:21:05.920',0.000,-,-,-,-,76.800,38.400
'96:21:05.928',0.000,-,-,-,-,74.400,37.600
'96:21:05.936',0.000,-,-,-,-,71.200,36.400
'96:21:05.944',0.000,-,-,-,-,68.000,35.200
'96:21:05.952',-0.008,-,-,-,-,65.600,34.000
'96:21:05.960',0.000,-,-,-,-,64.000,33.600
'96:21:05.968',0.000,-,-,-,-,61.600,33.200
'96:21:05.976',0.008,-,-,-,-,59.200,33.600
'96:21:05.984',0.000,-,-,-,-,57.600,33.600
'96:21:05.992',-0.008,-,-,-,-,56.000,34.000
'96:21:06.000',0.000,-,-,-,-,54.400,34.400
'96:21:06.008',0.000,-,-,-,-,53.600,35.200
'96:21:06.016',0.000,-,-,-,-,53.600,35.600
'96:21:06.024',0.000,-,-,-,-,52.800,36.000
'96:21:06.032',-0.024,-,-,-,-,52.800,35.600
'96:21:06.040',-0.024,-,-,-,-,53.600,34.800
'96:21:06.048',-0.032,-,-,-,-,54.400,33.600
'96:21:06.056',-0.024,-,-,-,-,55.200,32.400
'96:21:06.064',-0.024,-,-,-,-,55.200,30.800
'96:21:06.072',-0.032,-,-,-,-,56.000,30.000
'96:21:06.080',-0.024,-,-,-,-,56.000,29.200
'96:21:06.088',-0.024,-,-,-,-,56.800,28.400
'96:21:06.096',-0.008,-,-,-,-,56.800,28.000
'96:21:06.104',-0.024,-,-,-,-,57.600,27.600
'96:21:06.112',0.000,-,-,-,-,57.600,27.200
'96:21:06.120',-0.024,-,-,-,-,57.600,26.800
'96:21:06.128',0.000,-,-,-,-,57.600,26.800
'96:21:06.136',-0.024,-,-,-,-,56.800,26.800
'96:21:06.144',0.000,-,-,-,-,56.800,26.800
'96:21:06.152',0.000,-,-,-,-,56.000,26.800
'96:21:06.160',0.000,-,-,-,-,56.000,26.400
'96:21:06.168',-0.008,-,-,-,-,56.000,26.400
'96:21:06.176',0.000,-,-,-,-,56.000,26.000
'96:21:06.184',-0.024,-,-,-,-,55.200,25.600
'96:21:06.192',0.000,-,-,-,-,53.600,24.800
'96:21:06.200',-0.008,-,-,-,-,52.800,24.400
'96:21:06.208',-0.024,-,-,-,-,52.000,24.000
'96:21:06.216',-0.008,-,-,-,-,52.000,24.000
'96:21:06.224',0.000,-,-,-,-,52.000,23.600
'96:21:06.232',0.000,-,-,-,-,52.000,23.600
'96:21:06.240',0.000,-,-,-,-,52.000,23.600
'96:21:06.248',0.000,-,-,-,-,52.000,23.600
'96:21:06.256',0.000,-,-,-,-,52.000,23.600
'96:21:06.264',0.000,-,-,-,-,52.000,23.600
'96:21:06.272',-0.008,-,-,-,-,52.000,23.600
'96:21:06.280',0.000,-,-,-,-,51.200,23.600
'96:21:06.288',-0.224,-,-,-,-,51.200,23.600
'96:21:06.296',0.048,-,-,-,-,51.200,23.600
'96:21:06.304',0.000,-,-,-,-,50.400,23.600
'96:21:06.312',0.000,-,-,-,-,50.400,23.200
'96:21:06.320',0.000,-,-,-,-,50.400,23.200
'96:21:06.328',0.000,-,-,-,-,50.400,22.800
'96:21:06.336',-0.056,-,-,-,-,50.400,22.800
'96:21:06.344',-0.032,-,-,-,-,49.600,22.400
'96:21:06.352',-0.048,-,-,-,-,49.600,22.400
'96:21:06.360',-0.056,-,-,-,-,48.800,22.000
'96:21:06.368',-0.080,-,-,-,-,48.000,21.600
'96:21:06.376',-0.096,-,-,-,-,48.000,21.600
'96:21:06.384',-0.080,-,-,-,-,47.200,21.200
'96:21:06.392',-0.152,-,-,-,-,47.200,20.800
'96:21:06.400',-0.200,-,-,-,-,47.200,20.400
'96:21:06.408',-0.288,-,-,-,-,47.200,20.000
'96:21:06.416',-0.352,-,-,-,-,47.200,20.000
'96:21:06.424',-0.336,-,-,-,-,47.200,20.400
'96:21:06.432',-0.312,-,-,-,-,46.400,21.600
'96:21:06.440',-0.240,-,-,-,-,46.400,23.600
'96:21:06.448',-0.192,-,-,-,-,46.400,25.600
'96:21:06.456',-0.128,-,-,-,-,46.400,28.400
'96:21:06.464',-0.120,-,-,-,-,45.600,31.200
'96:21:06.472',-0.080,-,-,-,-,45.600,33.600
'96:21:06.480',-0.056,-,-,-,-,45.600,35.200
'96:21:06.488',-0.056,-,-,-,-,45.600,35.200
'96:21:06.496',-0.008,-,-,-,-,45.600,34.400
'96:21:06.504',0.024,-,-,-,-,45.600,33.200
'96:21:06.512',0.048,-,-,-,-,44.800,31.600
'96:21:06.520',0.080,-,-,-,-,44.800,30.800
'96:21:06.528',0.104,-,-,-,-,44.800,31.200
'96:21:06.536',0.104,-,-,-,-,44.000,32.800
'96:21:06.544',0.128,-,-,-,-,44.000,35.600
'96:21:06.552',0.144,-,-,-,-,44.800,38.800
'96:21:06.560',0.152,-,-,-,-,45.600,42.000
'96:21:06.568',0.144,-,-,-,-,45.600,45.200
'96:21:06.576',0.152,-,-,-,-,46.400,48.000
'96:21:06.584',0.168,-,-,-,-,47.200,49.600
'96:21:06.592',0.176,-,-,-,-,48.800,50.800
'96:21:06.600',0.152,-,-,-,-,50.400,50.800
'96:21:06.608',0.168,-,-,-,-,52.800,50.400
'96:21:06.616',0.168,-,-,-,-,57.600,48.800
'96:21:06.624',0.168,-,-,-,-,63.200,47.200
'96:21:06.632',0.152,-,-,-,-,68.800,45.200
'96:21:06.640',0.168,-,-,-,-,74.400,43.200
'96:21:06.648',0.128,-,-,-,-,79.200,41.200
'96:21:06.656',0.152,-,-,-,-,83.200,39.200
'96:21:06.664',0.120,-,-,-,-,86.400,37.200
'96:21:06.672',0.104,-,-,-,-,88.800,35.600
'96:21:06.680',0.128,-,-,-,-,89.600,34.000
'96:21:06.688',0.072,-,-,-,-,90.400,32.400
'96:21:06.696',0.056,-,-,-,-,90.400,30.400
'96:21:06.704',0.048,-,-,-,-,89.600,28.800
'96:21:06.712',0.048,-,-,-,-,88.800,27.200
'96:21:06.720',0.032,-,-,-,-,87.200,26.000
'96:21:06.728',0.048,-,-,-,-,86.400,25.600
'96:21:06.736',0.000,-,-,-,-,84.800,26.000
'96:21:06.744',0.008,-,-,-,-,82.400,26.800
'96:21:06.752',0.000,-,-,-,-,80.000,27.200
'96:21:06.760',-0.008,-,-,-,-,77.600,28.000
'96:21:06.768',0.000,-,-,-,-,74.400,28.000
'96:21:06.776',0.000,-,-,-,-,71.200,28.000
'96:21:06.784',-0.024,-,-,-,-,68.800,27.200
'96:21:06.792',0.000,-,-,-,-,66.400,26.800
'96:21:06.800',0.000,-,-,-,-,64.000,26.400
'96:21:06.808',-0.024,-,-,-,-,60.800,26.000
'96:21:06.816',0.000,-,-,-,-,57.600,25.600
'96:21:06.824',-0.008,-,-,-,-,54.400,25.200
'96:21:06.832',-0.032,-,-,-,-,52.000,24.800
'96:21:06.840',-0.048,-,-,-,-,50.400,24.400
'96:21:06.848',-0.024,-,-,-,-,49.600,24.000
'96:21:06.856',-0.048,-,-,-,-,49.600,22.800
'96:21:06.864',-0.032,-,-,-,-,49.600,21.600
'96:21:06.872',-0.048,-,-,-,-,50.400,20.400
'96:21:06.880',-0.024,-,-,-,-,51.200,19.200
'96:21:06.888',-0.048,-,-,-,-,52.000,18.400
'96:21:06.896',-0.032,-,-,-,-,52.800,18.000
'96:21:06.904',-0.056,-,-,-,-,52.800,18.000
'96:21:06.912',-0.024,-,-,-,-,52.800,17.600
'96:21:06.920',-0.048,-,-,-,-,53.600,18.000
'96:21:06.928',0.000,-,-,-,-,53.600,17.600
'96:21:06.936',-0.024,-,-,-,-,53.600,17.600
'96:21:06.944',-0.008,-,-,-,-,53.600,16.800
'96:21:06.952',-0.056,-,-,-,-,53.600,16.000
'96:21:06.960',-0.032,-,-,-,-,52.800,14.800
'96:21:06.968',-0.056,-,-,-,-,52.000,14.000
'96:21:06.976',-0.024,-,-,-,-,52.000,13.200
'96:21:06.984',-0.032,-,-,-,-,52.000,12.000
'96:21:06.992',-0.024,-,-,-,-,51.200,11.200
'96:21:07.000',-0.056,-,-,-,-,50.400,10.800
'96:21:07.008',-0.024,-,-,-,-,49.600,10.400
'96:21:07.016',-0.024,-,-,-,-,49.600,10.000
'96:21:07.024',0.000,-,-,-,-,50.400,10.000
'96:21:07.032',-0.032,-,-,-,-,50.400,10.000
'96:21:07.040',-0.056,-,-,-,-,49.600,10.000
'96:21:07.048',-0.024,-,-,-,-,48.000,10.000
'96:21:07.056',-0.024,-,-,-,-,47.200,10.400
'96:21:07.064',-0.024,-,-,-,-,46.400,11.200
'96:21:07.072',0.000,-,-,-,-,47.200,12.000
'96:21:07.080',-0.008,-,-,-,-,47.200,12.800
'96:21:07.088',-0.032,-,-,-,-,47.200,13.200
