'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:50:13.112',0.000,-0.058,-,-,-,-,67.200
'14:50:13.120',0.008,-0.058,-,-,-,-,67.200
'14:50:13.128',0.000,-0.058,-,-,-,-,66.400
'14:50:13.136',0.000,-0.066,-,-,-,-,66.400
'14:50:13.144',0.024,-0.058,-,-,-,-,65.600
'14:50:13.152',0.016,-0.058,-,-,-,-,65.600
'14:50:13.160',0.008,-0.058,-,-,-,-,65.600
'14:50:13.168',0.016,-0.058,-,-,-,-,65.600
'14:50:13.176',0.008,-0.050,-,-,-,-,64.800
'14:50:13.184',0.016,-0.041,-,-,-,-,64.800
'14:50:13.192',0.000,-0.058,-,-,-,-,64.000
'14:50:13.200',0.016,-0.050,-,-,-,-,64.000
'14:50:13.208',0.032,-0.033,-,-,-,-,64.000
'14:50:13.216',0.016,-0.050,-,-,-,-,64.000
'14:50:13.224',0.016,-0.041,-,-,-,-,63.200
'14:50:13.232',0.008,-0.033,-,-,-,-,63.200
'14:50:13.240',0.016,-0.025,-,-,-,-,63.200
'14:50:13.248',0.016,-0.025,-,-,-,-,62.400
'14:50:13.256',0.032,-0.066,-,-,-,-,62.400
'14:50:13.264',0.056,-0.124,-,-,-,-,62.400
'14:50:13.272',0.080,-0.182,-,-,-,-,62.400
'14:50:13.280',0.056,-0.223,-,-,-,-,62.400
'14:50:13.288',0.056,-0.256,-,-,-,-,62.400
'14:50:13.296',0.032,-0.240,-,-,-,-,61.600
'14:50:13.304',0.088,-0.223,-,-,-,-,61.600
'14:50:13.312',0.120,-0.215,-,-,-,-,61.600
'14:50:13.320',0.144,-0.190,-,-,-,-,60.800
'14:50:13.328',0.104,-0.165,-,-,-,-,60.800
'14:50:13.336',0.088,-0.124,-,-,-,-,60.800
'14:50:13.344',0.120,-0.033,-,-,-,-,60.800
'14:50:13.352',0.088,0.017,-,-,-,-,60.000
'14:50:13.360',0.048,0.066,-,-,-,-,60.000
'14:50:13.368',0.016,0.116,-,-,-,-,60.000
'14:50:13.376',0.000,0.116,-,-,-,-,60.000
'14:50:13.384',0.000,0.099,-,-,-,-,60.000
'14:50:13.392',0.000,0.091,-,-,-,-,60.800
'14:50:13.400',-0.008,0.074,-,-,-,-,64.000
'14:50:13.408',0.000,0.091,-,-,-,-,68.800
'14:50:13.416',-0.016,0.074,-,-,-,-,76.000
'14:50:13.424',-0.008,0.099,-,-,-,-,84.800
'14:50:13.432',-0.016,0.116,-,-,-,-,92.000
'14:50:13.440',0.000,0.132,-,-,-,-,95.200
'14:50:13.448',-0.016,0.132,-,-,-,-,96.800
'14:50:13.456',-0.008,0.132,-,-,-,-,96.000
'14:50:13.464',-0.016,0.132,-,-,-,-,95.200
'14:50:13.472',-0.032,0.132,-,-,-,-,92.800
'14:50:13.480',-0.048,0.124,-,-,-,-,91.200
'14:50:13.488',-0.064,0.116,-,-,-,-,88.000
'14:50:13.496',-0.072,0.099,-,-,-,-,85.600
'14:50:13.504',-0.072,0.091,-,-,-,-,83.200
'14:50:13.512',-0.072,0.058,-,-,-,-,80.800
'14:50:13.520',-0.040,0.050,-,-,-,-,78.400
'14:50:13.528',-0.040,0.041,-,-,-,-,75.200
'14:50:13.536',-0.024,0.017,-,-,-,-,73.600
'14:50:13.544',-0.016,-0.008,-,-,-,-,72.800
'14:50:13.552',-0.024,0.000,-,-,-,-,72.800
'14:50:13.560',0.000,-0.033,-,-,-,-,72.800
'14:50:13.568',-0.008,-0.050,-,-,-,-,73.600
'14:50:13.576',0.000,-0.050,-,-,-,-,73.600
'14:50:13.584',0.000,-0.058,-,-,-,-,72.800
'14:50:13.592',-0.008,-0.066,-,-,-,-,71.200
'14:50:13.600',0.000,-0.074,-,-,-,-,70.400
'14:50:13.608',0.000,-0.058,-,-,-,-,69.600
'14:50:13.616',0.000,-0.066,-,-,-,-,68.800
'14:50:13.624',0.000,-0.074,-,-,-,-,68.000
'14:50:13.632',0.000,-0.058,-,-,-,-,68.000
'14:50:13.640',0.008,-0.066,-,-,-,-,68.000
'14:50:13.648',0.000,-0.058,-,-,-,-,68.000
'14:50:13.656',0.000,-0.066,-,-,-,-,67.200
'14:50:13.664',-0.008,-0.058,-,-,-,-,67.200
'14:50:13.672',0.000,-0.058,-,-,-,-,66.400
'14:50:13.680',0.000,-0.058,-,-,-,-,66.400
'14:50:13.688',0.008,-0.050,-,-,-,-,66.400
'14:50:13.696',0.000,-0.058,-,-,-,-,65.600
'14:50:13.704',0.008,-0.050,-,-,-,-,65.600
'14:50:13.712',0.016,-0.050,-,-,-,-,64.800
'14:50:13.720',0.016,-0.041,-,-,-,-,64.800
'14:50:13.728',0.008,-0.041,-,-,-,-,64.800
'14:50:13.736',0.000,-0.033,-,-,-,-,64.000
'14:50:13.744',0.000,-0.033,-,-,-,-,64.000
'14:50:13.752',0.000,-0.041,-,-,-,-,64.000
'14:50:13.760',0.000,-0.017,-,-,-,-,63.200
'14:50:13.768',0.016,-0.008,-,-,-,-,63.200
'14:50:13.776',0.032,-0.008,-,-,-,-,63.200
'14:50:13.784',0.048,-0.041,-,-,-,-,62.400
'14:50:13.792',0.064,-0.066,-,-,-,-,62.400
'14:50:13.800',0.080,-0.132,-,-,-,-,62.400
'14:50:13.808',0.064,-0.182,-,-,-,-,61.600
'14:50:13.816',0.048,-0.231,-,-,-,-,61.600
'14:50:13.824',0.032,-0.240,-,-,-,-,61.600
'14:50:13.832',0.048,-0.215,-,-,-,-,60.800
'14:50:13.840',0.064,-0.207,-,-,-,-,60.800
'14:50:13.848',0.088,-0.182,-,-,-,-,60.800
'14:50:13.856',0.064,-0.140,-,-,-,-,60.000
'14:50:13.864',0.048,-0.116,-,-,-,-,60.000
'14:50:13.872',0.064,-0.025,-,-,-,-,60.000
'14:50:13.880',0.056,0.025,-,-,-,-,59.200
'14:50:13.888',0.016,0.066,-,-,-,-,59.200
'14:50:13.896',-0.008,0.116,-,-,-,-,59.200
'14:50:13.904',-0.016,0.132,-,-,-,-,59.200
'14:50:13.912',-0.024,0.116,-,-,-,-,59.200
'14:50:13.920',-0.016,0.099,-,-,-,-,60.000
'14:50:13.928',-0.040,0.091,-,-,-,-,62.400
'14:50:13.936',-0.048,0.074,-,-,-,-,66.400
'14:50:13.944',-0.064,0.091,-,-,-,-,72.800
'14:50:13.952',-0.040,0.116,-,-,-,-,81.600
'14:50:13.960',-0.048,0.099,-,-,-,-,88.800
'14:50:13.968',-0.048,0.124,-,-,-,-,93.600
'14:50:13.976',-0.056,0.132,-,-,-,-,95.200
'14:50:13.984',-0.064,0.140,-,-,-,-,95.200
'14:50:13.992',-0.056,0.132,-,-,-,-,94.400
'14:50:14.000',-0.072,0.140,-,-,-,-,92.800
'14:50:14.008',-0.072,0.132,-,-,-,-,90.400
'14:50:14.016',-0.088,0.132,-,-,-,-,88.000
'14:50:14.024',-0.072,0.124,-,-,-,-,85.600
'14:50:14.032',-0.088,0.116,-,-,-,-,83.200
'14:50:14.040',-0.088,0.091,-,-,-,-,80.800
'14:50:14.048',-0.072,0.058,-,-,-,-,77.600
'14:50:14.056',-0.064,0.050,-,-,-,-,75.200
'14:50:14.064',-0.056,0.033,-,-,-,-,72.800
'14:50:14.072',-0.048,0.017,-,-,-,-,71.200
'14:50:14.080',-0.040,0.000,-,-,-,-,71.200
'14:50:14.088',-0.032,-0.017,-,-,-,-,72.000
'14:50:14.096',-0.024,-0.017,-,-,-,-,72.800
'14:50:14.104',-0.008,-0.025,-,-,-,-,72.800
'14:50:14.112',0.000,-0.017,-,-,-,-,72.000
'14:50:14.120',-0.016,-0.041,-,-,-,-,71.200
'14:50:14.128',-0.016,-0.033,-,-,-,-,69.600
'14:50:14.136',-0.008,-0.041,-,-,-,-,68.800
'14:50:14.144',-0.024,-0.033,-,-,-,-,68.000
'14:50:14.152',-0.016,-0.058,-,-,-,-,67.200
'14:50:14.160',-0.016,-0.041,-,-,-,-,67.200
'14:50:14.168',-0.008,-0.050,-,-,-,-,66.400
'14:50:14.176',0.000,-0.033,-,-,-,-,66.400
'14:50:14.184',-0.008,-0.050,-,-,-,-,66.400
'14:50:14.192',0.000,-0.041,-,-,-,-,65.600
'14:50:14.200',-0.008,-0.041,-,-,-,-,65.600
'14:50:14.208',-0.016,-0.033,-,-,-,-,65.600
'14:50:14.216',0.000,-0.025,-,-,-,-,64.800
'14:50:14.224',0.000,-0.025,-,-,-,-,64.800
'14:50:14.232',-0.008,-0.033,-,-,-,-,64.800
'14:50:14.240',0.000,-0.025,-,-,-,-,64.000
'14:50:14.248',-0.008,-0.017,-,-,-,-,64.000
'14:50:14.256',0.000,-0.025,-,-,-,-,63.200
'14:50:14.264',-0.008,-0.017,-,-,-,-,63.200
'14:50:14.272',0.000,-0.008,-,-,-,-,63.200
'14:50:14.280',0.016,-0.008,-,-,-,-,63.200
'14:50:14.288',0.008,0.000,-,-,-,-,62.400
'14:50:14.296',0.024,0.017,-,-,-,-,62.400
'14:50:14.304',0.032,0.017,-,-,-,-,62.400
'14:50:14.312',0.024,-0.008,-,-,-,-,61.600
'14:50:14.320',0.056,-0.050,-,-,-,-,61.600
'14:50:14.328',0.064,-0.099,-,-,-,-,61.600
'14:50:14.336',0.080,-0.149,-,-,-,-,61.600
'14:50:14.344',0.048,-0.190,-,-,-,-,60.800
'14:50:14.352',0.056,-0.207,-,-,-,-,60.800
'14:50:14.360',0.064,-0.165,-,-,-,-,60.800
'14:50:14.368',0.088,-0.182,-,-,-,-,60.000
'14:50:14.376',0.104,-0.149,-,-,-,-,60.000
'14:50:14.384',0.088,-0.116,-,-,-,-,60.000
'14:50:14.392',0.064,-0.099,-,-,-,-,59.200
'14:50:14.400',0.080,-0.017,-,-,-,-,59.200
'14:50:14.408',0.056,0.050,-,-,-,-,59.200
'14:50:14.416',0.024,0.116,-,-,-,-,59.200
'14:50:14.424',0.000,0.157,-,-,-,-,59.200
'14:50:14.432',-0.008,0.182,-,-,-,-,59.200
'14:50:14.440',-0.016,0.140,-,-,-,-,60.000
'14:50:14.448',-0.032,0.132,-,-,-,-,60.800
'14:50:14.456',-0.016,0.132,-,-,-,-,62.400
'14:50:14.464',-0.040,0.124,-,-,-,-,66.400
'14:50:14.472',-0.032,0.132,-,-,-,-,73.600
'14:50:14.480',-0.040,0.140,-,-,-,-,81.600
'14:50:14.488',-0.040,0.157,-,-,-,-,88.800
'14:50:14.496',-0.056,0.165,-,-,-,-,93.600
'14:50:14.504',-0.056,0.165,-,-,-,-,95.200
'14:50:14.512',-0.048,0.182,-,-,-,-,95.200
'14:50:14.520',-0.056,0.190,-,-,-,-,93.600
'14:50:14.528',-0.088,0.165,-,-,-,-,92.800
'14:50:14.536',-0.072,0.165,-,-,-,-,90.400
'14:50:14.544',-0.088,0.165,-,-,-,-,88.000
'14:50:14.552',-0.088,0.149,-,-,-,-,85.600
'14:50:14.560',-0.088,0.132,-,-,-,-,83.200
'14:50:14.568',-0.072,0.124,-,-,-,-,80.800
'14:50:14.576',-0.072,0.099,-,-,-,-,77.600
'14:50:14.584',-0.056,0.091,-,-,-,-,75.200
'14:50:14.592',-0.048,0.058,-,-,-,-,73.600
'14:50:14.600',-0.056,0.041,-,-,-,-,72.000
'14:50:14.608',-0.032,0.025,-,-,-,-,72.000
'14:50:14.616',-0.040,0.000,-,-,-,-,72.000
'14:50:14.624',-0.024,-0.017,-,-,-,-,72.800
'14:50:14.632',-0.008,-0.017,-,-,-,-,72.800
'14:50:14.640',0.000,-0.017,-,-,-,-,72.000
'14:50:14.648',-0.008,-0.041,-,-,-,-,70.400
'14:50:14.656',0.000,-0.033,-,-,-,-,69.600
'14:50:14.664',-0.008,-0.041,-,-,-,-,68.800
'14:50:14.672',0.000,-0.025,-,-,-,-,68.000
'14:50:14.680',-0.016,-0.041,-,-,-,-,67.200
'14:50:14.688',0.000,-0.033,-,-,-,-,66.400
'14:50:14.696',0.000,-0.025,-,-,-,-,66.400
'14:50:14.704',0.000,-0.033,-,-,-,-,66.400
'14:50:14.712',0.000,-0.041,-,-,-,-,66.400
'14:50:14.720',0.000,-0.025,-,-,-,-,65.600
'14:50:14.728',0.000,-0.033,-,-,-,-,65.600
'14:50:14.736',0.000,-0.025,-,-,-,-,65.600
'14:50:14.744',0.000,-0.017,-,-,-,-,65.600
'14:50:14.752',0.016,-0.017,-,-,-,-,64.800
'14:50:14.760',0.000,-0.025,-,-,-,-,64.800
'14:50:14.768',0.000,-0.017,-,-,-,-,64.000
'14:50:14.776',0.000,-0.025,-,-,-,-,64.000
'14:50:14.784',0.008,-0.017,-,-,-,-,63.200
'14:50:14.792',0.000,-0.017,-,-,-,-,63.200
'14:50:14.800',0.008,-0.017,-,-,-,-,63.200
'14:50:14.808',0.000,-0.017,-,-,-,-,63.200
'14:50:14.816',-0.008,-0.008,-,-,-,-,62.400
'14:50:14.824',0.000,0.000,-,-,-,-,62.400
'14:50:14.832',0.000,0.000,-,-,-,-,62.400
'14:50:14.840',0.040,-0.017,-,-,-,-,62.400
'14:50:14.848',0.032,-0.058,-,-,-,-,62.400
'14:50:14.856',0.080,-0.116,-,-,-,-,61.600
'14:50:14.864',0.080,-0.165,-,-,-,-,61.600
'14:50:14.872',0.064,-0.215,-,-,-,-,61.600
'14:50:14.880',0.064,-0.215,-,-,-,-,61.600
'14:50:14.888',0.080,-0.190,-,-,-,-,60.800
'14:50:14.896',0.088,-0.190,-,-,-,-,60.800
'14:50:14.904',0.120,-0.198,-,-,-,-,60.000
'14:50:14.912',0.104,-0.149,-,-,-,-,60.000
'14:50:14.920',0.088,-0.124,-,-,-,-,60.000
'14:50:14.928',0.104,-0.041,-,-,-,-,59.200
'14:50:14.936',0.080,0.017,-,-,-,-,59.200
'14:50:14.944',0.040,0.066,-,-,-,-,59.200
'14:50:14.952',0.024,0.132,-,-,-,-,59.200
'14:50:14.960',0.000,0.149,-,-,-,-,59.200
'14:50:14.968',-0.008,0.132,-,-,-,-,59.200
'14:50:14.976',-0.024,0.116,-,-,-,-,60.000
'14:50:14.984',-0.032,0.116,-,-,-,-,61.600
'14:50:14.992',-0.040,0.116,-,-,-,-,65.600
'14:50:15.000',-0.040,0.099,-,-,-,-,72.800
'14:50:15.008',-0.032,0.116,-,-,-,-,80.800
'14:50:15.016',-0.048,0.124,-,-,-,-,88.800
'14:50:15.024',-0.040,0.140,-,-,-,-,93.600
'14:50:15.032',-0.064,0.149,-,-,-,-,94.400
'14:50:15.040',-0.056,0.140,-,-,-,-,94.400
'14:50:15.048',-0.064,0.165,-,-,-,-,93.600
'14:50:15.056',-0.072,0.157,-,-,-,-,92.000
'14:50:15.064',-0.088,0.140,-,-,-,-,90.400
'14:50:15.072',-0.088,0.132,-,-,-,-,88.000
'14:50:15.080',-0.072,0.132,-,-,-,-,85.600
'14:50:15.088',-0.088,0.132,-,-,-,-,83.200
'14:50:15.096',-0.088,0.099,-,-,-,-,81.600
'14:50:15.104',-0.072,0.091,-,-,-,-,78.400
'14:50:15.112',-0.056,0.074,-,-,-,-,76.000
'14:50:15.120',-0.040,0.041,-,-,-,-,73.600
'14:50:15.128',-0.032,0.025,-,-,-,-,72.000
'14:50:15.136',-0.008,0.017,-,-,-,-,71.200
'14:50:15.144',-0.016,0.000,-,-,-,-,72.000
'14:50:15.152',0.000,-0.017,-,-,-,-,72.800
'14:50:15.160',0.008,-0.025,-,-,-,-,72.800
'14:50:15.168',0.032,-0.017,-,-,-,-,72.000
'14:50:15.176',0.016,-0.033,-,-,-,-,71.200
'14:50:15.184',0.008,-0.050,-,-,-,-,69.600
'14:50:15.192',0.000,-0.041,-,-,-,-,68.800
'14:50:15.200',0.000,-0.058,-,-,-,-,68.000
'14:50:15.208',0.008,-0.050,-,-,-,-,67.200
'14:50:15.216',0.000,-0.058,-,-,-,-,66.400
'14:50:15.224',0.000,-0.058,-,-,-,-,65.600
'14:50:15.232',-0.008,-0.058,-,-,-,-,65.600
'14:50:15.240',0.008,-0.050,-,-,-,-,65.600
'14:50:15.248',0.024,-0.041,-,-,-,-,65.600
'14:50:15.256',0.008,-0.050,-,-,-,-,64.800
'14:50:15.264',0.016,-0.041,-,-,-,-,64.800
'14:50:15.272',0.032,-0.041,-,-,-,-,64.800
'14:50:15.280',0.024,-0.041,-,-,-,-,64.800
'14:50:15.288',0.032,-0.050,-,-,-,-,64.800
'14:50:15.296',0.016,-0.033,-,-,-,-,64.000
'14:50:15.304',0.040,-0.041,-,-,-,-,64.000
'14:50:15.312',0.032,-0.033,-,-,-,-,63.200
'14:50:15.320',0.024,-0.041,-,-,-,-,63.200
'14:50:15.328',0.016,-0.050,-,-,-,-,63.200
'14:50:15.336',0.032,-0.033,-,-,-,-,62.400
'14:50:15.344',0.016,-0.017,-,-,-,-,62.400
'14:50:15.352',0.024,-0.017,-,-,-,-,62.400
'14:50:15.360',0.016,-0.008,-,-,-,-,62.400
'14:50:15.368',0.032,-0.033,-,-,-,-,62.400
'14:50:15.376',0.048,-0.074,-,-,-,-,61.600
'14:50:15.384',0.080,-0.132,-,-,-,-,61.600
'14:50:15.392',0.088,-0.182,-,-,-,-,61.600
'14:50:15.400',0.048,-0.215,-,-,-,-,60.800
'14:50:15.408',0.048,-0.223,-,-,-,-,60.800
'14:50:15.416',0.080,-0.198,-,-,-,-,60.800
'14:50:15.424',0.104,-0.198,-,-,-,-,60.000
'14:50:15.432',0.120,-0.190,-,-,-,-,60.000
'14:50:15.440',0.144,-0.149,-,-,-,-,60.000
'14:50:15.448',0.104,-0.124,-,-,-,-,59.200
'14:50:15.456',0.120,-0.058,-,-,-,-,59.200
'14:50:15.464',0.104,0.017,-,-,-,-,59.200
'14:50:15.472',0.064,0.074,-,-,-,-,59.200
'14:50:15.480',0.024,0.132,-,-,-,-,58.400
'14:50:15.488',0.000,0.149,-,-,-,-,58.400
'14:50:15.496',-0.016,0.132,-,-,-,-,59.200
'14:50:15.504',-0.024,0.124,-,-,-,-,60.000
'14:50:15.512',-0.016,0.116,-,-,-,-,61.600
'14:50:15.520',-0.032,0.116,-,-,-,-,65.600
'14:50:15.528',-0.024,0.116,-,-,-,-,72.000
'14:50:15.536',-0.032,0.124,-,-,-,-,80.800
'14:50:15.544',-0.016,0.116,-,-,-,-,88.000
'14:50:15.552',-0.024,0.132,-,-,-,-,92.800
'14:50:15.560',-0.016,0.140,-,-,-,-,94.400
'14:50:15.568',-0.032,0.149,-,-,-,-,94.400
'14:50:15.576',-0.056,0.140,-,-,-,-,93.600
'14:50:15.584',-0.048,0.149,-,-,-,-,92.000
'14:50:15.592',-0.064,0.140,-,-,-,-,89.600
'14:50:15.600',-0.072,0.132,-,-,-,-,88.000
'14:50:15.608',-0.072,0.132,-,-,-,-,85.600
'14:50:15.616',-0.072,0.116,-,-,-,-,83.200
'14:50:15.624',-0.072,0.099,-,-,-,-,80.800
'14:50:15.632',-0.072,0.074,-,-,-,-,78.400
'14:50:15.640',-0.064,0.058,-,-,-,-,76.000
'14:50:15.648',-0.056,0.041,-,-,-,-,73.600
'14:50:15.656',-0.040,0.017,-,-,-,-,72.000
'14:50:15.664',-0.024,0.000,-,-,-,-,72.000
'14:50:15.672',-0.016,-0.017,-,-,-,-,72.000
'14:50:15.680',-0.024,-0.033,-,-,-,-,72.800
'14:50:15.688',0.008,-0.041,-,-,-,-,72.800
'14:50:15.696',0.016,-0.050,-,-,-,-,72.800
'14:50:15.704',0.000,-0.058,-,-,-,-,71.200
'14:50:15.712',0.024,-0.074,-,-,-,-,70.400
'14:50:15.720',0.016,-0.066,-,-,-,-,68.800
'14:50:15.728',0.000,-0.074,-,-,-,-,68.000
'14:50:15.736',0.008,-0.066,-,-,-,-,67.200
'14:50:15.744',0.000,-0.074,-,-,-,-,67.200
'14:50:15.752',0.000,-0.091,-,-,-,-,66.400
'14:50:15.760',-0.008,-0.099,-,-,-,-,66.400
'14:50:15.768',-0.008,-0.091,-,-,-,-,66.400
'14:50:15.776',-0.016,-0.091,-,-,-,-,65.600
'14:50:15.784',0.000,-0.074,-,-,-,-,65.600
'14:50:15.792',0.000,-0.091,-,-,-,-,64.800
'14:50:15.800',0.008,-0.066,-,-,-,-,64.800
'14:50:15.808',0.000,-0.058,-,-,-,-,64.800
'14:50:15.816',0.008,-0.058,-,-,-,-,64.000
'14:50:15.824',0.000,-0.058,-,-,-,-,64.000
'14:50:15.832',0.008,-0.058,-,-,-,-,63.200
'14:50:15.840',0.016,-0.041,-,-,-,-,63.200
'14:50:15.848',0.000,-0.033,-,-,-,-,63.200
'14:50:15.856',0.008,-0.025,-,-,-,-,62.400
'14:50:15.864',-0.008,-0.033,-,-,-,-,62.400
'14:50:15.872',0.000,-0.017,-,-,-,-,62.400
'14:50:15.880',0.016,0.000,-,-,-,-,62.400
'14:50:15.888',0.032,0.000,-,-,-,-,61.600
'14:50:15.896',0.024,-0.017,-,-,-,-,61.600
'14:50:15.904',0.048,-0.058,-,-,-,-,61.600
'14:50:15.912',0.080,-0.124,-,-,-,-,61.600
'14:50:15.920',0.088,-0.165,-,-,-,-,60.800
'14:50:15.928',0.064,-0.215,-,-,-,-,60.800
'14:50:15.936',0.064,-0.223,-,-,-,-,60.800
'14:50:15.944',0.080,-0.207,-,-,-,-,60.800
'14:50:15.952',0.104,-0.198,-,-,-,-,60.000
'14:50:15.960',0.120,-0.207,-,-,-,-,60.000
'14:50:15.968',0.128,-0.149,-,-,-,-,60.000
'14:50:15.976',0.088,-0.132,-,-,-,-,59.200
'14:50:15.984',0.088,-0.058,-,-,-,-,59.200
'14:50:15.992',0.104,0.008,-,-,-,-,59.200
'14:50:16.000',0.056,0.058,-,-,-,-,59.200
'14:50:16.008',0.016,0.116,-,-,-,-,59.200
'14:50:16.016',0.000,0.124,-,-,-,-,59.200
'14:50:16.024',-0.008,0.132,-,-,-,-,59.200
'14:50:16.032',-0.016,0.099,-,-,-,-,60.000
'14:50:16.040',-0.008,0.099,-,-,-,-,61.600
'14:50:16.048',-0.024,0.074,-,-,-,-,65.600
'14:50:16.056',-0.032,0.091,-,-,-,-,72.000
'14:50:16.064',-0.032,0.074,-,-,-,-,80.000
'14:50:16.072',-0.032,0.099,-,-,-,-,88.000
'14:50:16.080',-0.040,0.116,-,-,-,-,92.800
'14:50:16.088',-0.032,0.124,-,-,-,-,95.200
'14:50:16.096',-0.056,0.132,-,-,-,-,95.200
'14:50:16.104',-0.048,0.132,-,-,-,-,94.400
'14:50:16.112',-0.072,0.132,-,-,-,-,92.800
'14:50:16.120',-0.072,0.124,-,-,-,-,91.200
'14:50:16.128',-0.072,0.116,-,-,-,-,88.800
'14:50:16.136',-0.072,0.116,-,-,-,-,86.400
'14:50:16.144',-0.088,0.099,-,-,-,-,84.000
'14:50:16.152',-0.072,0.074,-,-,-,-,81.600
'14:50:16.160',-0.088,0.058,-,-,-,-,79.200
'14:50:16.168',-0.064,0.050,-,-,-,-,76.800
'14:50:16.176',-0.048,0.033,-,-,-,-,74.400
'14:50:16.184',-0.040,0.008,-,-,-,-,72.800
'14:50:16.192',-0.024,0.000,-,-,-,-,72.000
'14:50:16.200',-0.016,-0.017,-,-,-,-,72.000
'14:50:16.208',-0.024,-0.033,-,-,-,-,72.800
'14:50:16.216',-0.008,-0.041,-,-,-,-,72.800
'14:50:16.224',0.000,-0.041,-,-,-,-,72.000
'14:50:16.232',0.000,-0.058,-,-,-,-,71.200
'14:50:16.240',0.000,-0.058,-,-,-,-,70.400
'14:50:16.248',0.000,-0.066,-,-,-,-,68.800
'14:50:16.256',0.000,-0.058,-,-,-,-,68.000
'14:50:16.264',0.000,-0.066,-,-,-,-,67.200
'14:50:16.272',0.000,-0.058,-,-,-,-,67.200
'14:50:16.280',-0.008,-0.058,-,-,-,-,66.400
'14:50:16.288',0.000,-0.058,-,-,-,-,66.400
'14:50:16.296',-0.008,-0.058,-,-,-,-,66.400
'14:50:16.304',0.000,-0.050,-,-,-,-,66.400
'14:50:16.312',-0.008,-0.058,-,-,-,-,65.600
'14:50:16.320',0.000,-0.050,-,-,-,-,65.600
'14:50:16.328',0.000,-0.041,-,-,-,-,65.600
'14:50:16.336',0.000,-0.050,-,-,-,-,65.600
'14:50:16.344',0.000,-0.050,-,-,-,-,64.800
'14:50:16.352',0.008,-0.041,-,-,-,-,64.800
'14:50:16.360',0.000,-0.033,-,-,-,-,64.000
'14:50:16.368',0.008,-0.041,-,-,-,-,64.000
'14:50:16.376',0.000,-0.025,-,-,-,-,63.200
'14:50:16.384',0.008,-0.025,-,-,-,-,63.200
'14:50:16.392',0.000,-0.041,-,-,-,-,63.200
'14:50:16.400',0.008,-0.017,-,-,-,-,62.400
'14:50:16.408',0.016,-0.017,-,-,-,-,62.400
'14:50:16.416',0.008,-0.017,-,-,-,-,62.400
'14:50:16.424',0.024,-0.025,-,-,-,-,62.400
'14:50:16.432',0.048,-0.066,-,-,-,-,61.600
'14:50:16.440',0.064,-0.116,-,-,-,-,61.600
'14:50:16.448',0.064,-0.165,-,-,-,-,61.600
'14:50:16.456',0.064,-0.215,-,-,-,-,61.600
'14:50:16.464',0.056,-0.248,-,-,-,-,61.600
'14:50:16.472',0.064,-0.223,-,-,-,-,60.800
'14:50:16.480',0.088,-0.215,-,-,-,-,60.800
'14:50:16.488',0.104,-0.207,-,-,-,-,60.800
'14:50:16.496',0.104,-0.165,-,-,-,-,60.000
'14:50:16.504',0.064,-0.140,-,-,-,-,60.000
'14:50:16.512',0.064,-0.091,-,-,-,-,60.000
'14:50:16.520',0.088,0.000,-,-,-,-,60.000
'14:50:16.528',0.040,0.041,-,-,-,-,59.200
'14:50:16.536',0.016,0.099,-,-,-,-,59.200
'14:50:16.544',-0.016,0.116,-,-,-,-,59.200
'14:50:16.552',-0.024,0.099,-,-,-,-,59.200
'14:50:16.560',-0.032,0.091,-,-,-,-,60.000
'14:50:16.568',-0.016,0.099,-,-,-,-,61.600
'14:50:16.576',-0.032,0.074,-,-,-,-,64.800
'14:50:16.584',-0.032,0.091,-,-,-,-,70.400
'14:50:16.592',-0.040,0.074,-,-,-,-,79.200
'14:50:16.600',-0.032,0.099,-,-,-,-,87.200
'14:50:16.608',-0.032,0.116,-,-,-,-,92.800
'14:50:16.616',-0.040,0.124,-,-,-,-,96.000
'14:50:16.624',-0.032,0.132,-,-,-,-,96.000
'14:50:16.632',-0.064,0.124,-,-,-,-,95.200
'14:50:16.640',-0.056,0.124,-,-,-,-,94.400
'14:50:16.648',-0.072,0.116,-,-,-,-,92.000
'14:50:16.656',-0.072,0.099,-,-,-,-,89.600
'14:50:16.664',-0.072,0.116,-,-,-,-,87.200
'14:50:16.672',-0.072,0.091,-,-,-,-,84.800
'14:50:16.680',-0.088,0.066,-,-,-,-,82.400
'14:50:16.688',-0.072,0.050,-,-,-,-,80.000
'14:50:16.696',-0.064,0.041,-,-,-,-,76.800
'14:50:16.704',-0.056,0.025,-,-,-,-,74.400
'14:50:16.712',-0.040,0.008,-,-,-,-,72.800
'14:50:16.720',-0.032,-0.008,-,-,-,-,72.000
'14:50:16.728',-0.032,-0.033,-,-,-,-,72.000
'14:50:16.736',-0.024,-0.050,-,-,-,-,72.800
'14:50:16.744',-0.008,-0.058,-,-,-,-,73.600
'14:50:16.752',0.000,-0.050,-,-,-,-,72.800
'14:50:16.760',-0.016,-0.066,-,-,-,-,72.000
'14:50:16.768',0.000,-0.066,-,-,-,-,71.200
'14:50:16.776',-0.008,-0.074,-,-,-,-,69.600
'14:50:16.784',0.000,-0.091,-,-,-,-,68.800
'14:50:16.792',-0.016,-0.074,-,-,-,-,68.000
'14:50:16.800',-0.008,-0.099,-,-,-,-,68.000
'14:50:16.808',0.000,-0.091,-,-,-,-,67.200
'14:50:16.816',-0.008,-0.074,-,-,-,-,67.200
'14:50:16.824',-0.016,-0.099,-,-,-,-,67.200
