'Elapsed time','I','II','III','V','MCL1','ABP'
'218:29:20.968',0.128,0.174,-,-,-,108.800
'218:29:20.976',0.128,0.174,-,-,-,108.000
'218:29:20.984',0.112,0.152,-,-,-,107.200
'218:29:20.992',0.096,0.130,-,-,-,105.600
'218:29:21.000',0.056,0.076,-,-,-,103.200
'218:29:21.008',0.032,0.043,-,-,-,101.600
'218:29:21.016',0.016,0.022,-,-,-,99.200
'218:29:21.024',0.000,0.000,-,-,-,97.600
'218:29:21.032',0.000,0.000,-,-,-,95.200
'218:29:21.040',-0.016,-0.022,-,-,-,93.600
'218:29:21.048',-0.016,-0.022,-,-,-,91.200
'218:29:21.056',-0.016,-0.022,-,-,-,89.600
'218:29:21.064',-0.016,-0.022,-,-,-,87.200
'218:29:21.072',-0.032,-0.043,-,-,-,85.600
'218:29:21.080',-0.032,-0.043,-,-,-,83.200
'218:29:21.088',-0.016,-0.022,-,-,-,80.800
'218:29:21.096',0.000,-0.022,-,-,-,77.600
'218:29:21.104',0.016,0.000,-,-,-,75.200
'218:29:21.112',0.168,0.207,-,-,-,73.600
'218:29:21.120',0.480,0.630,-,-,-,72.000
'218:29:21.128',0.688,0.967,-,-,-,70.400
'218:29:21.136',0.480,0.815,-,-,-,69.600
'218:29:21.144',0.032,0.261,-,-,-,68.800
'218:29:21.152',-0.208,-0.152,-,-,-,68.800
'218:29:21.160',-0.224,-0.228,-,-,-,68.800
'218:29:21.168',-0.168,-0.152,-,-,-,69.600
'218:29:21.176',-0.112,-0.130,-,-,-,70.400
'218:29:21.184',-0.072,-0.130,-,-,-,70.400
'218:29:21.192',-0.072,-0.130,-,-,-,71.200
'218:29:21.200',-0.056,-0.098,-,-,-,71.200
'218:29:21.208',-0.056,-0.076,-,-,-,72.000
'218:29:21.216',-0.056,-0.076,-,-,-,72.000
'218:29:21.224',-0.032,-0.043,-,-,-,72.000
'218:29:21.232',-0.032,-0.043,-,-,-,72.000
'218:29:21.240',-0.032,-0.043,-,-,-,72.000
'218:29:21.248',-0.032,-0.022,-,-,-,71.200
'218:29:21.256',-0.016,-0.022,-,-,-,70.400
'218:29:21.264',-0.016,-0.022,-,-,-,70.400
'218:29:21.272',0.000,0.000,-,-,-,69.600
'218:29:21.280',0.016,0.022,-,-,-,68.800
'218:29:21.288',0.032,0.043,-,-,-,68.000
'218:29:21.296',0.056,0.043,-,-,-,67.200
'218:29:21.304',0.056,0.076,-,-,-,67.200
'218:29:21.312',0.072,0.076,-,-,-,66.400
'218:29:21.320',0.096,0.076,-,-,-,65.600
'218:29:21.328',0.112,0.098,-,-,-,65.600
'218:29:21.336',0.112,0.130,-,-,-,64.800
'218:29:21.344',0.096,0.098,-,-,-,64.800
'218:29:21.352',0.072,0.076,-,-,-,64.000
'218:29:21.360',0.032,0.043,-,-,-,63.200
'218:29:21.368',0.016,0.000,-,-,-,62.400
'218:29:21.376',0.000,-0.022,-,-,-,61.600
'218:29:21.384',-0.016,-0.043,-,-,-,61.600
'218:29:21.392',-0.032,-0.043,-,-,-,60.800
'218:29:21.400',-0.032,-0.076,-,-,-,60.000
'218:29:21.408',-0.032,-0.076,-,-,-,60.000
'218:29:21.416',-0.032,-0.098,-,-,-,59.200
'218:29:21.424',-0.032,-0.098,-,-,-,59.200
'218:29:21.432',-0.032,-0.098,-,-,-,58.400
'218:29:21.440',-0.032,-0.098,-,-,-,58.400
'218:29:21.448',-0.032,-0.098,-,-,-,58.400
'218:29:21.456',-0.016,-0.076,-,-,-,58.400
'218:29:21.464',-0.016,-0.043,-,-,-,58.400
'218:29:21.472',-0.016,-0.076,-,-,-,57.600
'218:29:21.480',-0.032,-0.076,-,-,-,57.600
'218:29:21.488',-0.056,-0.076,-,-,-,57.600
'218:29:21.496',-0.056,-0.076,-,-,-,57.600
'218:29:21.504',-0.056,-0.076,-,-,-,57.600
'218:29:21.512',-0.056,-0.076,-,-,-,57.600
'218:29:21.520',-0.056,-0.076,-,-,-,57.600
'218:29:21.528',-0.056,-0.076,-,-,-,57.600
'218:29:21.536',-0.056,-0.076,-,-,-,57.600
'218:29:21.544',-0.056,-0.098,-,-,-,57.600
'218:29:21.552',-0.056,-0.098,-,-,-,57.600
'218:29:21.560',-0.056,-0.098,-,-,-,57.600
'218:29:21.568',-0.056,-0.098,-,-,-,57.600
'218:29:21.576',-0.056,-0.098,-,-,-,57.600
'218:29:21.584',-0.056,-0.076,-,-,-,57.600
'218:29:21.592',-0.032,-0.043,-,-,-,57.600
'218:29:21.600',-0.032,-0.043,-,-,-,57.600
'218:29:21.608',-0.056,-0.043,-,-,-,57.600
'218:29:21.616',-0.056,-0.043,-,-,-,57.600
'218:29:21.624',-0.056,-0.043,-,-,-,57.600
'218:29:21.632',-0.056,-0.043,-,-,-,56.800
'218:29:21.640',-0.032,-0.043,-,-,-,56.800
'218:29:21.648',-0.032,-0.043,-,-,-,56.800
'218:29:21.656',-0.032,-0.043,-,-,-,56.000
'218:29:21.664',-0.032,-0.076,-,-,-,56.000
'218:29:21.672',-0.032,-0.098,-,-,-,56.000
'218:29:21.680',0.016,-0.043,-,-,-,56.000
'218:29:21.688',0.208,0.261,-,-,-,55.200
'218:29:21.696',0.416,0.707,-,-,-,55.200
'218:29:21.704',0.440,0.859,-,-,-,55.200
'218:29:21.712',0.168,0.543,-,-,-,54.400
'218:29:21.720',-0.032,0.098,-,-,-,54.400
'218:29:21.728',-0.152,-0.207,-,-,-,54.400
'218:29:21.736',-0.208,-0.283,-,-,-,54.400
'218:29:21.744',-0.208,-0.228,-,-,-,53.600
'218:29:21.752',-0.152,-0.152,-,-,-,53.600
'218:29:21.760',-0.096,-0.098,-,-,-,53.600
'218:29:21.768',-0.072,-0.076,-,-,-,53.600
'218:29:21.776',-0.056,-0.076,-,-,-,53.600
'218:29:21.784',-0.032,-0.043,-,-,-,52.800
'218:29:21.792',-0.032,-0.043,-,-,-,52.800
'218:29:21.800',-0.032,-0.043,-,-,-,52.800
'218:29:21.808',-0.016,-0.043,-,-,-,52.800
'218:29:21.816',-0.016,-0.043,-,-,-,52.800
'218:29:21.824',0.000,-0.022,-,-,-,53.600
'218:29:21.832',0.000,0.000,-,-,-,54.400
'218:29:21.840',0.016,0.022,-,-,-,56.800
'218:29:21.848',0.032,0.043,-,-,-,60.800
'218:29:21.856',0.056,0.076,-,-,-,67.200
'218:29:21.864',0.056,0.076,-,-,-,75.200
'218:29:21.872',0.056,0.098,-,-,-,84.000
'218:29:21.880',0.072,0.130,-,-,-,92.000
'218:29:21.888',0.096,0.130,-,-,-,100.000
'218:29:21.896',0.096,0.130,-,-,-,106.400
'218:29:21.904',0.096,0.130,-,-,-,110.400
'218:29:21.912',0.096,0.130,-,-,-,113.600
'218:29:21.920',0.096,0.130,-,-,-,114.400
'218:29:21.928',0.072,0.098,-,-,-,114.400
'218:29:21.936',0.056,0.076,-,-,-,113.600
'218:29:21.944',0.032,0.043,-,-,-,111.200
'218:29:21.952',0.016,0.022,-,-,-,109.600
'218:29:21.960',0.016,0.000,-,-,-,107.200
'218:29:21.968',0.000,0.000,-,-,-,104.800
'218:29:21.976',0.000,0.000,-,-,-,102.400
'218:29:21.984',0.000,0.000,-,-,-,100.000
'218:29:21.992',-0.016,-0.022,-,-,-,98.400
'218:29:22.000',-0.032,-0.043,-,-,-,96.000
'218:29:22.008',-0.032,-0.043,-,-,-,93.600
'218:29:22.016',-0.056,-0.043,-,-,-,92.000
'218:29:22.024',-0.032,-0.043,-,-,-,89.600
'218:29:22.032',-0.032,-0.043,-,-,-,87.200
'218:29:22.040',-0.032,-0.043,-,-,-,84.800
'218:29:22.048',-0.032,-0.043,-,-,-,82.400
'218:29:22.056',-0.032,-0.043,-,-,-,80.000
'218:29:22.064',-0.032,-0.076,-,-,-,77.600
'218:29:22.072',-0.016,-0.043,-,-,-,76.000
'218:29:22.080',-0.016,-0.043,-,-,-,74.400
'218:29:22.088',0.000,-0.022,-,-,-,73.600
'218:29:22.096',0.000,-0.022,-,-,-,73.600
'218:29:22.104',0.016,0.000,-,-,-,73.600
'218:29:22.112',0.016,0.000,-,-,-,73.600
'218:29:22.120',0.000,-0.022,-,-,-,73.600
'218:29:22.128',0.000,-0.022,-,-,-,74.400
'218:29:22.136',0.000,-0.022,-,-,-,75.200
'218:29:22.144',0.000,-0.022,-,-,-,75.200
'218:29:22.152',0.000,0.000,-,-,-,76.000
'218:29:22.160',0.000,-0.022,-,-,-,76.000
'218:29:22.168',-0.016,-0.022,-,-,-,76.000
'218:29:22.176',-0.016,-0.043,-,-,-,76.000
'218:29:22.184',-0.016,-0.043,-,-,-,76.000
'218:29:22.192',-0.016,-0.076,-,-,-,75.200
'218:29:22.200',-0.032,-0.043,-,-,-,75.200
'218:29:22.208',-0.016,-0.043,-,-,-,74.400
'218:29:22.216',-0.016,-0.043,-,-,-,74.400
'218:29:22.224',0.000,-0.043,-,-,-,73.600
'218:29:22.232',0.000,-0.043,-,-,-,72.800
'218:29:22.240',0.000,-0.022,-,-,-,72.000
'218:29:22.248',-0.016,-0.043,-,-,-,71.200
'218:29:22.256',-0.016,-0.043,-,-,-,70.400
'218:29:22.264',-0.016,-0.043,-,-,-,69.600
'218:29:22.272',-0.016,-0.043,-,-,-,68.800
'218:29:22.280',-0.016,-0.043,-,-,-,68.000
'218:29:22.288',-0.016,-0.043,-,-,-,67.200
'218:29:22.296',-0.032,-0.098,-,-,-,66.400
'218:29:22.304',-0.032,-0.098,-,-,-,66.400
'218:29:22.312',0.096,0.076,-,-,-,65.600
'218:29:22.320',0.360,0.489,-,-,-,64.800
'218:29:22.328',0.512,0.891,-,-,-,64.800
'218:29:22.336',0.384,0.913,-,-,-,64.000
'218:29:22.344',0.096,0.359,-,-,-,63.200
'218:29:22.352',-0.096,-0.076,-,-,-,63.200
'218:29:22.360',-0.168,-0.228,-,-,-,63.200
'218:29:22.368',-0.168,-0.207,-,-,-,62.400
'218:29:22.376',-0.128,-0.152,-,-,-,62.400
'218:29:22.384',-0.072,-0.098,-,-,-,61.600
'218:29:22.392',-0.056,-0.098,-,-,-,61.600
'218:29:22.400',-0.056,-0.076,-,-,-,61.600
'218:29:22.408',-0.032,-0.043,-,-,-,60.800
'218:29:22.416',-0.016,-0.043,-,-,-,60.800
'218:29:22.424',-0.016,-0.022,-,-,-,60.800
'218:29:22.432',-0.016,-0.022,-,-,-,60.800
'218:29:22.440',-0.016,-0.022,-,-,-,60.000
'218:29:22.448',-0.016,0.000,-,-,-,60.000
'218:29:22.456',0.000,0.000,-,-,-,60.800
'218:29:22.464',0.000,0.022,-,-,-,62.400
'218:29:22.472',0.016,0.022,-,-,-,64.800
'218:29:22.480',0.016,0.022,-,-,-,68.800
'218:29:22.488',0.056,0.043,-,-,-,74.400
'218:29:22.496',0.072,0.076,-,-,-,81.600
'218:29:22.504',0.096,0.098,-,-,-,89.600
'218:29:22.512',0.096,0.130,-,-,-,97.600
'218:29:22.520',0.112,0.152,-,-,-,104.800
'218:29:22.528',0.128,0.152,-,-,-,110.400
'218:29:22.536',0.112,0.152,-,-,-,114.400
'218:29:22.544',0.096,0.152,-,-,-,116.800
'218:29:22.552',0.096,0.130,-,-,-,117.600
'218:29:22.560',0.096,0.130,-,-,-,117.600
'218:29:22.568',0.072,0.098,-,-,-,116.800
'218:29:22.576',0.056,0.076,-,-,-,115.200
'218:29:22.584',0.032,0.043,-,-,-,112.800
'218:29:22.592',0.016,0.022,-,-,-,111.200
'218:29:22.600',0.016,0.000,-,-,-,108.800
'218:29:22.608',0.000,-0.022,-,-,-,107.200
'218:29:22.616',-0.016,-0.043,-,-,-,104.800
'218:29:22.624',-0.016,-0.043,-,-,-,103.200
'218:29:22.632',-0.032,-0.076,-,-,-,101.600
'218:29:22.640',-0.032,-0.076,-,-,-,99.200
'218:29:22.648',-0.056,-0.076,-,-,-,97.600
'218:29:22.656',-0.056,-0.076,-,-,-,95.200
'218:29:22.664',-0.032,-0.043,-,-,-,92.800
'218:29:22.672',-0.016,-0.043,-,-,-,90.400
'218:29:22.680',-0.032,-0.043,-,-,-,87.200
'218:29:22.688',-0.032,-0.043,-,-,-,84.800
'218:29:22.696',-0.016,-0.022,-,-,-,82.400
'218:29:22.704',-0.016,-0.022,-,-,-,80.000
'218:29:22.712',-0.016,-0.022,-,-,-,78.400
'218:29:22.720',-0.016,-0.022,-,-,-,76.800
'218:29:22.728',0.000,-0.022,-,-,-,76.000
'218:29:22.736',-0.016,-0.022,-,-,-,75.200
'218:29:22.744',-0.016,-0.043,-,-,-,75.200
'218:29:22.752',0.016,-0.022,-,-,-,75.200
'218:29:22.760',0.168,0.207,-,-,-,75.200
'218:29:22.768',0.456,0.652,-,-,-,75.200
'218:29:22.776',0.592,0.967,-,-,-,76.000
'218:29:22.784',0.384,0.728,-,-,-,76.000
'218:29:22.792',0.032,0.207,-,-,-,76.000
'218:29:22.800',-0.168,-0.207,-,-,-,76.000
'218:29:22.808',-0.224,-0.315,-,-,-,76.000
'218:29:22.816',-0.192,-0.228,-,-,-,76.000
'218:29:22.824',-0.112,-0.130,-,-,-,76.000
'218:29:22.832',-0.072,-0.098,-,-,-,75.200
'218:29:22.840',-0.056,-0.076,-,-,-,74.400
'218:29:22.848',-0.032,-0.076,-,-,-,74.400
'218:29:22.856',-0.032,-0.043,-,-,-,73.600
'218:29:22.864',-0.032,-0.043,-,-,-,72.800
'218:29:22.872',-0.032,-0.043,-,-,-,72.000
'218:29:22.880',-0.032,-0.043,-,-,-,71.200
'218:29:22.888',-0.032,-0.022,-,-,-,70.400
'218:29:22.896',-0.016,0.000,-,-,-,68.800
'218:29:22.904',-0.016,0.000,-,-,-,68.000
'218:29:22.912',0.000,0.022,-,-,-,67.200
'218:29:22.920',0.016,0.043,-,-,-,66.400
'218:29:22.928',0.032,0.076,-,-,-,66.400
'218:29:22.936',0.056,0.076,-,-,-,65.600
'218:29:22.944',0.072,0.098,-,-,-,65.600
'218:29:22.952',0.096,0.130,-,-,-,65.600
'218:29:22.960',0.112,0.152,-,-,-,66.400
'218:29:22.968',0.112,0.152,-,-,-,67.200
'218:29:22.976',0.128,0.152,-,-,-,68.000
'218:29:22.984',0.128,0.152,-,-,-,69.600
'218:29:22.992',0.128,0.130,-,-,-,72.000
'218:29:23.000',0.072,0.098,-,-,-,74.400
'218:29:23.008',0.032,0.043,-,-,-,77.600
'218:29:23.016',0.016,0.000,-,-,-,80.000
'218:29:23.024',0.000,-0.022,-,-,-,82.400
'218:29:23.032',0.000,-0.022,-,-,-,84.800
'218:29:23.040',-0.016,-0.043,-,-,-,86.400
'218:29:23.048',-0.016,-0.076,-,-,-,87.200
'218:29:23.056',-0.016,-0.076,-,-,-,88.000
'218:29:23.064',-0.016,-0.076,-,-,-,87.200
'218:29:23.072',-0.032,-0.098,-,-,-,87.200
'218:29:23.080',-0.032,-0.098,-,-,-,85.600
'218:29:23.088',-0.032,-0.098,-,-,-,84.000
'218:29:23.096',-0.032,-0.076,-,-,-,82.400
'218:29:23.104',-0.016,-0.043,-,-,-,80.000
'218:29:23.112',-0.016,-0.043,-,-,-,77.600
'218:29:23.120',0.000,-0.043,-,-,-,75.200
'218:29:23.128',0.000,-0.022,-,-,-,72.800
'218:29:23.136',-0.016,-0.043,-,-,-,69.600
'218:29:23.144',-0.032,-0.076,-,-,-,67.200
'218:29:23.152',-0.032,-0.076,-,-,-,65.600
'218:29:23.160',-0.032,-0.076,-,-,-,64.000
'218:29:23.168',-0.032,-0.076,-,-,-,62.400
'218:29:23.176',-0.032,-0.076,-,-,-,61.600
'218:29:23.184',-0.032,-0.076,-,-,-,60.800
'218:29:23.192',-0.032,-0.076,-,-,-,60.800
'218:29:23.200',-0.032,-0.076,-,-,-,60.800
'218:29:23.208',-0.032,-0.076,-,-,-,60.800
'218:29:23.216',-0.016,-0.076,-,-,-,60.800
'218:29:23.224',-0.016,-0.076,-,-,-,60.800
'218:29:23.232',-0.032,-0.076,-,-,-,61.600
'218:29:23.240',-0.016,-0.043,-,-,-,61.600
'218:29:23.248',0.000,-0.043,-,-,-,62.400
'218:29:23.256',0.000,-0.022,-,-,-,62.400
'218:29:23.264',0.000,0.000,-,-,-,63.200
'218:29:23.272',-0.016,-0.022,-,-,-,63.200
'218:29:23.280',-0.016,-0.022,-,-,-,63.200
'218:29:23.288',-0.016,-0.043,-,-,-,63.200
'218:29:23.296',-0.032,-0.076,-,-,-,63.200
'218:29:23.304',-0.016,-0.098,-,-,-,62.400
'218:29:23.312',0.128,0.098,-,-,-,62.400
'218:29:23.320',0.440,0.543,-,-,-,62.400
'218:29:23.328',0.592,0.859,-,-,-,61.600
'218:29:23.336',0.400,0.707,-,-,-,61.600
'218:29:23.344',0.056,0.228,-,-,-,60.800
'218:29:23.352',-0.152,-0.130,-,-,-,60.800
'218:29:23.360',-0.208,-0.261,-,-,-,60.000
'218:29:23.368',-0.224,-0.283,-,-,-,59.200
'218:29:23.376',-0.168,-0.174,-,-,-,59.200
'218:29:23.384',-0.096,-0.130,-,-,-,58.400
'218:29:23.392',-0.056,-0.076,-,-,-,58.400
'218:29:23.400',-0.056,-0.076,-,-,-,58.400
'218:29:23.408',-0.056,-0.043,-,-,-,57.600
'218:29:23.416',-0.032,-0.043,-,-,-,56.800
'218:29:23.424',-0.032,-0.022,-,-,-,56.800
'218:29:23.432',-0.032,-0.022,-,-,-,56.000
'218:29:23.440',-0.016,-0.022,-,-,-,56.000
'218:29:23.448',-0.016,-0.022,-,-,-,55.200
'218:29:23.456',0.000,0.000,-,-,-,56.000
'218:29:23.464',0.000,0.000,-,-,-,56.000
'218:29:23.472',0.016,0.022,-,-,-,58.400
'218:29:23.480',0.016,0.022,-,-,-,61.600
'218:29:23.488',0.056,0.076,-,-,-,67.200
'218:29:23.496',0.072,0.076,-,-,-,74.400
'218:29:23.504',0.096,0.098,-,-,-,82.400
'218:29:23.512',0.112,0.130,-,-,-,90.400
'218:29:23.520',0.128,0.130,-,-,-,98.400
'218:29:23.528',0.128,0.152,-,-,-,104.800
'218:29:23.536',0.128,0.152,-,-,-,108.800
'218:29:23.544',0.112,0.152,-,-,-,112.000
'218:29:23.552',0.112,0.130,-,-,-,113.600
'218:29:23.560',0.096,0.098,-,-,-,113.600
'218:29:23.568',0.056,0.076,-,-,-,112.800
'218:29:23.576',0.032,0.043,-,-,-,111.200
'218:29:23.584',0.016,0.022,-,-,-,109.600
'218:29:23.592',0.000,0.000,-,-,-,108.000
'218:29:23.600',-0.016,-0.022,-,-,-,105.600
'218:29:23.608',-0.016,-0.043,-,-,-,104.000
'218:29:23.616',-0.032,-0.076,-,-,-,101.600
'218:29:23.624',-0.032,-0.098,-,-,-,100.000
'218:29:23.632',-0.032,-0.098,-,-,-,98.400
'218:29:23.640',-0.056,-0.098,-,-,-,96.000
'218:29:23.648',-0.056,-0.098,-,-,-,94.400
'218:29:23.656',-0.056,-0.076,-,-,-,92.000
'218:29:23.664',-0.056,-0.076,-,-,-,89.600
'218:29:23.672',-0.056,-0.076,-,-,-,87.200
'218:29:23.680',-0.056,-0.076,-,-,-,84.800
'218:29:23.688',-0.056,-0.076,-,-,-,82.400
'218:29:23.696',-0.032,-0.043,-,-,-,80.000
'218:29:23.704',-0.032,-0.043,-,-,-,77.600
'218:29:23.712',-0.032,-0.022,-,-,-,76.000
'218:29:23.720',-0.032,-0.022,-,-,-,75.200
'218:29:23.728',-0.032,-0.043,-,-,-,74.400
'218:29:23.736',-0.032,-0.043,-,-,-,74.400
'218:29:23.744',-0.032,-0.043,-,-,-,74.400
'218:29:23.752',-0.032,-0.043,-,-,-,74.400
'218:29:23.760',-0.016,-0.043,-,-,-,74.400
'218:29:23.768',-0.032,-0.076,-,-,-,75.200
'218:29:23.776',-0.032,-0.076,-,-,-,75.200
'218:29:23.784',-0.032,-0.076,-,-,-,76.000
'218:29:23.792',-0.032,-0.043,-,-,-,76.000
'218:29:23.800',-0.016,-0.043,-,-,-,76.000
'218:29:23.808',-0.016,-0.022,-,-,-,76.000
'218:29:23.816',-0.016,-0.043,-,-,-,76.000
'218:29:23.824',-0.056,-0.098,-,-,-,76.000
'218:29:23.832',-0.016,-0.130,-,-,-,75.200
'218:29:23.840',0.128,0.174,-,-,-,74.400
'218:29:23.848',0.384,0.652,-,-,-,74.400
'218:29:23.856',0.440,0.913,-,-,-,73.600
'218:29:23.864',0.224,0.630,-,-,-,72.800
'218:29:23.872',-0.016,0.098,-,-,-,72.000
'218:29:23.880',-0.152,-0.207,-,-,-,71.200
'218:29:23.888',-0.208,-0.315,-,-,-,71.200
'218:29:23.896',-0.224,-0.283,-,-,-,70.400
'218:29:23.904',-0.152,-0.207,-,-,-,69.600
'218:29:23.912',-0.112,-0.152,-,-,-,68.800
'218:29:23.920',-0.096,-0.130,-,-,-,68.000
'218:29:23.928',-0.072,-0.130,-,-,-,68.000
'218:29:23.936',-0.072,-0.098,-,-,-,67.200
'218:29:23.944',-0.056,-0.043,-,-,-,66.400
'218:29:23.952',-0.032,-0.043,-,-,-,66.400
'218:29:23.960',-0.032,-0.022,-,-,-,65.600
'218:29:23.968',-0.016,-0.022,-,-,-,64.800
'218:29:23.976',-0.016,0.000,-,-,-,64.800
'218:29:23.984',0.000,0.000,-,-,-,64.000
'218:29:23.992',0.000,0.022,-,-,-,64.800
'218:29:24.000',0.000,0.022,-,-,-,65.600
'218:29:24.008',0.016,0.022,-,-,-,67.200
'218:29:24.016',0.032,0.076,-,-,-,70.400
'218:29:24.024',0.056,0.098,-,-,-,74.400
'218:29:24.032',0.072,0.130,-,-,-,80.800
'218:29:24.040',0.096,0.130,-,-,-,87.200
'218:29:24.048',0.096,0.130,-,-,-,93.600
'218:29:24.056',0.096,0.130,-,-,-,100.000
'218:29:24.064',0.096,0.098,-,-,-,105.600
'218:29:24.072',0.072,0.098,-,-,-,109.600
'218:29:24.080',0.056,0.076,-,-,-,112.800
'218:29:24.088',0.032,0.076,-,-,-,113.600
'218:29:24.096',0.032,0.043,-,-,-,114.400
'218:29:24.104',0.016,0.022,-,-,-,113.600
'218:29:24.112',0.000,0.000,-,-,-,112.000
'218:29:24.120',-0.016,-0.022,-,-,-,110.400
'218:29:24.128',-0.032,-0.043,-,-,-,108.800
'218:29:24.136',-0.032,-0.043,-,-,-,107.200
'218:29:24.144',-0.032,-0.043,-,-,-,104.800
'218:29:24.152',-0.032,-0.076,-,-,-,103.200
'218:29:24.160',-0.032,-0.076,-,-,-,100.800
'218:29:24.168',-0.032,-0.076,-,-,-,99.200
'218:29:24.176',-0.032,-0.098,-,-,-,96.800
'218:29:24.184',-0.032,-0.098,-,-,-,95.200
'218:29:24.192',-0.032,-0.098,-,-,-,92.800
'218:29:24.200',-0.032,-0.076,-,-,-,89.600
'218:29:24.208',-0.056,-0.076,-,-,-,87.200
'218:29:24.216',-0.032,-0.076,-,-,-,84.000
'218:29:24.224',-0.032,-0.043,-,-,-,81.600
'218:29:24.232',-0.016,-0.043,-,-,-,79.200
'218:29:24.240',-0.032,-0.043,-,-,-,76.800
'218:29:24.248',-0.032,-0.043,-,-,-,75.200
'218:29:24.256',-0.016,-0.043,-,-,-,74.400
'218:29:24.264',-0.016,-0.043,-,-,-,73.600
'218:29:24.272',-0.016,-0.043,-,-,-,72.800
'218:29:24.280',-0.016,-0.043,-,-,-,72.800
'218:29:24.288',-0.016,-0.043,-,-,-,72.800
'218:29:24.296',-0.016,-0.043,-,-,-,73.600
'218:29:24.304',-0.016,-0.043,-,-,-,73.600
'218:29:24.312',0.000,-0.043,-,-,-,74.400
'218:29:24.320',0.000,-0.043,-,-,-,74.400
'218:29:24.328',-0.016,-0.043,-,-,-,75.200
'218:29:24.336',0.000,-0.043,-,-,-,75.200
'218:29:24.344',-0.016,-0.043,-,-,-,75.200
'218:29:24.352',-0.016,-0.022,-,-,-,75.200
'218:29:24.360',0.000,0.000,-,-,-,74.400
'218:29:24.368',0.000,0.000,-,-,-,74.400
'218:29:24.376',0.000,-0.022,-,-,-,73.600
'218:29:24.384',0.000,-0.022,-,-,-,72.800
'218:29:24.392',-0.016,-0.022,-,-,-,72.000
'218:29:24.400',0.000,-0.043,-,-,-,71.200
'218:29:24.408',-0.016,-0.043,-,-,-,70.400
'218:29:24.416',-0.016,-0.043,-,-,-,69.600
'218:29:24.424',-0.032,-0.076,-,-,-,68.800
'218:29:24.432',-0.032,-0.098,-,-,-,68.800
'218:29:24.440',0.096,0.043,-,-,-,68.000
'218:29:24.448',0.360,0.489,-,-,-,67.200
'218:29:24.456',0.552,0.913,-,-,-,66.400
'218:29:24.464',0.440,0.967,-,-,-,65.600
'218:29:24.472',0.112,0.413,-,-,-,65.600
'218:29:24.480',-0.112,-0.022,-,-,-,64.800
'218:29:24.488',-0.192,-0.228,-,-,-,64.800
'218:29:24.496',-0.208,-0.261,-,-,-,64.000
'218:29:24.504',-0.152,-0.152,-,-,-,63.200
'218:29:24.512',-0.096,-0.098,-,-,-,63.200
'218:29:24.520',-0.072,-0.076,-,-,-,62.400
'218:29:24.528',-0.032,-0.076,-,-,-,62.400
'218:29:24.536',-0.032,-0.043,-,-,-,62.400
'218:29:24.544',-0.016,-0.043,-,-,-,61.600
'218:29:24.552',-0.016,-0.043,-,-,-,61.600
'218:29:24.560',-0.016,-0.022,-,-,-,60.800
'218:29:24.568',-0.016,-0.022,-,-,-,60.800
'218:29:24.576',0.000,0.000,-,-,-,60.800
'218:29:24.584',0.016,0.000,-,-,-,60.800
'218:29:24.592',0.016,0.022,-,-,-,61.600
'218:29:24.600',0.032,0.043,-,-,-,63.200
'218:29:24.608',0.056,0.076,-,-,-,66.400
'218:29:24.616',0.072,0.098,-,-,-,72.000
'218:29:24.624',0.096,0.098,-,-,-,78.400
'218:29:24.632',0.096,0.130,-,-,-,86.400
'218:29:24.640',0.112,0.152,-,-,-,95.200
'218:29:24.648',0.152,0.174,-,-,-,102.400
'218:29:24.656',0.152,0.207,-,-,-,109.600
'218:29:24.664',0.168,0.207,-,-,-,114.400
'218:29:24.672',0.168,0.207,-,-,-,117.600
'218:29:24.680',0.152,0.174,-,-,-,119.200
'218:29:24.688',0.152,0.174,-,-,-,120.000
'218:29:24.696',0.112,0.152,-,-,-,119.200
'218:29:24.704',0.072,0.098,-,-,-,117.600
'218:29:24.712',0.056,0.043,-,-,-,116.000
'218:29:24.720',0.016,0.022,-,-,-,113.600
'218:29:24.728',0.016,0.000,-,-,-,112.000
'218:29:24.736',0.000,-0.022,-,-,-,109.600
'218:29:24.744',-0.016,-0.043,-,-,-,108.000
'218:29:24.752',-0.032,-0.043,-,-,-,105.600
'218:29:24.760',-0.032,-0.076,-,-,-,104.000
'218:29:24.768',-0.032,-0.076,-,-,-,101.600
'218:29:24.776',-0.056,-0.076,-,-,-,99.200
'218:29:24.784',-0.056,-0.076,-,-,-,96.800
'218:29:24.792',-0.056,-0.076,-,-,-,94.400
'218:29:24.800',-0.032,-0.076,-,-,-,92.000
'218:29:24.808',-0.016,-0.043,-,-,-,89.600
'218:29:24.816',-0.016,-0.043,-,-,-,86.400
'218:29:24.824',-0.016,-0.043,-,-,-,84.000
'218:29:24.832',-0.016,-0.043,-,-,-,81.600
'218:29:24.840',-0.016,-0.043,-,-,-,79.200
'218:29:24.848',-0.016,-0.043,-,-,-,77.600
'218:29:24.856',-0.016,-0.043,-,-,-,76.800
'218:29:24.864',-0.016,-0.043,-,-,-,76.000
'218:29:24.872',0.072,0.043,-,-,-,75.200
'218:29:24.880',0.320,0.413,-,-,-,76.000
'218:29:24.888',0.632,0.891,-,-,-,76.000
'218:29:24.896',0.672,0.989,-,-,-,76.000
'218:29:24.904',0.248,0.522,-,-,-,76.800
'218:29:24.912',-0.096,-0.022,-,-,-,76.800
'218:29:24.920',-0.224,-0.283,-,-,-,77.600
