'Elapsed time','II','III','AVR','V','MCL1','ABP','PAP'
'96:22:55.312',0.024,-,-,-,-,83.200,37.200
'96:22:55.320',0.008,-,-,-,-,80.800,37.200
'96:22:55.328',0.000,-,-,-,-,78.400,37.200
'96:22:55.336',0.000,-,-,-,-,75.200,36.400
'96:22:55.344',0.000,-,-,-,-,72.800,36.000
'96:22:55.352',0.000,-,-,-,-,70.400,35.600
'96:22:55.360',0.000,-,-,-,-,67.200,35.200
'96:22:55.368',-0.008,-,-,-,-,64.000,35.200
'96:22:55.376',0.000,-,-,-,-,61.600,35.600
'96:22:55.384',-0.008,-,-,-,-,59.200,36.000
'96:22:55.392',0.000,-,-,-,-,56.800,36.000
'96:22:55.400',-0.008,-,-,-,-,55.200,36.000
'96:22:55.408',0.000,-,-,-,-,53.600,35.600
'96:22:55.416',-0.024,-,-,-,-,52.800,35.200
'96:22:55.424',-0.008,-,-,-,-,52.000,34.400
'96:22:55.432',-0.032,-,-,-,-,52.000,33.600
'96:22:55.440',-0.024,-,-,-,-,52.800,32.400
'96:22:55.448',-0.032,-,-,-,-,52.800,31.600
'96:22:55.456',-0.024,-,-,-,-,53.600,30.800
'96:22:55.464',-0.032,-,-,-,-,53.600,30.000
'96:22:55.472',-0.024,-,-,-,-,54.400,29.200
'96:22:55.480',-0.056,-,-,-,-,54.400,28.800
'96:22:55.488',-0.048,-,-,-,-,55.200,28.800
'96:22:55.496',-0.032,-,-,-,-,55.200,29.200
'96:22:55.504',-0.024,-,-,-,-,56.000,29.600
'96:22:55.512',-0.008,-,-,-,-,56.000,29.600
'96:22:55.520',-0.024,-,-,-,-,56.000,29.600
'96:22:55.528',-0.032,-,-,-,-,56.000,29.200
'96:22:55.536',-0.048,-,-,-,-,56.000,28.800
'96:22:55.544',-0.024,-,-,-,-,56.000,28.400
'96:22:55.552',-0.032,-,-,-,-,56.000,27.200
'96:22:55.560',-0.024,-,-,-,-,56.000,26.400
'96:22:55.568',-0.024,-,-,-,-,56.000,25.200
'96:22:55.576',-0.024,-,-,-,-,55.200,24.400
'96:22:55.584',-0.024,-,-,-,-,55.200,23.600
'96:22:55.592',-0.024,-,-,-,-,55.200,22.800
'96:22:55.600',-0.024,-,-,-,-,54.400,22.400
'96:22:55.608',-0.008,-,-,-,-,54.400,22.000
'96:22:55.616',-0.024,-,-,-,-,53.600,22.000
'96:22:55.624',-0.008,-,-,-,-,53.600,22.000
'96:22:55.632',0.000,-,-,-,-,53.600,22.400
'96:22:55.640',-0.024,-,-,-,-,53.600,22.800
'96:22:55.648',0.000,-,-,-,-,53.600,22.800
'96:22:55.656',-0.400,-,-,-,-,52.800,23.200
'96:22:55.664',0.048,-,-,-,-,52.000,23.600
'96:22:55.672',0.000,-,-,-,-,52.000,23.600
'96:22:55.680',0.000,-,-,-,-,51.200,23.600
'96:22:55.688',-0.024,-,-,-,-,50.400,23.200
'96:22:55.696',-0.056,-,-,-,-,50.400,23.200
'96:22:55.704',-0.120,-,-,-,-,49.600,23.200
'96:22:55.712',-0.144,-,-,-,-,48.800,22.800
'96:22:55.720',-0.152,-,-,-,-,48.800,22.400
'96:22:55.728',-0.216,-,-,-,-,48.000,22.000
'96:22:55.736',-0.240,-,-,-,-,48.000,22.000
'96:22:55.744',-0.256,-,-,-,-,48.000,21.600
'96:22:55.752',-0.224,-,-,-,-,47.200,21.600
'96:22:55.760',-0.264,-,-,-,-,47.200,21.600
'96:22:55.768',-0.280,-,-,-,-,47.200,21.200
'96:22:55.776',-0.352,-,-,-,-,46.400,21.200
'96:22:55.784',-0.480,-,-,-,-,46.400,20.800
'96:22:55.792',-0.512,-,-,-,-,46.400,20.800
'96:22:55.800',-0.480,-,-,-,-,47.200,21.600
'96:22:55.808',-0.360,-,-,-,-,47.200,22.400
'96:22:55.816',-0.312,-,-,-,-,47.200,24.400
'96:22:55.824',-0.216,-,-,-,-,46.400,26.800
'96:22:55.832',-0.192,-,-,-,-,46.400,30.400
'96:22:55.840',-0.128,-,-,-,-,46.400,34.400
'96:22:55.848',-0.072,-,-,-,-,47.200,38.000
'96:22:55.856',0.000,-,-,-,-,47.200,40.800
'96:22:55.864',0.032,-,-,-,-,47.200,42.400
'96:22:55.872',0.104,-,-,-,-,48.000,42.800
'96:22:55.880',0.152,-,-,-,-,48.000,41.600
'96:22:55.888',0.216,-,-,-,-,47.200,39.600
'96:22:55.896',0.224,-,-,-,-,47.200,38.000
'96:22:55.904',0.256,-,-,-,-,46.400,36.400
'96:22:55.912',0.264,-,-,-,-,46.400,36.000
'96:22:55.920',0.256,-,-,-,-,46.400,36.400
'96:22:55.928',0.288,-,-,-,-,45.600,37.600
'96:22:55.936',0.304,-,-,-,-,46.400,40.000
'96:22:55.944',0.312,-,-,-,-,47.200,42.400
'96:22:55.952',0.288,-,-,-,-,48.800,45.200
'96:22:55.960',0.312,-,-,-,-,51.200,48.000
'96:22:55.968',0.288,-,-,-,-,54.400,49.600
'96:22:55.976',0.312,-,-,-,-,58.400,51.200
'96:22:55.984',0.288,-,-,-,-,62.400,51.600
'96:22:55.992',0.312,-,-,-,-,67.200,51.200
'96:22:56.000',0.288,-,-,-,-,72.000,50.400
'96:22:56.008',0.288,-,-,-,-,76.000,49.200
'96:22:56.016',0.256,-,-,-,-,80.000,47.600
'96:22:56.024',0.256,-,-,-,-,83.200,45.600
'96:22:56.032',0.224,-,-,-,-,86.400,43.200
'96:22:56.040',0.216,-,-,-,-,88.000,41.200
'96:22:56.048',0.176,-,-,-,-,89.600,39.200
'96:22:56.056',0.168,-,-,-,-,90.400,37.600
'96:22:56.064',0.120,-,-,-,-,90.400,36.400
'96:22:56.072',0.128,-,-,-,-,90.400,36.000
'96:22:56.080',0.096,-,-,-,-,88.800,36.000
'96:22:56.088',0.080,-,-,-,-,88.000,36.400
'96:22:56.096',0.056,-,-,-,-,86.400,36.800
'96:22:56.104',0.048,-,-,-,-,84.800,37.200
'96:22:56.112',0.024,-,-,-,-,83.200,38.000
'96:22:56.120',0.024,-,-,-,-,81.600,38.800
'96:22:56.128',0.000,-,-,-,-,79.200,39.600
'96:22:56.136',0.000,-,-,-,-,76.800,40.400
'96:22:56.144',0.000,-,-,-,-,73.600,40.800
'96:22:56.152',0.000,-,-,-,-,71.200,40.800
'96:22:56.160',0.000,-,-,-,-,68.000,41.200
'96:22:56.168',0.000,-,-,-,-,65.600,40.800
'96:22:56.176',0.000,-,-,-,-,63.200,40.800
'96:22:56.184',0.000,-,-,-,-,60.800,40.400
'96:22:56.192',0.000,-,-,-,-,58.400,40.000
'96:22:56.200',-0.024,-,-,-,-,56.800,39.600
'96:22:56.208',0.000,-,-,-,-,55.200,39.200
'96:22:56.216',-0.024,-,-,-,-,54.400,38.400
'96:22:56.224',-0.008,-,-,-,-,53.600,37.600
'96:22:56.232',-0.024,-,-,-,-,53.600,36.400
'96:22:56.240',-0.024,-,-,-,-,53.600,35.600
'96:22:56.248',-0.032,-,-,-,-,53.600,34.800
'96:22:56.256',-0.024,-,-,-,-,53.600,33.600
'96:22:56.264',-0.032,-,-,-,-,54.400,32.800
'96:22:56.272',-0.024,-,-,-,-,55.200,32.400
'96:22:56.280',-0.032,-,-,-,-,56.000,32.000
'96:22:56.288',-0.024,-,-,-,-,56.000,31.600
'96:22:56.296',-0.032,-,-,-,-,56.800,31.200
'96:22:56.304',-0.024,-,-,-,-,56.800,31.200
'96:22:56.312',-0.024,-,-,-,-,56.800,31.600
'96:22:56.320',-0.032,-,-,-,-,56.800,32.000
'96:22:56.328',-0.024,-,-,-,-,56.800,32.000
'96:22:56.336',-0.032,-,-,-,-,56.800,31.600
'96:22:56.344',-0.024,-,-,-,-,56.800,31.200
'96:22:56.352',-0.032,-,-,-,-,56.800,30.400
'96:22:56.360',-0.008,-,-,-,-,56.800,29.200
'96:22:56.368',-0.048,-,-,-,-,56.800,28.000
'96:22:56.376',-0.024,-,-,-,-,56.800,26.800
'96:22:56.384',-0.032,-,-,-,-,56.000,25.600
'96:22:56.392',-0.024,-,-,-,-,56.000,24.800
'96:22:56.400',-0.048,-,-,-,-,55.200,24.400
'96:22:56.408',-0.024,-,-,-,-,55.200,24.000
'96:22:56.416',-0.048,-,-,-,-,54.400,24.400
'96:22:56.424',-0.024,-,-,-,-,54.400,24.400
'96:22:56.432',-0.032,-,-,-,-,54.400,24.800
'96:22:56.440',-0.024,-,-,-,-,53.600,25.200
'96:22:56.448',-0.048,-,-,-,-,53.600,25.200
'96:22:56.456',-0.400,-,-,-,-,53.600,25.200
'96:22:56.464',0.048,-,-,-,-,52.800,25.200
'96:22:56.472',0.008,-,-,-,-,52.800,24.800
'96:22:56.480',-0.008,-,-,-,-,52.000,24.800
'96:22:56.488',-0.048,-,-,-,-,51.200,24.400
'96:22:56.496',-0.080,-,-,-,-,51.200,24.000
'96:22:56.504',-0.120,-,-,-,-,50.400,24.000
'96:22:56.512',-0.144,-,-,-,-,50.400,23.600
'96:22:56.520',-0.152,-,-,-,-,50.400,23.200
'96:22:56.528',-0.192,-,-,-,-,49.600,22.800
'96:22:56.536',-0.240,-,-,-,-,49.600,22.800
'96:22:56.544',-0.264,-,-,-,-,49.600,22.400
'96:22:56.552',-0.216,-,-,-,-,48.800,22.400
'96:22:56.560',-0.216,-,-,-,-,48.800,22.400
'96:22:56.568',-0.152,-,-,-,-,48.800,22.400
'96:22:56.576',-0.144,-,-,-,-,48.800,22.400
'96:22:56.584',-0.216,-,-,-,-,48.800,22.400
'96:22:56.592',-0.264,-,-,-,-,48.000,22.800
'96:22:56.600',-0.352,-,-,-,-,48.000,23.600
'96:22:56.608',-0.352,-,-,-,-,48.000,25.200
'96:22:56.616',-0.264,-,-,-,-,48.000,27.200
'96:22:56.624',-0.192,-,-,-,-,48.000,30.400
'96:22:56.632',-0.152,-,-,-,-,47.200,33.200
'96:22:56.640',-0.120,-,-,-,-,47.200,36.400
'96:22:56.648',-0.080,-,-,-,-,47.200,38.800
'96:22:56.656',-0.024,-,-,-,-,47.200,40.000
'96:22:56.664',0.024,-,-,-,-,47.200,40.400
'96:22:56.672',0.096,-,-,-,-,47.200,40.000
'96:22:56.680',0.128,-,-,-,-,48.000,39.200
'96:22:56.688',0.168,-,-,-,-,48.000,38.000
'96:22:56.696',0.168,-,-,-,-,48.000,37.200
'96:22:56.704',0.192,-,-,-,-,47.200,37.200
'96:22:56.712',0.200,-,-,-,-,48.000,37.600
'96:22:56.720',0.192,-,-,-,-,48.000,38.800
'96:22:56.728',0.216,-,-,-,-,48.800,40.800
'96:22:56.736',0.224,-,-,-,-,50.400,43.200
'96:22:56.744',0.224,-,-,-,-,52.000,45.600
'96:22:56.752',0.224,-,-,-,-,56.000,48.000
'96:22:56.760',0.240,-,-,-,-,60.000,49.600
'96:22:56.768',0.224,-,-,-,-,64.000,50.800
'96:22:56.776',0.240,-,-,-,-,69.600,51.200
'96:22:56.784',0.216,-,-,-,-,74.400,50.800
'96:22:56.792',0.216,-,-,-,-,79.200,49.600
'96:22:56.800',0.200,-,-,-,-,84.000,48.000
'96:22:56.808',0.200,-,-,-,-,88.000,46.400
'96:22:56.816',0.168,-,-,-,-,91.200,44.400
'96:22:56.824',0.176,-,-,-,-,92.800,42.800
'96:22:56.832',0.144,-,-,-,-,94.400,41.600
'96:22:56.840',0.128,-,-,-,-,95.200,40.400
'96:22:56.848',0.104,-,-,-,-,95.200,39.200
'96:22:56.856',0.096,-,-,-,-,95.200,37.600
'96:22:56.864',0.056,-,-,-,-,94.400,36.400
'96:22:56.872',0.048,-,-,-,-,94.400,35.200
'96:22:56.880',0.048,-,-,-,-,93.600,34.800
'96:22:56.888',0.032,-,-,-,-,92.000,34.800
'96:22:56.896',0.000,-,-,-,-,90.400,35.200
'96:22:56.904',0.000,-,-,-,-,88.800,35.600
'96:22:56.912',0.000,-,-,-,-,86.400,36.000
'96:22:56.920',-0.008,-,-,-,-,83.200,35.600
'96:22:56.928',0.000,-,-,-,-,80.800,34.800
'96:22:56.936',-0.024,-,-,-,-,78.400,33.600
'96:22:56.944',-0.008,-,-,-,-,75.200,32.400
'96:22:56.952',-0.048,-,-,-,-,72.000,31.600
'96:22:56.960',-0.024,-,-,-,-,68.800,30.800
'96:22:56.968',-0.056,-,-,-,-,65.600,30.400
'96:22:56.976',-0.024,-,-,-,-,62.400,30.000
'96:22:56.984',-0.032,-,-,-,-,60.000,29.600
'96:22:56.992',-0.032,-,-,-,-,57.600,29.600
'96:22:57.000',-0.048,-,-,-,-,56.000,29.200
'96:22:57.008',-0.024,-,-,-,-,54.400,28.800
'96:22:57.016',-0.048,-,-,-,-,53.600,28.400
'96:22:57.024',-0.032,-,-,-,-,52.800,27.600
'96:22:57.032',-0.056,-,-,-,-,52.800,26.800
'96:22:57.040',-0.048,-,-,-,-,52.800,25.600
'96:22:57.048',-0.056,-,-,-,-,53.600,24.000
'96:22:57.056',-0.048,-,-,-,-,53.600,22.800
'96:22:57.064',-0.056,-,-,-,-,54.400,21.600
'96:22:57.072',-0.056,-,-,-,-,55.200,20.800
'96:22:57.080',-0.056,-,-,-,-,56.000,20.000
'96:22:57.088',-0.056,-,-,-,-,56.000,20.000
'96:22:57.096',-0.056,-,-,-,-,56.000,20.000
'96:22:57.104',-0.032,-,-,-,-,55.200,19.600
'96:22:57.112',-0.056,-,-,-,-,55.200,19.600
'96:22:57.120',-0.048,-,-,-,-,55.200,19.200
'96:22:57.128',-0.032,-,-,-,-,56.000,18.400
'96:22:57.136',-0.056,-,-,-,-,56.000,17.600
'96:22:57.144',-0.048,-,-,-,-,56.000,16.800
'96:22:57.152',-0.056,-,-,-,-,55.200,16.400
'96:22:57.160',-0.024,-,-,-,-,55.200,15.600
'96:22:57.168',-0.048,-,-,-,-,54.400,14.800
'96:22:57.176',-0.024,-,-,-,-,54.400,14.400
'96:22:57.184',-0.032,-,-,-,-,53.600,14.400
'96:22:57.192',-0.024,-,-,-,-,52.800,14.000
'96:22:57.200',-0.032,-,-,-,-,52.800,13.600
'96:22:57.208',-0.024,-,-,-,-,52.000,13.200
'96:22:57.216',-0.056,-,-,-,-,51.200,12.800
'96:22:57.224',-0.024,-,-,-,-,51.200,12.400
'96:22:57.232',-0.024,-,-,-,-,51.200,12.400
'96:22:57.240',-0.008,-,-,-,-,50.400,12.400
'96:22:57.248',-0.024,-,-,-,-,50.400,12.800
'96:22:57.256',-0.032,-,-,-,-,49.600,13.200
'96:22:57.264',-0.336,-,-,-,-,48.800,13.600
'96:22:57.272',0.048,-,-,-,-,48.000,14.000
'96:22:57.280',0.000,-,-,-,-,48.000,14.000
'96:22:57.288',-0.008,-,-,-,-,48.000,14.000
'96:22:57.296',-0.048,-,-,-,-,48.000,14.000
'96:22:57.304',-0.072,-,-,-,-,48.000,13.600
'96:22:57.312',-0.120,-,-,-,-,47.200,13.600
'96:22:57.320',-0.128,-,-,-,-,47.200,13.600
'96:22:57.328',-0.128,-,-,-,-,47.200,14.000
'96:22:57.336',-0.216,-,-,-,-,47.200,14.400
'96:22:57.344',-0.240,-,-,-,-,47.200,14.800
'96:22:57.352',-0.192,-,-,-,-,46.400,15.600
'96:22:57.360',-0.176,-,-,-,-,46.400,16.400
'96:22:57.368',-0.240,-,-,-,-,46.400,17.600
'96:22:57.376',-0.216,-,-,-,-,46.400,18.400
'96:22:57.384',-0.408,-,-,-,-,46.400,19.200
'96:22:57.392',-0.512,-,-,-,-,46.400,20.000
'96:22:57.400',-0.544,-,-,-,-,46.400,20.800
'96:22:57.408',-0.512,-,-,-,-,45.600,21.600
'96:22:57.416',-0.400,-,-,-,-,45.600,22.000
'96:22:57.424',-0.336,-,-,-,-,44.800,22.400
'96:22:57.432',-0.312,-,-,-,-,44.800,23.600
'96:22:57.440',-0.264,-,-,-,-,44.800,24.400
'96:22:57.448',-0.200,-,-,-,-,44.000,26.000
'96:22:57.456',-0.120,-,-,-,-,44.000,28.000
'96:22:57.464',-0.048,-,-,-,-,44.000,30.000
'96:22:57.472',0.008,-,-,-,-,44.000,32.400
'96:22:57.480',0.072,-,-,-,-,44.000,34.800
'96:22:57.488',0.152,-,-,-,-,43.200,36.800
'96:22:57.496',0.168,-,-,-,-,43.200,38.800
'96:22:57.504',0.216,-,-,-,-,43.200,40.000
'96:22:57.512',0.224,-,-,-,-,43.200,40.400
'96:22:57.520',0.224,-,-,-,-,42.400,40.000
'96:22:57.528',0.264,-,-,-,-,42.400,39.200
'96:22:57.536',0.280,-,-,-,-,42.400,38.400
'96:22:57.544',0.288,-,-,-,-,42.400,37.200
'96:22:57.552',0.264,-,-,-,-,43.200,36.000
'96:22:57.560',0.288,-,-,-,-,43.200,35.200
'96:22:57.568',0.288,-,-,-,-,44.000,34.800
'96:22:57.576',0.304,-,-,-,-,46.400,34.800
'96:22:57.584',0.288,-,-,-,-,48.800,35.200
'96:22:57.592',0.304,-,-,-,-,52.000,36.000
'96:22:57.600',0.288,-,-,-,-,55.200,36.800
'96:22:57.608',0.288,-,-,-,-,60.000,37.200
'96:22:57.616',0.280,-,-,-,-,64.000,36.800
'96:22:57.624',0.288,-,-,-,-,68.000,36.000
'96:22:57.632',0.240,-,-,-,-,71.200,34.400
'96:22:57.640',0.224,-,-,-,-,74.400,32.800
'96:22:57.648',0.200,-,-,-,-,76.800,30.800
'96:22:57.656',0.192,-,-,-,-,78.400,28.400
'96:22:57.664',0.152,-,-,-,-,79.200,26.800
'96:22:57.672',0.128,-,-,-,-,79.200,24.800
'96:22:57.680',0.096,-,-,-,-,79.200,23.600
'96:22:57.688',0.072,-,-,-,-,78.400,23.200
'96:22:57.696',0.080,-,-,-,-,77.600,22.800
'96:22:57.704',0.048,-,-,-,-,76.800,23.600
'96:22:57.712',0.024,-,-,-,-,76.000,24.400
'96:22:57.720',0.008,-,-,-,-,75.200,25.600
'96:22:57.728',0.000,-,-,-,-,72.800,26.800
'96:22:57.736',0.000,-,-,-,-,71.200,27.600
'96:22:57.744',-0.008,-,-,-,-,69.600,28.400
'96:22:57.752',-0.008,-,-,-,-,68.000,28.800
'96:22:57.760',-0.008,-,-,-,-,65.600,28.800
'96:22:57.768',-0.024,-,-,-,-,63.200,28.400
'96:22:57.776',0.000,-,-,-,-,60.000,27.600
'96:22:57.784',-0.008,-,-,-,-,56.800,26.800
'96:22:57.792',-0.024,-,-,-,-,54.400,26.400
'96:22:57.800',-0.032,-,-,-,-,52.000,25.600
'96:22:57.808',-0.024,-,-,-,-,50.400,25.600
'96:22:57.816',-0.048,-,-,-,-,49.600,26.000
'96:22:57.824',-0.056,-,-,-,-,48.000,26.400
'96:22:57.832',-0.056,-,-,-,-,47.200,27.200
'96:22:57.840',-0.056,-,-,-,-,47.200,28.000
'96:22:57.848',-0.056,-,-,-,-,47.200,28.800
'96:22:57.856',-0.056,-,-,-,-,47.200,30.000
'96:22:57.864',-0.072,-,-,-,-,47.200,30.400
'96:22:57.872',-0.056,-,-,-,-,48.000,31.200
'96:22:57.880',-0.072,-,-,-,-,48.800,31.200
'96:22:57.888',-0.080,-,-,-,-,49.600,31.200
'96:22:57.896',-0.056,-,-,-,-,50.400,30.800
'96:22:57.904',-0.056,-,-,-,-,51.200,30.400
'96:22:57.912',-0.048,-,-,-,-,52.800,30.400
'96:22:57.920',-0.056,-,-,-,-,53.600,30.000
'96:22:57.928',-0.072,-,-,-,-,53.600,29.600
'96:22:57.936',-0.056,-,-,-,-,54.400,28.800
'96:22:57.944',-0.056,-,-,-,-,55.200,28.400
'96:22:57.952',-0.056,-,-,-,-,56.000,28.400
'96:22:57.960',-0.048,-,-,-,-,56.800,28.000
'96:22:57.968',-0.056,-,-,-,-,56.800,28.400
'96:22:57.976',-0.056,-,-,-,-,56.000,28.400
'96:22:57.984',-0.048,-,-,-,-,56.000,28.400
'96:22:57.992',-0.048,-,-,-,-,55.200,28.400
'96:22:58.000',-0.056,-,-,-,-,55.200,28.400
'96:22:58.008',-0.032,-,-,-,-,54.400,28.800
'96:22:58.016',-0.056,-,-,-,-,53.600,28.800
'96:22:58.024',-0.032,-,-,-,-,53.600,28.400
'96:22:58.032',-0.048,-,-,-,-,52.800,28.400
'96:22:58.040',-0.024,-,-,-,-,52.000,28.000
'96:22:58.048',-0.032,-,-,-,-,50.400,27.600
'96:22:58.056',-0.024,-,-,-,-,49.600,27.200
'96:22:58.064',-0.264,-,-,-,-,49.600,26.800
'96:22:58.072',0.032,-,-,-,-,48.800,26.400
'96:22:58.080',-0.024,-,-,-,-,48.000,26.400
'96:22:58.088',-0.024,-,-,-,-,48.000,26.000
'96:22:58.096',-0.056,-,-,-,-,48.000,26.000
'96:22:58.104',-0.080,-,-,-,-,48.000,26.000
'96:22:58.112',-0.128,-,-,-,-,48.800,26.000
'96:22:58.120',-0.128,-,-,-,-,48.800,26.000
'96:22:58.128',-0.152,-,-,-,-,48.800,26.000
'96:22:58.136',-0.200,-,-,-,-,48.800,26.000
'96:22:58.144',-0.240,-,-,-,-,48.800,26.000
'96:22:58.152',-0.256,-,-,-,-,48.800,26.000
'96:22:58.160',-0.216,-,-,-,-,48.000,25.600
'96:22:58.168',-0.256,-,-,-,-,47.200,25.200
'96:22:58.176',-0.240,-,-,-,-,47.200,24.800
'96:22:58.184',-0.376,-,-,-,-,46.400,24.400
'96:22:58.192',-0.472,-,-,-,-,46.400,24.000
'96:22:58.200',-0.496,-,-,-,-,46.400,24.000
'96:22:58.208',-0.448,-,-,-,-,47.200,24.400
'96:22:58.216',-0.352,-,-,-,-,46.400,25.200
'96:22:58.224',-0.280,-,-,-,-,46.400,26.800
'96:22:58.232',-0.216,-,-,-,-,46.400,29.600
'96:22:58.240',-0.192,-,-,-,-,46.400,32.800
'96:22:58.248',-0.152,-,-,-,-,46.400,36.400
'96:22:58.256',-0.080,-,-,-,-,46.400,39.600
'96:22:58.264',-0.024,-,-,-,-,46.400,41.600
'96:22:58.272',0.024,-,-,-,-,45.600,42.400
'96:22:58.280',0.056,-,-,-,-,45.600,42.400
'96:22:58.288',0.120,-,-,-,-,45.600,41.600
'96:22:58.296',0.152,-,-,-,-,45.600,41.200
'96:22:58.304',0.192,-,-,-,-,45.600,40.800
'96:22:58.312',0.200,-,-,-,-,45.600,40.800
'96:22:58.320',0.224,-,-,-,-,45.600,40.800
'96:22:58.328',0.224,-,-,-,-,46.400,41.600
'96:22:58.336',0.224,-,-,-,-,48.000,43.200
'96:22:58.344',0.240,-,-,-,-,48.800,45.200
'96:22:58.352',0.224,-,-,-,-,49.600,47.600
'96:22:58.360',0.256,-,-,-,-,51.200,49.600
'96:22:58.368',0.240,-,-,-,-,53.600,51.600
'96:22:58.376',0.264,-,-,-,-,57.600,52.400
'96:22:58.384',0.256,-,-,-,-,60.800,52.800
'96:22:58.392',0.256,-,-,-,-,65.600,52.400
'96:22:58.400',0.224,-,-,-,-,69.600,51.600
'96:22:58.408',0.224,-,-,-,-,74.400,50.400
'96:22:58.416',0.224,-,-,-,-,79.200,48.800
'96:22:58.424',0.216,-,-,-,-,83.200,47.200
'96:22:58.432',0.200,-,-,-,-,86.400,45.200
'96:22:58.440',0.176,-,-,-,-,88.000,43.200
'96:22:58.448',0.152,-,-,-,-,89.600,41.600
'96:22:58.456',0.168,-,-,-,-,90.400,40.000
'96:22:58.464',0.104,-,-,-,-,90.400,38.400
'96:22:58.472',0.104,-,-,-,-,89.600,38.000
'96:22:58.480',0.072,-,-,-,-,88.800,37.600
'96:22:58.488',0.056,-,-,-,-,88.800,38.000
'96:22:58.496',0.032,-,-,-,-,87.200,38.400
'96:22:58.504',0.024,-,-,-,-,85.600,39.200
'96:22:58.512',0.000,-,-,-,-,84.000,40.000
'96:22:58.520',0.000,-,-,-,-,82.400,40.800
'96:22:58.528',0.000,-,-,-,-,80.800,41.200
'96:22:58.536',-0.008,-,-,-,-,78.400,41.600
'96:22:58.544',0.000,-,-,-,-,76.800,41.600
'96:22:58.552',-0.024,-,-,-,-,73.600,41.200
'96:22:58.560',-0.008,-,-,-,-,71.200,40.800
'96:22:58.568',-0.024,-,-,-,-,68.800,40.800
'96:22:58.576',-0.024,-,-,-,-,66.400,40.400
'96:22:58.584',-0.008,-,-,-,-,63.200,40.400
'96:22:58.592',-0.024,-,-,-,-,60.800,40.000
'96:22:58.600',-0.024,-,-,-,-,59.200,39.600
'96:22:58.608',-0.024,-,-,-,-,57.600,39.600
'96:22:58.616',-0.032,-,-,-,-,56.000,39.200
'96:22:58.624',-0.024,-,-,-,-,54.400,39.200
'96:22:58.632',-0.048,-,-,-,-,53.600,39.200
'96:22:58.640',-0.024,-,-,-,-,52.800,38.800
'96:22:58.648',-0.056,-,-,-,-,52.800,38.400
'96:22:58.656',-0.048,-,-,-,-,52.800,37.600
'96:22:58.664',-0.056,-,-,-,-,52.800,36.400
'96:22:58.672',-0.032,-,-,-,-,52.800,35.200
'96:22:58.680',-0.048,-,-,-,-,53.600,33.600
'96:22:58.688',-0.032,-,-,-,-,54.400,32.800
'96:22:58.696',-0.056,-,-,-,-,54.400,32.400
'96:22:58.704',-0.048,-,-,-,-,55.200,32.400
'96:22:58.712',-0.056,-,-,-,-,56.000,32.400
'96:22:58.720',-0.032,-,-,-,-,56.000,32.400
'96:22:58.728',-0.048,-,-,-,-,56.800,32.000
'96:22:58.736',-0.056,-,-,-,-,56.800,31.600
'96:22:58.744',-0.024,-,-,-,-,56.800,31.200
'96:22:58.752',-0.056,-,-,-,-,56.800,30.800
'96:22:58.760',-0.048,-,-,-,-,56.800,30.400
'96:22:58.768',-0.056,-,-,-,-,56.800,30.000
'96:22:58.776',-0.048,-,-,-,-,56.000,29.200
'96:22:58.784',-0.056,-,-,-,-,56.000,28.400
'96:22:58.792',-0.056,-,-,-,-,56.000,27.600
'96:22:58.800',-0.056,-,-,-,-,55.200,27.200
'96:22:58.808',-0.048,-,-,-,-,55.200,26.400
'96:22:58.816',-0.056,-,-,-,-,55.200,26.400
'96:22:58.824',-0.048,-,-,-,-,55.200,26.000
'96:22:58.832',-0.056,-,-,-,-,54.400,26.400
'96:22:58.840',-0.056,-,-,-,-,54.400,26.400
'96:22:58.848',-0.056,-,-,-,-,53.600,26.400
'96:22:58.856',-0.024,-,-,-,-,53.600,26.800
'96:22:58.864',-0.304,-,-,-,-,53.600,26.800
'96:22:58.872',0.024,-,-,-,-,52.800,26.800
'96:22:58.880',-0.024,-,-,-,-,52.800,26.400
'96:22:58.888',-0.032,-,-,-,-,52.000,26.400
'96:22:58.896',-0.056,-,-,-,-,52.000,26.400
'96:22:58.904',-0.056,-,-,-,-,52.000,26.000
'96:22:58.912',-0.120,-,-,-,-,51.200,26.000
'96:22:58.920',-0.128,-,-,-,-,51.200,25.600
'96:22:58.928',-0.152,-,-,-,-,51.200,25.600
'96:22:58.936',-0.192,-,-,-,-,50.400,25.200
'96:22:58.944',-0.240,-,-,-,-,50.400,24.800
'96:22:58.952',-0.200,-,-,-,-,49.600,24.800
'96:22:58.960',-0.176,-,-,-,-,48.800,24.400
'96:22:58.968',-0.120,-,-,-,-,48.000,24.400
'96:22:58.976',-0.056,-,-,-,-,47.200,24.000
'96:22:58.984',-0.056,-,-,-,-,47.200,24.000
'96:22:58.992',-0.176,-,-,-,-,47.200,24.000
'96:22:59.000',-0.352,-,-,-,-,47.200,24.400
'96:22:59.008',-0.408,-,-,-,-,47.200,25.600
'96:22:59.016',-0.352,-,-,-,-,47.200,27.600
'96:22:59.024',-0.264,-,-,-,-,47.200,30.800
'96:22:59.032',-0.224,-,-,-,-,47.200,34.000
'96:22:59.040',-0.152,-,-,-,-,47.200,37.600
'96:22:59.048',-0.120,-,-,-,-,47.200,40.000
'96:22:59.056',-0.072,-,-,-,-,48.000,41.200
'96:22:59.064',-0.008,-,-,-,-,48.000,40.400
'96:22:59.072',0.048,-,-,-,-,48.000,38.800
