'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP'
'142:08:03.880',-,-0.011,-,-,-,-,-,-,-
'142:08:03.888',-,0.000,-,-,-,-,-,-,-
'142:08:03.896',-,0.000,-,-,-,-,-,-,-
'142:08:03.904',-,-0.011,-,-,-,-,-,-,-
'142:08:03.912',-,0.000,-,-,-,-,-,-,-
'142:08:03.920',-,0.000,-,-,-,-,-,-,-
'142:08:03.928',-,0.000,-,-,-,-,-,-,-
'142:08:03.936',-,0.000,-,-,-,-,-,-,-
'142:08:03.944',-,0.000,-,-,-,-,-,-,-
'142:08:03.952',-,0.000,-,-,-,-,-,-,-
'142:08:03.960',-,0.000,-,-,-,-,-,-,-
'142:08:03.968',-,0.000,-,-,-,-,-,-,-
'142:08:03.976',-,0.000,-,-,-,-,-,-,-
'142:08:03.984',-,0.000,-,-,-,-,-,-,-
'142:08:03.992',-,0.000,-,-,-,-,-,-,-
'142:08:04.000',-,0.000,-,-,-,-,-,-,-
'142:08:04.008',-,0.000,-,-,-,-,-,-,-
'142:08:04.016',-,0.000,-,-,-,-,-,-,-
'142:08:04.024',-,0.000,-,-,-,-,-,-,-
'142:08:04.032',-,0.000,-,-,-,-,-,-,-
'142:08:04.040',-,0.000,-,-,-,-,-,-,-
'142:08:04.048',-,0.000,-,-,-,-,-,-,-
'142:08:04.056',-,0.000,-,-,-,-,-,-,-
'142:08:04.064',-,0.000,-,-,-,-,-,-,-
'142:08:04.072',-,0.000,-,-,-,-,-,-,-
'142:08:04.080',-,0.000,-,-,-,-,-,-,-
'142:08:04.088',-,0.000,-,-,-,-,-,-,-
'142:08:04.096',-,0.000,-,-,-,-,-,-,-
'142:08:04.104',-,0.000,-,-,-,-,-,-,-
'142:08:04.112',-,0.000,-,-,-,-,-,-,-
'142:08:04.120',-,0.011,-,-,-,-,-,-,-
'142:08:04.128',-,0.011,-,-,-,-,-,-,-
'142:08:04.136',-,0.023,-,-,-,-,-,-,-
'142:08:04.144',-,0.023,-,-,-,-,-,-,-
'142:08:04.152',-,0.023,-,-,-,-,-,-,-
'142:08:04.160',-,0.034,-,-,-,-,-,-,-
'142:08:04.168',-,0.034,-,-,-,-,-,-,-
'142:08:04.176',-,0.034,-,-,-,-,-,-,-
'142:08:04.184',-,0.011,-,-,-,-,-,-,-
'142:08:04.192',-,0.011,-,-,-,-,-,-,-
'142:08:04.200',-,0.000,-,-,-,-,-,-,-
'142:08:04.208',-,0.000,-,-,-,-,-,-,-
'142:08:04.216',-,-0.011,-,-,-,-,-,-,-
'142:08:04.224',-,-0.011,-,-,-,-,-,-,-
'142:08:04.232',-,-0.011,-,-,-,-,-,-,-
'142:08:04.240',-,-0.011,-,-,-,-,-,-,-
'142:08:04.248',-,-0.011,-,-,-,-,-,-,-
'142:08:04.256',-,-0.011,-,-,-,-,-,-,-
'142:08:04.264',-,-0.011,-,-,-,-,-,-,-
'142:08:04.272',-,-0.011,-,-,-,-,-,-,-
'142:08:04.280',-,-0.011,-,-,-,-,-,-,-
'142:08:04.288',-,0.000,-,-,-,-,-,-,-
'142:08:04.296',-,0.011,-,-,-,-,-,-,-
'142:08:04.304',-,0.023,-,-,-,-,-,-,-
'142:08:04.312',-,0.115,-,-,-,-,-,-,-
'142:08:04.320',-,0.287,-,-,-,-,-,-,-
'142:08:04.328',-,0.448,-,-,-,-,-,-,-
'142:08:04.336',-,0.460,-,-,-,-,-,-,-
'142:08:04.344',-,0.253,-,-,-,-,-,-,-
'142:08:04.352',-,0.126,-,-,-,-,-,-,-
'142:08:04.360',-,0.103,-,-,-,-,-,-,-
'142:08:04.368',-,0.057,-,-,-,-,-,-,-
'142:08:04.376',-,-0.011,-,-,-,-,-,-,-
'142:08:04.384',-,-0.080,-,-,-,-,-,-,-
'142:08:04.392',-,-0.115,-,-,-,-,-,-,-
'142:08:04.400',-,-0.103,-,-,-,-,-,-,-
'142:08:04.408',-,-0.069,-,-,-,-,-,-,-
'142:08:04.416',-,-0.057,-,-,-,-,-,-,-
'142:08:04.424',-,-0.034,-,-,-,-,-,-,-
'142:08:04.432',-,-0.023,-,-,-,-,-,-,-
'142:08:04.440',-,-0.023,-,-,-,-,-,-,-
'142:08:04.448',-,-0.023,-,-,-,-,-,-,-
'142:08:04.456',-,-0.023,-,-,-,-,-,-,-
'142:08:04.464',-,-0.023,-,-,-,-,-,-,-
'142:08:04.472',-,-0.011,-,-,-,-,-,-,-
'142:08:04.480',-,-0.011,-,-,-,-,-,-,-
'142:08:04.488',-,-0.011,-,-,-,-,-,-,-
'142:08:04.496',-,-0.011,-,-,-,-,-,-,-
'142:08:04.504',-,-0.011,-,-,-,-,-,-,-
'142:08:04.512',-,0.000,-,-,-,-,-,-,-
'142:08:04.520',-,0.000,-,-,-,-,-,-,-
'142:08:04.528',-,0.000,-,-,-,-,-,-,-
'142:08:04.536',-,0.000,-,-,-,-,-,-,-
'142:08:04.544',-,0.011,-,-,-,-,-,-,-
'142:08:04.552',-,0.023,-,-,-,-,-,-,-
'142:08:04.560',-,0.034,-,-,-,-,-,-,-
'142:08:04.568',-,0.069,-,-,-,-,-,-,-
'142:08:04.576',-,0.080,-,-,-,-,-,-,-
'142:08:04.584',-,0.103,-,-,-,-,-,-,-
'142:08:04.592',-,0.103,-,-,-,-,-,-,-
'142:08:04.600',-,0.103,-,-,-,-,-,-,-
'142:08:04.608',-,0.115,-,-,-,-,-,-,-
'142:08:04.616',-,0.103,-,-,-,-,-,-,-
'142:08:04.624',-,0.069,-,-,-,-,-,-,-
'142:08:04.632',-,0.057,-,-,-,-,-,-,-
'142:08:04.640',-,0.023,-,-,-,-,-,-,-
'142:08:04.648',-,0.011,-,-,-,-,-,-,-
'142:08:04.656',-,0.000,-,-,-,-,-,-,-
'142:08:04.664',-,0.000,-,-,-,-,-,-,-
'142:08:04.672',-,0.000,-,-,-,-,-,-,-
'142:08:04.680',-,-0.011,-,-,-,-,-,-,-
'142:08:04.688',-,-0.011,-,-,-,-,-,-,-
'142:08:04.696',-,-0.011,-,-,-,-,-,-,-
'142:08:04.704',-,-0.011,-,-,-,-,-,-,-
'142:08:04.712',-,-0.011,-,-,-,-,-,-,-
'142:08:04.720',-,-0.011,-,-,-,-,-,-,-
'142:08:04.728',-,-0.011,-,-,-,-,-,-,-
'142:08:04.736',-,-0.023,-,-,-,-,-,-,-
'142:08:04.744',-,-0.011,-,-,-,-,-,-,-
'142:08:04.752',-,-0.011,-,-,-,-,-,-,-
'142:08:04.760',-,-0.011,-,-,-,-,-,-,-
'142:08:04.768',-,-0.023,-,-,-,-,-,-,-
'142:08:04.776',-,-0.023,-,-,-,-,-,-,-
'142:08:04.784',-,-0.023,-,-,-,-,-,-,-
'142:08:04.792',-,-0.023,-,-,-,-,-,-,-
'142:08:04.800',-,-0.011,-,-,-,-,-,-,-
'142:08:04.808',-,-0.023,-,-,-,-,-,-,-
'142:08:04.816',-,-0.023,-,-,-,-,-,-,-
'142:08:04.824',-,-0.011,-,-,-,-,-,-,-
'142:08:04.832',-,-0.011,-,-,-,-,-,-,-
'142:08:04.840',-,-0.011,-,-,-,-,-,-,-
'142:08:04.848',-,-0.011,-,-,-,-,-,-,-
'142:08:04.856',-,-0.011,-,-,-,-,-,-,-
'142:08:04.864',-,-0.011,-,-,-,-,-,-,-
'142:08:04.872',-,-0.011,-,-,-,-,-,-,-
'142:08:04.880',-,-0.011,-,-,-,-,-,-,-
'142:08:04.888',-,-0.011,-,-,-,-,-,-,-
'142:08:04.896',-,-0.011,-,-,-,-,-,-,-
'142:08:04.904',-,-0.011,-,-,-,-,-,-,-
'142:08:04.912',-,-0.011,-,-,-,-,-,-,-
'142:08:04.920',-,-0.011,-,-,-,-,-,-,-
'142:08:04.928',-,-0.011,-,-,-,-,-,-,-
'142:08:04.936',-,0.000,-,-,-,-,-,-,-
'142:08:04.944',-,0.000,-,-,-,-,-,-,-
'142:08:04.952',-,-0.011,-,-,-,-,-,-,-
'142:08:04.960',-,-0.011,-,-,-,-,-,-,-
'142:08:04.968',-,-0.011,-,-,-,-,-,-,-
'142:08:04.976',-,-0.011,-,-,-,-,-,-,-
'142:08:04.984',-,0.000,-,-,-,-,-,-,-
'142:08:04.992',-,0.000,-,-,-,-,-,-,-
'142:08:05.000',-,0.000,-,-,-,-,-,-,-
'142:08:05.008',-,-0.011,-,-,-,-,-,-,-
'142:08:05.016',-,0.000,-,-,-,-,-,-,-
'142:08:05.024',-,0.000,-,-,-,-,-,-,-
'142:08:05.032',-,-0.011,-,-,-,-,-,-,-
'142:08:05.040',-,0.000,-,-,-,-,-,-,-
'142:08:05.048',-,0.000,-,-,-,-,-,-,-
'142:08:05.056',-,0.000,-,-,-,-,-,-,-
'142:08:05.064',-,0.000,-,-,-,-,-,-,-
'142:08:05.072',-,0.000,-,-,-,-,-,-,-
'142:08:05.080',-,0.000,-,-,-,-,-,-,-
'142:08:05.088',-,-0.011,-,-,-,-,-,-,-
'142:08:05.096',-,0.000,-,-,-,-,-,-,-
'142:08:05.104',-,0.000,-,-,-,-,-,-,-
'142:08:05.112',-,0.000,-,-,-,-,-,-,-
'142:08:05.120',-,0.000,-,-,-,-,-,-,-
'142:08:05.128',-,0.000,-,-,-,-,-,-,-
'142:08:05.136',-,0.000,-,-,-,-,-,-,-
'142:08:05.144',-,0.011,-,-,-,-,-,-,-
'142:08:05.152',-,0.011,-,-,-,-,-,-,-
'142:08:05.160',-,0.023,-,-,-,-,-,-,-
'142:08:05.168',-,0.023,-,-,-,-,-,-,-
'142:08:05.176',-,0.023,-,-,-,-,-,-,-
'142:08:05.184',-,0.034,-,-,-,-,-,-,-
'142:08:05.192',-,0.034,-,-,-,-,-,-,-
'142:08:05.200',-,0.023,-,-,-,-,-,-,-
'142:08:05.208',-,0.011,-,-,-,-,-,-,-
'142:08:05.216',-,0.000,-,-,-,-,-,-,-
'142:08:05.224',-,-0.011,-,-,-,-,-,-,-
'142:08:05.232',-,-0.011,-,-,-,-,-,-,-
'142:08:05.240',-,-0.011,-,-,-,-,-,-,-
'142:08:05.248',-,-0.011,-,-,-,-,-,-,-
'142:08:05.256',-,-0.011,-,-,-,-,-,-,-
'142:08:05.264',-,-0.023,-,-,-,-,-,-,-
'142:08:05.272',-,-0.023,-,-,-,-,-,-,-
'142:08:05.280',-,-0.011,-,-,-,-,-,-,-
'142:08:05.288',-,-0.011,-,-,-,-,-,-,-
'142:08:05.296',-,-0.011,-,-,-,-,-,-,-
'142:08:05.304',-,-0.011,-,-,-,-,-,-,-
'142:08:05.312',-,-0.011,-,-,-,-,-,-,-
'142:08:05.320',-,0.011,-,-,-,-,-,-,-
'142:08:05.328',-,0.034,-,-,-,-,-,-,-
'142:08:05.336',-,0.161,-,-,-,-,-,-,-
'142:08:05.344',-,0.345,-,-,-,-,-,-,-
'142:08:05.352',-,0.448,-,-,-,-,-,-,-
'142:08:05.360',-,0.356,-,-,-,-,-,-,-
'142:08:05.368',-,0.195,-,-,-,-,-,-,-
'142:08:05.376',-,0.115,-,-,-,-,-,-,-
'142:08:05.384',-,0.080,-,-,-,-,-,-,-
'142:08:05.392',-,0.023,-,-,-,-,-,-,-
'142:08:05.400',-,-0.057,-,-,-,-,-,-,-
'142:08:05.408',-,-0.115,-,-,-,-,-,-,-
'142:08:05.416',-,-0.115,-,-,-,-,-,-,-
'142:08:05.424',-,-0.080,-,-,-,-,-,-,-
'142:08:05.432',-,-0.057,-,-,-,-,-,-,-
'142:08:05.440',-,-0.034,-,-,-,-,-,-,-
'142:08:05.448',-,-0.034,-,-,-,-,-,-,-
'142:08:05.456',-,-0.023,-,-,-,-,-,-,-
'142:08:05.464',-,-0.023,-,-,-,-,-,-,-
'142:08:05.472',-,-0.023,-,-,-,-,-,-,-
'142:08:05.480',-,-0.023,-,-,-,-,-,-,-
'142:08:05.488',-,-0.023,-,-,-,-,-,-,-
'142:08:05.496',-,-0.011,-,-,-,-,-,-,-
'142:08:05.504',-,-0.011,-,-,-,-,-,-,-
'142:08:05.512',-,-0.011,-,-,-,-,-,-,-
'142:08:05.520',-,-0.011,-,-,-,-,-,-,-
'142:08:05.528',-,-0.011,-,-,-,-,-,-,-
'142:08:05.536',-,0.000,-,-,-,-,-,-,-
'142:08:05.544',-,0.000,-,-,-,-,-,-,-
'142:08:05.552',-,0.000,-,-,-,-,-,-,-
'142:08:05.560',-,0.011,-,-,-,-,-,-,-
'142:08:05.568',-,0.011,-,-,-,-,-,-,-
'142:08:05.576',-,0.023,-,-,-,-,-,-,-
'142:08:05.584',-,0.034,-,-,-,-,-,-,-
'142:08:05.592',-,0.069,-,-,-,-,-,-,-
'142:08:05.600',-,0.080,-,-,-,-,-,-,-
'142:08:05.608',-,0.103,-,-,-,-,-,-,-
'142:08:05.616',-,0.115,-,-,-,-,-,-,-
'142:08:05.624',-,0.115,-,-,-,-,-,-,-
'142:08:05.632',-,0.115,-,-,-,-,-,-,-
'142:08:05.640',-,0.103,-,-,-,-,-,-,-
'142:08:05.648',-,0.069,-,-,-,-,-,-,-
'142:08:05.656',-,0.034,-,-,-,-,-,-,-
'142:08:05.664',-,0.023,-,-,-,-,-,-,-
'142:08:05.672',-,0.011,-,-,-,-,-,-,-
'142:08:05.680',-,0.000,-,-,-,-,-,-,-
'142:08:05.688',-,0.000,-,-,-,-,-,-,-
'142:08:05.696',-,-0.011,-,-,-,-,-,-,-
'142:08:05.704',-,-0.011,-,-,-,-,-,-,-
'142:08:05.712',-,-0.011,-,-,-,-,-,-,-
'142:08:05.720',-,-0.011,-,-,-,-,-,-,-
'142:08:05.728',-,-0.011,-,-,-,-,-,-,-
'142:08:05.736',-,-0.011,-,-,-,-,-,-,-
'142:08:05.744',-,-0.011,-,-,-,-,-,-,-
'142:08:05.752',-,-0.011,-,-,-,-,-,-,-
'142:08:05.760',-,-0.023,-,-,-,-,-,-,-
'142:08:05.768',-,-0.011,-,-,-,-,-,-,-
'142:08:05.776',-,-0.011,-,-,-,-,-,-,-
'142:08:05.784',-,-0.011,-,-,-,-,-,-,-
'142:08:05.792',-,-0.023,-,-,-,-,-,-,-
'142:08:05.800',-,-0.023,-,-,-,-,-,-,-
'142:08:05.808',-,-0.023,-,-,-,-,-,-,-
'142:08:05.816',-,-0.023,-,-,-,-,-,-,-
'142:08:05.824',-,-0.023,-,-,-,-,-,-,-
'142:08:05.832',-,-0.011,-,-,-,-,-,-,-
'142:08:05.840',-,-0.011,-,-,-,-,-,-,-
'142:08:05.848',-,-0.011,-,-,-,-,-,-,-
'142:08:05.856',-,-0.011,-,-,-,-,-,-,-
'142:08:05.864',-,-0.011,-,-,-,-,-,-,-
'142:08:05.872',-,-0.011,-,-,-,-,-,-,-
'142:08:05.880',-,-0.011,-,-,-,-,-,-,-
'142:08:05.888',-,0.000,-,-,-,-,-,-,-
'142:08:05.896',-,-0.011,-,-,-,-,-,-,-
'142:08:05.904',-,-0.011,-,-,-,-,-,-,-
'142:08:05.912',-,-0.011,-,-,-,-,-,-,-
'142:08:05.920',-,-0.011,-,-,-,-,-,-,-
'142:08:05.928',-,0.000,-,-,-,-,-,-,-
'142:08:05.936',-,0.000,-,-,-,-,-,-,-
'142:08:05.944',-,0.000,-,-,-,-,-,-,-
'142:08:05.952',-,0.000,-,-,-,-,-,-,-
'142:08:05.960',-,0.000,-,-,-,-,-,-,-
'142:08:05.968',-,0.000,-,-,-,-,-,-,-
'142:08:05.976',-,0.000,-,-,-,-,-,-,-
'142:08:05.984',-,0.000,-,-,-,-,-,-,-
'142:08:05.992',-,0.000,-,-,-,-,-,-,-
'142:08:06.000',-,0.000,-,-,-,-,-,-,-
'142:08:06.008',-,-0.011,-,-,-,-,-,-,-
'142:08:06.016',-,0.000,-,-,-,-,-,-,-
'142:08:06.024',-,0.000,-,-,-,-,-,-,-
'142:08:06.032',-,0.000,-,-,-,-,-,-,-
'142:08:06.040',-,0.000,-,-,-,-,-,-,-
'142:08:06.048',-,0.000,-,-,-,-,-,-,-
'142:08:06.056',-,0.011,-,-,-,-,-,-,-
'142:08:06.064',-,0.011,-,-,-,-,-,-,-
'142:08:06.072',-,0.023,-,-,-,-,-,-,-
'142:08:06.080',-,0.023,-,-,-,-,-,-,-
'142:08:06.088',-,0.023,-,-,-,-,-,-,-
'142:08:06.096',-,0.023,-,-,-,-,-,-,-
'142:08:06.104',-,0.011,-,-,-,-,-,-,-
'142:08:06.112',-,0.011,-,-,-,-,-,-,-
'142:08:06.120',-,0.011,-,-,-,-,-,-,-
'142:08:06.128',-,0.011,-,-,-,-,-,-,-
'142:08:06.136',-,0.011,-,-,-,-,-,-,-
'142:08:06.144',-,0.000,-,-,-,-,-,-,-
'142:08:06.152',-,0.000,-,-,-,-,-,-,-
'142:08:06.160',-,-0.011,-,-,-,-,-,-,-
'142:08:06.168',-,-0.023,-,-,-,-,-,-,-
'142:08:06.176',-,-0.023,-,-,-,-,-,-,-
'142:08:06.184',-,-0.034,-,-,-,-,-,-,-
'142:08:06.192',-,-0.034,-,-,-,-,-,-,-
'142:08:06.200',-,-0.023,-,-,-,-,-,-,-
'142:08:06.208',-,-0.023,-,-,-,-,-,-,-
'142:08:06.216',-,-0.023,-,-,-,-,-,-,-
'142:08:06.224',-,-0.023,-,-,-,-,-,-,-
'142:08:06.232',-,-0.023,-,-,-,-,-,-,-
'142:08:06.240',-,-0.011,-,-,-,-,-,-,-
'142:08:06.248',-,0.034,-,-,-,-,-,-,-
'142:08:06.256',-,0.172,-,-,-,-,-,-,-
'142:08:06.264',-,0.368,-,-,-,-,-,-,-
'142:08:06.272',-,0.414,-,-,-,-,-,-,-
'142:08:06.280',-,0.264,-,-,-,-,-,-,-
'142:08:06.288',-,0.115,-,-,-,-,-,-,-
'142:08:06.296',-,0.057,-,-,-,-,-,-,-
'142:08:06.304',-,0.011,-,-,-,-,-,-,-
'142:08:06.312',-,-0.057,-,-,-,-,-,-,-
'142:08:06.320',-,-0.126,-,-,-,-,-,-,-
'142:08:06.328',-,-0.161,-,-,-,-,-,-,-
'142:08:06.336',-,-0.161,-,-,-,-,-,-,-
'142:08:06.344',-,-0.103,-,-,-,-,-,-,-
'142:08:06.352',-,-0.069,-,-,-,-,-,-,-
'142:08:06.360',-,-0.069,-,-,-,-,-,-,-
'142:08:06.368',-,-0.057,-,-,-,-,-,-,-
'142:08:06.376',-,-0.057,-,-,-,-,-,-,-
'142:08:06.384',-,-0.034,-,-,-,-,-,-,-
'142:08:06.392',-,-0.034,-,-,-,-,-,-,-
'142:08:06.400',-,-0.034,-,-,-,-,-,-,-
'142:08:06.408',-,-0.023,-,-,-,-,-,-,-
'142:08:06.416',-,-0.023,-,-,-,-,-,-,-
'142:08:06.424',-,-0.023,-,-,-,-,-,-,-
'142:08:06.432',-,-0.011,-,-,-,-,-,-,-
'142:08:06.440',-,-0.011,-,-,-,-,-,-,-
'142:08:06.448',-,-0.011,-,-,-,-,-,-,-
'142:08:06.456',-,0.000,-,-,-,-,-,-,-
'142:08:06.464',-,0.000,-,-,-,-,-,-,-
'142:08:06.472',-,0.000,-,-,-,-,-,-,-
'142:08:06.480',-,0.011,-,-,-,-,-,-,-
'142:08:06.488',-,0.023,-,-,-,-,-,-,-
'142:08:06.496',-,0.034,-,-,-,-,-,-,-
'142:08:06.504',-,0.057,-,-,-,-,-,-,-
'142:08:06.512',-,0.080,-,-,-,-,-,-,-
'142:08:06.520',-,0.103,-,-,-,-,-,-,-
'142:08:06.528',-,0.103,-,-,-,-,-,-,-
'142:08:06.536',-,0.115,-,-,-,-,-,-,-
'142:08:06.544',-,0.115,-,-,-,-,-,-,-
'142:08:06.552',-,0.103,-,-,-,-,-,-,-
'142:08:06.560',-,0.080,-,-,-,-,-,-,-
'142:08:06.568',-,0.069,-,-,-,-,-,-,-
'142:08:06.576',-,0.034,-,-,-,-,-,-,-
'142:08:06.584',-,0.023,-,-,-,-,-,-,-
'142:08:06.592',-,0.011,-,-,-,-,-,-,-
'142:08:06.600',-,0.000,-,-,-,-,-,-,-
'142:08:06.608',-,0.000,-,-,-,-,-,-,-
'142:08:06.616',-,0.000,-,-,-,-,-,-,-
'142:08:06.624',-,-0.011,-,-,-,-,-,-,-
'142:08:06.632',-,-0.011,-,-,-,-,-,-,-
'142:08:06.640',-,-0.011,-,-,-,-,-,-,-
'142:08:06.648',-,-0.011,-,-,-,-,-,-,-
'142:08:06.656',-,-0.011,-,-,-,-,-,-,-
'142:08:06.664',-,-0.011,-,-,-,-,-,-,-
'142:08:06.672',-,-0.011,-,-,-,-,-,-,-
'142:08:06.680',-,-0.011,-,-,-,-,-,-,-
'142:08:06.688',-,-0.011,-,-,-,-,-,-,-
'142:08:06.696',-,-0.011,-,-,-,-,-,-,-
'142:08:06.704',-,-0.011,-,-,-,-,-,-,-
'142:08:06.712',-,0.000,-,-,-,-,-,-,-
'142:08:06.720',-,0.000,-,-,-,-,-,-,-
'142:08:06.728',-,0.011,-,-,-,-,-,-,-
'142:08:06.736',-,0.011,-,-,-,-,-,-,-
'142:08:06.744',-,0.011,-,-,-,-,-,-,-
'142:08:06.752',-,0.011,-,-,-,-,-,-,-
'142:08:06.760',-,0.023,-,-,-,-,-,-,-
'142:08:06.768',-,0.023,-,-,-,-,-,-,-
'142:08:06.776',-,0.023,-,-,-,-,-,-,-
'142:08:06.784',-,0.011,-,-,-,-,-,-,-
'142:08:06.792',-,0.023,-,-,-,-,-,-,-
'142:08:06.800',-,0.034,-,-,-,-,-,-,-
'142:08:06.808',-,0.034,-,-,-,-,-,-,-
'142:08:06.816',-,0.034,-,-,-,-,-,-,-
'142:08:06.824',-,0.034,-,-,-,-,-,-,-
'142:08:06.832',-,0.034,-,-,-,-,-,-,-
'142:08:06.840',-,0.034,-,-,-,-,-,-,-
'142:08:06.848',-,0.023,-,-,-,-,-,-,-
'142:08:06.856',-,0.011,-,-,-,-,-,-,-
'142:08:06.864',-,0.011,-,-,-,-,-,-,-
'142:08:06.872',-,0.011,-,-,-,-,-,-,-
'142:08:06.880',-,0.000,-,-,-,-,-,-,-
'142:08:06.888',-,0.000,-,-,-,-,-,-,-
'142:08:06.896',-,-0.011,-,-,-,-,-,-,-
'142:08:06.904',-,-0.023,-,-,-,-,-,-,-
'142:08:06.912',-,-0.023,-,-,-,-,-,-,-
'142:08:06.920',-,-0.023,-,-,-,-,-,-,-
'142:08:06.928',-,-0.023,-,-,-,-,-,-,-
'142:08:06.936',-,-0.023,-,-,-,-,-,-,-
'142:08:06.944',-,-0.023,-,-,-,-,-,-,-
'142:08:06.952',-,-0.023,-,-,-,-,-,-,-
'142:08:06.960',-,-0.023,-,-,-,-,-,-,-
'142:08:06.968',-,-0.023,-,-,-,-,-,-,-
'142:08:06.976',-,-0.011,-,-,-,-,-,-,-
'142:08:06.984',-,-0.011,-,-,-,-,-,-,-
'142:08:06.992',-,0.023,-,-,-,-,-,-,-
'142:08:07.000',-,0.115,-,-,-,-,-,-,-
'142:08:07.008',-,0.310,-,-,-,-,-,-,-
'142:08:07.016',-,0.437,-,-,-,-,-,-,-
'142:08:07.024',-,0.437,-,-,-,-,-,-,-
'142:08:07.032',-,0.195,-,-,-,-,-,-,-
'142:08:07.040',-,0.103,-,-,-,-,-,-,-
'142:08:07.048',-,0.069,-,-,-,-,-,-,-
'142:08:07.056',-,0.011,-,-,-,-,-,-,-
'142:08:07.064',-,-0.057,-,-,-,-,-,-,-
'142:08:07.072',-,-0.115,-,-,-,-,-,-,-
'142:08:07.080',-,-0.126,-,-,-,-,-,-,-
'142:08:07.088',-,-0.103,-,-,-,-,-,-,-
'142:08:07.096',-,-0.069,-,-,-,-,-,-,-
'142:08:07.104',-,-0.057,-,-,-,-,-,-,-
'142:08:07.112',-,-0.057,-,-,-,-,-,-,-
'142:08:07.120',-,-0.034,-,-,-,-,-,-,-
'142:08:07.128',-,-0.034,-,-,-,-,-,-,-
'142:08:07.136',-,-0.023,-,-,-,-,-,-,-
'142:08:07.144',-,-0.023,-,-,-,-,-,-,-
'142:08:07.152',-,-0.023,-,-,-,-,-,-,-
'142:08:07.160',-,-0.023,-,-,-,-,-,-,-
'142:08:07.168',-,-0.023,-,-,-,-,-,-,-
'142:08:07.176',-,-0.023,-,-,-,-,-,-,-
'142:08:07.184',-,-0.023,-,-,-,-,-,-,-
'142:08:07.192',-,-0.011,-,-,-,-,-,-,-
'142:08:07.200',-,-0.011,-,-,-,-,-,-,-
'142:08:07.208',-,-0.011,-,-,-,-,-,-,-
'142:08:07.216',-,-0.011,-,-,-,-,-,-,-
'142:08:07.224',-,0.000,-,-,-,-,-,-,-
'142:08:07.232',-,0.011,-,-,-,-,-,-,-
'142:08:07.240',-,0.023,-,-,-,-,-,-,-
'142:08:07.248',-,0.034,-,-,-,-,-,-,-
'142:08:07.256',-,0.057,-,-,-,-,-,-,-
'142:08:07.264',-,0.069,-,-,-,-,-,-,-
'142:08:07.272',-,0.080,-,-,-,-,-,-,-
'142:08:07.280',-,0.080,-,-,-,-,-,-,-
'142:08:07.288',-,0.080,-,-,-,-,-,-,-
'142:08:07.296',-,0.069,-,-,-,-,-,-,-
'142:08:07.304',-,0.057,-,-,-,-,-,-,-
'142:08:07.312',-,0.034,-,-,-,-,-,-,-
'142:08:07.320',-,0.023,-,-,-,-,-,-,-
'142:08:07.328',-,0.011,-,-,-,-,-,-,-
'142:08:07.336',-,0.000,-,-,-,-,-,-,-
'142:08:07.344',-,-0.011,-,-,-,-,-,-,-
'142:08:07.352',-,-0.023,-,-,-,-,-,-,-
'142:08:07.360',-,-0.023,-,-,-,-,-,-,-
'142:08:07.368',-,-0.034,-,-,-,-,-,-,-
'142:08:07.376',-,-0.034,-,-,-,-,-,-,-
'142:08:07.384',-,-0.034,-,-,-,-,-,-,-
'142:08:07.392',-,-0.034,-,-,-,-,-,-,-
'142:08:07.400',-,-0.034,-,-,-,-,-,-,-
'142:08:07.408',-,-0.057,-,-,-,-,-,-,-
'142:08:07.416',-,-0.057,-,-,-,-,-,-,-
'142:08:07.424',-,-0.057,-,-,-,-,-,-,-
'142:08:07.432',-,-0.057,-,-,-,-,-,-,-
'142:08:07.440',-,-0.034,-,-,-,-,-,-,-
'142:08:07.448',-,-0.034,-,-,-,-,-,-,-
'142:08:07.456',-,-0.034,-,-,-,-,-,-,-
'142:08:07.464',-,-0.034,-,-,-,-,-,-,-
'142:08:07.472',-,-0.034,-,-,-,-,-,-,-
'142:08:07.480',-,-0.034,-,-,-,-,-,-,-
'142:08:07.488',-,-0.034,-,-,-,-,-,-,-
'142:08:07.496',-,-0.034,-,-,-,-,-,-,-
'142:08:07.504',-,-0.034,-,-,-,-,-,-,-
'142:08:07.512',-,-0.034,-,-,-,-,-,-,-
'142:08:07.520',-,-0.023,-,-,-,-,-,-,-
'142:08:07.528',-,-0.023,-,-,-,-,-,-,-
'142:08:07.536',-,-0.011,-,-,-,-,-,-,-
'142:08:07.544',-,-0.023,-,-,-,-,-,-,-
'142:08:07.552',-,-0.023,-,-,-,-,-,-,-
'142:08:07.560',-,-0.011,-,-,-,-,-,-,-
'142:08:07.568',-,-0.011,-,-,-,-,-,-,-
'142:08:07.576',-,0.000,-,-,-,-,-,-,-
'142:08:07.584',-,0.011,-,-,-,-,-,-,-
'142:08:07.592',-,0.011,-,-,-,-,-,-,-
'142:08:07.600',-,0.011,-,-,-,-,-,-,-
'142:08:07.608',-,0.011,-,-,-,-,-,-,-
'142:08:07.616',-,0.011,-,-,-,-,-,-,-
'142:08:07.624',-,0.011,-,-,-,-,-,-,-
'142:08:07.632',-,0.011,-,-,-,-,-,-,-
'142:08:07.640',-,0.011,-,-,-,-,-,-,-
'142:08:07.648',-,0.011,-,-,-,-,-,-,-
'142:08:07.656',-,0.011,-,-,-,-,-,-,-
