'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP'
'142:11:15.880',-,-0.011,-,-,-,-,-,-,-
'142:11:15.888',-,-0.011,-,-,-,-,-,-,-
'142:11:15.896',-,0.000,-,-,-,-,-,-,-
'142:11:15.904',-,0.000,-,-,-,-,-,-,-
'142:11:15.912',-,0.011,-,-,-,-,-,-,-
'142:11:15.920',-,0.011,-,-,-,-,-,-,-
'142:11:15.928',-,0.023,-,-,-,-,-,-,-
'142:11:15.936',-,0.057,-,-,-,-,-,-,-
'142:11:15.944',-,0.069,-,-,-,-,-,-,-
'142:11:15.952',-,0.069,-,-,-,-,-,-,-
'142:11:15.960',-,0.080,-,-,-,-,-,-,-
'142:11:15.968',-,0.080,-,-,-,-,-,-,-
'142:11:15.976',-,0.069,-,-,-,-,-,-,-
'142:11:15.984',-,0.069,-,-,-,-,-,-,-
'142:11:15.992',-,0.057,-,-,-,-,-,-,-
'142:11:16.000',-,0.034,-,-,-,-,-,-,-
'142:11:16.008',-,0.011,-,-,-,-,-,-,-
'142:11:16.016',-,0.000,-,-,-,-,-,-,-
'142:11:16.024',-,0.000,-,-,-,-,-,-,-
'142:11:16.032',-,-0.011,-,-,-,-,-,-,-
'142:11:16.040',-,-0.011,-,-,-,-,-,-,-
'142:11:16.048',-,-0.011,-,-,-,-,-,-,-
'142:11:16.056',-,-0.011,-,-,-,-,-,-,-
'142:11:16.064',-,-0.023,-,-,-,-,-,-,-
'142:11:16.072',-,-0.023,-,-,-,-,-,-,-
'142:11:16.080',-,-0.023,-,-,-,-,-,-,-
'142:11:16.088',-,-0.023,-,-,-,-,-,-,-
'142:11:16.096',-,-0.023,-,-,-,-,-,-,-
'142:11:16.104',-,-0.023,-,-,-,-,-,-,-
'142:11:16.112',-,-0.011,-,-,-,-,-,-,-
'142:11:16.120',-,-0.023,-,-,-,-,-,-,-
'142:11:16.128',-,-0.023,-,-,-,-,-,-,-
'142:11:16.136',-,-0.023,-,-,-,-,-,-,-
'142:11:16.144',-,-0.023,-,-,-,-,-,-,-
'142:11:16.152',-,-0.011,-,-,-,-,-,-,-
'142:11:16.160',-,-0.023,-,-,-,-,-,-,-
'142:11:16.168',-,-0.023,-,-,-,-,-,-,-
'142:11:16.176',-,-0.023,-,-,-,-,-,-,-
'142:11:16.184',-,-0.011,-,-,-,-,-,-,-
'142:11:16.192',-,-0.011,-,-,-,-,-,-,-
'142:11:16.200',-,-0.011,-,-,-,-,-,-,-
'142:11:16.208',-,-0.011,-,-,-,-,-,-,-
'142:11:16.216',-,-0.023,-,-,-,-,-,-,-
'142:11:16.224',-,-0.011,-,-,-,-,-,-,-
'142:11:16.232',-,0.000,-,-,-,-,-,-,-
'142:11:16.240',-,0.000,-,-,-,-,-,-,-
'142:11:16.248',-,0.011,-,-,-,-,-,-,-
'142:11:16.256',-,0.011,-,-,-,-,-,-,-
'142:11:16.264',-,0.011,-,-,-,-,-,-,-
'142:11:16.272',-,0.000,-,-,-,-,-,-,-
'142:11:16.280',-,0.011,-,-,-,-,-,-,-
'142:11:16.288',-,0.011,-,-,-,-,-,-,-
'142:11:16.296',-,0.000,-,-,-,-,-,-,-
'142:11:16.304',-,0.000,-,-,-,-,-,-,-
'142:11:16.312',-,0.000,-,-,-,-,-,-,-
'142:11:16.320',-,0.000,-,-,-,-,-,-,-
'142:11:16.328',-,0.000,-,-,-,-,-,-,-
'142:11:16.336',-,-0.011,-,-,-,-,-,-,-
'142:11:16.344',-,-0.023,-,-,-,-,-,-,-
'142:11:16.352',-,-0.023,-,-,-,-,-,-,-
'142:11:16.360',-,-0.023,-,-,-,-,-,-,-
'142:11:16.368',-,-0.034,-,-,-,-,-,-,-
'142:11:16.376',-,-0.034,-,-,-,-,-,-,-
'142:11:16.384',-,-0.023,-,-,-,-,-,-,-
'142:11:16.392',-,-0.023,-,-,-,-,-,-,-
'142:11:16.400',-,-0.023,-,-,-,-,-,-,-
'142:11:16.408',-,-0.023,-,-,-,-,-,-,-
'142:11:16.416',-,-0.011,-,-,-,-,-,-,-
'142:11:16.424',-,-0.011,-,-,-,-,-,-,-
'142:11:16.432',-,0.000,-,-,-,-,-,-,-
'142:11:16.440',-,0.057,-,-,-,-,-,-,-
'142:11:16.448',-,0.195,-,-,-,-,-,-,-
'142:11:16.456',-,0.391,-,-,-,-,-,-,-
'142:11:16.464',-,0.437,-,-,-,-,-,-,-
'142:11:16.472',-,0.287,-,-,-,-,-,-,-
'142:11:16.480',-,0.149,-,-,-,-,-,-,-
'142:11:16.488',-,0.103,-,-,-,-,-,-,-
'142:11:16.496',-,0.069,-,-,-,-,-,-,-
'142:11:16.504',-,0.011,-,-,-,-,-,-,-
'142:11:16.512',-,-0.057,-,-,-,-,-,-,-
'142:11:16.520',-,-0.115,-,-,-,-,-,-,-
'142:11:16.528',-,-0.149,-,-,-,-,-,-,-
'142:11:16.536',-,-0.115,-,-,-,-,-,-,-
'142:11:16.544',-,-0.080,-,-,-,-,-,-,-
'142:11:16.552',-,-0.057,-,-,-,-,-,-,-
'142:11:16.560',-,-0.057,-,-,-,-,-,-,-
'142:11:16.568',-,-0.057,-,-,-,-,-,-,-
'142:11:16.576',-,-0.034,-,-,-,-,-,-,-
'142:11:16.584',-,-0.034,-,-,-,-,-,-,-
'142:11:16.592',-,-0.034,-,-,-,-,-,-,-
'142:11:16.600',-,-0.023,-,-,-,-,-,-,-
'142:11:16.608',-,-0.023,-,-,-,-,-,-,-
'142:11:16.616',-,-0.023,-,-,-,-,-,-,-
'142:11:16.624',-,-0.023,-,-,-,-,-,-,-
'142:11:16.632',-,-0.023,-,-,-,-,-,-,-
'142:11:16.640',-,-0.023,-,-,-,-,-,-,-
'142:11:16.648',-,-0.011,-,-,-,-,-,-,-
'142:11:16.656',-,-0.011,-,-,-,-,-,-,-
'142:11:16.664',-,0.000,-,-,-,-,-,-,-
'142:11:16.672',-,0.000,-,-,-,-,-,-,-
'142:11:16.680',-,0.011,-,-,-,-,-,-,-
'142:11:16.688',-,0.011,-,-,-,-,-,-,-
'142:11:16.696',-,0.023,-,-,-,-,-,-,-
'142:11:16.704',-,0.057,-,-,-,-,-,-,-
'142:11:16.712',-,0.069,-,-,-,-,-,-,-
'142:11:16.720',-,0.080,-,-,-,-,-,-,-
'142:11:16.728',-,0.080,-,-,-,-,-,-,-
'142:11:16.736',-,0.080,-,-,-,-,-,-,-
'142:11:16.744',-,0.069,-,-,-,-,-,-,-
'142:11:16.752',-,0.057,-,-,-,-,-,-,-
'142:11:16.760',-,0.034,-,-,-,-,-,-,-
'142:11:16.768',-,0.023,-,-,-,-,-,-,-
'142:11:16.776',-,0.011,-,-,-,-,-,-,-
'142:11:16.784',-,0.000,-,-,-,-,-,-,-
'142:11:16.792',-,0.000,-,-,-,-,-,-,-
'142:11:16.800',-,-0.011,-,-,-,-,-,-,-
'142:11:16.808',-,0.000,-,-,-,-,-,-,-
'142:11:16.816',-,-0.011,-,-,-,-,-,-,-
'142:11:16.824',-,-0.011,-,-,-,-,-,-,-
'142:11:16.832',-,-0.011,-,-,-,-,-,-,-
'142:11:16.840',-,-0.011,-,-,-,-,-,-,-
'142:11:16.848',-,-0.011,-,-,-,-,-,-,-
'142:11:16.856',-,-0.023,-,-,-,-,-,-,-
'142:11:16.864',-,-0.023,-,-,-,-,-,-,-
'142:11:16.872',-,-0.023,-,-,-,-,-,-,-
'142:11:16.880',-,-0.023,-,-,-,-,-,-,-
'142:11:16.888',-,-0.023,-,-,-,-,-,-,-
'142:11:16.896',-,-0.023,-,-,-,-,-,-,-
'142:11:16.904',-,-0.023,-,-,-,-,-,-,-
'142:11:16.912',-,-0.011,-,-,-,-,-,-,-
'142:11:16.920',-,-0.011,-,-,-,-,-,-,-
'142:11:16.928',-,-0.011,-,-,-,-,-,-,-
'142:11:16.936',-,-0.011,-,-,-,-,-,-,-
'142:11:16.944',-,-0.023,-,-,-,-,-,-,-
'142:11:16.952',-,-0.023,-,-,-,-,-,-,-
'142:11:16.960',-,-0.011,-,-,-,-,-,-,-
'142:11:16.968',-,0.000,-,-,-,-,-,-,-
'142:11:16.976',-,-0.011,-,-,-,-,-,-,-
'142:11:16.984',-,-0.011,-,-,-,-,-,-,-
'142:11:16.992',-,-0.011,-,-,-,-,-,-,-
'142:11:17.000',-,0.000,-,-,-,-,-,-,-
'142:11:17.008',-,0.000,-,-,-,-,-,-,-
'142:11:17.016',-,0.011,-,-,-,-,-,-,-
'142:11:17.024',-,0.011,-,-,-,-,-,-,-
'142:11:17.032',-,0.011,-,-,-,-,-,-,-
'142:11:17.040',-,0.011,-,-,-,-,-,-,-
'142:11:17.048',-,0.011,-,-,-,-,-,-,-
'142:11:17.056',-,0.011,-,-,-,-,-,-,-
'142:11:17.064',-,0.011,-,-,-,-,-,-,-
'142:11:17.072',-,0.000,-,-,-,-,-,-,-
'142:11:17.080',-,0.011,-,-,-,-,-,-,-
'142:11:17.088',-,0.011,-,-,-,-,-,-,-
'142:11:17.096',-,0.000,-,-,-,-,-,-,-
'142:11:17.104',-,0.000,-,-,-,-,-,-,-
'142:11:17.112',-,-0.011,-,-,-,-,-,-,-
'142:11:17.120',-,-0.023,-,-,-,-,-,-,-
'142:11:17.128',-,-0.023,-,-,-,-,-,-,-
'142:11:17.136',-,-0.023,-,-,-,-,-,-,-
'142:11:17.144',-,-0.034,-,-,-,-,-,-,-
'142:11:17.152',-,-0.023,-,-,-,-,-,-,-
'142:11:17.160',-,-0.023,-,-,-,-,-,-,-
'142:11:17.168',-,-0.023,-,-,-,-,-,-,-
'142:11:17.176',-,-0.011,-,-,-,-,-,-,-
'142:11:17.184',-,-0.011,-,-,-,-,-,-,-
'142:11:17.192',-,-0.011,-,-,-,-,-,-,-
'142:11:17.200',-,0.000,-,-,-,-,-,-,-
'142:11:17.208',-,0.011,-,-,-,-,-,-,-
'142:11:17.216',-,0.080,-,-,-,-,-,-,-
'142:11:17.224',-,0.264,-,-,-,-,-,-,-
'142:11:17.232',-,0.414,-,-,-,-,-,-,-
'142:11:17.240',-,0.448,-,-,-,-,-,-,-
'142:11:17.248',-,0.241,-,-,-,-,-,-,-
'142:11:17.256',-,0.126,-,-,-,-,-,-,-
'142:11:17.264',-,0.080,-,-,-,-,-,-,-
'142:11:17.272',-,0.057,-,-,-,-,-,-,-
'142:11:17.280',-,0.000,-,-,-,-,-,-,-
'142:11:17.288',-,-0.069,-,-,-,-,-,-,-
'142:11:17.296',-,-0.126,-,-,-,-,-,-,-
'142:11:17.304',-,-0.149,-,-,-,-,-,-,-
'142:11:17.312',-,-0.103,-,-,-,-,-,-,-
'142:11:17.320',-,-0.069,-,-,-,-,-,-,-
'142:11:17.328',-,-0.057,-,-,-,-,-,-,-
'142:11:17.336',-,-0.034,-,-,-,-,-,-,-
'142:11:17.344',-,-0.034,-,-,-,-,-,-,-
'142:11:17.352',-,-0.034,-,-,-,-,-,-,-
'142:11:17.360',-,-0.023,-,-,-,-,-,-,-
'142:11:17.368',-,-0.034,-,-,-,-,-,-,-
'142:11:17.376',-,-0.034,-,-,-,-,-,-,-
'142:11:17.384',-,-0.023,-,-,-,-,-,-,-
'142:11:17.392',-,-0.023,-,-,-,-,-,-,-
'142:11:17.400',-,-0.023,-,-,-,-,-,-,-
'142:11:17.408',-,-0.023,-,-,-,-,-,-,-
'142:11:17.416',-,-0.023,-,-,-,-,-,-,-
'142:11:17.424',-,-0.011,-,-,-,-,-,-,-
'142:11:17.432',-,-0.011,-,-,-,-,-,-,-
'142:11:17.440',-,0.000,-,-,-,-,-,-,-
'142:11:17.448',-,0.000,-,-,-,-,-,-,-
'142:11:17.456',-,0.011,-,-,-,-,-,-,-
'142:11:17.464',-,0.023,-,-,-,-,-,-,-
'142:11:17.472',-,0.034,-,-,-,-,-,-,-
'142:11:17.480',-,0.057,-,-,-,-,-,-,-
'142:11:17.488',-,0.069,-,-,-,-,-,-,-
'142:11:17.496',-,0.080,-,-,-,-,-,-,-
'142:11:17.504',-,0.103,-,-,-,-,-,-,-
'142:11:17.512',-,0.080,-,-,-,-,-,-,-
'142:11:17.520',-,0.069,-,-,-,-,-,-,-
'142:11:17.528',-,0.057,-,-,-,-,-,-,-
'142:11:17.536',-,0.034,-,-,-,-,-,-,-
'142:11:17.544',-,0.023,-,-,-,-,-,-,-
'142:11:17.552',-,0.011,-,-,-,-,-,-,-
'142:11:17.560',-,0.000,-,-,-,-,-,-,-
'142:11:17.568',-,0.000,-,-,-,-,-,-,-
'142:11:17.576',-,0.000,-,-,-,-,-,-,-
'142:11:17.584',-,0.000,-,-,-,-,-,-,-
'142:11:17.592',-,-0.011,-,-,-,-,-,-,-
'142:11:17.600',-,-0.011,-,-,-,-,-,-,-
'142:11:17.608',-,-0.011,-,-,-,-,-,-,-
'142:11:17.616',-,-0.011,-,-,-,-,-,-,-
'142:11:17.624',-,-0.011,-,-,-,-,-,-,-
'142:11:17.632',-,-0.011,-,-,-,-,-,-,-
'142:11:17.640',-,-0.011,-,-,-,-,-,-,-
'142:11:17.648',-,-0.011,-,-,-,-,-,-,-
'142:11:17.656',-,-0.011,-,-,-,-,-,-,-
'142:11:17.664',-,-0.023,-,-,-,-,-,-,-
'142:11:17.672',-,-0.011,-,-,-,-,-,-,-
'142:11:17.680',-,-0.011,-,-,-,-,-,-,-
'142:11:17.688',-,-0.011,-,-,-,-,-,-,-
'142:11:17.696',-,-0.011,-,-,-,-,-,-,-
'142:11:17.704',-,-0.011,-,-,-,-,-,-,-
'142:11:17.712',-,-0.011,-,-,-,-,-,-,-
'142:11:17.720',-,-0.011,-,-,-,-,-,-,-
'142:11:17.728',-,-0.011,-,-,-,-,-,-,-
'142:11:17.736',-,-0.011,-,-,-,-,-,-,-
'142:11:17.744',-,0.000,-,-,-,-,-,-,-
'142:11:17.752',-,0.011,-,-,-,-,-,-,-
'142:11:17.760',-,0.011,-,-,-,-,-,-,-
'142:11:17.768',-,0.011,-,-,-,-,-,-,-
'142:11:17.776',-,0.011,-,-,-,-,-,-,-
'142:11:17.784',-,0.011,-,-,-,-,-,-,-
'142:11:17.792',-,0.011,-,-,-,-,-,-,-
'142:11:17.800',-,0.011,-,-,-,-,-,-,-
'142:11:17.808',-,0.011,-,-,-,-,-,-,-
'142:11:17.816',-,0.011,-,-,-,-,-,-,-
'142:11:17.824',-,0.011,-,-,-,-,-,-,-
'142:11:17.832',-,0.000,-,-,-,-,-,-,-
'142:11:17.840',-,0.000,-,-,-,-,-,-,-
'142:11:17.848',-,-0.011,-,-,-,-,-,-,-
'142:11:17.856',-,-0.023,-,-,-,-,-,-,-
'142:11:17.864',-,-0.023,-,-,-,-,-,-,-
'142:11:17.872',-,-0.023,-,-,-,-,-,-,-
'142:11:17.880',-,-0.023,-,-,-,-,-,-,-
'142:11:17.888',-,-0.023,-,-,-,-,-,-,-
'142:11:17.896',-,-0.023,-,-,-,-,-,-,-
'142:11:17.904',-,-0.023,-,-,-,-,-,-,-
'142:11:17.912',-,-0.011,-,-,-,-,-,-,-
'142:11:17.920',-,-0.011,-,-,-,-,-,-,-
'142:11:17.928',-,-0.011,-,-,-,-,-,-,-
'142:11:17.936',-,-0.011,-,-,-,-,-,-,-
'142:11:17.944',-,0.011,-,-,-,-,-,-,-
'142:11:17.952',-,0.080,-,-,-,-,-,-,-
'142:11:17.960',-,0.253,-,-,-,-,-,-,-
'142:11:17.968',-,0.414,-,-,-,-,-,-,-
'142:11:17.976',-,0.448,-,-,-,-,-,-,-
'142:11:17.984',-,0.253,-,-,-,-,-,-,-
'142:11:17.992',-,0.126,-,-,-,-,-,-,-
'142:11:18.000',-,0.080,-,-,-,-,-,-,-
'142:11:18.008',-,0.057,-,-,-,-,-,-,-
'142:11:18.016',-,0.011,-,-,-,-,-,-,-
'142:11:18.024',-,-0.057,-,-,-,-,-,-,-
'142:11:18.032',-,-0.115,-,-,-,-,-,-,-
'142:11:18.040',-,-0.126,-,-,-,-,-,-,-
'142:11:18.048',-,-0.103,-,-,-,-,-,-,-
'142:11:18.056',-,-0.069,-,-,-,-,-,-,-
'142:11:18.064',-,-0.034,-,-,-,-,-,-,-
'142:11:18.072',-,-0.034,-,-,-,-,-,-,-
'142:11:18.080',-,-0.034,-,-,-,-,-,-,-
'142:11:18.088',-,-0.034,-,-,-,-,-,-,-
'142:11:18.096',-,-0.034,-,-,-,-,-,-,-
'142:11:18.104',-,-0.023,-,-,-,-,-,-,-
'142:11:18.112',-,-0.011,-,-,-,-,-,-,-
'142:11:18.120',-,-0.011,-,-,-,-,-,-,-
'142:11:18.128',-,-0.023,-,-,-,-,-,-,-
'142:11:18.136',-,-0.011,-,-,-,-,-,-,-
'142:11:18.144',-,-0.011,-,-,-,-,-,-,-
'142:11:18.152',-,-0.011,-,-,-,-,-,-,-
'142:11:18.160',-,-0.011,-,-,-,-,-,-,-
'142:11:18.168',-,0.000,-,-,-,-,-,-,-
'142:11:18.176',-,0.000,-,-,-,-,-,-,-
'142:11:18.184',-,0.000,-,-,-,-,-,-,-
'142:11:18.192',-,0.011,-,-,-,-,-,-,-
'142:11:18.200',-,0.023,-,-,-,-,-,-,-
'142:11:18.208',-,0.034,-,-,-,-,-,-,-
'142:11:18.216',-,0.057,-,-,-,-,-,-,-
'142:11:18.224',-,0.069,-,-,-,-,-,-,-
'142:11:18.232',-,0.080,-,-,-,-,-,-,-
'142:11:18.240',-,0.080,-,-,-,-,-,-,-
'142:11:18.248',-,0.069,-,-,-,-,-,-,-
'142:11:18.256',-,0.069,-,-,-,-,-,-,-
'142:11:18.264',-,0.057,-,-,-,-,-,-,-
'142:11:18.272',-,0.023,-,-,-,-,-,-,-
'142:11:18.280',-,0.011,-,-,-,-,-,-,-
'142:11:18.288',-,0.011,-,-,-,-,-,-,-
'142:11:18.296',-,0.000,-,-,-,-,-,-,-
'142:11:18.304',-,0.000,-,-,-,-,-,-,-
'142:11:18.312',-,0.000,-,-,-,-,-,-,-
'142:11:18.320',-,-0.011,-,-,-,-,-,-,-
'142:11:18.328',-,-0.011,-,-,-,-,-,-,-
'142:11:18.336',-,-0.011,-,-,-,-,-,-,-
'142:11:18.344',-,-0.011,-,-,-,-,-,-,-
'142:11:18.352',-,-0.011,-,-,-,-,-,-,-
'142:11:18.360',-,-0.011,-,-,-,-,-,-,-
'142:11:18.368',-,-0.011,-,-,-,-,-,-,-
'142:11:18.376',-,-0.011,-,-,-,-,-,-,-
'142:11:18.384',-,-0.023,-,-,-,-,-,-,-
'142:11:18.392',-,-0.023,-,-,-,-,-,-,-
'142:11:18.400',-,-0.011,-,-,-,-,-,-,-
'142:11:18.408',-,-0.011,-,-,-,-,-,-,-
'142:11:18.416',-,-0.011,-,-,-,-,-,-,-
'142:11:18.424',-,-0.011,-,-,-,-,-,-,-
'142:11:18.432',-,-0.011,-,-,-,-,-,-,-
'142:11:18.440',-,-0.011,-,-,-,-,-,-,-
'142:11:18.448',-,-0.011,-,-,-,-,-,-,-
'142:11:18.456',-,-0.011,-,-,-,-,-,-,-
'142:11:18.464',-,-0.011,-,-,-,-,-,-,-
'142:11:18.472',-,0.000,-,-,-,-,-,-,-
'142:11:18.480',-,0.011,-,-,-,-,-,-,-
'142:11:18.488',-,0.011,-,-,-,-,-,-,-
'142:11:18.496',-,0.011,-,-,-,-,-,-,-
'142:11:18.504',-,0.023,-,-,-,-,-,-,-
'142:11:18.512',-,0.023,-,-,-,-,-,-,-
'142:11:18.520',-,0.011,-,-,-,-,-,-,-
'142:11:18.528',-,0.011,-,-,-,-,-,-,-
'142:11:18.536',-,0.011,-,-,-,-,-,-,-
'142:11:18.544',-,0.011,-,-,-,-,-,-,-
'142:11:18.552',-,0.000,-,-,-,-,-,-,-
'142:11:18.560',-,0.000,-,-,-,-,-,-,-
'142:11:18.568',-,0.000,-,-,-,-,-,-,-
'142:11:18.576',-,0.000,-,-,-,-,-,-,-
'142:11:18.584',-,-0.011,-,-,-,-,-,-,-
'142:11:18.592',-,-0.023,-,-,-,-,-,-,-
'142:11:18.600',-,-0.023,-,-,-,-,-,-,-
'142:11:18.608',-,-0.023,-,-,-,-,-,-,-
'142:11:18.616',-,-0.023,-,-,-,-,-,-,-
'142:11:18.624',-,-0.023,-,-,-,-,-,-,-
'142:11:18.632',-,-0.023,-,-,-,-,-,-,-
'142:11:18.640',-,-0.023,-,-,-,-,-,-,-
'142:11:18.648',-,-0.023,-,-,-,-,-,-,-
'142:11:18.656',-,-0.011,-,-,-,-,-,-,-
'142:11:18.664',-,-0.011,-,-,-,-,-,-,-
'142:11:18.672',-,0.000,-,-,-,-,-,-,-
'142:11:18.680',-,0.023,-,-,-,-,-,-,-
'142:11:18.688',-,0.126,-,-,-,-,-,-,-
'142:11:18.696',-,0.322,-,-,-,-,-,-,-
'142:11:18.704',-,0.437,-,-,-,-,-,-,-
'142:11:18.712',-,0.345,-,-,-,-,-,-,-
'142:11:18.720',-,0.195,-,-,-,-,-,-,-
'142:11:18.728',-,0.103,-,-,-,-,-,-,-
'142:11:18.736',-,0.080,-,-,-,-,-,-,-
'142:11:18.744',-,0.034,-,-,-,-,-,-,-
'142:11:18.752',-,-0.023,-,-,-,-,-,-,-
'142:11:18.760',-,-0.080,-,-,-,-,-,-,-
'142:11:18.768',-,-0.126,-,-,-,-,-,-,-
'142:11:18.776',-,-0.126,-,-,-,-,-,-,-
'142:11:18.784',-,-0.080,-,-,-,-,-,-,-
'142:11:18.792',-,-0.069,-,-,-,-,-,-,-
'142:11:18.800',-,-0.057,-,-,-,-,-,-,-
'142:11:18.808',-,-0.034,-,-,-,-,-,-,-
'142:11:18.816',-,-0.034,-,-,-,-,-,-,-
'142:11:18.824',-,-0.034,-,-,-,-,-,-,-
'142:11:18.832',-,-0.034,-,-,-,-,-,-,-
'142:11:18.840',-,-0.034,-,-,-,-,-,-,-
'142:11:18.848',-,-0.034,-,-,-,-,-,-,-
'142:11:18.856',-,-0.034,-,-,-,-,-,-,-
'142:11:18.864',-,-0.023,-,-,-,-,-,-,-
'142:11:18.872',-,-0.023,-,-,-,-,-,-,-
'142:11:18.880',-,-0.023,-,-,-,-,-,-,-
'142:11:18.888',-,-0.011,-,-,-,-,-,-,-
'142:11:18.896',-,-0.011,-,-,-,-,-,-,-
'142:11:18.904',-,0.000,-,-,-,-,-,-,-
'142:11:18.912',-,0.000,-,-,-,-,-,-,-
'142:11:18.920',-,0.011,-,-,-,-,-,-,-
'142:11:18.928',-,0.011,-,-,-,-,-,-,-
'142:11:18.936',-,0.034,-,-,-,-,-,-,-
'142:11:18.944',-,0.057,-,-,-,-,-,-,-
'142:11:18.952',-,0.069,-,-,-,-,-,-,-
'142:11:18.960',-,0.069,-,-,-,-,-,-,-
'142:11:18.968',-,0.080,-,-,-,-,-,-,-
'142:11:18.976',-,0.080,-,-,-,-,-,-,-
'142:11:18.984',-,0.069,-,-,-,-,-,-,-
'142:11:18.992',-,0.069,-,-,-,-,-,-,-
'142:11:19.000',-,0.057,-,-,-,-,-,-,-
'142:11:19.008',-,0.034,-,-,-,-,-,-,-
'142:11:19.016',-,0.023,-,-,-,-,-,-,-
'142:11:19.024',-,0.011,-,-,-,-,-,-,-
'142:11:19.032',-,0.000,-,-,-,-,-,-,-
'142:11:19.040',-,0.000,-,-,-,-,-,-,-
'142:11:19.048',-,0.000,-,-,-,-,-,-,-
'142:11:19.056',-,-0.011,-,-,-,-,-,-,-
'142:11:19.064',-,-0.011,-,-,-,-,-,-,-
'142:11:19.072',-,-0.011,-,-,-,-,-,-,-
'142:11:19.080',-,-0.011,-,-,-,-,-,-,-
'142:11:19.088',-,-0.011,-,-,-,-,-,-,-
'142:11:19.096',-,-0.011,-,-,-,-,-,-,-
'142:11:19.104',-,-0.011,-,-,-,-,-,-,-
'142:11:19.112',-,-0.011,-,-,-,-,-,-,-
'142:11:19.120',-,-0.023,-,-,-,-,-,-,-
'142:11:19.128',-,-0.023,-,-,-,-,-,-,-
'142:11:19.136',-,-0.023,-,-,-,-,-,-,-
'142:11:19.144',-,-0.011,-,-,-,-,-,-,-
'142:11:19.152',-,-0.011,-,-,-,-,-,-,-
'142:11:19.160',-,-0.011,-,-,-,-,-,-,-
'142:11:19.168',-,-0.011,-,-,-,-,-,-,-
'142:11:19.176',-,-0.011,-,-,-,-,-,-,-
'142:11:19.184',-,0.000,-,-,-,-,-,-,-
'142:11:19.192',-,0.000,-,-,-,-,-,-,-
'142:11:19.200',-,0.000,-,-,-,-,-,-,-
'142:11:19.208',-,0.011,-,-,-,-,-,-,-
'142:11:19.216',-,0.011,-,-,-,-,-,-,-
'142:11:19.224',-,0.011,-,-,-,-,-,-,-
'142:11:19.232',-,0.011,-,-,-,-,-,-,-
'142:11:19.240',-,0.011,-,-,-,-,-,-,-
'142:11:19.248',-,0.000,-,-,-,-,-,-,-
'142:11:19.256',-,0.000,-,-,-,-,-,-,-
'142:11:19.264',-,0.000,-,-,-,-,-,-,-
'142:11:19.272',-,0.000,-,-,-,-,-,-,-
'142:11:19.280',-,0.000,-,-,-,-,-,-,-
'142:11:19.288',-,-0.011,-,-,-,-,-,-,-
'142:11:19.296',-,-0.023,-,-,-,-,-,-,-
'142:11:19.304',-,-0.034,-,-,-,-,-,-,-
'142:11:19.312',-,-0.034,-,-,-,-,-,-,-
'142:11:19.320',-,-0.023,-,-,-,-,-,-,-
'142:11:19.328',-,-0.023,-,-,-,-,-,-,-
'142:11:19.336',-,-0.023,-,-,-,-,-,-,-
'142:11:19.344',-,-0.023,-,-,-,-,-,-,-
'142:11:19.352',-,-0.023,-,-,-,-,-,-,-
'142:11:19.360',-,-0.023,-,-,-,-,-,-,-
'142:11:19.368',-,-0.011,-,-,-,-,-,-,-
'142:11:19.376',-,-0.011,-,-,-,-,-,-,-
'142:11:19.384',-,0.000,-,-,-,-,-,-,-
'142:11:19.392',-,0.034,-,-,-,-,-,-,-
'142:11:19.400',-,0.172,-,-,-,-,-,-,-
'142:11:19.408',-,0.356,-,-,-,-,-,-,-
'142:11:19.416',-,0.437,-,-,-,-,-,-,-
'142:11:19.424',-,0.310,-,-,-,-,-,-,-
'142:11:19.432',-,0.161,-,-,-,-,-,-,-
'142:11:19.440',-,0.103,-,-,-,-,-,-,-
'142:11:19.448',-,0.069,-,-,-,-,-,-,-
'142:11:19.456',-,0.023,-,-,-,-,-,-,-
'142:11:19.464',-,-0.034,-,-,-,-,-,-,-
'142:11:19.472',-,-0.103,-,-,-,-,-,-,-
'142:11:19.480',-,-0.126,-,-,-,-,-,-,-
'142:11:19.488',-,-0.126,-,-,-,-,-,-,-
'142:11:19.496',-,-0.080,-,-,-,-,-,-,-
'142:11:19.504',-,-0.069,-,-,-,-,-,-,-
'142:11:19.512',-,-0.057,-,-,-,-,-,-,-
'142:11:19.520',-,-0.034,-,-,-,-,-,-,-
'142:11:19.528',-,-0.034,-,-,-,-,-,-,-
'142:11:19.536',-,-0.034,-,-,-,-,-,-,-
'142:11:19.544',-,-0.034,-,-,-,-,-,-,-
'142:11:19.552',-,-0.034,-,-,-,-,-,-,-
'142:11:19.560',-,-0.034,-,-,-,-,-,-,-
'142:11:19.568',-,-0.034,-,-,-,-,-,-,-
'142:11:19.576',-,-0.034,-,-,-,-,-,-,-
'142:11:19.584',-,-0.023,-,-,-,-,-,-,-
'142:11:19.592',-,-0.023,-,-,-,-,-,-,-
'142:11:19.600',-,-0.011,-,-,-,-,-,-,-
'142:11:19.608',-,-0.011,-,-,-,-,-,-,-
'142:11:19.616',-,-0.011,-,-,-,-,-,-,-
'142:11:19.624',-,0.000,-,-,-,-,-,-,-
'142:11:19.632',-,0.011,-,-,-,-,-,-,-
'142:11:19.640',-,0.011,-,-,-,-,-,-,-
'142:11:19.648',-,0.023,-,-,-,-,-,-,-
