'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:36:15.112',0.000,-0.107,-,-,-,-,56.800
'14:36:15.120',0.000,-0.099,-,-,-,-,56.800
'14:36:15.128',0.000,-0.099,-,-,-,-,56.000
'14:36:15.136',0.008,-0.074,-,-,-,-,55.200
'14:36:15.144',0.000,-0.066,-,-,-,-,54.400
'14:36:15.152',0.008,-0.074,-,-,-,-,53.600
'14:36:15.160',0.000,-0.058,-,-,-,-,53.600
'14:36:15.168',0.016,-0.058,-,-,-,-,52.800
'14:36:15.176',0.000,-0.050,-,-,-,-,52.800
'14:36:15.184',0.008,-0.041,-,-,-,-,52.800
'14:36:15.192',0.000,-0.041,-,-,-,-,52.800
'14:36:15.200',0.016,-0.033,-,-,-,-,52.000
'14:36:15.208',0.016,-0.025,-,-,-,-,52.000
'14:36:15.216',0.024,-0.017,-,-,-,-,52.000
'14:36:15.224',0.008,-0.017,-,-,-,-,52.000
'14:36:15.232',0.016,-0.017,-,-,-,-,52.000
'14:36:15.240',0.024,-0.017,-,-,-,-,51.200
'14:36:15.248',0.008,-0.008,-,-,-,-,51.200
'14:36:15.256',0.024,0.000,-,-,-,-,51.200
'14:36:15.264',0.008,0.017,-,-,-,-,50.400
'14:36:15.272',0.040,0.025,-,-,-,-,50.400
'14:36:15.280',0.056,0.033,-,-,-,-,50.400
'14:36:15.288',0.080,0.050,-,-,-,-,50.400
'14:36:15.296',0.104,0.074,-,-,-,-,50.400
'14:36:15.304',0.120,0.091,-,-,-,-,50.400
'14:36:15.312',0.104,0.074,-,-,-,-,50.400
'14:36:15.320',0.136,0.099,-,-,-,-,49.600
'14:36:15.328',0.152,0.132,-,-,-,-,49.600
'14:36:15.336',0.184,0.157,-,-,-,-,49.600
'14:36:15.344',0.208,0.231,-,-,-,-,49.600
'14:36:15.352',0.200,0.281,-,-,-,-,49.600
'14:36:15.360',0.168,0.289,-,-,-,-,48.800
'14:36:15.368',0.176,0.322,-,-,-,-,48.800
'14:36:15.376',0.120,0.331,-,-,-,-,48.800
'14:36:15.384',0.088,0.231,-,-,-,-,48.800
'14:36:15.392',0.048,0.190,-,-,-,-,48.000
'14:36:15.400',0.024,0.132,-,-,-,-,48.000
'14:36:15.408',0.000,0.050,-,-,-,-,48.000
'14:36:15.416',0.000,0.017,-,-,-,-,48.000
'14:36:15.424',-0.024,-0.017,-,-,-,-,48.000
'14:36:15.432',-0.032,-0.033,-,-,-,-,48.000
'14:36:15.440',-0.048,-0.050,-,-,-,-,48.000
'14:36:15.448',-0.056,-0.058,-,-,-,-,48.800
'14:36:15.456',-0.048,-0.058,-,-,-,-,51.200
'14:36:15.464',-0.064,-0.066,-,-,-,-,55.200
'14:36:15.472',-0.056,-0.058,-,-,-,-,60.000
'14:36:15.480',-0.072,-0.091,-,-,-,-,65.600
'14:36:15.488',-0.072,-0.074,-,-,-,-,69.600
'14:36:15.496',-0.088,-0.099,-,-,-,-,72.000
'14:36:15.504',-0.096,-0.116,-,-,-,-,72.800
'14:36:15.512',-0.112,-0.124,-,-,-,-,72.800
'14:36:15.520',-0.104,-0.132,-,-,-,-,72.000
'14:36:15.528',-0.128,-0.140,-,-,-,-,71.200
'14:36:15.536',-0.112,-0.157,-,-,-,-,69.600
'14:36:15.544',-0.128,-0.157,-,-,-,-,68.000
'14:36:15.552',-0.096,-0.165,-,-,-,-,65.600
'14:36:15.560',-0.088,-0.157,-,-,-,-,64.000
'14:36:15.568',-0.072,-0.165,-,-,-,-,61.600
'14:36:15.576',-0.064,-0.157,-,-,-,-,59.200
'14:36:15.584',-0.048,-0.165,-,-,-,-,56.800
'14:36:15.592',-0.040,-0.157,-,-,-,-,55.200
'14:36:15.600',-0.024,-0.140,-,-,-,-,53.600
'14:36:15.608',-0.016,-0.140,-,-,-,-,52.800
'14:36:15.616',0.000,-0.132,-,-,-,-,52.800
'14:36:15.624',0.000,-0.116,-,-,-,-,54.400
'14:36:15.632',-0.008,-0.124,-,-,-,-,56.000
'14:36:15.640',0.008,-0.099,-,-,-,-,56.800
'14:36:15.648',0.000,-0.099,-,-,-,-,56.800
'14:36:15.656',0.000,-0.091,-,-,-,-,56.000
'14:36:15.664',0.000,-0.074,-,-,-,-,55.200
'14:36:15.672',0.008,-0.066,-,-,-,-,55.200
'14:36:15.680',0.000,-0.058,-,-,-,-,54.400
'14:36:15.688',0.008,-0.058,-,-,-,-,54.400
'14:36:15.696',0.000,-0.050,-,-,-,-,53.600
'14:36:15.704',0.008,-0.041,-,-,-,-,53.600
'14:36:15.712',0.000,-0.050,-,-,-,-,52.800
'14:36:15.720',0.016,-0.033,-,-,-,-,52.800
'14:36:15.728',0.000,-0.033,-,-,-,-,52.800
'14:36:15.736',0.016,-0.025,-,-,-,-,52.000
'14:36:15.744',0.000,-0.025,-,-,-,-,52.000
'14:36:15.752',0.016,-0.017,-,-,-,-,52.000
'14:36:15.760',0.016,-0.017,-,-,-,-,51.200
'14:36:15.768',0.016,-0.017,-,-,-,-,51.200
'14:36:15.776',0.008,-0.017,-,-,-,-,51.200
'14:36:15.784',0.016,-0.017,-,-,-,-,51.200
'14:36:15.792',0.008,-0.017,-,-,-,-,51.200
'14:36:15.800',0.024,0.000,-,-,-,-,51.200
'14:36:15.808',0.016,0.017,-,-,-,-,51.200
'14:36:15.816',0.056,0.025,-,-,-,-,50.400
'14:36:15.824',0.048,0.033,-,-,-,-,50.400
'14:36:15.832',0.080,0.050,-,-,-,-,50.400
'14:36:15.840',0.104,0.066,-,-,-,-,50.400
'14:36:15.848',0.088,0.074,-,-,-,-,50.400
'14:36:15.856',0.120,0.058,-,-,-,-,49.600
'14:36:15.864',0.128,0.091,-,-,-,-,49.600
'14:36:15.872',0.144,0.124,-,-,-,-,49.600
'14:36:15.880',0.184,0.157,-,-,-,-,49.600
'14:36:15.888',0.200,0.240,-,-,-,-,49.600
'14:36:15.896',0.168,0.273,-,-,-,-,48.800
'14:36:15.904',0.160,0.289,-,-,-,-,48.800
'14:36:15.912',0.144,0.314,-,-,-,-,48.800
'14:36:15.920',0.104,0.248,-,-,-,-,48.800
'14:36:15.928',0.064,0.207,-,-,-,-,48.000
'14:36:15.936',0.032,0.149,-,-,-,-,48.000
'14:36:15.944',0.000,0.091,-,-,-,-,48.000
'14:36:15.952',0.000,0.025,-,-,-,-,48.000
'14:36:15.960',-0.016,0.000,-,-,-,-,48.000
'14:36:15.968',-0.032,-0.025,-,-,-,-,48.000
'14:36:15.976',-0.048,-0.041,-,-,-,-,48.000
'14:36:15.984',-0.040,-0.058,-,-,-,-,48.800
'14:36:15.992',-0.064,-0.058,-,-,-,-,50.400
'14:36:16.000',-0.056,-0.058,-,-,-,-,53.600
'14:36:16.008',-0.072,-0.066,-,-,-,-,59.200
'14:36:16.016',-0.064,-0.058,-,-,-,-,65.600
'14:36:16.024',-0.088,-0.074,-,-,-,-,70.400
'14:36:16.032',-0.088,-0.091,-,-,-,-,73.600
'14:36:16.040',-0.096,-0.099,-,-,-,-,74.400
'14:36:16.048',-0.096,-0.107,-,-,-,-,75.200
'14:36:16.056',-0.112,-0.116,-,-,-,-,74.400
'14:36:16.064',-0.128,-0.124,-,-,-,-,73.600
'14:36:16.072',-0.104,-0.140,-,-,-,-,72.000
'14:36:16.080',-0.128,-0.140,-,-,-,-,70.400
'14:36:16.088',-0.104,-0.149,-,-,-,-,68.000
'14:36:16.096',-0.096,-0.140,-,-,-,-,66.400
'14:36:16.104',-0.072,-0.149,-,-,-,-,64.000
'14:36:16.112',-0.088,-0.157,-,-,-,-,61.600
'14:36:16.120',-0.064,-0.157,-,-,-,-,59.200
'14:36:16.128',-0.048,-0.149,-,-,-,-,56.800
'14:36:16.136',-0.032,-0.149,-,-,-,-,55.200
'14:36:16.144',-0.024,-0.140,-,-,-,-,54.400
'14:36:16.152',-0.016,-0.132,-,-,-,-,54.400
'14:36:16.160',-0.016,-0.124,-,-,-,-,55.200
'14:36:16.168',0.000,-0.116,-,-,-,-,56.800
'14:36:16.176',-0.008,-0.099,-,-,-,-,58.400
'14:36:16.184',0.000,-0.091,-,-,-,-,58.400
'14:36:16.192',-0.008,-0.074,-,-,-,-,57.600
'14:36:16.200',0.000,-0.066,-,-,-,-,56.800
'14:36:16.208',0.000,-0.058,-,-,-,-,56.000
'14:36:16.216',-0.008,-0.058,-,-,-,-,55.200
'14:36:16.224',0.000,-0.050,-,-,-,-,55.200
'14:36:16.232',-0.008,-0.033,-,-,-,-,54.400
'14:36:16.240',0.000,-0.025,-,-,-,-,54.400
'14:36:16.248',-0.008,-0.017,-,-,-,-,53.600
'14:36:16.256',0.000,-0.008,-,-,-,-,53.600
'14:36:16.264',0.000,-0.017,-,-,-,-,52.800
'14:36:16.272',0.000,-0.008,-,-,-,-,52.800
'14:36:16.280',0.000,0.000,-,-,-,-,52.800
'14:36:16.288',0.000,0.000,-,-,-,-,52.000
'14:36:16.296',0.000,0.000,-,-,-,-,52.000
'14:36:16.304',0.008,0.008,-,-,-,-,52.000
'14:36:16.312',0.000,0.017,-,-,-,-,51.200
'14:36:16.320',0.008,0.008,-,-,-,-,51.200
'14:36:16.328',0.000,0.017,-,-,-,-,51.200
'14:36:16.336',0.008,0.008,-,-,-,-,51.200
'14:36:16.344',0.000,0.025,-,-,-,-,51.200
'14:36:16.352',0.008,0.041,-,-,-,-,51.200
'14:36:16.360',0.024,0.050,-,-,-,-,50.400
'14:36:16.368',0.048,0.066,-,-,-,-,50.400
'14:36:16.376',0.064,0.058,-,-,-,-,50.400
'14:36:16.384',0.088,0.116,-,-,-,-,50.400
'14:36:16.392',0.088,0.124,-,-,-,-,49.600
'14:36:16.400',0.104,0.099,-,-,-,-,49.600
'14:36:16.408',0.120,0.116,-,-,-,-,49.600
'14:36:16.416',0.144,0.132,-,-,-,-,49.600
'14:36:16.424',0.168,0.182,-,-,-,-,49.600
'14:36:16.432',0.200,0.248,-,-,-,-,48.800
'14:36:16.440',0.160,0.298,-,-,-,-,48.800
'14:36:16.448',0.152,0.314,-,-,-,-,48.800
'14:36:16.456',0.136,0.347,-,-,-,-,48.000
'14:36:16.464',0.104,0.298,-,-,-,-,48.000
'14:36:16.472',0.064,0.240,-,-,-,-,48.000
'14:36:16.480',0.032,0.190,-,-,-,-,48.000
'14:36:16.488',0.000,0.124,-,-,-,-,48.000
'14:36:16.496',-0.016,0.058,-,-,-,-,47.200
'14:36:16.504',-0.008,0.025,-,-,-,-,47.200
'14:36:16.512',-0.048,0.000,-,-,-,-,47.200
'14:36:16.520',-0.056,-0.017,-,-,-,-,48.000
'14:36:16.528',-0.064,-0.017,-,-,-,-,48.000
'14:36:16.536',-0.072,-0.025,-,-,-,-,49.600
'14:36:16.544',-0.072,-0.025,-,-,-,-,52.000
'14:36:16.552',-0.072,-0.025,-,-,-,-,56.000
'14:36:16.560',-0.088,-0.033,-,-,-,-,61.600
'14:36:16.568',-0.088,-0.041,-,-,-,-,67.200
'14:36:16.576',-0.104,-0.050,-,-,-,-,70.400
'14:36:16.584',-0.096,-0.058,-,-,-,-,72.000
'14:36:16.592',-0.128,-0.058,-,-,-,-,72.800
'14:36:16.600',-0.112,-0.074,-,-,-,-,72.800
'14:36:16.608',-0.128,-0.066,-,-,-,-,72.000
'14:36:16.616',-0.128,-0.099,-,-,-,-,70.400
'14:36:16.624',-0.128,-0.099,-,-,-,-,68.800
'14:36:16.632',-0.112,-0.107,-,-,-,-,67.200
'14:36:16.640',-0.128,-0.107,-,-,-,-,64.800
'14:36:16.648',-0.096,-0.116,-,-,-,-,62.400
'14:36:16.656',-0.088,-0.124,-,-,-,-,60.000
'14:36:16.664',-0.072,-0.116,-,-,-,-,58.400
'14:36:16.672',-0.064,-0.124,-,-,-,-,56.000
'14:36:16.680',-0.040,-0.107,-,-,-,-,54.400
'14:36:16.688',-0.032,-0.099,-,-,-,-,52.800
'14:36:16.696',-0.016,-0.099,-,-,-,-,52.800
'14:36:16.704',-0.016,-0.091,-,-,-,-,53.600
'14:36:16.712',-0.024,-0.099,-,-,-,-,55.200
'14:36:16.720',-0.008,-0.066,-,-,-,-,56.800
'14:36:16.728',-0.016,-0.058,-,-,-,-,56.800
'14:36:16.736',-0.008,-0.050,-,-,-,-,56.000
'14:36:16.744',-0.016,-0.050,-,-,-,-,55.200
'14:36:16.752',0.000,-0.041,-,-,-,-,54.400
'14:36:16.760',-0.016,-0.033,-,-,-,-,54.400
'14:36:16.768',-0.008,-0.025,-,-,-,-,53.600
'14:36:16.776',-0.016,-0.025,-,-,-,-,52.800
'14:36:16.784',0.000,-0.017,-,-,-,-,52.800
'14:36:16.792',-0.008,-0.017,-,-,-,-,52.800
'14:36:16.800',0.000,-0.008,-,-,-,-,52.000
'14:36:16.808',-0.008,0.000,-,-,-,-,52.000
'14:36:16.816',0.000,0.000,-,-,-,-,52.000
'14:36:16.824',0.000,0.000,-,-,-,-,51.200
'14:36:16.832',0.000,0.000,-,-,-,-,51.200
'14:36:16.840',0.000,0.008,-,-,-,-,51.200
'14:36:16.848',0.000,0.008,-,-,-,-,51.200
'14:36:16.856',0.000,0.008,-,-,-,-,51.200
'14:36:16.864',0.000,0.017,-,-,-,-,51.200
'14:36:16.872',0.000,0.008,-,-,-,-,50.400
'14:36:16.880',0.008,0.017,-,-,-,-,50.400
'14:36:16.888',0.000,0.025,-,-,-,-,50.400
'14:36:16.896',0.016,0.050,-,-,-,-,50.400
'14:36:16.904',0.032,0.058,-,-,-,-,50.400
'14:36:16.912',0.056,0.066,-,-,-,-,50.400
'14:36:16.920',0.088,0.091,-,-,-,-,49.600
'14:36:16.928',0.088,0.116,-,-,-,-,49.600
'14:36:16.936',0.104,0.116,-,-,-,-,49.600
'14:36:16.944',0.104,0.099,-,-,-,-,49.600
'14:36:16.952',0.136,0.124,-,-,-,-,48.800
'14:36:16.960',0.160,0.157,-,-,-,-,48.800
'14:36:16.968',0.192,0.198,-,-,-,-,48.800
'14:36:16.976',0.208,0.256,-,-,-,-,48.000
'14:36:16.984',0.176,0.298,-,-,-,-,48.000
'14:36:16.992',0.152,0.289,-,-,-,-,48.000
'14:36:17.000',0.144,0.331,-,-,-,-,47.200
'14:36:17.008',0.104,0.281,-,-,-,-,47.200
'14:36:17.016',0.064,0.231,-,-,-,-,47.200
'14:36:17.024',0.024,0.182,-,-,-,-,47.200
'14:36:17.032',0.000,0.116,-,-,-,-,47.200
'14:36:17.040',-0.024,0.050,-,-,-,-,47.200
'14:36:17.048',-0.040,0.017,-,-,-,-,47.200
'14:36:17.056',-0.056,0.000,-,-,-,-,47.200
'14:36:17.064',-0.064,-0.017,-,-,-,-,47.200
'14:36:17.072',-0.072,-0.017,-,-,-,-,48.000
'14:36:17.080',-0.072,-0.025,-,-,-,-,49.600
'14:36:17.088',-0.088,-0.033,-,-,-,-,52.800
'14:36:17.096',-0.088,-0.033,-,-,-,-,57.600
'14:36:17.104',-0.088,-0.041,-,-,-,-,63.200
'14:36:17.112',-0.104,-0.050,-,-,-,-,68.000
'14:36:17.120',-0.104,-0.058,-,-,-,-,71.200
'14:36:17.128',-0.128,-0.058,-,-,-,-,72.000
'14:36:17.136',-0.112,-0.066,-,-,-,-,72.000
'14:36:17.144',-0.136,-0.074,-,-,-,-,72.000
'14:36:17.152',-0.144,-0.099,-,-,-,-,71.200
'14:36:17.160',-0.152,-0.107,-,-,-,-,69.600
'14:36:17.168',-0.128,-0.116,-,-,-,-,68.000
'14:36:17.176',-0.136,-0.116,-,-,-,-,65.600
'14:36:17.184',-0.112,-0.132,-,-,-,-,64.000
'14:36:17.192',-0.104,-0.140,-,-,-,-,61.600
'14:36:17.200',-0.088,-0.132,-,-,-,-,59.200
'14:36:17.208',-0.072,-0.140,-,-,-,-,56.800
'14:36:17.216',-0.056,-0.132,-,-,-,-,55.200
'14:36:17.224',-0.048,-0.124,-,-,-,-,53.600
'14:36:17.232',-0.024,-0.107,-,-,-,-,52.800
'14:36:17.240',-0.032,-0.116,-,-,-,-,53.600
'14:36:17.248',-0.024,-0.107,-,-,-,-,54.400
'14:36:17.256',-0.016,-0.099,-,-,-,-,56.000
'14:36:17.264',-0.024,-0.091,-,-,-,-,56.800
'14:36:17.272',-0.008,-0.066,-,-,-,-,56.000
'14:36:17.280',-0.024,-0.058,-,-,-,-,56.000
'14:36:17.288',-0.008,-0.058,-,-,-,-,54.400
'14:36:17.296',-0.016,-0.050,-,-,-,-,54.400
'14:36:17.304',-0.016,-0.058,-,-,-,-,53.600
'14:36:17.312',-0.024,-0.041,-,-,-,-,52.800
'14:36:17.320',-0.008,-0.033,-,-,-,-,52.800
'14:36:17.328',-0.016,-0.025,-,-,-,-,52.000
'14:36:17.336',0.000,-0.017,-,-,-,-,52.000
'14:36:17.344',-0.016,-0.017,-,-,-,-,52.000
'14:36:17.352',0.000,-0.017,-,-,-,-,52.000
'14:36:17.360',-0.008,-0.017,-,-,-,-,51.200
'14:36:17.368',0.000,-0.008,-,-,-,-,51.200
'14:36:17.376',-0.008,-0.008,-,-,-,-,51.200
'14:36:17.384',0.000,0.000,-,-,-,-,51.200
'14:36:17.392',0.000,0.000,-,-,-,-,51.200
'14:36:17.400',0.000,0.000,-,-,-,-,51.200
'14:36:17.408',-0.008,0.000,-,-,-,-,50.400
'14:36:17.416',0.000,0.008,-,-,-,-,50.400
'14:36:17.424',0.008,0.008,-,-,-,-,50.400
'14:36:17.432',0.000,0.000,-,-,-,-,50.400
'14:36:17.440',0.008,0.008,-,-,-,-,50.400
'14:36:17.448',0.000,0.008,-,-,-,-,49.600
'14:36:17.456',0.008,0.008,-,-,-,-,49.600
'14:36:17.464',0.000,0.008,-,-,-,-,49.600
'14:36:17.472',0.008,0.017,-,-,-,-,49.600
'14:36:17.480',0.000,0.008,-,-,-,-,48.800
'14:36:17.488',0.008,0.017,-,-,-,-,48.800
'14:36:17.496',0.000,0.000,-,-,-,-,48.800
'14:36:17.504',0.016,0.017,-,-,-,-,48.800
'14:36:17.512',0.000,0.008,-,-,-,-,48.000
'14:36:17.520',0.008,0.008,-,-,-,-,48.000
'14:36:17.528',0.000,0.017,-,-,-,-,48.000
'14:36:17.536',0.008,0.008,-,-,-,-,47.200
'14:36:17.544',0.000,0.017,-,-,-,-,47.200
'14:36:17.552',0.008,0.008,-,-,-,-,47.200
'14:36:17.560',0.000,0.017,-,-,-,-,47.200
'14:36:17.568',0.008,0.017,-,-,-,-,46.400
'14:36:17.576',0.000,0.017,-,-,-,-,46.400
'14:36:17.584',0.008,0.017,-,-,-,-,46.400
'14:36:17.592',0.000,0.017,-,-,-,-,46.400
'14:36:17.600',0.008,0.017,-,-,-,-,46.400
'14:36:17.608',0.000,0.017,-,-,-,-,45.600
'14:36:17.616',0.008,0.017,-,-,-,-,45.600
'14:36:17.624',0.000,0.017,-,-,-,-,45.600
'14:36:17.632',0.008,0.008,-,-,-,-,45.600
'14:36:17.640',0.000,0.017,-,-,-,-,45.600
'14:36:17.648',0.008,0.017,-,-,-,-,44.800
'14:36:17.656',0.000,0.008,-,-,-,-,44.800
'14:36:17.664',0.008,0.017,-,-,-,-,44.800
'14:36:17.672',0.000,0.017,-,-,-,-,44.800
'14:36:17.680',0.008,0.025,-,-,-,-,44.800
'14:36:17.688',0.000,0.033,-,-,-,-,44.800
'14:36:17.696',0.000,0.033,-,-,-,-,44.000
'14:36:17.704',0.000,0.041,-,-,-,-,44.000
'14:36:17.712',0.008,0.050,-,-,-,-,44.000
'14:36:17.720',0.000,0.041,-,-,-,-,44.000
'14:36:17.728',0.008,0.033,-,-,-,-,44.000
'14:36:17.736',0.008,0.025,-,-,-,-,44.000
'14:36:17.744',0.000,0.017,-,-,-,-,44.000
'14:36:17.752',0.016,0.008,-,-,-,-,43.200
'14:36:17.760',0.008,0.000,-,-,-,-,43.200
'14:36:17.768',0.016,0.008,-,-,-,-,43.200
'14:36:17.776',0.000,0.000,-,-,-,-,43.200
'14:36:17.784',0.008,-0.008,-,-,-,-,43.200
'14:36:17.792',-0.048,-0.248,-,-,-,-,43.200
'14:36:17.800',0.008,0.008,-,-,-,-,43.200
'14:36:17.808',0.000,0.017,-,-,-,-,43.200
'14:36:17.816',0.008,0.008,-,-,-,-,43.200
'14:36:17.824',0.024,-0.033,-,-,-,-,42.400
'14:36:17.832',0.040,-0.099,-,-,-,-,42.400
'14:36:17.840',0.032,-0.140,-,-,-,-,42.400
'14:36:17.848',0.040,-0.198,-,-,-,-,41.600
'14:36:17.856',0.048,-0.240,-,-,-,-,41.600
'14:36:17.864',0.064,-0.256,-,-,-,-,41.600
'14:36:17.872',0.088,-0.289,-,-,-,-,40.800
'14:36:17.880',0.128,-0.298,-,-,-,-,40.800
'14:36:17.888',0.160,-0.298,-,-,-,-,41.600
'14:36:17.896',0.192,-0.190,-,-,-,-,41.600
'14:36:17.904',0.208,-0.091,-,-,-,-,41.600
'14:36:17.912',0.208,-0.025,-,-,-,-,41.600
'14:36:17.920',0.160,-0.041,-,-,-,-,41.600
'14:36:17.928',0.104,-0.050,-,-,-,-,41.600
'14:36:17.936',0.080,-0.041,-,-,-,-,41.600
'14:36:17.944',0.064,-0.017,-,-,-,-,42.400
'14:36:17.952',0.080,0.017,-,-,-,-,42.400
'14:36:17.960',0.064,0.017,-,-,-,-,42.400
'14:36:17.968',0.064,0.041,-,-,-,-,41.600
'14:36:17.976',0.016,0.066,-,-,-,-,41.600
'14:36:17.984',-0.008,0.099,-,-,-,-,41.600
'14:36:17.992',-0.056,0.149,-,-,-,-,42.400
'14:36:18.000',-0.088,0.207,-,-,-,-,43.200
'14:36:18.008',-0.096,0.215,-,-,-,-,45.600
'14:36:18.016',-0.104,0.215,-,-,-,-,48.800
'14:36:18.024',-0.096,0.231,-,-,-,-,52.800
'14:36:18.032',-0.112,0.231,-,-,-,-,56.800
'14:36:18.040',-0.128,0.240,-,-,-,-,60.800
'14:36:18.048',-0.128,0.248,-,-,-,-,64.000
'14:36:18.056',-0.136,0.248,-,-,-,-,67.200
'14:36:18.064',-0.136,0.240,-,-,-,-,70.400
'14:36:18.072',-0.128,0.240,-,-,-,-,72.800
'14:36:18.080',-0.144,0.231,-,-,-,-,74.400
'14:36:18.088',-0.136,0.215,-,-,-,-,76.000
'14:36:18.096',-0.152,0.215,-,-,-,-,76.000
'14:36:18.104',-0.136,0.198,-,-,-,-,76.000
'14:36:18.112',-0.152,0.182,-,-,-,-,75.200
'14:36:18.120',-0.128,0.157,-,-,-,-,73.600
'14:36:18.128',-0.136,0.132,-,-,-,-,72.800
'14:36:18.136',-0.112,0.124,-,-,-,-,71.200
'14:36:18.144',-0.104,0.116,-,-,-,-,69.600
'14:36:18.152',-0.096,0.074,-,-,-,-,68.000
'14:36:18.160',-0.088,0.050,-,-,-,-,66.400
'14:36:18.168',-0.072,0.033,-,-,-,-,64.800
'14:36:18.176',-0.064,0.017,-,-,-,-,62.400
'14:36:18.184',-0.048,0.008,-,-,-,-,60.800
'14:36:18.192',-0.056,0.000,-,-,-,-,59.200
'14:36:18.200',-0.040,-0.017,-,-,-,-,57.600
'14:36:18.208',-0.032,-0.017,-,-,-,-,57.600
'14:36:18.216',-0.024,-0.025,-,-,-,-,57.600
'14:36:18.224',-0.024,-0.017,-,-,-,-,58.400
'14:36:18.232',-0.016,-0.025,-,-,-,-,59.200
'14:36:18.240',-0.016,-0.017,-,-,-,-,59.200
'14:36:18.248',0.000,-0.025,-,-,-,-,58.400
'14:36:18.256',0.000,-0.017,-,-,-,-,58.400
'14:36:18.264',0.000,-0.025,-,-,-,-,57.600
'14:36:18.272',0.000,-0.033,-,-,-,-,57.600
'14:36:18.280',0.000,-0.041,-,-,-,-,56.800
'14:36:18.288',0.008,-0.050,-,-,-,-,56.800
'14:36:18.296',0.000,-0.058,-,-,-,-,56.000
'14:36:18.304',0.016,-0.050,-,-,-,-,56.000
'14:36:18.312',0.008,-0.058,-,-,-,-,56.000
'14:36:18.320',0.016,-0.066,-,-,-,-,55.200
'14:36:18.328',0.008,-0.074,-,-,-,-,55.200
'14:36:18.336',0.024,-0.066,-,-,-,-,55.200
'14:36:18.344',0.008,-0.058,-,-,-,-,55.200
'14:36:18.352',0.016,-0.066,-,-,-,-,55.200
'14:36:18.360',0.000,-0.066,-,-,-,-,54.400
'14:36:18.368',0.016,-0.058,-,-,-,-,54.400
'14:36:18.376',0.000,-0.058,-,-,-,-,53.600
'14:36:18.384',0.016,-0.058,-,-,-,-,53.600
'14:36:18.392',0.000,-0.058,-,-,-,-,52.800
'14:36:18.400',0.016,-0.050,-,-,-,-,52.800
'14:36:18.408',0.008,-0.050,-,-,-,-,52.000
'14:36:18.416',0.016,-0.041,-,-,-,-,52.000
'14:36:18.424',0.000,-0.050,-,-,-,-,52.000
'14:36:18.432',0.016,-0.033,-,-,-,-,52.000
'14:36:18.440',0.000,-0.041,-,-,-,-,52.000
'14:36:18.448',0.008,-0.033,-,-,-,-,52.000
'14:36:18.456',0.016,-0.033,-,-,-,-,52.000
'14:36:18.464',0.000,-0.041,-,-,-,-,51.200
'14:36:18.472',0.008,-0.025,-,-,-,-,51.200
'14:36:18.480',0.000,-0.033,-,-,-,-,51.200
'14:36:18.488',0.008,-0.033,-,-,-,-,51.200
'14:36:18.496',0.000,-0.017,-,-,-,-,50.400
'14:36:18.504',0.016,-0.008,-,-,-,-,50.400
'14:36:18.512',0.024,0.008,-,-,-,-,50.400
'14:36:18.520',0.048,0.017,-,-,-,-,49.600
'14:36:18.528',0.064,0.025,-,-,-,-,49.600
'14:36:18.536',0.104,0.050,-,-,-,-,48.800
'14:36:18.544',0.088,0.066,-,-,-,-,48.800
'14:36:18.552',0.120,0.050,-,-,-,-,48.800
'14:36:18.560',0.128,0.066,-,-,-,-,48.800
'14:36:18.568',0.088,-0.157,-,-,-,-,48.800
'14:36:18.576',0.184,0.149,-,-,-,-,48.800
'14:36:18.584',0.224,0.215,-,-,-,-,48.800
'14:36:18.592',0.200,0.248,-,-,-,-,48.000
'14:36:18.600',0.176,0.182,-,-,-,-,48.000
'14:36:18.608',0.160,0.165,-,-,-,-,48.000
'14:36:18.616',0.128,0.182,-,-,-,-,48.000
'14:36:18.624',0.064,0.132,-,-,-,-,48.000
'14:36:18.632',0.032,0.116,-,-,-,-,47.200
'14:36:18.640',0.000,0.050,-,-,-,-,47.200
'14:36:18.648',-0.008,0.017,-,-,-,-,47.200
'14:36:18.656',-0.032,0.000,-,-,-,-,47.200
'14:36:18.664',-0.040,-0.017,-,-,-,-,47.200
'14:36:18.672',-0.056,-0.041,-,-,-,-,47.200
'14:36:18.680',-0.056,-0.050,-,-,-,-,48.000
'14:36:18.688',-0.056,-0.041,-,-,-,-,48.800
'14:36:18.696',-0.064,-0.050,-,-,-,-,51.200
'14:36:18.704',-0.056,-0.041,-,-,-,-,56.000
'14:36:18.712',-0.072,-0.050,-,-,-,-,61.600
'14:36:18.720',-0.072,-0.058,-,-,-,-,67.200
'14:36:18.728',-0.088,-0.058,-,-,-,-,71.200
'14:36:18.736',-0.072,-0.058,-,-,-,-,73.600
'14:36:18.744',-0.104,-0.066,-,-,-,-,73.600
'14:36:18.752',-0.096,-0.066,-,-,-,-,73.600
'14:36:18.760',-0.128,-0.091,-,-,-,-,73.600
'14:36:18.768',-0.112,-0.099,-,-,-,-,72.000
'14:36:18.776',-0.128,-0.116,-,-,-,-,71.200
'14:36:18.784',-0.112,-0.116,-,-,-,-,69.600
'14:36:18.792',-0.128,-0.132,-,-,-,-,67.200
'14:36:18.800',-0.096,-0.140,-,-,-,-,65.600
'14:36:18.808',-0.088,-0.149,-,-,-,-,64.000
'14:36:18.816',-0.072,-0.157,-,-,-,-,61.600
'14:36:18.824',-0.072,-0.165,-,-,-,-,59.200
'14:36:18.832',-0.048,-0.157,-,-,-,-,57.600
