'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:51:00.112',0.000,-0.099,-,-,-,-,68.800
'14:51:00.120',0.000,-0.091,-,-,-,-,68.000
'14:51:00.128',0.000,-0.099,-,-,-,-,67.200
'14:51:00.136',-0.016,-0.074,-,-,-,-,67.200
'14:51:00.144',0.000,-0.091,-,-,-,-,66.400
'14:51:00.152',0.000,-0.066,-,-,-,-,66.400
'14:51:00.160',0.000,-0.066,-,-,-,-,66.400
'14:51:00.168',0.000,-0.066,-,-,-,-,66.400
'14:51:00.176',0.000,-0.074,-,-,-,-,65.600
'14:51:00.184',0.000,-0.066,-,-,-,-,65.600
'14:51:00.192',-0.008,-0.058,-,-,-,-,64.800
'14:51:00.200',0.008,-0.066,-,-,-,-,64.800
'14:51:00.208',0.000,-0.058,-,-,-,-,64.800
'14:51:00.216',0.008,-0.058,-,-,-,-,64.000
'14:51:00.224',0.000,-0.050,-,-,-,-,64.000
'14:51:00.232',0.016,-0.041,-,-,-,-,63.200
'14:51:00.240',0.000,-0.033,-,-,-,-,63.200
'14:51:00.248',0.000,-0.041,-,-,-,-,63.200
'14:51:00.256',0.000,-0.050,-,-,-,-,63.200
'14:51:00.264',0.016,-0.017,-,-,-,-,62.400
'14:51:00.272',0.024,-0.017,-,-,-,-,62.400
'14:51:00.280',0.032,-0.017,-,-,-,-,62.400
'14:51:00.288',0.032,-0.058,-,-,-,-,61.600
'14:51:00.296',0.064,-0.099,-,-,-,-,61.600
'14:51:00.304',0.056,-0.157,-,-,-,-,61.600
'14:51:00.312',0.080,-0.207,-,-,-,-,61.600
'14:51:00.320',0.056,-0.248,-,-,-,-,61.600
'14:51:00.328',0.048,-0.256,-,-,-,-,60.800
'14:51:00.336',0.064,-0.223,-,-,-,-,60.800
'14:51:00.344',0.088,-0.215,-,-,-,-,60.800
'14:51:00.352',0.104,-0.190,-,-,-,-,60.000
'14:51:00.360',0.088,-0.165,-,-,-,-,60.000
'14:51:00.368',0.064,-0.116,-,-,-,-,60.000
'14:51:00.376',0.088,-0.025,-,-,-,-,59.200
'14:51:00.384',0.064,0.017,-,-,-,-,59.200
'14:51:00.392',0.032,0.058,-,-,-,-,59.200
'14:51:00.400',0.040,0.116,-,-,-,-,59.200
'14:51:00.408',-0.008,0.124,-,-,-,-,59.200
'14:51:00.416',0.000,0.099,-,-,-,-,59.200
'14:51:00.424',-0.016,0.091,-,-,-,-,60.000
'14:51:00.432',-0.008,0.074,-,-,-,-,62.400
'14:51:00.440',-0.024,0.074,-,-,-,-,66.400
'14:51:00.448',-0.016,0.099,-,-,-,-,73.600
'14:51:00.456',-0.032,0.099,-,-,-,-,82.400
'14:51:00.464',-0.032,0.116,-,-,-,-,89.600
'14:51:00.472',-0.040,0.116,-,-,-,-,94.400
'14:51:00.480',-0.040,0.132,-,-,-,-,95.200
'14:51:00.488',-0.048,0.132,-,-,-,-,95.200
'14:51:00.496',-0.056,0.132,-,-,-,-,94.400
'14:51:00.504',-0.064,0.132,-,-,-,-,92.800
'14:51:00.512',-0.056,0.132,-,-,-,-,90.400
'14:51:00.520',-0.072,0.116,-,-,-,-,88.000
'14:51:00.528',-0.064,0.116,-,-,-,-,85.600
'14:51:00.536',-0.072,0.091,-,-,-,-,83.200
'14:51:00.544',-0.064,0.066,-,-,-,-,80.000
'14:51:00.552',-0.064,0.050,-,-,-,-,77.600
'14:51:00.560',-0.048,0.041,-,-,-,-,74.400
'14:51:00.568',-0.040,0.017,-,-,-,-,72.000
'14:51:00.576',-0.048,0.000,-,-,-,-,71.200
'14:51:00.584',-0.024,-0.008,-,-,-,-,70.400
'14:51:00.592',-0.008,-0.025,-,-,-,-,71.200
'14:51:00.600',0.000,-0.041,-,-,-,-,72.000
'14:51:00.608',0.000,-0.041,-,-,-,-,72.800
'14:51:00.616',0.000,-0.058,-,-,-,-,72.000
'14:51:00.624',-0.008,-0.058,-,-,-,-,70.400
'14:51:00.632',0.000,-0.066,-,-,-,-,69.600
'14:51:00.640',-0.008,-0.058,-,-,-,-,68.000
'14:51:00.648',0.000,-0.058,-,-,-,-,67.200
'14:51:00.656',-0.008,-0.058,-,-,-,-,67.200
'14:51:00.664',-0.008,-0.058,-,-,-,-,66.400
'14:51:00.672',-0.016,-0.058,-,-,-,-,66.400
'14:51:00.680',0.000,-0.058,-,-,-,-,65.600
'14:51:00.688',-0.008,-0.058,-,-,-,-,65.600
'14:51:00.696',0.000,-0.050,-,-,-,-,65.600
'14:51:00.704',0.000,-0.050,-,-,-,-,64.800
'14:51:00.712',0.000,-0.041,-,-,-,-,64.800
'14:51:00.720',0.000,-0.033,-,-,-,-,64.800
'14:51:00.728',0.000,-0.033,-,-,-,-,64.000
'14:51:00.736',0.000,-0.025,-,-,-,-,64.000
'14:51:00.744',0.000,-0.033,-,-,-,-,63.200
'14:51:00.752',0.000,-0.025,-,-,-,-,63.200
'14:51:00.760',-0.008,-0.017,-,-,-,-,62.400
'14:51:00.768',0.000,-0.025,-,-,-,-,62.400
'14:51:00.776',0.000,-0.017,-,-,-,-,62.400
'14:51:00.784',0.000,-0.017,-,-,-,-,62.400
'14:51:00.792',-0.008,0.000,-,-,-,-,61.600
'14:51:00.800',0.008,0.008,-,-,-,-,61.600
'14:51:00.808',0.000,0.000,-,-,-,-,60.800
'14:51:00.816',0.024,-0.025,-,-,-,-,60.800
'14:51:00.824',0.048,-0.074,-,-,-,-,60.800
'14:51:00.832',0.064,-0.132,-,-,-,-,60.800
'14:51:00.840',0.064,-0.182,-,-,-,-,60.800
'14:51:00.848',0.056,-0.207,-,-,-,-,60.800
'14:51:00.856',0.048,-0.215,-,-,-,-,60.000
'14:51:00.864',0.064,-0.182,-,-,-,-,60.000
'14:51:00.872',0.088,-0.182,-,-,-,-,59.200
'14:51:00.880',0.104,-0.182,-,-,-,-,59.200
'14:51:00.888',0.088,-0.132,-,-,-,-,59.200
'14:51:00.896',0.064,-0.074,-,-,-,-,58.400
'14:51:00.904',0.080,-0.008,-,-,-,-,58.400
'14:51:00.912',0.064,0.050,-,-,-,-,58.400
'14:51:00.920',0.024,0.099,-,-,-,-,58.400
'14:51:00.928',0.000,0.140,-,-,-,-,58.400
'14:51:00.936',-0.016,0.157,-,-,-,-,58.400
'14:51:00.944',-0.016,0.140,-,-,-,-,58.400
'14:51:00.952',-0.032,0.132,-,-,-,-,59.200
'14:51:00.960',-0.024,0.124,-,-,-,-,60.800
'14:51:00.968',-0.040,0.132,-,-,-,-,64.800
'14:51:00.976',-0.032,0.124,-,-,-,-,72.000
'14:51:00.984',-0.048,0.132,-,-,-,-,80.000
'14:51:00.992',-0.040,0.140,-,-,-,-,87.200
'14:51:01.000',-0.048,0.157,-,-,-,-,92.000
'14:51:01.008',-0.056,0.165,-,-,-,-,93.600
'14:51:01.016',-0.064,0.165,-,-,-,-,93.600
'14:51:01.024',-0.072,0.165,-,-,-,-,92.800
'14:51:01.032',-0.072,0.165,-,-,-,-,91.200
'14:51:01.040',-0.072,0.157,-,-,-,-,88.800
'14:51:01.048',-0.088,0.165,-,-,-,-,86.400
'14:51:01.056',-0.088,0.149,-,-,-,-,84.000
'14:51:01.064',-0.088,0.132,-,-,-,-,81.600
'14:51:01.072',-0.072,0.116,-,-,-,-,79.200
'14:51:01.080',-0.072,0.099,-,-,-,-,76.800
'14:51:01.088',-0.064,0.074,-,-,-,-,73.600
'14:51:01.096',-0.072,0.050,-,-,-,-,72.000
'14:51:01.104',-0.040,0.033,-,-,-,-,70.400
'14:51:01.112',-0.032,0.017,-,-,-,-,70.400
'14:51:01.120',-0.024,0.000,-,-,-,-,71.200
'14:51:01.128',-0.008,-0.017,-,-,-,-,72.000
'14:51:01.136',-0.016,-0.008,-,-,-,-,71.200
'14:51:01.144',0.000,-0.025,-,-,-,-,70.400
'14:51:01.152',-0.008,-0.033,-,-,-,-,69.600
'14:51:01.160',-0.016,-0.041,-,-,-,-,68.800
'14:51:01.168',-0.008,-0.033,-,-,-,-,68.000
'14:51:01.176',-0.016,-0.050,-,-,-,-,66.400
'14:51:01.184',-0.008,-0.041,-,-,-,-,66.400
'14:51:01.192',-0.016,-0.050,-,-,-,-,65.600
'14:51:01.200',-0.008,-0.033,-,-,-,-,65.600
'14:51:01.208',-0.016,-0.041,-,-,-,-,65.600
'14:51:01.216',-0.008,-0.041,-,-,-,-,64.800
'14:51:01.224',-0.008,-0.033,-,-,-,-,64.800
'14:51:01.232',-0.016,-0.041,-,-,-,-,64.000
'14:51:01.240',-0.008,-0.025,-,-,-,-,64.000
'14:51:01.248',0.000,-0.033,-,-,-,-,64.000
'14:51:01.256',-0.008,-0.025,-,-,-,-,64.000
'14:51:01.264',0.000,-0.017,-,-,-,-,63.200
'14:51:01.272',-0.008,-0.017,-,-,-,-,63.200
'14:51:01.280',0.000,-0.017,-,-,-,-,62.400
'14:51:01.288',0.000,-0.008,-,-,-,-,62.400
'14:51:01.296',0.000,0.000,-,-,-,-,62.400
'14:51:01.304',-0.008,-0.017,-,-,-,-,62.400
'14:51:01.312',0.000,-0.008,-,-,-,-,61.600
'14:51:01.320',0.000,0.000,-,-,-,-,61.600
'14:51:01.328',0.008,0.017,-,-,-,-,60.800
'14:51:01.336',0.016,0.008,-,-,-,-,60.800
'14:51:01.344',0.032,0.017,-,-,-,-,60.800
'14:51:01.352',0.048,-0.041,-,-,-,-,60.800
'14:51:01.360',0.080,-0.091,-,-,-,-,60.000
'14:51:01.368',0.064,-0.140,-,-,-,-,60.000
'14:51:01.376',0.064,-0.198,-,-,-,-,60.000
'14:51:01.384',0.064,-0.207,-,-,-,-,60.000
'14:51:01.392',0.056,-0.165,-,-,-,-,59.200
'14:51:01.400',0.088,-0.157,-,-,-,-,59.200
'14:51:01.408',0.088,-0.165,-,-,-,-,58.400
'14:51:01.416',0.120,-0.116,-,-,-,-,58.400
'14:51:01.424',0.064,-0.091,-,-,-,-,58.400
'14:51:01.432',0.088,0.000,-,-,-,-,58.400
'14:51:01.440',0.064,0.050,-,-,-,-,58.400
'14:51:01.448',0.032,0.099,-,-,-,-,57.600
'14:51:01.456',0.008,0.132,-,-,-,-,57.600
'14:51:01.464',-0.016,0.149,-,-,-,-,57.600
'14:51:01.472',-0.016,0.132,-,-,-,-,58.400
'14:51:01.480',-0.024,0.116,-,-,-,-,59.200
'14:51:01.488',-0.032,0.116,-,-,-,-,60.800
'14:51:01.496',-0.024,0.116,-,-,-,-,64.800
'14:51:01.504',-0.048,0.116,-,-,-,-,72.000
'14:51:01.512',-0.040,0.116,-,-,-,-,80.800
'14:51:01.520',-0.048,0.124,-,-,-,-,88.000
'14:51:01.528',-0.056,0.132,-,-,-,-,92.000
'14:51:01.536',-0.048,0.140,-,-,-,-,93.600
'14:51:01.544',-0.064,0.149,-,-,-,-,93.600
'14:51:01.552',-0.072,0.157,-,-,-,-,92.000
'14:51:01.560',-0.072,0.140,-,-,-,-,91.200
'14:51:01.568',-0.088,0.132,-,-,-,-,88.800
'14:51:01.576',-0.072,0.140,-,-,-,-,86.400
'14:51:01.584',-0.088,0.132,-,-,-,-,84.000
'14:51:01.592',-0.088,0.116,-,-,-,-,81.600
'14:51:01.600',-0.088,0.099,-,-,-,-,79.200
'14:51:01.608',-0.072,0.074,-,-,-,-,76.800
'14:51:01.616',-0.064,0.058,-,-,-,-,73.600
'14:51:01.624',-0.072,0.033,-,-,-,-,72.000
'14:51:01.632',-0.040,0.017,-,-,-,-,70.400
'14:51:01.640',-0.024,0.000,-,-,-,-,70.400
'14:51:01.648',-0.024,-0.008,-,-,-,-,70.400
'14:51:01.656',-0.016,-0.025,-,-,-,-,71.200
'14:51:01.664',0.000,-0.017,-,-,-,-,71.200
'14:51:01.672',-0.008,-0.041,-,-,-,-,70.400
'14:51:01.680',0.000,-0.041,-,-,-,-,69.600
'14:51:01.688',-0.008,-0.058,-,-,-,-,68.000
'14:51:01.696',0.000,-0.050,-,-,-,-,67.200
'14:51:01.704',-0.016,-0.058,-,-,-,-,66.400
'14:51:01.712',0.000,-0.058,-,-,-,-,65.600
'14:51:01.720',-0.008,-0.058,-,-,-,-,65.600
'14:51:01.728',-0.008,-0.058,-,-,-,-,64.800
'14:51:01.736',-0.008,-0.058,-,-,-,-,64.800
'14:51:01.744',0.000,-0.058,-,-,-,-,64.800
'14:51:01.752',-0.008,-0.050,-,-,-,-,64.800
'14:51:01.760',0.000,-0.058,-,-,-,-,64.000
'14:51:01.768',0.000,-0.041,-,-,-,-,64.000
'14:51:01.776',0.000,-0.050,-,-,-,-,64.000
'14:51:01.784',0.000,-0.041,-,-,-,-,63.200
'14:51:01.792',0.000,-0.033,-,-,-,-,63.200
'14:51:01.800',0.000,-0.025,-,-,-,-,63.200
'14:51:01.808',0.000,-0.033,-,-,-,-,62.400
'14:51:01.816',0.000,-0.025,-,-,-,-,62.400
'14:51:01.824',0.008,-0.017,-,-,-,-,62.400
'14:51:01.832',0.000,-0.025,-,-,-,-,61.600
'14:51:01.840',0.000,-0.017,-,-,-,-,61.600
'14:51:01.848',0.008,-0.008,-,-,-,-,61.600
'14:51:01.856',0.016,0.000,-,-,-,-,60.800
'14:51:01.864',0.024,0.000,-,-,-,-,60.800
'14:51:01.872',0.032,-0.025,-,-,-,-,60.800
'14:51:01.880',0.064,-0.066,-,-,-,-,60.800
'14:51:01.888',0.080,-0.132,-,-,-,-,60.000
'14:51:01.896',0.064,-0.182,-,-,-,-,60.000
'14:51:01.904',0.064,-0.215,-,-,-,-,60.000
'14:51:01.912',0.064,-0.198,-,-,-,-,60.000
'14:51:01.920',0.080,-0.182,-,-,-,-,59.200
'14:51:01.928',0.104,-0.182,-,-,-,-,59.200
'14:51:01.936',0.120,-0.182,-,-,-,-,58.400
'14:51:01.944',0.104,-0.140,-,-,-,-,58.400
'14:51:01.952',0.080,-0.099,-,-,-,-,58.400
'14:51:01.960',0.088,-0.017,-,-,-,-,58.400
'14:51:01.968',0.064,0.033,-,-,-,-,57.600
'14:51:01.976',0.032,0.091,-,-,-,-,57.600
'14:51:01.984',0.000,0.132,-,-,-,-,57.600
'14:51:01.992',-0.008,0.140,-,-,-,-,57.600
'14:51:02.000',-0.024,0.132,-,-,-,-,57.600
'14:51:02.008',-0.016,0.116,-,-,-,-,59.200
'14:51:02.016',-0.032,0.116,-,-,-,-,60.800
'14:51:02.024',-0.032,0.099,-,-,-,-,65.600
'14:51:02.032',-0.024,0.116,-,-,-,-,72.800
'14:51:02.040',-0.040,0.124,-,-,-,-,80.800
'14:51:02.048',-0.048,0.132,-,-,-,-,88.000
'14:51:02.056',-0.056,0.132,-,-,-,-,92.000
'14:51:02.064',-0.048,0.140,-,-,-,-,93.600
'14:51:02.072',-0.064,0.149,-,-,-,-,93.600
'14:51:02.080',-0.072,0.157,-,-,-,-,92.000
'14:51:02.088',-0.072,0.149,-,-,-,-,90.400
'14:51:02.096',-0.072,0.140,-,-,-,-,88.800
'14:51:02.104',-0.088,0.132,-,-,-,-,86.400
'14:51:02.112',-0.072,0.140,-,-,-,-,84.000
'14:51:02.120',-0.088,0.116,-,-,-,-,81.600
'14:51:02.128',-0.088,0.099,-,-,-,-,79.200
'14:51:02.136',-0.072,0.099,-,-,-,-,76.800
'14:51:02.144',-0.056,0.050,-,-,-,-,73.600
'14:51:02.152',-0.048,0.033,-,-,-,-,72.000
'14:51:02.160',-0.040,0.017,-,-,-,-,70.400
'14:51:02.168',-0.032,0.000,-,-,-,-,70.400
'14:51:02.176',-0.024,-0.017,-,-,-,-,70.400
'14:51:02.184',-0.008,-0.025,-,-,-,-,71.200
'14:51:02.192',-0.016,-0.025,-,-,-,-,71.200
'14:51:02.200',0.000,-0.041,-,-,-,-,70.400
'14:51:02.208',-0.008,-0.050,-,-,-,-,69.600
'14:51:02.216',0.000,-0.058,-,-,-,-,68.000
'14:51:02.224',-0.008,-0.058,-,-,-,-,67.200
'14:51:02.232',-0.016,-0.066,-,-,-,-,66.400
'14:51:02.240',-0.008,-0.058,-,-,-,-,65.600
'14:51:02.248',0.000,-0.066,-,-,-,-,65.600
'14:51:02.256',-0.008,-0.058,-,-,-,-,64.800
'14:51:02.264',0.000,-0.058,-,-,-,-,64.800
'14:51:02.272',-0.008,-0.058,-,-,-,-,64.800
'14:51:02.280',0.000,-0.050,-,-,-,-,64.800
'14:51:02.288',-0.008,-0.058,-,-,-,-,64.000
'14:51:02.296',0.000,-0.050,-,-,-,-,64.000
'14:51:02.304',0.000,-0.050,-,-,-,-,64.000
'14:51:02.312',0.000,-0.041,-,-,-,-,64.000
'14:51:02.320',0.000,-0.025,-,-,-,-,63.200
'14:51:02.328',0.000,-0.033,-,-,-,-,63.200
'14:51:02.336',0.000,-0.025,-,-,-,-,62.400
'14:51:02.344',0.008,-0.025,-,-,-,-,62.400
'14:51:02.352',0.000,-0.017,-,-,-,-,61.600
'14:51:02.360',0.000,-0.025,-,-,-,-,61.600
'14:51:02.368',0.000,-0.017,-,-,-,-,61.600
'14:51:02.376',0.008,-0.008,-,-,-,-,60.800
'14:51:02.384',0.000,0.000,-,-,-,-,60.800
'14:51:02.392',0.008,-0.008,-,-,-,-,60.800
'14:51:02.400',0.032,-0.025,-,-,-,-,60.800
'14:51:02.408',0.056,-0.091,-,-,-,-,60.800
'14:51:02.416',0.080,-0.140,-,-,-,-,60.000
'14:51:02.424',0.064,-0.190,-,-,-,-,60.000
'14:51:02.432',0.064,-0.215,-,-,-,-,60.000
'14:51:02.440',0.056,-0.223,-,-,-,-,60.000
'14:51:02.448',0.080,-0.190,-,-,-,-,59.200
'14:51:02.456',0.104,-0.198,-,-,-,-,59.200
'14:51:02.464',0.120,-0.165,-,-,-,-,58.400
'14:51:02.472',0.088,-0.140,-,-,-,-,58.400
'14:51:02.480',0.080,-0.099,-,-,-,-,58.400
'14:51:02.488',0.088,-0.017,-,-,-,-,57.600
'14:51:02.496',0.056,0.033,-,-,-,-,57.600
'14:51:02.504',0.024,0.099,-,-,-,-,57.600
'14:51:02.512',0.008,0.132,-,-,-,-,57.600
'14:51:02.520',-0.016,0.140,-,-,-,-,57.600
'14:51:02.528',-0.024,0.124,-,-,-,-,58.400
'14:51:02.536',-0.032,0.116,-,-,-,-,59.200
'14:51:02.544',-0.024,0.116,-,-,-,-,61.600
'14:51:02.552',-0.048,0.099,-,-,-,-,66.400
'14:51:02.560',-0.040,0.116,-,-,-,-,73.600
'14:51:02.568',-0.048,0.116,-,-,-,-,82.400
'14:51:02.576',-0.056,0.132,-,-,-,-,88.800
'14:51:02.584',-0.040,0.132,-,-,-,-,92.800
'14:51:02.592',-0.064,0.140,-,-,-,-,93.600
'14:51:02.600',-0.056,0.149,-,-,-,-,93.600
'14:51:02.608',-0.072,0.157,-,-,-,-,92.800
'14:51:02.616',-0.072,0.149,-,-,-,-,91.200
'14:51:02.624',-0.088,0.140,-,-,-,-,88.800
'14:51:02.632',-0.072,0.132,-,-,-,-,86.400
'14:51:02.640',-0.088,0.132,-,-,-,-,84.000
'14:51:02.648',-0.088,0.116,-,-,-,-,81.600
'14:51:02.656',-0.072,0.099,-,-,-,-,79.200
'14:51:02.664',-0.064,0.074,-,-,-,-,76.800
'14:51:02.672',-0.072,0.050,-,-,-,-,74.400
'14:51:02.680',-0.048,0.025,-,-,-,-,72.000
'14:51:02.688',-0.032,0.008,-,-,-,-,71.200
'14:51:02.696',-0.016,0.000,-,-,-,-,71.200
'14:51:02.704',-0.024,-0.017,-,-,-,-,71.200
'14:51:02.712',0.000,-0.025,-,-,-,-,72.000
'14:51:02.720',0.000,-0.033,-,-,-,-,72.000
'14:51:02.728',0.000,-0.058,-,-,-,-,71.200
'14:51:02.736',0.000,-0.058,-,-,-,-,69.600
'14:51:02.744',0.000,-0.066,-,-,-,-,68.800
'14:51:02.752',-0.008,-0.058,-,-,-,-,68.000
'14:51:02.760',0.000,-0.066,-,-,-,-,67.200
'14:51:02.768',-0.008,-0.066,-,-,-,-,66.400
'14:51:02.776',0.000,-0.074,-,-,-,-,65.600
'14:51:02.784',-0.008,-0.066,-,-,-,-,65.600
'14:51:02.792',0.000,-0.066,-,-,-,-,65.600
'14:51:02.800',0.000,-0.066,-,-,-,-,65.600
'14:51:02.808',0.000,-0.058,-,-,-,-,64.800
'14:51:02.816',0.000,-0.066,-,-,-,-,64.800
'14:51:02.824',0.000,-0.058,-,-,-,-,64.800
'14:51:02.832',0.000,-0.050,-,-,-,-,64.800
'14:51:02.840',0.000,-0.058,-,-,-,-,64.000
'14:51:02.848',0.008,-0.050,-,-,-,-,64.000
'14:51:02.856',0.000,-0.050,-,-,-,-,63.200
'14:51:02.864',0.008,-0.033,-,-,-,-,63.200
'14:51:02.872',0.016,-0.033,-,-,-,-,63.200
'14:51:02.880',0.016,-0.025,-,-,-,-,62.400
'14:51:02.888',0.008,-0.033,-,-,-,-,62.400
'14:51:02.896',0.016,-0.025,-,-,-,-,62.400
'14:51:02.904',0.008,-0.008,-,-,-,-,61.600
'14:51:02.912',0.024,-0.017,-,-,-,-,61.600
'14:51:02.920',0.024,0.000,-,-,-,-,61.600
'14:51:02.928',0.040,-0.033,-,-,-,-,60.800
'14:51:02.936',0.056,-0.099,-,-,-,-,60.800
'14:51:02.944',0.088,-0.140,-,-,-,-,60.800
'14:51:02.952',0.064,-0.190,-,-,-,-,60.800
'14:51:02.960',0.064,-0.223,-,-,-,-,60.800
'14:51:02.968',0.064,-0.231,-,-,-,-,60.000
'14:51:02.976',0.088,-0.198,-,-,-,-,60.000
'14:51:02.984',0.104,-0.190,-,-,-,-,60.000
'14:51:02.992',0.120,-0.165,-,-,-,-,59.200
'14:51:03.000',0.088,-0.140,-,-,-,-,59.200
'14:51:03.008',0.080,-0.099,-,-,-,-,59.200
'14:51:03.016',0.088,-0.017,-,-,-,-,58.400
'14:51:03.024',0.064,0.033,-,-,-,-,58.400
'14:51:03.032',0.024,0.074,-,-,-,-,58.400
'14:51:03.040',0.008,0.132,-,-,-,-,58.400
'14:51:03.048',-0.008,0.132,-,-,-,-,58.400
'14:51:03.056',-0.016,0.116,-,-,-,-,58.400
'14:51:03.064',-0.024,0.099,-,-,-,-,60.000
'14:51:03.072',-0.016,0.116,-,-,-,-,61.600
'14:51:03.080',-0.024,0.099,-,-,-,-,66.400
'14:51:03.088',-0.024,0.099,-,-,-,-,73.600
'14:51:03.096',-0.024,0.116,-,-,-,-,82.400
'14:51:03.104',-0.040,0.116,-,-,-,-,89.600
'14:51:03.112',-0.032,0.132,-,-,-,-,93.600
'14:51:03.120',-0.048,0.132,-,-,-,-,94.400
'14:51:03.128',-0.040,0.140,-,-,-,-,94.400
'14:51:03.136',-0.064,0.132,-,-,-,-,93.600
'14:51:03.144',-0.064,0.132,-,-,-,-,92.000
'14:51:03.152',-0.072,0.132,-,-,-,-,89.600
'14:51:03.160',-0.072,0.124,-,-,-,-,87.200
'14:51:03.168',-0.072,0.116,-,-,-,-,84.800
'14:51:03.176',-0.072,0.091,-,-,-,-,82.400
'14:51:03.184',-0.072,0.066,-,-,-,-,80.000
'14:51:03.192',-0.064,0.050,-,-,-,-,77.600
'14:51:03.200',-0.056,0.033,-,-,-,-,74.400
'14:51:03.208',-0.040,0.017,-,-,-,-,72.800
'14:51:03.216',-0.032,-0.008,-,-,-,-,71.200
'14:51:03.224',-0.024,-0.025,-,-,-,-,71.200
'14:51:03.232',-0.016,-0.041,-,-,-,-,71.200
'14:51:03.240',0.000,-0.058,-,-,-,-,72.000
'14:51:03.248',0.000,-0.058,-,-,-,-,72.000
'14:51:03.256',0.000,-0.074,-,-,-,-,72.000
'14:51:03.264',0.000,-0.091,-,-,-,-,70.400
'14:51:03.272',0.000,-0.074,-,-,-,-,69.600
'14:51:03.280',0.008,-0.091,-,-,-,-,68.000
'14:51:03.288',-0.008,-0.099,-,-,-,-,67.200
'14:51:03.296',0.000,-0.091,-,-,-,-,67.200
'14:51:03.304',0.000,-0.099,-,-,-,-,66.400
'14:51:03.312',0.000,-0.091,-,-,-,-,66.400
'14:51:03.320',0.000,-0.091,-,-,-,-,66.400
'14:51:03.328',-0.008,-0.074,-,-,-,-,65.600
'14:51:03.336',0.000,-0.066,-,-,-,-,65.600
'14:51:03.344',0.008,-0.074,-,-,-,-,65.600
'14:51:03.352',0.000,-0.066,-,-,-,-,64.800
'14:51:03.360',0.008,-0.058,-,-,-,-,64.800
'14:51:03.368',0.000,-0.058,-,-,-,-,64.800
'14:51:03.376',0.008,-0.058,-,-,-,-,64.000
'14:51:03.384',0.000,-0.058,-,-,-,-,64.000
'14:51:03.392',0.008,-0.058,-,-,-,-,63.200
'14:51:03.400',0.016,-0.050,-,-,-,-,63.200
'14:51:03.408',0.000,-0.050,-,-,-,-,63.200
'14:51:03.416',0.008,-0.058,-,-,-,-,62.400
'14:51:03.424',0.000,-0.050,-,-,-,-,62.400
'14:51:03.432',0.016,-0.025,-,-,-,-,62.400
'14:51:03.440',0.008,-0.033,-,-,-,-,62.400
'14:51:03.448',0.016,-0.025,-,-,-,-,61.600
'14:51:03.456',0.032,-0.066,-,-,-,-,61.600
'14:51:03.464',0.056,-0.132,-,-,-,-,61.600
'14:51:03.472',0.064,-0.190,-,-,-,-,61.600
'14:51:03.480',0.080,-0.215,-,-,-,-,60.800
'14:51:03.488',0.048,-0.256,-,-,-,-,60.800
'14:51:03.496',0.064,-0.256,-,-,-,-,60.800
'14:51:03.504',0.064,-0.223,-,-,-,-,60.800
'14:51:03.512',0.088,-0.231,-,-,-,-,60.000
'14:51:03.520',0.088,-0.207,-,-,-,-,60.000
'14:51:03.528',0.104,-0.182,-,-,-,-,60.000
'14:51:03.536',0.064,-0.132,-,-,-,-,59.200
'14:51:03.544',0.088,-0.050,-,-,-,-,59.200
'14:51:03.552',0.056,0.008,-,-,-,-,59.200
'14:51:03.560',0.040,0.058,-,-,-,-,59.200
'14:51:03.568',0.008,0.099,-,-,-,-,59.200
'14:51:03.576',0.000,0.099,-,-,-,-,59.200
'14:51:03.584',-0.016,0.091,-,-,-,-,59.200
'14:51:03.592',-0.008,0.066,-,-,-,-,60.000
'14:51:03.600',-0.016,0.058,-,-,-,-,62.400
'14:51:03.608',-0.016,0.066,-,-,-,-,66.400
'14:51:03.616',-0.024,0.058,-,-,-,-,73.600
'14:51:03.624',-0.032,0.074,-,-,-,-,82.400
'14:51:03.632',-0.024,0.099,-,-,-,-,89.600
'14:51:03.640',-0.040,0.099,-,-,-,-,93.600
'14:51:03.648',-0.040,0.116,-,-,-,-,95.200
'14:51:03.656',-0.048,0.116,-,-,-,-,95.200
'14:51:03.664',-0.056,0.116,-,-,-,-,94.400
'14:51:03.672',-0.072,0.116,-,-,-,-,92.800
'14:51:03.680',-0.064,0.099,-,-,-,-,90.400
'14:51:03.688',-0.072,0.099,-,-,-,-,88.000
'14:51:03.696',-0.072,0.091,-,-,-,-,84.800
'14:51:03.704',-0.072,0.066,-,-,-,-,83.200
'14:51:03.712',-0.064,0.050,-,-,-,-,80.000
'14:51:03.720',-0.064,0.041,-,-,-,-,77.600
'14:51:03.728',-0.040,0.017,-,-,-,-,75.200
'14:51:03.736',-0.056,0.000,-,-,-,-,72.800
'14:51:03.744',-0.032,-0.017,-,-,-,-,71.200
'14:51:03.752',-0.024,-0.033,-,-,-,-,71.200
'14:51:03.760',-0.008,-0.050,-,-,-,-,72.000
'14:51:03.768',-0.016,-0.058,-,-,-,-,72.800
'14:51:03.776',0.000,-0.066,-,-,-,-,72.800
'14:51:03.784',-0.008,-0.091,-,-,-,-,72.000
'14:51:03.792',0.000,-0.091,-,-,-,-,71.200
'14:51:03.800',0.000,-0.099,-,-,-,-,69.600
'14:51:03.808',-0.008,-0.091,-,-,-,-,68.800
'14:51:03.816',0.000,-0.091,-,-,-,-,68.000
