'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'15:10:09.120',0.000,-0.033,-,-,-,-,57.600
'15:10:09.128',0.000,-0.033,-,-,-,-,56.800
'15:10:09.136',0.000,-0.025,-,-,-,-,56.800
'15:10:09.144',0.000,-0.017,-,-,-,-,56.800
'15:10:09.152',0.000,-0.025,-,-,-,-,56.000
'15:10:09.160',0.000,-0.025,-,-,-,-,56.000
'15:10:09.168',0.000,-0.017,-,-,-,-,56.000
'15:10:09.176',-0.008,-0.017,-,-,-,-,56.000
'15:10:09.184',0.000,-0.017,-,-,-,-,56.000
'15:10:09.192',0.000,-0.017,-,-,-,-,55.200
'15:10:09.200',0.000,-0.017,-,-,-,-,55.200
'15:10:09.208',-0.008,-0.017,-,-,-,-,55.200
'15:10:09.216',0.000,-0.008,-,-,-,-,55.200
'15:10:09.224',0.000,0.000,-,-,-,-,54.400
'15:10:09.232',0.000,0.017,-,-,-,-,54.400
'15:10:09.240',0.016,0.033,-,-,-,-,53.600
'15:10:09.248',0.040,0.025,-,-,-,-,53.600
'15:10:09.256',0.064,0.058,-,-,-,-,53.600
'15:10:09.264',0.088,0.099,-,-,-,-,52.800
'15:10:09.272',0.088,0.074,-,-,-,-,52.800
'15:10:09.280',0.104,0.066,-,-,-,-,52.800
'15:10:09.288',0.120,0.099,-,-,-,-,52.800
'15:10:09.296',0.152,0.124,-,-,-,-,52.800
'15:10:09.304',0.184,0.149,-,-,-,-,52.800
'15:10:09.312',0.200,0.231,-,-,-,-,52.000
'15:10:09.320',0.144,0.050,-,-,-,-,52.000
'15:10:09.328',0.168,0.289,-,-,-,-,52.000
'15:10:09.336',0.136,0.314,-,-,-,-,51.200
'15:10:09.344',0.104,0.240,-,-,-,-,51.200
'15:10:09.352',0.048,0.215,-,-,-,-,51.200
'15:10:09.360',0.008,0.157,-,-,-,-,51.200
'15:10:09.368',-0.024,0.099,-,-,-,-,51.200
'15:10:09.376',-0.016,0.033,-,-,-,-,51.200
'15:10:09.384',-0.040,0.000,-,-,-,-,51.200
'15:10:09.392',-0.056,-0.017,-,-,-,-,51.200
'15:10:09.400',-0.064,-0.017,-,-,-,-,52.000
'15:10:09.408',-0.072,-0.025,-,-,-,-,53.600
'15:10:09.416',-0.072,-0.025,-,-,-,-,57.600
'15:10:09.424',-0.088,-0.033,-,-,-,-,63.200
'15:10:09.432',-0.088,-0.033,-,-,-,-,70.400
'15:10:09.440',-0.088,-0.033,-,-,-,-,76.800
'15:10:09.448',-0.096,-0.050,-,-,-,-,80.000
'15:10:09.456',-0.128,-0.058,-,-,-,-,80.800
'15:10:09.464',-0.112,-0.058,-,-,-,-,80.000
'15:10:09.472',-0.136,-0.058,-,-,-,-,79.200
'15:10:09.480',-0.128,-0.066,-,-,-,-,78.400
'15:10:09.488',-0.144,-0.091,-,-,-,-,77.600
'15:10:09.496',-0.152,-0.099,-,-,-,-,75.200
'15:10:09.504',-0.136,-0.107,-,-,-,-,72.800
'15:10:09.512',-0.128,-0.124,-,-,-,-,71.200
'15:10:09.520',-0.128,-0.140,-,-,-,-,68.800
'15:10:09.528',-0.128,-0.140,-,-,-,-,67.200
'15:10:09.536',-0.088,-0.140,-,-,-,-,64.800
'15:10:09.544',-0.072,-0.149,-,-,-,-,62.400
'15:10:09.552',-0.056,-0.140,-,-,-,-,61.600
'15:10:09.560',-0.040,-0.132,-,-,-,-,60.800
'15:10:09.568',-0.032,-0.124,-,-,-,-,60.800
'15:10:09.576',-0.024,-0.132,-,-,-,-,62.400
'15:10:09.584',-0.016,-0.116,-,-,-,-,63.200
'15:10:09.592',-0.008,-0.107,-,-,-,-,63.200
'15:10:09.600',-0.008,-0.099,-,-,-,-,62.400
'15:10:09.608',-0.016,-0.091,-,-,-,-,61.600
'15:10:09.616',0.000,-0.099,-,-,-,-,60.000
'15:10:09.624',-0.016,-0.074,-,-,-,-,59.200
'15:10:09.632',-0.008,-0.066,-,-,-,-,58.400
'15:10:09.640',-0.008,-0.058,-,-,-,-,57.600
'15:10:09.648',0.000,-0.058,-,-,-,-,57.600
'15:10:09.656',-0.008,-0.050,-,-,-,-,56.800
'15:10:09.664',0.000,-0.041,-,-,-,-,56.800
'15:10:09.672',-0.008,-0.033,-,-,-,-,56.800
'15:10:09.680',0.000,-0.025,-,-,-,-,56.800
'15:10:09.688',0.000,-0.025,-,-,-,-,56.800
'15:10:09.696',0.000,-0.017,-,-,-,-,56.800
'15:10:09.704',0.000,-0.017,-,-,-,-,56.800
'15:10:09.712',0.000,-0.017,-,-,-,-,56.800
'15:10:09.720',0.008,-0.008,-,-,-,-,56.000
'15:10:09.728',0.000,-0.008,-,-,-,-,56.000
'15:10:09.736',0.008,-0.008,-,-,-,-,56.000
'15:10:09.744',0.000,0.000,-,-,-,-,55.200
'15:10:09.752',0.016,0.008,-,-,-,-,55.200
'15:10:09.760',0.008,0.025,-,-,-,-,54.400
'15:10:09.768',0.048,0.041,-,-,-,-,54.400
'15:10:09.776',0.064,0.050,-,-,-,-,54.400
'15:10:09.784',0.088,0.066,-,-,-,-,54.400
'15:10:09.792',0.104,0.099,-,-,-,-,54.400
'15:10:09.800',0.104,0.099,-,-,-,-,54.400
'15:10:09.808',0.120,0.091,-,-,-,-,54.400
'15:10:09.816',0.144,0.116,-,-,-,-,53.600
'15:10:09.824',0.160,0.149,-,-,-,-,53.600
'15:10:09.832',0.200,0.182,-,-,-,-,53.600
'15:10:09.840',0.208,0.248,-,-,-,-,53.600
'15:10:09.848',0.184,0.289,-,-,-,-,52.800
'15:10:09.856',0.168,0.322,-,-,-,-,52.800
'15:10:09.864',0.152,0.347,-,-,-,-,52.800
'15:10:09.872',0.104,0.298,-,-,-,-,52.000
'15:10:09.880',0.064,0.231,-,-,-,-,52.000
'15:10:09.888',0.016,0.207,-,-,-,-,52.000
'15:10:09.896',-0.008,0.132,-,-,-,-,52.000
'15:10:09.904',-0.024,0.066,-,-,-,-,52.000
'15:10:09.912',-0.032,0.017,-,-,-,-,52.000
'15:10:09.920',-0.048,-0.008,-,-,-,-,52.000
'15:10:09.928',-0.064,-0.025,-,-,-,-,52.800
'15:10:09.936',-0.072,-0.033,-,-,-,-,54.400
'15:10:09.944',-0.088,-0.025,-,-,-,-,57.600
'15:10:09.952',-0.072,-0.041,-,-,-,-,63.200
'15:10:09.960',-0.096,-0.050,-,-,-,-,70.400
'15:10:09.968',-0.088,-0.050,-,-,-,-,75.200
'15:10:09.976',-0.112,-0.058,-,-,-,-,78.400
'15:10:09.984',-0.128,-0.066,-,-,-,-,79.200
'15:10:09.992',-0.136,-0.099,-,-,-,-,79.200
'15:10:10.000',-0.144,-0.091,-,-,-,-,79.200
'15:10:10.008',-0.152,-0.107,-,-,-,-,77.600
'15:10:10.016',-0.144,-0.116,-,-,-,-,76.000
'15:10:10.024',-0.160,-0.132,-,-,-,-,74.400
'15:10:10.032',-0.144,-0.140,-,-,-,-,72.000
'15:10:10.040',-0.128,-0.140,-,-,-,-,69.600
'15:10:10.048',-0.104,-0.132,-,-,-,-,67.200
'15:10:10.056',-0.096,-0.140,-,-,-,-,64.800
'15:10:10.064',-0.072,-0.140,-,-,-,-,62.400
'15:10:10.072',-0.064,-0.140,-,-,-,-,60.800
'15:10:10.080',-0.048,-0.140,-,-,-,-,59.200
'15:10:10.088',-0.040,-0.132,-,-,-,-,59.200
'15:10:10.096',-0.016,-0.116,-,-,-,-,60.000
'15:10:10.104',-0.016,-0.107,-,-,-,-,61.600
'15:10:10.112',-0.008,-0.099,-,-,-,-,62.400
'15:10:10.120',-0.008,-0.099,-,-,-,-,62.400
'15:10:10.128',0.000,-0.091,-,-,-,-,61.600
'15:10:10.136',-0.016,-0.074,-,-,-,-,60.800
'15:10:10.144',0.000,-0.066,-,-,-,-,60.000
'15:10:10.152',0.000,-0.058,-,-,-,-,59.200
'15:10:10.160',-0.008,-0.066,-,-,-,-,58.400
'15:10:10.168',0.000,-0.050,-,-,-,-,57.600
'15:10:10.176',-0.008,-0.058,-,-,-,-,56.800
'15:10:10.184',0.000,-0.041,-,-,-,-,56.800
'15:10:10.192',0.000,-0.033,-,-,-,-,56.800
'15:10:10.200',0.000,-0.025,-,-,-,-,56.000
'15:10:10.208',0.000,-0.033,-,-,-,-,56.000
'15:10:10.216',0.008,-0.017,-,-,-,-,56.000
'15:10:10.224',0.000,-0.017,-,-,-,-,56.000
'15:10:10.232',0.008,-0.017,-,-,-,-,56.000
'15:10:10.240',0.000,-0.008,-,-,-,-,56.000
'15:10:10.248',0.016,-0.008,-,-,-,-,56.000
'15:10:10.256',0.000,-0.008,-,-,-,-,56.000
'15:10:10.264',0.008,-0.008,-,-,-,-,55.200
'15:10:10.272',0.000,-0.008,-,-,-,-,55.200
'15:10:10.280',0.008,0.008,-,-,-,-,55.200
'15:10:10.288',0.016,0.017,-,-,-,-,54.400
'15:10:10.296',0.040,0.033,-,-,-,-,54.400
'15:10:10.304',0.056,0.050,-,-,-,-,54.400
'15:10:10.312',0.080,0.050,-,-,-,-,54.400
'15:10:10.320',0.104,0.091,-,-,-,-,53.600
'15:10:10.328',0.104,0.099,-,-,-,-,53.600
'15:10:10.336',0.120,0.091,-,-,-,-,53.600
'15:10:10.344',0.136,0.099,-,-,-,-,53.600
'15:10:10.352',0.152,0.124,-,-,-,-,52.800
'15:10:10.360',0.184,0.140,-,-,-,-,52.800
'15:10:10.368',0.224,0.215,-,-,-,-,52.800
'15:10:10.376',0.208,0.273,-,-,-,-,52.000
'15:10:10.384',0.176,0.289,-,-,-,-,52.000
'15:10:10.392',0.160,0.331,-,-,-,-,52.000
'15:10:10.400',0.120,0.331,-,-,-,-,52.000
'15:10:10.408',0.088,0.248,-,-,-,-,52.000
'15:10:10.416',0.040,0.215,-,-,-,-,51.200
'15:10:10.424',0.000,0.157,-,-,-,-,51.200
'15:10:10.432',-0.008,0.099,-,-,-,-,51.200
'15:10:10.440',-0.024,0.041,-,-,-,-,51.200
'15:10:10.448',-0.032,0.000,-,-,-,-,51.200
'15:10:10.456',-0.072,-0.017,-,-,-,-,52.000
'15:10:10.464',-0.064,-0.025,-,-,-,-,54.400
'15:10:10.472',-0.072,-0.033,-,-,-,-,57.600
'15:10:10.480',-0.072,-0.033,-,-,-,-,64.000
'15:10:10.488',-0.088,-0.041,-,-,-,-,71.200
'15:10:10.496',-0.096,-0.050,-,-,-,-,76.800
'15:10:10.504',-0.104,-0.050,-,-,-,-,80.000
'15:10:10.512',-0.112,-0.058,-,-,-,-,81.600
'15:10:10.520',-0.128,-0.074,-,-,-,-,80.800
'15:10:10.528',-0.136,-0.091,-,-,-,-,80.800
'15:10:10.536',-0.128,-0.099,-,-,-,-,79.200
'15:10:10.544',-0.144,-0.107,-,-,-,-,77.600
'15:10:10.552',-0.144,-0.124,-,-,-,-,76.000
'15:10:10.560',-0.152,-0.132,-,-,-,-,73.600
'15:10:10.568',-0.128,-0.132,-,-,-,-,71.200
'15:10:10.576',-0.112,-0.132,-,-,-,-,69.600
'15:10:10.584',-0.096,-0.140,-,-,-,-,67.200
'15:10:10.592',-0.088,-0.140,-,-,-,-,64.800
'15:10:10.600',-0.064,-0.140,-,-,-,-,62.400
'15:10:10.608',-0.072,-0.140,-,-,-,-,60.800
'15:10:10.616',-0.040,-0.140,-,-,-,-,60.800
'15:10:10.624',-0.024,-0.124,-,-,-,-,61.600
'15:10:10.632',-0.008,-0.107,-,-,-,-,62.400
'15:10:10.640',-0.016,-0.116,-,-,-,-,63.200
'15:10:10.648',0.000,-0.107,-,-,-,-,63.200
'15:10:10.656',0.000,-0.099,-,-,-,-,62.400
'15:10:10.664',0.000,-0.091,-,-,-,-,61.600
'15:10:10.672',-0.008,-0.099,-,-,-,-,60.800
'15:10:10.680',0.000,-0.066,-,-,-,-,60.000
'15:10:10.688',-0.008,-0.074,-,-,-,-,59.200
'15:10:10.696',0.000,-0.058,-,-,-,-,58.400
'15:10:10.704',-0.008,-0.058,-,-,-,-,58.400
'15:10:10.712',0.000,-0.050,-,-,-,-,57.600
'15:10:10.720',0.000,-0.041,-,-,-,-,57.600
'15:10:10.728',0.000,-0.033,-,-,-,-,57.600
'15:10:10.736',0.008,-0.025,-,-,-,-,56.800
'15:10:10.744',0.000,-0.017,-,-,-,-,56.800
'15:10:10.752',0.008,-0.017,-,-,-,-,57.600
'15:10:10.760',0.016,-0.017,-,-,-,-,57.600
'15:10:10.768',0.024,-0.008,-,-,-,-,57.600
'15:10:10.776',0.008,-0.017,-,-,-,-,56.800
'15:10:10.784',0.016,0.000,-,-,-,-,56.800
'15:10:10.792',0.024,0.000,-,-,-,-,56.800
'15:10:10.800',0.024,0.000,-,-,-,-,56.000
'15:10:10.808',0.008,-0.008,-,-,-,-,56.000
'15:10:10.816',0.024,0.000,-,-,-,-,56.000
'15:10:10.824',0.016,0.008,-,-,-,-,55.200
'15:10:10.832',0.024,0.017,-,-,-,-,55.200
'15:10:10.840',0.040,0.033,-,-,-,-,55.200
'15:10:10.848',0.064,0.050,-,-,-,-,55.200
'15:10:10.856',0.088,0.058,-,-,-,-,55.200
'15:10:10.864',0.104,0.091,-,-,-,-,54.400
'15:10:10.872',0.120,0.099,-,-,-,-,54.400
'15:10:10.880',0.120,0.091,-,-,-,-,54.400
'15:10:10.888',0.136,0.116,-,-,-,-,54.400
'15:10:10.896',0.152,0.132,-,-,-,-,53.600
'15:10:10.904',0.184,0.165,-,-,-,-,53.600
'15:10:10.912',0.224,0.231,-,-,-,-,53.600
'15:10:10.920',0.192,0.289,-,-,-,-,52.800
'15:10:10.928',0.176,0.298,-,-,-,-,52.800
'15:10:10.936',0.160,0.331,-,-,-,-,52.800
'15:10:10.944',0.120,0.331,-,-,-,-,52.800
'15:10:10.952',0.080,0.240,-,-,-,-,52.000
'15:10:10.960',0.032,0.207,-,-,-,-,52.000
'15:10:10.968',0.000,0.132,-,-,-,-,52.000
'15:10:10.976',-0.016,0.066,-,-,-,-,52.000
'15:10:10.984',0.000,0.025,-,-,-,-,52.000
'15:10:10.992',-0.032,0.000,-,-,-,-,52.000
'15:10:11.000',-0.048,-0.017,-,-,-,-,52.800
'15:10:11.008',-0.064,-0.025,-,-,-,-,55.200
'15:10:11.016',-0.056,-0.033,-,-,-,-,58.400
'15:10:11.024',-0.072,-0.041,-,-,-,-,64.800
'15:10:11.032',-0.072,-0.041,-,-,-,-,72.000
'15:10:11.040',-0.088,-0.050,-,-,-,-,78.400
'15:10:11.048',-0.088,-0.050,-,-,-,-,81.600
'15:10:11.056',-0.104,-0.058,-,-,-,-,82.400
'15:10:11.064',-0.104,-0.066,-,-,-,-,82.400
'15:10:11.072',-0.128,-0.058,-,-,-,-,81.600
'15:10:11.080',-0.128,-0.099,-,-,-,-,80.800
'15:10:11.088',-0.136,-0.099,-,-,-,-,79.200
'15:10:11.096',-0.128,-0.116,-,-,-,-,76.800
'15:10:11.104',-0.128,-0.124,-,-,-,-,74.400
'15:10:11.112',-0.104,-0.132,-,-,-,-,72.000
'15:10:11.120',-0.088,-0.140,-,-,-,-,70.400
'15:10:11.128',-0.096,-0.157,-,-,-,-,68.000
'15:10:11.136',-0.072,-0.149,-,-,-,-,65.600
'15:10:11.144',-0.056,-0.149,-,-,-,-,63.200
'15:10:11.152',-0.040,-0.140,-,-,-,-,62.400
'15:10:11.160',-0.032,-0.140,-,-,-,-,61.600
'15:10:11.168',-0.016,-0.132,-,-,-,-,62.400
'15:10:11.176',-0.024,-0.140,-,-,-,-,64.000
'15:10:11.184',-0.008,-0.124,-,-,-,-,64.800
'15:10:11.192',-0.016,-0.116,-,-,-,-,64.800
'15:10:11.200',0.000,-0.107,-,-,-,-,64.000
'15:10:11.208',-0.016,-0.099,-,-,-,-,62.400
'15:10:11.216',0.000,-0.091,-,-,-,-,61.600
'15:10:11.224',0.000,-0.091,-,-,-,-,60.800
'15:10:11.232',0.000,-0.074,-,-,-,-,60.000
'15:10:11.240',0.000,-0.066,-,-,-,-,59.200
'15:10:11.248',0.000,-0.058,-,-,-,-,59.200
'15:10:11.256',0.000,-0.066,-,-,-,-,59.200
'15:10:11.264',0.000,-0.050,-,-,-,-,58.400
'15:10:11.272',0.000,-0.041,-,-,-,-,58.400
'15:10:11.280',0.000,-0.033,-,-,-,-,58.400
'15:10:11.288',0.000,-0.033,-,-,-,-,58.400
'15:10:11.296',0.008,-0.025,-,-,-,-,58.400
'15:10:11.304',0.000,-0.017,-,-,-,-,58.400
'15:10:11.312',0.008,-0.025,-,-,-,-,57.600
'15:10:11.320',0.016,-0.017,-,-,-,-,57.600
'15:10:11.328',0.008,-0.008,-,-,-,-,56.800
'15:10:11.336',0.016,-0.017,-,-,-,-,56.800
'15:10:11.344',0.008,-0.008,-,-,-,-,56.800
'15:10:11.352',0.016,-0.008,-,-,-,-,56.800
'15:10:11.360',0.000,-0.008,-,-,-,-,56.000
'15:10:11.368',0.016,0.000,-,-,-,-,56.000
'15:10:11.376',0.008,-0.008,-,-,-,-,56.000
'15:10:11.384',0.016,0.000,-,-,-,-,56.000
'15:10:11.392',0.008,-0.008,-,-,-,-,56.000
'15:10:11.400',0.024,0.000,-,-,-,-,56.000
'15:10:11.408',0.016,0.000,-,-,-,-,55.200
'15:10:11.416',0.024,-0.008,-,-,-,-,55.200
'15:10:11.424',0.008,0.000,-,-,-,-,55.200
'15:10:11.432',0.016,0.000,-,-,-,-,55.200
'15:10:11.440',0.008,0.000,-,-,-,-,54.400
'15:10:11.448',0.016,0.000,-,-,-,-,54.400
'15:10:11.456',0.024,0.000,-,-,-,-,53.600
'15:10:11.464',0.008,0.000,-,-,-,-,53.600
'15:10:11.472',0.016,0.000,-,-,-,-,53.600
'15:10:11.480',0.024,0.000,-,-,-,-,53.600
'15:10:11.488',0.016,-0.008,-,-,-,-,52.800
'15:10:11.496',0.016,0.000,-,-,-,-,52.800
'15:10:11.504',0.016,0.000,-,-,-,-,52.800
'15:10:11.512',0.008,0.000,-,-,-,-,52.800
'15:10:11.520',0.024,-0.008,-,-,-,-,52.000
'15:10:11.528',0.016,0.000,-,-,-,-,52.000
'15:10:11.536',0.016,0.000,-,-,-,-,52.000
'15:10:11.544',0.008,-0.008,-,-,-,-,52.000
'15:10:11.552',0.016,0.000,-,-,-,-,51.200
'15:10:11.560',0.008,-0.008,-,-,-,-,51.200
'15:10:11.568',0.016,0.000,-,-,-,-,51.200
'15:10:11.576',0.008,0.000,-,-,-,-,51.200
'15:10:11.584',0.016,-0.008,-,-,-,-,50.400
'15:10:11.592',0.008,0.000,-,-,-,-,50.400
'15:10:11.600',0.016,0.000,-,-,-,-,50.400
'15:10:11.608',0.008,0.017,-,-,-,-,50.400
'15:10:11.616',0.016,0.017,-,-,-,-,50.400
'15:10:11.624',0.008,0.017,-,-,-,-,50.400
'15:10:11.632',0.016,0.017,-,-,-,-,49.600
'15:10:11.640',0.016,0.025,-,-,-,-,49.600
'15:10:11.648',0.024,0.017,-,-,-,-,49.600
'15:10:11.656',0.008,0.017,-,-,-,-,49.600
'15:10:11.664',0.024,0.008,-,-,-,-,49.600
'15:10:11.672',0.008,-0.008,-,-,-,-,49.600
'15:10:11.680',0.016,-0.008,-,-,-,-,48.800
'15:10:11.688',0.024,-0.008,-,-,-,-,48.800
'15:10:11.696',0.016,-0.017,-,-,-,-,48.800
'15:10:11.704',0.024,-0.025,-,-,-,-,48.800
'15:10:11.712',0.008,-0.017,-,-,-,-,48.800
'15:10:11.720',0.016,-0.025,-,-,-,-,48.800
'15:10:11.728',0.008,-0.025,-,-,-,-,48.800
'15:10:11.736',-0.040,-0.248,-,-,-,-,48.800
'15:10:11.744',0.016,-0.008,-,-,-,-,48.000
'15:10:11.752',0.000,0.000,-,-,-,-,48.000
'15:10:11.760',0.016,0.008,-,-,-,-,48.000
'15:10:11.768',0.024,-0.058,-,-,-,-,47.200
'15:10:11.776',0.040,-0.124,-,-,-,-,47.200
'15:10:11.784',0.048,-0.165,-,-,-,-,47.200
'15:10:11.792',0.040,-0.223,-,-,-,-,47.200
'15:10:11.800',0.064,-0.256,-,-,-,-,47.200
'15:10:11.808',0.104,-0.273,-,-,-,-,47.200
'15:10:11.816',0.120,-0.289,-,-,-,-,47.200
'15:10:11.824',0.136,-0.256,-,-,-,-,47.200
'15:10:11.832',0.160,-0.182,-,-,-,-,46.400
'15:10:11.840',0.168,-0.074,-,-,-,-,46.400
'15:10:11.848',0.184,-0.008,-,-,-,-,46.400
'15:10:11.856',0.136,-0.017,-,-,-,-,46.400
'15:10:11.864',0.104,-0.050,-,-,-,-,46.400
'15:10:11.872',0.064,-0.058,-,-,-,-,47.200
'15:10:11.880',0.064,-0.066,-,-,-,-,47.200
'15:10:11.888',0.056,-0.017,-,-,-,-,47.200
'15:10:11.896',0.064,0.008,-,-,-,-,46.400
'15:10:11.904',0.048,0.017,-,-,-,-,46.400
'15:10:11.912',0.032,0.033,-,-,-,-,46.400
'15:10:11.920',0.000,0.058,-,-,-,-,47.200
'15:10:11.928',-0.024,0.099,-,-,-,-,47.200
'15:10:11.936',-0.056,0.149,-,-,-,-,48.800
'15:10:11.944',-0.072,0.190,-,-,-,-,51.200
'15:10:11.952',-0.072,0.207,-,-,-,-,55.200
'15:10:11.960',-0.088,0.207,-,-,-,-,60.000
'15:10:11.968',-0.096,0.215,-,-,-,-,64.800
'15:10:11.976',-0.104,0.215,-,-,-,-,69.600
'15:10:11.984',-0.096,0.231,-,-,-,-,72.800
'15:10:11.992',-0.128,0.215,-,-,-,-,76.000
'15:10:12.000',-0.112,0.231,-,-,-,-,78.400
'15:10:12.008',-0.128,0.215,-,-,-,-,80.800
'15:10:12.016',-0.128,0.215,-,-,-,-,82.400
'15:10:12.024',-0.128,0.198,-,-,-,-,83.200
'15:10:12.032',-0.128,0.198,-,-,-,-,82.400
'15:10:12.040',-0.128,0.182,-,-,-,-,82.400
'15:10:12.048',-0.112,0.165,-,-,-,-,80.800
'15:10:12.056',-0.112,0.149,-,-,-,-,80.000
'15:10:12.064',-0.104,0.132,-,-,-,-,78.400
'15:10:12.072',-0.096,0.124,-,-,-,-,76.800
'15:10:12.080',-0.088,0.099,-,-,-,-,74.400
'15:10:12.088',-0.088,0.074,-,-,-,-,72.800
'15:10:12.096',-0.072,0.050,-,-,-,-,71.200
'15:10:12.104',-0.064,0.041,-,-,-,-,68.800
'15:10:12.112',-0.048,0.025,-,-,-,-,67.200
'15:10:12.120',-0.056,0.008,-,-,-,-,64.800
'15:10:12.128',-0.040,0.000,-,-,-,-,64.000
'15:10:12.136',-0.032,0.008,-,-,-,-,63.200
'15:10:12.144',-0.040,0.000,-,-,-,-,64.000
'15:10:12.152',-0.032,-0.008,-,-,-,-,64.800
'15:10:12.160',-0.024,0.000,-,-,-,-,64.800
'15:10:12.168',-0.016,-0.008,-,-,-,-,64.800
'15:10:12.176',-0.024,0.000,-,-,-,-,64.000
'15:10:12.184',-0.016,-0.017,-,-,-,-,63.200
'15:10:12.192',-0.008,-0.025,-,-,-,-,62.400
'15:10:12.200',-0.008,-0.041,-,-,-,-,61.600
'15:10:12.208',-0.016,-0.050,-,-,-,-,61.600
'15:10:12.216',0.000,-0.050,-,-,-,-,60.800
'15:10:12.224',-0.008,-0.050,-,-,-,-,60.800
'15:10:12.232',0.000,-0.058,-,-,-,-,60.000
'15:10:12.240',-0.008,-0.058,-,-,-,-,60.000
'15:10:12.248',0.000,-0.058,-,-,-,-,60.000
'15:10:12.256',-0.008,-0.058,-,-,-,-,60.000
'15:10:12.264',0.000,-0.058,-,-,-,-,60.000
'15:10:12.272',-0.008,-0.058,-,-,-,-,59.200
'15:10:12.280',0.000,-0.058,-,-,-,-,59.200
'15:10:12.288',-0.008,-0.050,-,-,-,-,58.400
'15:10:12.296',0.000,-0.041,-,-,-,-,58.400
'15:10:12.304',0.000,-0.050,-,-,-,-,57.600
'15:10:12.312',0.000,-0.041,-,-,-,-,57.600
'15:10:12.320',-0.008,-0.033,-,-,-,-,56.800
'15:10:12.328',0.000,-0.033,-,-,-,-,56.800
'15:10:12.336',0.000,-0.025,-,-,-,-,56.800
'15:10:12.344',-0.008,-0.025,-,-,-,-,56.000
'15:10:12.352',0.000,-0.017,-,-,-,-,56.000
'15:10:12.360',0.000,-0.017,-,-,-,-,56.000
'15:10:12.368',0.000,-0.017,-,-,-,-,56.000
'15:10:12.376',0.000,-0.017,-,-,-,-,55.200
'15:10:12.384',0.000,-0.017,-,-,-,-,55.200
'15:10:12.392',-0.008,-0.017,-,-,-,-,55.200
'15:10:12.400',0.000,-0.008,-,-,-,-,55.200
'15:10:12.408',-0.008,0.000,-,-,-,-,54.400
'15:10:12.416',0.000,0.017,-,-,-,-,54.400
'15:10:12.424',0.016,0.025,-,-,-,-,54.400
'15:10:12.432',0.040,0.033,-,-,-,-,53.600
'15:10:12.440',0.064,0.050,-,-,-,-,53.600
'15:10:12.448',0.088,0.074,-,-,-,-,53.600
'15:10:12.456',0.080,0.091,-,-,-,-,53.600
'15:10:12.464',0.104,0.066,-,-,-,-,52.800
'15:10:12.472',0.120,0.091,-,-,-,-,52.800
'15:10:12.480',0.136,0.116,-,-,-,-,52.800
'15:10:12.488',0.168,0.140,-,-,-,-,52.800
'15:10:12.496',0.200,0.215,-,-,-,-,52.000
'15:10:12.504',0.120,0.041,-,-,-,-,52.000
'15:10:12.512',0.160,0.256,-,-,-,-,52.000
'15:10:12.520',0.136,0.314,-,-,-,-,52.000
'15:10:12.528',0.104,0.248,-,-,-,-,51.200
'15:10:12.536',0.048,0.215,-,-,-,-,51.200
'15:10:12.544',0.016,0.165,-,-,-,-,51.200
'15:10:12.552',-0.016,0.099,-,-,-,-,51.200
'15:10:12.560',-0.016,0.041,-,-,-,-,51.200
'15:10:12.568',-0.040,0.000,-,-,-,-,51.200
'15:10:12.576',-0.056,-0.017,-,-,-,-,51.200
'15:10:12.584',-0.072,-0.025,-,-,-,-,52.000
'15:10:12.592',-0.072,-0.033,-,-,-,-,53.600
'15:10:12.600',-0.088,-0.041,-,-,-,-,56.800
'15:10:12.608',-0.088,-0.050,-,-,-,-,61.600
'15:10:12.616',-0.088,-0.041,-,-,-,-,68.800
'15:10:12.624',-0.096,-0.041,-,-,-,-,75.200
'15:10:12.632',-0.088,-0.050,-,-,-,-,79.200
'15:10:12.640',-0.112,-0.058,-,-,-,-,80.800
'15:10:12.648',-0.112,-0.058,-,-,-,-,80.000
'15:10:12.656',-0.128,-0.066,-,-,-,-,79.200
'15:10:12.664',-0.128,-0.058,-,-,-,-,78.400
'15:10:12.672',-0.144,-0.091,-,-,-,-,77.600
'15:10:12.680',-0.144,-0.099,-,-,-,-,75.200
'15:10:12.688',-0.144,-0.116,-,-,-,-,72.800
'15:10:12.696',-0.128,-0.124,-,-,-,-,71.200
'15:10:12.704',-0.128,-0.140,-,-,-,-,69.600
'15:10:12.712',-0.104,-0.149,-,-,-,-,67.200
'15:10:12.720',-0.096,-0.149,-,-,-,-,64.800
'15:10:12.728',-0.072,-0.157,-,-,-,-,62.400
'15:10:12.736',-0.064,-0.149,-,-,-,-,60.800
'15:10:12.744',-0.048,-0.140,-,-,-,-,60.800
'15:10:12.752',-0.032,-0.132,-,-,-,-,60.800
'15:10:12.760',-0.032,-0.132,-,-,-,-,61.600
'15:10:12.768',-0.024,-0.124,-,-,-,-,63.200
'15:10:12.776',-0.008,-0.116,-,-,-,-,63.200
'15:10:12.784',-0.016,-0.099,-,-,-,-,62.400
'15:10:12.792',-0.024,-0.099,-,-,-,-,61.600
'15:10:12.800',-0.008,-0.074,-,-,-,-,60.000
'15:10:12.808',-0.008,-0.099,-,-,-,-,59.200
'15:10:12.816',0.000,-0.066,-,-,-,-,58.400
'15:10:12.824',-0.016,-0.066,-,-,-,-,57.600
