'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:58:10.120',-0.072,-0.165,-,-,-,-,55.200
'14:58:10.128',-0.024,-0.124,-,-,-,-,55.200
'14:58:10.136',-0.008,-0.099,-,-,-,-,54.400
'14:58:10.144',0.000,-0.107,-,-,-,-,54.400
'14:58:10.152',0.000,-0.091,-,-,-,-,53.600
'14:58:10.160',0.032,-0.058,-,-,-,-,53.600
'14:58:10.168',0.008,-0.058,-,-,-,-,53.600
'14:58:10.176',0.024,-0.066,-,-,-,-,52.800
'14:58:10.184',0.032,-0.058,-,-,-,-,52.800
'14:58:10.192',0.024,-0.066,-,-,-,-,52.800
'14:58:10.200',0.000,-0.091,-,-,-,-,52.800
'14:58:10.208',-0.008,-0.074,-,-,-,-,52.000
'14:58:10.216',0.000,-0.091,-,-,-,-,52.000
'14:58:10.224',0.016,-0.058,-,-,-,-,52.000
'14:58:10.232',0.048,-0.033,-,-,-,-,52.000
'14:58:10.240',0.016,-0.050,-,-,-,-,52.000
'14:58:10.248',0.040,-0.033,-,-,-,-,51.200
'14:58:10.256',0.064,0.000,-,-,-,-,51.200
'14:58:10.264',0.024,-0.025,-,-,-,-,50.400
'14:58:10.272',0.016,0.008,-,-,-,-,50.400
'14:58:10.280',0.088,0.017,-,-,-,-,50.400
'14:58:10.288',0.008,-0.041,-,-,-,-,49.600
'14:58:10.296',0.000,-0.033,-,-,-,-,49.600
'14:58:10.304',-0.008,-0.025,-,-,-,-,49.600
'14:58:10.312',0.024,0.000,-,-,-,-,49.600
'14:58:10.320',0.064,0.025,-,-,-,-,49.600
'14:58:10.328',0.104,0.050,-,-,-,-,48.800
'14:58:10.336',0.120,0.041,-,-,-,-,48.800
'14:58:10.344',0.104,0.091,-,-,-,-,48.800
'14:58:10.352',0.088,0.017,-,-,-,-,48.800
'14:58:10.360',0.152,0.041,-,-,-,-,48.800
'14:58:10.368',0.168,0.058,-,-,-,-,48.000
'14:58:10.376',0.208,0.116,-,-,-,-,48.000
'14:58:10.384',0.240,0.198,-,-,-,-,48.000
'14:58:10.392',0.208,0.240,-,-,-,-,48.000
'14:58:10.400',0.224,0.281,-,-,-,-,47.200
'14:58:10.408',0.152,0.289,-,-,-,-,47.200
'14:58:10.416',0.104,0.240,-,-,-,-,47.200
'14:58:10.424',0.064,0.165,-,-,-,-,46.400
'14:58:10.432',0.040,0.132,-,-,-,-,46.400
'14:58:10.440',0.000,0.050,-,-,-,-,46.400
'14:58:10.448',-0.024,0.000,-,-,-,-,46.400
'14:58:10.456',-0.032,-0.033,-,-,-,-,46.400
'14:58:10.464',-0.024,-0.066,-,-,-,-,47.200
'14:58:10.472',-0.056,-0.099,-,-,-,-,47.200
'14:58:10.480',-0.048,-0.099,-,-,-,-,48.800
'14:58:10.488',-0.024,-0.066,-,-,-,-,50.400
'14:58:10.496',-0.048,-0.099,-,-,-,-,54.400
'14:58:10.504',-0.048,-0.091,-,-,-,-,60.000
'14:58:10.512',-0.040,-0.099,-,-,-,-,65.600
'14:58:10.520',-0.088,-0.107,-,-,-,-,69.600
'14:58:10.528',-0.072,-0.099,-,-,-,-,71.200
'14:58:10.536',-0.096,-0.124,-,-,-,-,72.000
'14:58:10.544',-0.104,-0.140,-,-,-,-,72.000
'14:58:10.552',-0.096,-0.165,-,-,-,-,71.200
'14:58:10.560',-0.128,-0.182,-,-,-,-,70.400
'14:58:10.568',-0.128,-0.182,-,-,-,-,68.800
'14:58:10.576',-0.112,-0.182,-,-,-,-,67.200
'14:58:10.584',-0.104,-0.182,-,-,-,-,65.600
'14:58:10.592',-0.128,-0.198,-,-,-,-,64.000
'14:58:10.600',-0.104,-0.198,-,-,-,-,61.600
'14:58:10.608',-0.072,-0.182,-,-,-,-,60.000
'14:58:10.616',-0.072,-0.165,-,-,-,-,57.600
'14:58:10.624',-0.088,-0.182,-,-,-,-,56.000
'14:58:10.632',-0.048,-0.149,-,-,-,-,53.600
'14:58:10.640',-0.040,-0.140,-,-,-,-,52.800
'14:58:10.648',-0.048,-0.165,-,-,-,-,52.000
'14:58:10.656',-0.008,-0.140,-,-,-,-,52.800
'14:58:10.664',-0.016,-0.140,-,-,-,-,54.400
'14:58:10.672',-0.008,-0.132,-,-,-,-,56.000
'14:58:10.680',0.000,-0.107,-,-,-,-,56.800
'14:58:10.688',0.000,-0.124,-,-,-,-,56.000
'14:58:10.696',0.016,-0.099,-,-,-,-,55.200
'14:58:10.704',0.016,-0.099,-,-,-,-,54.400
'14:58:10.712',0.024,-0.091,-,-,-,-,53.600
'14:58:10.720',0.000,-0.099,-,-,-,-,53.600
'14:58:10.728',0.000,-0.091,-,-,-,-,52.800
'14:58:10.736',0.000,-0.058,-,-,-,-,52.000
'14:58:10.744',0.000,-0.066,-,-,-,-,52.000
'14:58:10.752',0.008,-0.058,-,-,-,-,51.200
'14:58:10.760',0.032,-0.050,-,-,-,-,51.200
'14:58:10.768',0.016,-0.050,-,-,-,-,50.400
'14:58:10.776',0.008,-0.058,-,-,-,-,50.400
'14:58:10.784',0.024,-0.041,-,-,-,-,50.400
'14:58:10.792',0.016,-0.041,-,-,-,-,50.400
'14:58:10.800',0.024,-0.025,-,-,-,-,49.600
'14:58:10.808',0.032,-0.033,-,-,-,-,49.600
'14:58:10.816',0.008,-0.025,-,-,-,-,49.600
'14:58:10.824',0.000,-0.033,-,-,-,-,49.600
'14:58:10.832',0.016,-0.025,-,-,-,-,48.800
'14:58:10.840',0.000,-0.050,-,-,-,-,48.800
'14:58:10.848',0.016,-0.025,-,-,-,-,49.600
'14:58:10.856',0.008,-0.017,-,-,-,-,49.600
'14:58:10.864',0.040,0.017,-,-,-,-,49.600
'14:58:10.872',0.048,0.033,-,-,-,-,48.800
'14:58:10.880',0.080,0.025,-,-,-,-,48.800
'14:58:10.888',0.064,0.050,-,-,-,-,48.800
'14:58:10.896',0.104,0.091,-,-,-,-,48.800
'14:58:10.904',0.104,0.074,-,-,-,-,48.800
'14:58:10.912',0.120,0.058,-,-,-,-,48.800
'14:58:10.920',0.128,0.099,-,-,-,-,48.800
'14:58:10.928',0.152,0.132,-,-,-,-,48.800
'14:58:10.936',0.176,0.165,-,-,-,-,48.000
'14:58:10.944',0.208,0.248,-,-,-,-,48.000
'14:58:10.952',0.184,0.289,-,-,-,-,48.000
'14:58:10.960',0.192,0.322,-,-,-,-,47.200
'14:58:10.968',0.128,0.331,-,-,-,-,47.200
'14:58:10.976',0.120,0.256,-,-,-,-,47.200
'14:58:10.984',0.064,0.207,-,-,-,-,47.200
'14:58:10.992',0.032,0.140,-,-,-,-,47.200
'14:58:11.000',0.008,0.074,-,-,-,-,46.400
'14:58:11.008',0.000,0.017,-,-,-,-,46.400
'14:58:11.016',-0.016,0.000,-,-,-,-,46.400
'14:58:11.024',-0.040,-0.025,-,-,-,-,46.400
'14:58:11.032',-0.032,-0.033,-,-,-,-,47.200
'14:58:11.040',-0.056,-0.025,-,-,-,-,48.800
'14:58:11.048',-0.048,-0.058,-,-,-,-,52.000
'14:58:11.056',-0.056,-0.033,-,-,-,-,56.800
'14:58:11.064',-0.072,-0.050,-,-,-,-,62.400
'14:58:11.072',-0.088,-0.058,-,-,-,-,68.000
'14:58:11.080',-0.072,-0.050,-,-,-,-,72.000
'14:58:11.088',-0.104,-0.091,-,-,-,-,73.600
'14:58:11.096',-0.112,-0.099,-,-,-,-,74.400
'14:58:11.104',-0.096,-0.107,-,-,-,-,74.400
'14:58:11.112',-0.112,-0.140,-,-,-,-,73.600
'14:58:11.120',-0.128,-0.140,-,-,-,-,72.000
'14:58:11.128',-0.064,-0.124,-,-,-,-,70.400
'14:58:11.136',-0.056,-0.116,-,-,-,-,68.000
'14:58:11.144',-0.048,-0.132,-,-,-,-,66.400
'14:58:11.152',-0.064,-0.140,-,-,-,-,64.000
'14:58:11.160',-0.088,-0.165,-,-,-,-,61.600
'14:58:11.168',-0.096,-0.182,-,-,-,-,59.200
'14:58:11.176',-0.088,-0.157,-,-,-,-,57.600
'14:58:11.184',-0.048,-0.140,-,-,-,-,55.200
'14:58:11.192',-0.040,-0.124,-,-,-,-,53.600
'14:58:11.200',-0.048,-0.140,-,-,-,-,53.600
'14:58:11.208',-0.016,-0.140,-,-,-,-,53.600
'14:58:11.216',0.000,-0.107,-,-,-,-,55.200
'14:58:11.224',-0.008,-0.099,-,-,-,-,56.800
'14:58:11.232',0.008,-0.066,-,-,-,-,57.600
'14:58:11.240',0.000,-0.058,-,-,-,-,57.600
'14:58:11.248',0.016,-0.066,-,-,-,-,56.800
'14:58:11.256',0.008,-0.050,-,-,-,-,56.000
'14:58:11.264',0.032,-0.017,-,-,-,-,56.000
'14:58:11.272',0.040,-0.017,-,-,-,-,56.000
'14:58:11.280',0.048,-0.008,-,-,-,-,55.200
'14:58:11.288',-0.024,-0.058,-,-,-,-,54.400
'14:58:11.296',-0.016,-0.050,-,-,-,-,54.400
'14:58:11.304',0.000,-0.025,-,-,-,-,53.600
'14:58:11.312',0.000,-0.017,-,-,-,-,53.600
'14:58:11.320',0.024,0.000,-,-,-,-,53.600
'14:58:11.328',0.032,-0.017,-,-,-,-,52.800
'14:58:11.336',-0.024,-0.041,-,-,-,-,52.800
'14:58:11.344',0.000,-0.050,-,-,-,-,52.800
'14:58:11.352',0.016,-0.008,-,-,-,-,52.000
'14:58:11.360',0.064,0.033,-,-,-,-,52.000
'14:58:11.368',0.064,0.050,-,-,-,-,52.000
'14:58:11.376',0.024,0.017,-,-,-,-,52.000
'14:58:11.384',0.016,0.041,-,-,-,-,51.200
'14:58:11.392',0.104,0.116,-,-,-,-,51.200
'14:58:11.400',0.000,0.025,-,-,-,-,51.200
'14:58:11.408',-0.072,-0.017,-,-,-,-,51.200
'14:58:11.416',-0.064,0.000,-,-,-,-,50.400
'14:58:11.424',0.008,0.033,-,-,-,-,50.400
'14:58:11.432',0.048,0.058,-,-,-,-,50.400
'14:58:11.440',0.040,0.050,-,-,-,-,50.400
'14:58:11.448',0.080,0.074,-,-,-,-,50.400
'14:58:11.456',0.104,0.116,-,-,-,-,50.400
'14:58:11.464',0.088,0.132,-,-,-,-,49.600
'14:58:11.472',0.104,0.099,-,-,-,-,49.600
'14:58:11.480',0.136,0.132,-,-,-,-,49.600
'14:58:11.488',0.128,0.132,-,-,-,-,49.600
'14:58:11.496',0.192,0.198,-,-,-,-,48.800
'14:58:11.504',0.248,0.314,-,-,-,-,48.800
'14:58:11.512',0.256,0.364,-,-,-,-,48.800
'14:58:11.520',0.144,0.322,-,-,-,-,48.000
'14:58:11.528',0.128,0.364,-,-,-,-,48.000
'14:58:11.536',0.088,0.331,-,-,-,-,48.000
'14:58:11.544',0.104,0.298,-,-,-,-,47.200
'14:58:11.552',0.064,0.248,-,-,-,-,47.200
'14:58:11.560',0.040,0.231,-,-,-,-,47.200
'14:58:11.568',-0.088,0.074,-,-,-,-,47.200
'14:58:11.576',-0.136,0.017,-,-,-,-,46.400
'14:58:11.584',-0.072,0.025,-,-,-,-,47.200
'14:58:11.592',-0.024,0.017,-,-,-,-,47.200
'14:58:11.600',-0.072,0.017,-,-,-,-,48.000
'14:58:11.608',-0.088,-0.025,-,-,-,-,50.400
'14:58:11.616',-0.056,-0.033,-,-,-,-,54.400
'14:58:11.624',-0.064,-0.025,-,-,-,-,59.200
'14:58:11.632',-0.048,-0.017,-,-,-,-,65.600
'14:58:11.640',-0.088,-0.041,-,-,-,-,70.400
'14:58:11.648',-0.128,-0.066,-,-,-,-,73.600
'14:58:11.656',-0.088,-0.058,-,-,-,-,74.400
'14:58:11.664',-0.128,-0.091,-,-,-,-,74.400
'14:58:11.672',-0.128,-0.074,-,-,-,-,72.800
'14:58:11.680',-0.128,-0.099,-,-,-,-,72.000
'14:58:11.688',-0.152,-0.140,-,-,-,-,69.600
'14:58:11.696',-0.144,-0.140,-,-,-,-,67.200
'14:58:11.704',-0.136,-0.132,-,-,-,-,64.800
'14:58:11.712',-0.152,-0.149,-,-,-,-,63.200
'14:58:11.720',-0.128,-0.132,-,-,-,-,60.800
'14:58:11.728',-0.104,-0.132,-,-,-,-,58.400
'14:58:11.736',-0.104,-0.116,-,-,-,-,56.000
'14:58:11.744',-0.088,-0.116,-,-,-,-,53.600
'14:58:11.752',-0.072,-0.107,-,-,-,-,52.000
'14:58:11.760',-0.056,-0.099,-,-,-,-,50.400
'14:58:11.768',-0.048,-0.099,-,-,-,-,50.400
'14:58:11.776',-0.032,-0.099,-,-,-,-,52.000
'14:58:11.784',-0.040,-0.099,-,-,-,-,53.600
'14:58:11.792',-0.032,-0.074,-,-,-,-,54.400
'14:58:11.800',-0.040,-0.074,-,-,-,-,55.200
'14:58:11.808',-0.048,-0.091,-,-,-,-,55.200
'14:58:11.816',-0.032,-0.066,-,-,-,-,54.400
'14:58:11.824',-0.048,-0.074,-,-,-,-,53.600
'14:58:11.832',-0.024,-0.050,-,-,-,-,53.600
'14:58:11.840',-0.032,-0.025,-,-,-,-,52.800
'14:58:11.848',0.000,-0.017,-,-,-,-,52.800
'14:58:11.856',-0.024,-0.017,-,-,-,-,52.000
'14:58:11.864',-0.016,-0.008,-,-,-,-,52.000
'14:58:11.872',-0.032,-0.017,-,-,-,-,51.200
'14:58:11.880',-0.008,-0.008,-,-,-,-,51.200
'14:58:11.888',0.000,0.000,-,-,-,-,50.400
'14:58:11.896',0.008,0.000,-,-,-,-,50.400
'14:58:11.904',0.000,0.000,-,-,-,-,49.600
'14:58:11.912',0.008,0.000,-,-,-,-,49.600
'14:58:11.920',0.000,0.008,-,-,-,-,49.600
'14:58:11.928',0.000,0.017,-,-,-,-,48.800
'14:58:11.936',0.008,0.017,-,-,-,-,48.800
'14:58:11.944',0.000,0.017,-,-,-,-,48.800
'14:58:11.952',0.016,0.025,-,-,-,-,48.000
'14:58:11.960',0.024,0.033,-,-,-,-,48.000
'14:58:11.968',0.000,0.017,-,-,-,-,48.000
'14:58:11.976',0.024,0.041,-,-,-,-,48.000
'14:58:11.984',0.008,0.033,-,-,-,-,47.200
'14:58:11.992',0.032,0.050,-,-,-,-,47.200
'14:58:12.000',0.032,0.050,-,-,-,-,47.200
'14:58:12.008',0.064,0.066,-,-,-,-,47.200
'14:58:12.016',0.104,0.116,-,-,-,-,47.200
'14:58:12.024',0.104,0.124,-,-,-,-,47.200
'14:58:12.032',0.120,0.099,-,-,-,-,47.200
'14:58:12.040',0.144,0.099,-,-,-,-,47.200
'14:58:12.048',0.176,0.132,-,-,-,-,47.200
'14:58:12.056',0.192,0.157,-,-,-,-,46.400
'14:58:12.064',0.240,0.231,-,-,-,-,46.400
'14:58:12.072',0.208,0.281,-,-,-,-,46.400
'14:58:12.080',0.192,0.314,-,-,-,-,46.400
'14:58:12.088',0.168,0.347,-,-,-,-,46.400
'14:58:12.096',0.152,0.364,-,-,-,-,45.600
'14:58:12.104',0.088,0.273,-,-,-,-,45.600
'14:58:12.112',0.048,0.231,-,-,-,-,45.600
'14:58:12.120',0.000,0.157,-,-,-,-,45.600
'14:58:12.128',-0.016,0.099,-,-,-,-,44.800
'14:58:12.136',-0.008,0.050,-,-,-,-,44.800
'14:58:12.144',-0.032,0.017,-,-,-,-,44.800
'14:58:12.152',-0.040,0.000,-,-,-,-,45.600
'14:58:12.160',-0.024,0.000,-,-,-,-,46.400
'14:58:12.168',-0.072,-0.025,-,-,-,-,48.800
'14:58:12.176',-0.056,-0.017,-,-,-,-,52.800
'14:58:12.184',-0.024,0.017,-,-,-,-,58.400
'14:58:12.192',-0.088,-0.033,-,-,-,-,64.000
'14:58:12.200',-0.128,-0.058,-,-,-,-,68.000
'14:58:12.208',-0.104,-0.041,-,-,-,-,70.400
'14:58:12.216',-0.128,-0.033,-,-,-,-,72.000
'14:58:12.224',-0.136,-0.066,-,-,-,-,72.000
'14:58:12.232',-0.144,-0.091,-,-,-,-,71.200
'14:58:12.240',-0.136,-0.074,-,-,-,-,70.400
'14:58:12.248',-0.152,-0.116,-,-,-,-,68.800
'14:58:12.256',-0.128,-0.099,-,-,-,-,67.200
'14:58:12.264',-0.184,-0.157,-,-,-,-,65.600
'14:58:12.272',-0.128,-0.116,-,-,-,-,63.200
'14:58:12.280',-0.136,-0.132,-,-,-,-,61.600
'14:58:12.288',-0.128,-0.140,-,-,-,-,59.200
'14:58:12.296',-0.088,-0.091,-,-,-,-,56.800
'14:58:12.304',-0.096,-0.074,-,-,-,-,55.200
'14:58:12.312',-0.104,-0.107,-,-,-,-,53.600
'14:58:12.320',-0.040,-0.058,-,-,-,-,52.000
'14:58:12.328',-0.008,-0.058,-,-,-,-,52.000
'14:58:12.336',-0.024,-0.074,-,-,-,-,52.000
'14:58:12.344',-0.008,-0.091,-,-,-,-,53.600
'14:58:12.352',0.008,-0.050,-,-,-,-,54.400
'14:58:12.360',0.000,-0.041,-,-,-,-,54.400
'14:58:12.368',-0.024,-0.058,-,-,-,-,54.400
'14:58:12.376',-0.040,-0.074,-,-,-,-,53.600
'14:58:12.384',-0.024,-0.066,-,-,-,-,52.800
'14:58:12.392',-0.032,-0.074,-,-,-,-,52.800
'14:58:12.400',-0.024,-0.066,-,-,-,-,52.800
'14:58:12.408',-0.040,-0.091,-,-,-,-,52.000
'14:58:12.416',-0.016,-0.050,-,-,-,-,52.000
'14:58:12.424',-0.024,-0.050,-,-,-,-,51.200
'14:58:12.432',-0.032,-0.058,-,-,-,-,51.200
'14:58:12.440',-0.008,-0.025,-,-,-,-,51.200
'14:58:12.448',-0.024,-0.041,-,-,-,-,50.400
'14:58:12.456',-0.032,-0.033,-,-,-,-,50.400
'14:58:12.464',-0.016,-0.017,-,-,-,-,50.400
'14:58:12.472',-0.040,-0.025,-,-,-,-,49.600
'14:58:12.480',-0.032,-0.033,-,-,-,-,49.600
'14:58:12.488',-0.016,-0.025,-,-,-,-,49.600
'14:58:12.496',0.000,-0.008,-,-,-,-,49.600
'14:58:12.504',0.000,-0.008,-,-,-,-,48.800
'14:58:12.512',0.016,0.000,-,-,-,-,48.800
'14:58:12.520',0.024,0.000,-,-,-,-,48.800
'14:58:12.528',0.000,-0.008,-,-,-,-,48.800
'14:58:12.536',-0.008,-0.008,-,-,-,-,48.000
'14:58:12.544',0.000,0.008,-,-,-,-,48.000
'14:58:12.552',0.008,0.025,-,-,-,-,48.000
'14:58:12.560',0.040,0.033,-,-,-,-,47.200
'14:58:12.568',0.056,0.050,-,-,-,-,47.200
'14:58:12.576',0.088,0.091,-,-,-,-,47.200
'14:58:12.584',0.088,0.099,-,-,-,-,47.200
'14:58:12.592',0.080,0.074,-,-,-,-,47.200
'14:58:12.600',0.104,0.099,-,-,-,-,47.200
'14:58:12.608',0.120,0.091,-,-,-,-,47.200
'14:58:12.616',0.168,0.132,-,-,-,-,46.400
'14:58:12.624',0.192,0.157,-,-,-,-,46.400
'14:58:12.632',0.200,0.231,-,-,-,-,46.400
'14:58:12.640',0.152,0.248,-,-,-,-,46.400
'14:58:12.648',0.152,0.298,-,-,-,-,45.600
'14:58:12.656',0.128,0.331,-,-,-,-,45.600
'14:58:12.664',0.080,0.273,-,-,-,-,45.600
'14:58:12.672',0.048,0.231,-,-,-,-,45.600
'14:58:12.680',0.016,0.165,-,-,-,-,44.800
'14:58:12.688',-0.008,0.099,-,-,-,-,44.800
'14:58:12.696',-0.016,0.041,-,-,-,-,44.800
'14:58:12.704',-0.008,0.017,-,-,-,-,44.800
'14:58:12.712',-0.032,0.000,-,-,-,-,44.800
'14:58:12.720',-0.072,-0.017,-,-,-,-,45.600
'14:58:12.728',-0.072,-0.041,-,-,-,-,47.200
'14:58:12.736',-0.088,-0.041,-,-,-,-,50.400
'14:58:12.744',-0.088,-0.033,-,-,-,-,55.200
'14:58:12.752',-0.104,-0.025,-,-,-,-,61.600
'14:58:12.760',-0.088,-0.041,-,-,-,-,66.400
'14:58:12.768',-0.104,-0.050,-,-,-,-,69.600
'14:58:12.776',-0.128,-0.058,-,-,-,-,71.200
'14:58:12.784',-0.112,-0.066,-,-,-,-,71.200
'14:58:12.792',-0.136,-0.099,-,-,-,-,71.200
'14:58:12.800',-0.128,-0.107,-,-,-,-,70.400
'14:58:12.808',-0.152,-0.124,-,-,-,-,68.800
'14:58:12.816',-0.136,-0.116,-,-,-,-,67.200
'14:58:12.824',-0.144,-0.132,-,-,-,-,64.800
'14:58:12.832',-0.128,-0.140,-,-,-,-,63.200
'14:58:12.840',-0.096,-0.132,-,-,-,-,60.800
'14:58:12.848',-0.088,-0.124,-,-,-,-,59.200
'14:58:12.856',-0.096,-0.116,-,-,-,-,56.800
'14:58:12.864',-0.064,-0.099,-,-,-,-,55.200
'14:58:12.872',-0.048,-0.107,-,-,-,-,53.600
'14:58:12.880',-0.032,-0.099,-,-,-,-,52.000
'14:58:12.888',-0.024,-0.099,-,-,-,-,51.200
'14:58:12.896',-0.008,-0.074,-,-,-,-,52.000
'14:58:12.904',-0.024,-0.066,-,-,-,-,52.800
'14:58:12.912',-0.016,-0.058,-,-,-,-,54.400
'14:58:12.920',-0.008,-0.066,-,-,-,-,54.400
'14:58:12.928',0.024,-0.017,-,-,-,-,54.400
'14:58:12.936',-0.008,-0.041,-,-,-,-,54.400
'14:58:12.944',-0.032,-0.066,-,-,-,-,53.600
'14:58:12.952',-0.040,-0.058,-,-,-,-,52.800
'14:58:12.960',-0.024,-0.058,-,-,-,-,52.800
'14:58:12.968',-0.008,-0.033,-,-,-,-,52.000
'14:58:12.976',-0.016,-0.041,-,-,-,-,52.000
'14:58:12.984',0.008,-0.008,-,-,-,-,51.200
'14:58:12.992',-0.008,-0.025,-,-,-,-,51.200
'14:58:13.000',-0.024,-0.033,-,-,-,-,50.400
'14:58:13.008',-0.016,-0.033,-,-,-,-,50.400
'14:58:13.016',-0.032,-0.025,-,-,-,-,50.400
'14:58:13.024',0.000,0.000,-,-,-,-,50.400
'14:58:13.032',0.008,-0.017,-,-,-,-,49.600
'14:58:13.040',-0.008,-0.025,-,-,-,-,49.600
'14:58:13.048',0.064,0.033,-,-,-,-,49.600
'14:58:13.056',0.080,0.041,-,-,-,-,49.600
'14:58:13.064',0.048,0.017,-,-,-,-,48.800
'14:58:13.072',0.016,0.017,-,-,-,-,48.800
'14:58:13.080',-0.008,-0.008,-,-,-,-,48.800
'14:58:13.088',-0.016,0.000,-,-,-,-,48.000
'14:58:13.096',-0.008,0.000,-,-,-,-,48.000
'14:58:13.104',-0.016,0.017,-,-,-,-,48.000
'14:58:13.112',0.000,0.025,-,-,-,-,48.000
'14:58:13.120',0.024,0.041,-,-,-,-,47.200
'14:58:13.128',0.056,0.050,-,-,-,-,47.200
'14:58:13.136',0.088,0.099,-,-,-,-,47.200
'14:58:13.144',0.064,0.074,-,-,-,-,47.200
'14:58:13.152',0.088,0.099,-,-,-,-,47.200
'14:58:13.160',0.104,0.091,-,-,-,-,46.400
'14:58:13.168',0.120,0.066,-,-,-,-,46.400
'14:58:13.176',0.152,0.116,-,-,-,-,46.400
'14:58:13.184',0.208,0.165,-,-,-,-,46.400
'14:58:13.192',0.224,0.215,-,-,-,-,46.400
'14:58:13.200',0.152,0.231,-,-,-,-,45.600
'14:58:13.208',0.176,0.289,-,-,-,-,45.600
'14:58:13.216',0.184,0.322,-,-,-,-,45.600
'14:58:13.224',0.104,0.256,-,-,-,-,45.600
'14:58:13.232',0.064,0.207,-,-,-,-,45.600
'14:58:13.240',0.024,0.157,-,-,-,-,45.600
'14:58:13.248',0.000,0.099,-,-,-,-,45.600
'14:58:13.256',0.000,0.033,-,-,-,-,45.600
'14:58:13.264',-0.024,0.000,-,-,-,-,45.600
'14:58:13.272',-0.048,-0.017,-,-,-,-,45.600
'14:58:13.280',-0.024,-0.008,-,-,-,-,46.400
'14:58:13.288',-0.056,-0.017,-,-,-,-,48.000
'14:58:13.296',-0.048,-0.017,-,-,-,-,51.200
'14:58:13.304',-0.104,-0.058,-,-,-,-,56.000
'14:58:13.312',-0.112,-0.058,-,-,-,-,62.400
'14:58:13.320',-0.072,-0.041,-,-,-,-,67.200
'14:58:13.328',-0.064,-0.017,-,-,-,-,70.400
'14:58:13.336',-0.112,-0.066,-,-,-,-,72.000
'14:58:13.344',-0.128,-0.099,-,-,-,-,72.800
'14:58:13.352',-0.112,-0.099,-,-,-,-,72.000
'14:58:13.360',-0.128,-0.124,-,-,-,-,71.200
'14:58:13.368',-0.152,-0.149,-,-,-,-,70.400
'14:58:13.376',-0.144,-0.157,-,-,-,-,68.000
'14:58:13.384',-0.136,-0.149,-,-,-,-,66.400
'14:58:13.392',-0.144,-0.165,-,-,-,-,64.000
'14:58:13.400',-0.104,-0.149,-,-,-,-,62.400
'14:58:13.408',-0.088,-0.140,-,-,-,-,60.000
'14:58:13.416',-0.064,-0.140,-,-,-,-,58.400
'14:58:13.424',-0.056,-0.140,-,-,-,-,56.000
'14:58:13.432',-0.048,-0.140,-,-,-,-,54.400
'14:58:13.440',-0.032,-0.132,-,-,-,-,52.800
'14:58:13.448',-0.008,-0.124,-,-,-,-,52.000
'14:58:13.456',-0.016,-0.116,-,-,-,-,52.800
'14:58:13.464',0.000,-0.099,-,-,-,-,53.600
'14:58:13.472',0.032,-0.066,-,-,-,-,55.200
'14:58:13.480',0.040,-0.074,-,-,-,-,56.000
'14:58:13.488',0.000,-0.099,-,-,-,-,56.000
'14:58:13.496',0.008,-0.099,-,-,-,-,55.200
'14:58:13.504',-0.008,-0.074,-,-,-,-,54.400
'14:58:13.512',0.000,-0.099,-,-,-,-,53.600
'14:58:13.520',-0.016,-0.058,-,-,-,-,53.600
'14:58:13.528',-0.008,-0.058,-,-,-,-,52.800
'14:58:13.536',-0.024,-0.066,-,-,-,-,52.000
'14:58:13.544',0.000,-0.058,-,-,-,-,52.000
'14:58:13.552',0.000,-0.050,-,-,-,-,51.200
'14:58:13.560',0.008,-0.058,-,-,-,-,51.200
'14:58:13.568',0.016,-0.041,-,-,-,-,51.200
'14:58:13.576',0.008,-0.050,-,-,-,-,50.400
'14:58:13.584',0.024,-0.033,-,-,-,-,50.400
'14:58:13.592',0.016,-0.025,-,-,-,-,50.400
'14:58:13.600',0.016,-0.025,-,-,-,-,49.600
'14:58:13.608',0.040,0.000,-,-,-,-,49.600
'14:58:13.616',0.080,0.033,-,-,-,-,49.600
'14:58:13.624',0.016,-0.008,-,-,-,-,48.800
'14:58:13.632',0.000,-0.017,-,-,-,-,48.800
'14:58:13.640',0.000,-0.017,-,-,-,-,48.800
'14:58:13.648',0.016,0.000,-,-,-,-,48.800
'14:58:13.656',0.008,0.000,-,-,-,-,48.800
'14:58:13.664',0.024,0.008,-,-,-,-,49.600
'14:58:13.672',0.000,0.000,-,-,-,-,49.600
'14:58:13.680',0.016,0.017,-,-,-,-,49.600
'14:58:13.688',0.000,0.008,-,-,-,-,48.800
'14:58:13.696',0.064,0.058,-,-,-,-,48.800
'14:58:13.704',0.088,0.066,-,-,-,-,48.800
'14:58:13.712',0.088,0.074,-,-,-,-,48.800
'14:58:13.720',0.104,0.058,-,-,-,-,48.800
'14:58:13.728',0.168,0.116,-,-,-,-,48.800
'14:58:13.736',0.176,0.124,-,-,-,-,48.800
'14:58:13.744',0.192,0.132,-,-,-,-,48.000
'14:58:13.752',0.208,0.182,-,-,-,-,48.000
'14:58:13.760',0.192,0.248,-,-,-,-,47.200
'14:58:13.768',0.152,0.256,-,-,-,-,47.200
'14:58:13.776',0.168,0.314,-,-,-,-,46.400
'14:58:13.784',0.120,0.322,-,-,-,-,46.400
'14:58:13.792',0.104,0.240,-,-,-,-,46.400
'14:58:13.800',0.064,0.182,-,-,-,-,46.400
'14:58:13.808',0.024,0.116,-,-,-,-,45.600
'14:58:13.816',-0.008,0.050,-,-,-,-,45.600
'14:58:13.824',0.000,0.025,-,-,-,-,45.600
