'Elapsed time','I','II','V','MCL1','ABP','CVP'
'172:40:54.440',-,0.104,-,-2.230,87.000,-
'172:40:54.448',-,0.104,-,-2.230,86.000,-
'172:40:54.456',-,0.088,-,-2.230,86.000,-
'172:40:54.464',-,0.072,-,-2.276,86.000,-
'172:40:54.472',-,0.040,-,-2.276,86.000,-
'172:40:54.480',-,0.000,-,-2.333,85.000,-
'172:40:54.488',-,-0.024,-,-2.379,85.000,-
'172:40:54.496',-,-0.040,-,-2.425,85.000,-
'172:40:54.504',-,-0.040,-,-2.425,85.000,-
'172:40:54.512',-,-0.040,-,-2.471,84.000,-
'172:40:54.520',-,-0.040,-,-2.517,84.000,-
'172:40:54.528',-,-0.040,-,-2.563,82.000,-
'172:40:54.536',-,-0.040,-,-2.563,82.000,-
'172:40:54.544',-,-0.024,-,-2.563,82.000,-
'172:40:54.552',-,0.008,-,-2.563,81.000,-
'172:40:54.560',-,0.104,-,-2.563,81.000,-
'172:40:54.568',-,0.192,-,-2.563,80.000,-
'172:40:54.576',-,0.144,-,-2.563,80.000,-
'172:40:54.584',-,-0.024,-,-2.517,79.000,-
'172:40:54.592',-,-0.224,-,-2.517,79.000,-
'172:40:54.600',-,-0.280,-,-2.471,78.000,-
'172:40:54.608',-,-0.256,-,-2.471,78.000,-
'172:40:54.616',-,-0.224,-,-2.425,76.000,-
'172:40:54.624',-,-0.192,-,-2.425,76.000,-
'172:40:54.632',-,-0.208,-,-2.379,75.000,-
'172:40:54.640',-,-0.208,-,-2.379,75.000,-
'172:40:54.648',-,-0.160,-,-2.379,75.000,-
'172:40:54.656',-,-0.104,-,-2.379,74.000,-
'172:40:54.664',-,-0.040,-,-2.379,74.000,-
'172:40:54.672',-,0.000,-,-2.425,73.000,-
'172:40:54.680',-,0.008,-,-2.425,73.000,-
'172:40:54.688',-,0.008,-,-2.471,73.000,-
'172:40:54.696',-,0.008,-,-2.517,72.000,-
'172:40:54.704',-,0.024,-,-2.563,72.000,-
'172:40:54.712',-,0.040,-,-2.609,72.000,-
'172:40:54.720',-,0.040,-,-2.667,72.000,-
'172:40:54.728',-,0.056,-,-2.759,70.000,-
'172:40:54.736',-,0.056,-,-2.805,70.000,-
'172:40:54.744',-,0.072,-,-2.897,72.000,-
'172:40:54.752',-,0.072,-,-2.943,73.000,-
'172:40:54.760',-,0.088,-,-3.000,74.000,-
'172:40:54.768',-,0.104,-,-3.046,78.000,-
'172:40:54.776',-,0.120,-,-3.092,81.000,-
'172:40:54.784',-,0.136,-,-3.138,86.000,-
'172:40:54.792',-,0.144,-,-3.184,90.000,-
'172:40:54.800',-,0.160,-,-3.230,94.000,-
'172:40:54.808',-,0.176,-,-3.276,99.000,-
'172:40:54.816',-,0.176,-,-3.276,104.000,-
'172:40:54.824',-,0.176,-,-3.333,108.000,-
'172:40:54.832',-,0.160,-,-3.333,111.000,-
'172:40:54.840',-,0.160,-,-3.379,115.000,-
'172:40:54.848',-,0.144,-,-3.379,118.000,-
'172:40:54.856',-,0.120,-,-3.379,121.000,-
'172:40:54.864',-,0.088,-,-3.379,122.000,-
'172:40:54.872',-,0.072,-,-3.379,123.000,-
'172:40:54.880',-,0.040,-,-3.379,124.000,-
'172:40:54.888',-,0.008,-,-3.379,126.000,-
'172:40:54.896',-,0.000,-,-3.379,126.000,-
'172:40:54.904',-,0.000,-,-3.379,124.000,-
'172:40:54.912',-,-0.008,-,-3.379,124.000,-
'172:40:54.920',-,-0.008,-,-3.379,123.000,-
'172:40:54.928',-,-0.024,-,-3.379,121.000,-
'172:40:54.936',-,-0.024,-,-3.379,120.000,-
'172:40:54.944',-,-0.024,-,-3.379,116.000,-
'172:40:54.952',-,-0.024,-,-3.425,114.000,-
'172:40:54.960',-,-0.024,-,-3.471,111.000,-
'172:40:54.968',-,-0.024,-,-3.517,108.000,-
'172:40:54.976',-,-0.024,-,-3.563,104.000,-
'172:40:54.984',-,-0.008,-,-3.667,102.000,-
'172:40:54.992',-,-0.008,-,-3.713,98.000,-
'172:40:55.000',-,0.000,-,-3.759,97.000,-
'172:40:55.008',-,0.024,-,-3.805,94.000,-
'172:40:55.016',-,0.040,-,-3.805,93.000,-
'172:40:55.024',-,0.056,-,-3.805,91.000,-
'172:40:55.032',-,0.072,-,-3.759,90.000,-
'172:40:55.040',-,0.088,-,-3.667,90.000,-
'172:40:55.048',-,0.088,-,-3.563,88.000,-
'172:40:55.056',-,0.072,-,-3.425,87.000,-
'172:40:55.064',-,0.072,-,-3.276,87.000,-
'172:40:55.072',-,0.040,-,-3.138,86.000,-
'172:40:55.080',-,0.008,-,-3.000,86.000,-
'172:40:55.088',-,-0.008,-,-2.851,86.000,-
'172:40:55.096',-,-0.024,-,-2.713,85.000,-
'172:40:55.104',-,-0.040,-,-2.563,85.000,-
'172:40:55.112',-,-0.040,-,-2.471,84.000,-
'172:40:55.120',-,-0.024,-,-2.379,84.000,-
'172:40:55.128',-,-0.008,-,-2.276,84.000,-
'172:40:55.136',-,-0.008,-,-2.184,82.000,-
'172:40:55.144',-,-0.056,-,-2.092,82.000,-
'172:40:55.152',-,-0.040,-,-2.046,82.000,-
'172:40:55.160',-,0.040,-,-2.000,81.000,-
'172:40:55.168',-,0.144,-,-1.897,81.000,-
'172:40:55.176',-,0.176,-,-1.851,80.000,-
'172:40:55.184',-,0.056,-,-1.805,80.000,-
'172:40:55.192',-,-0.144,-,-1.759,79.000,-
'172:40:55.200',-,-0.272,-,-1.713,79.000,-
'172:40:55.208',-,-0.280,-,-1.667,78.000,-
'172:40:55.216',-,-0.224,-,-1.609,78.000,-
'172:40:55.224',-,-0.192,-,-1.609,76.000,-
'172:40:55.232',-,-0.192,-,-1.563,76.000,-
'172:40:55.240',-,-0.192,-,-1.517,75.000,-
'172:40:55.248',-,-0.176,-,-1.471,75.000,-
'172:40:55.256',-,-0.120,-,-1.471,74.000,-
'172:40:55.264',-,-0.056,-,-1.471,74.000,-
'172:40:55.272',-,0.000,-,-1.471,74.000,-
'172:40:55.280',-,0.024,-,-1.471,73.000,-
'172:40:55.288',-,0.024,-,-1.471,73.000,-
'172:40:55.296',-,0.024,-,-1.517,73.000,-
'172:40:55.304',-,0.040,-,-1.563,72.000,-
'172:40:55.312',-,0.056,-,-1.667,72.000,-
'172:40:55.320',-,0.056,-,-1.759,72.000,-
'172:40:55.328',-,0.072,-,-1.851,72.000,-
'172:40:55.336',-,0.072,-,-1.943,72.000,-
'172:40:55.344',-,0.088,-,-2.046,72.000,-
'172:40:55.352',-,0.088,-,-2.138,73.000,-
'172:40:55.360',-,0.104,-,-2.184,75.000,-
'172:40:55.368',-,0.120,-,-2.276,79.000,-
'172:40:55.376',-,0.136,-,-2.379,82.000,-
'172:40:55.384',-,0.144,-,-2.425,87.000,-
'172:40:55.392',-,0.160,-,-2.471,92.000,-
'172:40:55.400',-,0.176,-,-2.517,97.000,-
'172:40:55.408',-,0.192,-,-2.609,102.000,-
'172:40:55.416',-,0.208,-,-2.667,106.000,-
'172:40:55.424',-,0.208,-,-2.713,111.000,-
'172:40:55.432',-,0.224,-,-2.759,116.000,-
'172:40:55.440',-,0.208,-,-2.805,120.000,-
'172:40:55.448',-,0.176,-,-2.851,122.000,-
'172:40:55.456',-,0.144,-,-2.897,126.000,-
'172:40:55.464',-,0.120,-,-2.943,127.000,-
'172:40:55.472',-,0.104,-,-3.000,129.000,-
'172:40:55.480',-,0.072,-,-3.092,129.000,-
'172:40:55.488',-,0.040,-,-3.138,130.000,-
'172:40:55.496',-,0.040,-,-3.184,130.000,-
'172:40:55.504',-,0.024,-,-3.276,130.000,-
'172:40:55.512',-,0.008,-,-3.333,129.000,-
'172:40:55.520',-,0.000,-,-3.379,128.000,-
'172:40:55.528',-,0.000,-,-3.471,127.000,-
'172:40:55.536',-,0.000,-,-3.517,124.000,-
'172:40:55.544',-,0.000,-,-3.563,122.000,-
'172:40:55.552',-,0.000,-,-3.609,120.000,-
'172:40:55.560',-,-0.008,-,-3.667,116.000,-
'172:40:55.568',-,0.000,-,-3.713,112.000,-
'172:40:55.576',-,0.000,-,-3.759,109.000,-
'172:40:55.584',-,-0.008,-,-3.805,105.000,-
'172:40:55.592',-,0.000,-,-3.851,103.000,-
'172:40:55.600',-,0.024,-,-3.851,99.000,-
'172:40:55.608',-,0.040,-,-3.897,97.000,-
'172:40:55.616',-,0.072,-,-3.943,96.000,-
'172:40:55.624',-,0.072,-,-3.943,93.000,-
'172:40:55.632',-,0.104,-,-3.943,92.000,-
'172:40:55.640',-,0.120,-,-4.000,91.000,-
'172:40:55.648',-,0.120,-,-4.000,91.000,-
'172:40:55.656',-,0.120,-,-4.000,90.000,-
'172:40:55.664',-,0.104,-,-3.943,88.000,-
'172:40:55.672',-,0.056,-,-3.943,88.000,-
'172:40:55.680',-,0.008,-,-3.897,88.000,-
'172:40:55.688',-,-0.024,-,-3.897,87.000,-
'172:40:55.696',-,-0.040,-,-3.897,87.000,-
'172:40:55.704',-,-0.040,-,-3.851,87.000,-
'172:40:55.712',-,-0.056,-,-3.851,87.000,-
'172:40:55.720',-,-0.056,-,-3.805,86.000,-
'172:40:55.728',-,-0.056,-,-3.805,86.000,-
'172:40:55.736',-,-0.056,-,-3.759,86.000,-
'172:40:55.744',-,-0.040,-,-3.759,85.000,-
'172:40:55.752',-,-0.024,-,-3.713,85.000,-
'172:40:55.760',-,0.008,-,-3.713,84.000,-
'172:40:55.768',-,0.104,-,-3.667,84.000,-
'172:40:55.776',-,0.144,-,-3.667,82.000,-
'172:40:55.784',-,0.056,-,-3.609,82.000,-
'172:40:55.792',-,-0.144,-,-3.563,81.000,-
'172:40:55.800',-,-0.296,-,-3.517,81.000,-
'172:40:55.808',-,-0.328,-,-3.471,80.000,-
'172:40:55.816',-,-0.272,-,-3.425,79.000,-
'172:40:55.824',-,-0.240,-,-3.379,79.000,-
'172:40:55.832',-,-0.224,-,-3.379,78.000,-
'172:40:55.840',-,-0.224,-,-3.333,78.000,-
'172:40:55.848',-,-0.208,-,-3.276,76.000,-
'172:40:55.856',-,-0.144,-,-3.230,76.000,-
'172:40:55.864',-,-0.072,-,-3.230,75.000,-
'172:40:55.872',-,0.000,-,-3.184,75.000,-
'172:40:55.880',-,0.024,-,-3.184,75.000,-
'172:40:55.888',-,0.024,-,-3.138,74.000,-
'172:40:55.896',-,0.040,-,-3.138,74.000,-
'172:40:55.904',-,0.040,-,-3.138,73.000,-
'172:40:55.912',-,0.056,-,-3.138,73.000,-
'172:40:55.920',-,0.056,-,-3.138,73.000,-
'172:40:55.928',-,0.056,-,-3.138,72.000,-
'172:40:55.936',-,0.072,-,-3.184,72.000,-
'172:40:55.944',-,0.088,-,-3.138,72.000,-
'172:40:55.952',-,0.088,-,-3.138,73.000,-
'172:40:55.960',-,0.104,-,-3.138,75.000,-
'172:40:55.968',-,0.104,-,-3.092,78.000,-
'172:40:55.976',-,0.120,-,-3.092,81.000,-
'172:40:55.984',-,0.136,-,-3.000,86.000,-
'172:40:55.992',-,0.160,-,-2.943,90.000,-
'172:40:56.000',-,0.160,-,-2.851,94.000,-
'172:40:56.008',-,0.176,-,-2.805,99.000,-
'172:40:56.016',-,0.176,-,-2.667,104.000,-
'172:40:56.024',-,0.192,-,-2.563,109.000,-
'172:40:56.032',-,0.192,-,-2.471,112.000,-
'172:40:56.040',-,0.176,-,-2.333,116.000,-
'172:40:56.048',-,0.144,-,-2.184,120.000,-
'172:40:56.056',-,0.136,-,-2.046,123.000,-
'172:40:56.064',-,0.104,-,-1.897,124.000,-
'172:40:56.072',-,0.088,-,-1.759,127.000,-
'172:40:56.080',-,0.056,-,-1.609,128.000,-
'172:40:56.088',-,0.024,-,-1.517,128.000,-
'172:40:56.096',-,0.008,-,-1.379,129.000,-
'172:40:56.104',-,0.000,-,-1.276,129.000,-
'172:40:56.112',-,-0.008,-,-1.138,128.000,-
'172:40:56.120',-,-0.008,-,-1.046,127.000,-
'172:40:56.128',-,-0.008,-,-0.943,126.000,-
'172:40:56.136',-,-0.024,-,-0.851,123.000,-
'172:40:56.144',-,-0.024,-,-0.805,121.000,-
'172:40:56.152',-,-0.024,-,-0.713,118.000,-
'172:40:56.160',-,-0.024,-,-0.609,116.000,-
'172:40:56.168',-,-0.024,-,-0.563,112.000,-
'172:40:56.176',-,-0.024,-,-0.517,109.000,-
'172:40:56.184',-,-0.008,-,-0.471,105.000,-
'172:40:56.192',-,-0.008,-,-0.425,102.000,-
'172:40:56.200',-,0.000,-,-0.379,99.000,-
'172:40:56.208',-,0.024,-,-0.276,97.000,-
'172:40:56.216',-,0.040,-,-0.230,94.000,-
'172:40:56.224',-,0.056,-,-0.184,93.000,-
'172:40:56.232',-,0.072,-,-0.184,92.000,-
'172:40:56.240',-,0.088,-,-0.138,91.000,-
'172:40:56.248',-,0.088,-,-0.092,90.000,-
'172:40:56.256',-,0.072,-,-0.046,88.000,-
'172:40:56.264',-,0.056,-,0.000,88.000,-
'172:40:56.272',-,0.040,-,0.046,87.000,-
'172:40:56.280',-,0.000,-,0.138,87.000,-
'172:40:56.288',-,-0.040,-,0.184,86.000,-
'172:40:56.296',-,-0.056,-,0.230,86.000,-
'172:40:56.304',-,-0.056,-,0.333,86.000,-
'172:40:56.312',-,-0.056,-,0.425,86.000,-
'172:40:56.320',-,-0.056,-,0.517,85.000,-
'172:40:56.328',-,-0.056,-,0.609,85.000,-
'172:40:56.336',-,-0.072,-,0.713,85.000,-
'172:40:56.344',-,-0.056,-,0.805,84.000,-
'172:40:56.352',-,-0.040,-,0.943,84.000,-
'172:40:56.360',-,0.008,-,1.092,82.000,-
'172:40:56.368',-,0.104,-,1.184,82.000,-
'172:40:56.376',-,0.160,-,1.333,81.000,-
'172:40:56.384',-,0.088,-,1.471,81.000,-
'172:40:56.392',-,-0.120,-,1.563,80.000,-
'172:40:56.400',-,-0.280,-,1.667,80.000,-
'172:40:56.408',-,-0.312,-,1.805,79.000,-
'172:40:56.416',-,-0.272,-,1.897,79.000,-
'172:40:56.424',-,-0.224,-,2.000,78.000,-
'172:40:56.432',-,-0.208,-,2.092,78.000,-
'172:40:56.440',-,-0.208,-,2.138,76.000,-
'172:40:56.448',-,-0.224,-,2.230,76.000,-
'172:40:56.456',-,-0.160,-,2.276,75.000,-
'172:40:56.464',-,-0.088,-,2.333,75.000,-
'172:40:56.472',-,-0.024,-,2.379,74.000,-
'172:40:56.480',-,0.000,-,2.379,74.000,-
'172:40:56.488',-,0.008,-,2.425,73.000,-
'172:40:56.496',-,0.008,-,2.425,73.000,-
'172:40:56.504',-,0.024,-,2.471,73.000,-
'172:40:56.512',-,0.024,-,2.471,72.000,-
'172:40:56.520',-,0.024,-,2.471,72.000,-
'172:40:56.528',-,0.040,-,2.471,72.000,-
'172:40:56.536',-,0.040,-,2.471,72.000,-
'172:40:56.544',-,0.056,-,2.425,72.000,-
'172:40:56.552',-,0.072,-,2.425,72.000,-
'172:40:56.560',-,0.088,-,2.425,74.000,-
'172:40:56.568',-,0.104,-,2.425,76.000,-
'172:40:56.576',-,0.120,-,2.425,81.000,-
'172:40:56.584',-,0.120,-,2.425,85.000,-
'172:40:56.592',-,0.136,-,2.425,90.000,-
'172:40:56.600',-,0.144,-,2.425,94.000,-
'172:40:56.608',-,0.160,-,2.425,99.000,-
'172:40:56.616',-,0.176,-,2.425,104.000,-
'172:40:56.624',-,0.176,-,2.471,109.000,-
'172:40:56.632',-,0.176,-,2.471,114.000,-
'172:40:56.640',-,0.176,-,2.471,117.000,-
'172:40:56.648',-,0.160,-,2.471,121.000,-
'172:40:56.656',-,0.136,-,2.471,124.000,-
'172:40:56.664',-,0.120,-,2.471,127.000,-
'172:40:56.672',-,0.088,-,2.471,128.000,-
'172:40:56.680',-,0.056,-,2.517,129.000,-
'172:40:56.688',-,0.040,-,2.517,130.000,-
'172:40:56.696',-,0.008,-,2.517,130.000,-
'172:40:56.704',-,0.008,-,2.563,130.000,-
'172:40:56.712',-,0.000,-,2.609,129.000,-
'172:40:56.720',-,0.000,-,2.609,128.000,-
'172:40:56.728',-,0.000,-,2.667,127.000,-
'172:40:56.736',-,-0.008,-,2.713,124.000,-
'172:40:56.744',-,-0.008,-,2.713,122.000,-
'172:40:56.752',-,-0.008,-,2.759,120.000,-
'172:40:56.760',-,-0.008,-,2.805,116.000,-
'172:40:56.768',-,-0.008,-,2.851,112.000,-
'172:40:56.776',-,-0.008,-,2.897,109.000,-
'172:40:56.784',-,0.000,-,2.943,105.000,-
'172:40:56.792',-,0.008,-,3.000,103.000,-
'172:40:56.800',-,0.040,-,3.046,99.000,-
'172:40:56.808',-,0.088,-,3.092,97.000,-
'172:40:56.816',-,0.136,-,3.138,96.000,-
'172:40:56.824',-,0.144,-,3.184,93.000,-
'172:40:56.832',-,0.160,-,3.230,92.000,-
'172:40:56.840',-,0.136,-,3.276,92.000,-
'172:40:56.848',-,0.008,-,3.333,91.000,-
'172:40:56.856',-,-0.176,-,3.379,90.000,-
'172:40:56.864',-,-0.272,-,3.425,90.000,-
'172:40:56.872',-,-0.224,-,3.425,88.000,-
'172:40:56.880',-,-0.160,-,3.471,88.000,-
'172:40:56.888',-,-0.136,-,3.471,87.000,-
'172:40:56.896',-,-0.104,-,3.517,87.000,-
'172:40:56.904',-,-0.088,-,3.517,87.000,-
'172:40:56.912',-,-0.120,-,3.563,86.000,-
'172:40:56.920',-,-0.176,-,3.563,86.000,-
'172:40:56.928',-,-0.224,-,3.563,86.000,-
'172:40:56.936',-,-0.176,-,3.609,85.000,-
'172:40:56.944',-,-0.088,-,3.609,85.000,-
'172:40:56.952',-,-0.008,-,3.667,85.000,-
'172:40:56.960',-,0.000,-,3.713,84.000,-
'172:40:56.968',-,0.008,-,3.713,84.000,-
'172:40:56.976',-,0.024,-,3.713,82.000,-
'172:40:56.984',-,0.024,-,3.759,82.000,-
'172:40:56.992',-,0.040,-,3.759,82.000,-
'172:40:57.000',-,0.072,-,3.759,81.000,-
'172:40:57.008',-,0.072,-,3.805,81.000,-
'172:40:57.016',-,0.088,-,3.805,80.000,-
'172:40:57.024',-,0.120,-,3.805,80.000,-
'172:40:57.032',-,0.136,-,3.805,80.000,-
'172:40:57.040',-,0.160,-,3.805,81.000,-
'172:40:57.048',-,0.176,-,3.805,81.000,-
'172:40:57.056',-,0.208,-,3.805,82.000,-
'172:40:57.064',-,0.224,-,3.805,84.000,-
'172:40:57.072',-,0.224,-,3.759,84.000,-
'172:40:57.080',-,0.224,-,3.759,85.000,-
'172:40:57.088',-,0.224,-,3.759,85.000,-
'172:40:57.096',-,0.208,-,3.759,85.000,-
'172:40:57.104',-,0.192,-,3.759,85.000,-
'172:40:57.112',-,0.160,-,3.759,85.000,-
'172:40:57.120',-,0.136,-,3.759,84.000,-
'172:40:57.128',-,0.104,-,3.759,84.000,-
'172:40:57.136',-,0.072,-,3.759,82.000,-
'172:40:57.144',-,0.040,-,3.759,81.000,-
'172:40:57.152',-,0.024,-,3.759,79.000,-
'172:40:57.160',-,0.008,-,3.713,78.000,-
'172:40:57.168',-,0.000,-,3.713,78.000,-
'172:40:57.176',-,0.000,-,3.713,76.000,-
'172:40:57.184',-,0.000,-,3.713,75.000,-
'172:40:57.192',-,0.000,-,3.667,74.000,-
'172:40:57.200',-,-0.008,-,3.667,74.000,-
'172:40:57.208',-,0.000,-,3.667,73.000,-
'172:40:57.216',-,0.000,-,3.609,73.000,-
'172:40:57.224',-,0.000,-,3.609,72.000,-
'172:40:57.232',-,0.000,-,3.609,72.000,-
'172:40:57.240',-,0.000,-,3.563,72.000,-
'172:40:57.248',-,0.000,-,3.563,72.000,-
'172:40:57.256',-,0.000,-,3.563,70.000,-
'172:40:57.264',-,0.000,-,3.563,70.000,-
'172:40:57.272',-,-0.008,-,3.563,70.000,-
'172:40:57.280',-,0.000,-,3.563,70.000,-
'172:40:57.288',-,0.000,-,3.563,70.000,-
'172:40:57.296',-,0.000,-,3.563,69.000,-
'172:40:57.304',-,0.000,-,3.563,69.000,-
'172:40:57.312',-,0.000,-,3.609,69.000,-
'172:40:57.320',-,0.000,-,3.609,69.000,-
'172:40:57.328',-,0.000,-,3.667,69.000,-
'172:40:57.336',-,0.000,-,3.667,69.000,-
'172:40:57.344',-,0.000,-,3.713,68.000,-
'172:40:57.352',-,0.000,-,3.713,68.000,-
'172:40:57.360',-,0.000,-,3.759,68.000,-
'172:40:57.368',-,0.000,-,3.759,68.000,-
'172:40:57.376',-,0.000,-,3.805,67.000,-
'172:40:57.384',-,0.000,-,3.805,67.000,-
'172:40:57.392',-,0.000,-,3.805,67.000,-
'172:40:57.400',-,0.008,-,3.851,67.000,-
'172:40:57.408',-,0.040,-,3.851,67.000,-
'172:40:57.416',-,0.040,-,3.851,66.000,-
'172:40:57.424',-,0.056,-,3.851,66.000,-
'172:40:57.432',-,0.072,-,3.851,66.000,-
'172:40:57.440',-,0.088,-,3.851,66.000,-
'172:40:57.448',-,0.088,-,3.851,66.000,-
'172:40:57.456',-,0.072,-,3.851,64.000,-
'172:40:57.464',-,0.072,-,3.851,64.000,-
'172:40:57.472',-,0.040,-,3.851,64.000,-
'172:40:57.480',-,0.008,-,3.851,64.000,-
'172:40:57.488',-,-0.008,-,3.805,64.000,-
'172:40:57.496',-,-0.040,-,3.805,63.000,-
'172:40:57.504',-,-0.040,-,3.805,63.000,-
'172:40:57.512',-,-0.056,-,3.851,63.000,-
'172:40:57.520',-,-0.040,-,3.851,63.000,-
'172:40:57.528',-,-0.040,-,3.851,63.000,-
'172:40:57.536',-,-0.056,-,3.897,63.000,-
'172:40:57.544',-,-0.040,-,3.897,63.000,-
'172:40:57.552',-,-0.024,-,3.943,63.000,-
'172:40:57.560',-,0.024,-,4.000,63.000,-
'172:40:57.568',-,0.120,-,4.046,63.000,-
'172:40:57.576',-,0.192,-,4.046,62.000,-
'172:40:57.584',-,0.136,-,4.092,62.000,-
'172:40:57.592',-,-0.056,-,4.138,62.000,-
'172:40:57.600',-,-0.224,-,4.138,62.000,-
'172:40:57.608',-,-0.272,-,4.184,62.000,-
'172:40:57.616',-,-0.224,-,4.184,62.000,-
'172:40:57.624',-,-0.160,-,4.184,62.000,-
'172:40:57.632',-,-0.160,-,4.184,61.000,-
'172:40:57.640',-,-0.192,-,4.184,61.000,-
'172:40:57.648',-,-0.192,-,4.184,61.000,-
'172:40:57.656',-,-0.144,-,4.138,61.000,-
'172:40:57.664',-,-0.088,-,4.138,61.000,-
'172:40:57.672',-,-0.024,-,4.092,61.000,-
'172:40:57.680',-,0.000,-,4.046,60.000,-
'172:40:57.688',-,0.008,-,4.000,60.000,-
'172:40:57.696',-,0.008,-,3.943,60.000,-
'172:40:57.704',-,0.008,-,3.897,60.000,-
'172:40:57.712',-,0.008,-,3.805,60.000,-
'172:40:57.720',-,0.008,-,3.759,60.000,-
'172:40:57.728',-,0.008,-,3.667,60.000,-
'172:40:57.736',-,0.024,-,3.563,60.000,-
'172:40:57.744',-,0.040,-,3.517,61.000,-
'172:40:57.752',-,0.040,-,3.425,63.000,-
'172:40:57.760',-,0.040,-,3.379,67.000,-
'172:40:57.768',-,0.056,-,3.333,72.000,-
'172:40:57.776',-,0.056,-,3.230,76.000,-
'172:40:57.784',-,0.072,-,3.184,81.000,-
'172:40:57.792',-,0.088,-,3.138,87.000,-
'172:40:57.800',-,0.104,-,3.092,93.000,-
'172:40:57.808',-,0.120,-,3.046,98.000,-
'172:40:57.816',-,0.136,-,3.046,104.000,-
'172:40:57.824',-,0.144,-,3.046,109.000,-
'172:40:57.832',-,0.144,-,3.046,114.000,-
'172:40:57.840',-,0.144,-,3.046,118.000,-
'172:40:57.848',-,0.144,-,3.046,122.000,-
'172:40:57.856',-,0.136,-,3.046,126.000,-
'172:40:57.864',-,0.120,-,3.046,128.000,-
'172:40:57.872',-,0.104,-,3.092,129.000,-
'172:40:57.880',-,0.088,-,3.092,130.000,-
'172:40:57.888',-,0.072,-,3.138,132.000,-
'172:40:57.896',-,0.056,-,3.184,132.000,-
'172:40:57.904',-,0.040,-,3.230,130.000,-
'172:40:57.912',-,0.024,-,3.333,128.000,-
'172:40:57.920',-,0.008,-,3.379,127.000,-
'172:40:57.928',-,0.008,-,3.471,124.000,-
'172:40:57.936',-,0.000,-,3.563,121.000,-
'172:40:57.944',-,0.000,-,3.667,117.000,-
'172:40:57.952',-,0.000,-,3.759,114.000,-
'172:40:57.960',-,0.008,-,3.851,110.000,-
'172:40:57.968',-,0.000,-,4.000,106.000,-
'172:40:57.976',-,0.000,-,4.092,104.000,-
'172:40:57.984',-,0.008,-,4.184,100.000,-
'172:40:57.992',-,0.008,-,4.333,98.000,-
'172:40:58.000',-,0.040,-,4.425,96.000,-
'172:40:58.008',-,0.056,-,4.563,94.000,-
'172:40:58.016',-,0.072,-,4.667,92.000,-
'172:40:58.024',-,0.088,-,4.805,91.000,-
'172:40:58.032',-,0.104,-,4.943,91.000,-
'172:40:58.040',-,0.120,-,5.092,90.000,-
'172:40:58.048',-,0.120,-,5.184,90.000,-
'172:40:58.056',-,0.104,-,5.333,88.000,-
'172:40:58.064',-,0.088,-,5.471,88.000,-
'172:40:58.072',-,0.072,-,5.563,87.000,-
'172:40:58.080',-,0.024,-,5.667,87.000,-
'172:40:58.088',-,0.000,-,5.759,87.000,-
'172:40:58.096',-,-0.008,-,5.851,87.000,-
'172:40:58.104',-,-0.008,-,5.943,86.000,-
'172:40:58.112',-,-0.008,-,6.000,86.000,-
'172:40:58.120',-,-0.024,-,6.046,86.000,-
'172:40:58.128',-,-0.024,-,6.046,85.000,-
'172:40:58.136',-,-0.024,-,6.046,85.000,-
'172:40:58.144',-,-0.008,-,6.046,85.000,-
'172:40:58.152',-,0.000,-,6.046,84.000,-
'172:40:58.160',-,0.072,-,6.046,84.000,-
'172:40:58.168',-,0.176,-,6.046,82.000,-
'172:40:58.176',-,0.224,-,6.046,82.000,-
'172:40:58.184',-,0.120,-,6.046,82.000,-
'172:40:58.192',-,-0.056,-,6.046,81.000,-
'172:40:58.200',-,-0.192,-,6.046,81.000,-
'172:40:58.208',-,-0.208,-,6.046,80.000,-
'172:40:58.216',-,-0.144,-,6.046,80.000,-
'172:40:58.224',-,-0.120,-,6.046,79.000,-
'172:40:58.232',-,-0.136,-,6.046,79.000,-
'172:40:58.240',-,-0.176,-,6.046,79.000,-
'172:40:58.248',-,-0.176,-,6.046,78.000,-
'172:40:58.256',-,-0.120,-,6.046,78.000,-
'172:40:58.264',-,-0.056,-,6.046,78.000,-
'172:40:58.272',-,0.000,-,6.046,76.000,-
'172:40:58.280',-,0.008,-,6.046,76.000,-
'172:40:58.288',-,0.008,-,6.046,76.000,-
'172:40:58.296',-,0.024,-,6.046,76.000,-
'172:40:58.304',-,0.024,-,6.046,75.000,-
'172:40:58.312',-,0.024,-,6.046,75.000,-
'172:40:58.320',-,0.024,-,6.046,75.000,-
'172:40:58.328',-,0.024,-,6.046,75.000,-
'172:40:58.336',-,0.040,-,6.046,75.000,-
'172:40:58.344',-,0.040,-,6.046,75.000,-
'172:40:58.352',-,0.056,-,6.046,76.000,-
'172:40:58.360',-,0.088,-,6.046,79.000,-
'172:40:58.368',-,0.104,-,6.046,82.000,-
'172:40:58.376',-,0.120,-,6.046,86.000,-
'172:40:58.384',-,0.120,-,6.046,91.000,-
'172:40:58.392',-,0.136,-,6.046,94.000,-
'172:40:58.400',-,0.160,-,6.046,99.000,-
'172:40:58.408',-,0.176,-,6.046,104.000,-
'172:40:58.416',-,0.176,-,6.046,108.000,-
'172:40:58.424',-,0.176,-,6.046,112.000,-
'172:40:58.432',-,0.176,-,6.046,116.000,-
'172:40:58.440',-,0.160,-,6.046,120.000,-
'172:40:58.448',-,0.144,-,6.046,122.000,-
'172:40:58.456',-,0.136,-,6.046,124.000,-
