'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'15:15:05.120',0.000,-0.132,-,-,-,-,48.000
'15:15:05.128',-0.024,-0.231,-,-,-,-,48.000
'15:15:05.136',0.024,-0.008,-,-,-,-,48.000
'15:15:05.144',0.008,0.008,-,-,-,-,48.000
'15:15:05.152',0.016,-0.017,-,-,-,-,48.000
'15:15:05.160',0.056,-0.074,-,-,-,-,48.000
'15:15:05.168',0.064,-0.215,-,-,-,-,47.200
'15:15:05.176',0.088,-0.339,-,-,-,-,47.200
'15:15:05.184',0.088,-0.438,-,-,-,-,47.200
'15:15:05.192',0.104,-0.463,-,-,-,-,46.400
'15:15:05.200',0.128,-0.405,-,-,-,-,46.400
'15:15:05.208',0.144,-0.372,-,-,-,-,46.400
'15:15:05.216',0.176,-0.298,-,-,-,-,46.400
'15:15:05.224',0.160,-0.207,-,-,-,-,46.400
'15:15:05.232',0.168,-0.058,-,-,-,-,46.400
'15:15:05.240',0.128,0.008,-,-,-,-,46.400
'15:15:05.248',0.064,0.091,-,-,-,-,46.400
'15:15:05.256',0.016,0.116,-,-,-,-,46.400
'15:15:05.264',-0.016,0.124,-,-,-,-,46.400
'15:15:05.272',-0.040,0.116,-,-,-,-,46.400
'15:15:05.280',-0.032,0.116,-,-,-,-,47.200
'15:15:05.288',-0.048,0.099,-,-,-,-,47.200
'15:15:05.296',-0.040,0.116,-,-,-,-,48.800
'15:15:05.304',-0.056,0.116,-,-,-,-,51.200
'15:15:05.312',-0.048,0.116,-,-,-,-,56.000
'15:15:05.320',-0.056,0.124,-,-,-,-,63.200
'15:15:05.328',-0.048,0.132,-,-,-,-,72.000
'15:15:05.336',-0.064,0.149,-,-,-,-,78.400
'15:15:05.344',-0.056,0.165,-,-,-,-,81.600
'15:15:05.352',-0.072,0.190,-,-,-,-,82.400
'15:15:05.360',-0.064,0.207,-,-,-,-,81.600
'15:15:05.368',-0.088,0.215,-,-,-,-,81.600
'15:15:05.376',-0.088,0.215,-,-,-,-,81.600
'15:15:05.384',-0.104,0.198,-,-,-,-,80.000
'15:15:05.392',-0.096,0.182,-,-,-,-,78.400
'15:15:05.400',-0.112,0.149,-,-,-,-,76.800
'15:15:05.408',-0.104,0.132,-,-,-,-,76.000
'15:15:05.416',-0.104,0.099,-,-,-,-,74.400
'15:15:05.424',-0.096,0.066,-,-,-,-,72.800
'15:15:05.432',-0.088,0.041,-,-,-,-,71.200
'15:15:05.440',-0.072,0.025,-,-,-,-,68.800
'15:15:05.448',-0.064,0.008,-,-,-,-,67.200
'15:15:05.456',-0.048,0.000,-,-,-,-,64.800
'15:15:05.464',-0.040,-0.017,-,-,-,-,63.200
'15:15:05.472',-0.032,-0.025,-,-,-,-,62.400
'15:15:05.480',-0.016,-0.017,-,-,-,-,62.400
'15:15:05.488',-0.008,-0.033,-,-,-,-,63.200
'15:15:05.496',0.000,-0.033,-,-,-,-,63.200
'15:15:05.504',-0.008,-0.041,-,-,-,-,63.200
'15:15:05.512',0.000,-0.041,-,-,-,-,62.400
'15:15:05.520',0.000,-0.050,-,-,-,-,62.400
'15:15:05.528',0.008,-0.041,-,-,-,-,61.600
'15:15:05.536',0.000,-0.050,-,-,-,-,60.800
'15:15:05.544',0.008,-0.033,-,-,-,-,60.800
'15:15:05.552',0.000,-0.033,-,-,-,-,60.000
'15:15:05.560',0.008,-0.017,-,-,-,-,59.200
'15:15:05.568',0.000,-0.017,-,-,-,-,59.200
'15:15:05.576',0.008,-0.017,-,-,-,-,58.400
'15:15:05.584',0.000,-0.008,-,-,-,-,58.400
'15:15:05.592',0.016,0.000,-,-,-,-,58.400
'15:15:05.600',0.008,0.000,-,-,-,-,57.600
'15:15:05.608',0.016,0.000,-,-,-,-,57.600
'15:15:05.616',0.016,-0.008,-,-,-,-,57.600
'15:15:05.624',0.024,-0.017,-,-,-,-,56.800
'15:15:05.632',0.016,-0.025,-,-,-,-,56.800
'15:15:05.640',0.032,-0.025,-,-,-,-,56.800
'15:15:05.648',0.024,-0.017,-,-,-,-,56.800
'15:15:05.656',0.032,-0.033,-,-,-,-,56.000
'15:15:05.664',0.024,-0.033,-,-,-,-,56.000
'15:15:05.672',0.024,-0.041,-,-,-,-,56.000
'15:15:05.680',0.032,-0.033,-,-,-,-,56.000
'15:15:05.688',0.008,-0.041,-,-,-,-,55.200
'15:15:05.696',0.008,-0.033,-,-,-,-,55.200
'15:15:05.704',0.000,-0.041,-,-,-,-,54.400
'15:15:05.712',0.016,-0.025,-,-,-,-,54.400
'15:15:05.720',0.008,-0.025,-,-,-,-,53.600
'15:15:05.728',0.016,-0.025,-,-,-,-,53.600
'15:15:05.736',0.000,-0.033,-,-,-,-,53.600
'15:15:05.744',0.008,-0.025,-,-,-,-,52.800
'15:15:05.752',0.000,-0.017,-,-,-,-,52.800
'15:15:05.760',0.008,-0.025,-,-,-,-,52.800
'15:15:05.768',0.000,-0.017,-,-,-,-,52.800
'15:15:05.776',0.008,-0.017,-,-,-,-,52.000
'15:15:05.784',0.000,-0.017,-,-,-,-,52.000
'15:15:05.792',0.000,-0.008,-,-,-,-,52.000
'15:15:05.800',0.000,-0.017,-,-,-,-,52.000
'15:15:05.808',0.000,-0.008,-,-,-,-,51.200
'15:15:05.816',-0.016,-0.017,-,-,-,-,51.200
'15:15:05.824',-0.024,-0.025,-,-,-,-,51.200
'15:15:05.832',-0.016,-0.033,-,-,-,-,51.200
'15:15:05.840',0.000,-0.099,-,-,-,-,50.400
'15:15:05.848',0.016,-0.198,-,-,-,-,50.400
'15:15:05.856',0.008,-0.298,-,-,-,-,50.400
'15:15:05.864',0.040,-0.364,-,-,-,-,50.400
'15:15:05.872',0.064,-0.331,-,-,-,-,49.600
'15:15:05.880',0.080,-0.306,-,-,-,-,49.600
'15:15:05.888',0.088,-0.314,-,-,-,-,49.600
'15:15:05.896',0.104,-0.289,-,-,-,-,49.600
'15:15:05.904',0.104,-0.248,-,-,-,-,49.600
'15:15:05.912',0.120,-0.182,-,-,-,-,49.600
'15:15:05.920',0.080,-0.132,-,-,-,-,49.600
'15:15:05.928',0.056,-0.058,-,-,-,-,49.600
'15:15:05.936',0.040,0.058,-,-,-,-,48.800
'15:15:05.944',0.024,0.124,-,-,-,-,48.800
'15:15:05.952',-0.008,0.149,-,-,-,-,48.800
'15:15:05.960',0.000,0.165,-,-,-,-,49.600
'15:15:05.968',-0.016,0.190,-,-,-,-,49.600
'15:15:05.976',-0.008,0.182,-,-,-,-,49.600
'15:15:05.984',-0.024,0.198,-,-,-,-,51.200
'15:15:05.992',-0.008,0.190,-,-,-,-,55.200
'15:15:06.000',-0.024,0.215,-,-,-,-,60.800
'15:15:06.008',-0.016,0.231,-,-,-,-,68.000
'15:15:06.016',-0.008,0.240,-,-,-,-,75.200
'15:15:06.024',-0.024,0.248,-,-,-,-,80.000
'15:15:06.032',-0.016,0.273,-,-,-,-,82.400
'15:15:06.040',-0.048,0.256,-,-,-,-,82.400
'15:15:06.048',-0.040,0.281,-,-,-,-,81.600
'15:15:06.056',-0.064,0.281,-,-,-,-,81.600
'15:15:06.064',-0.056,0.281,-,-,-,-,80.000
'15:15:06.072',-0.072,0.256,-,-,-,-,78.400
'15:15:06.080',-0.072,0.248,-,-,-,-,76.000
'15:15:06.088',-0.088,0.231,-,-,-,-,74.400
'15:15:06.096',-0.072,0.215,-,-,-,-,72.800
'15:15:06.104',-0.088,0.165,-,-,-,-,71.200
'15:15:06.112',-0.072,0.149,-,-,-,-,68.800
'15:15:06.120',-0.072,0.132,-,-,-,-,66.400
'15:15:06.128',-0.056,0.099,-,-,-,-,64.800
'15:15:06.136',-0.064,0.066,-,-,-,-,62.400
'15:15:06.144',-0.040,0.050,-,-,-,-,61.600
'15:15:06.152',-0.032,0.025,-,-,-,-,60.800
'15:15:06.160',-0.024,0.008,-,-,-,-,61.600
'15:15:06.168',-0.024,0.000,-,-,-,-,62.400
'15:15:06.176',0.000,-0.008,-,-,-,-,63.200
'15:15:06.184',-0.008,-0.017,-,-,-,-,63.200
'15:15:06.192',0.000,-0.025,-,-,-,-,62.400
'15:15:06.200',-0.016,-0.041,-,-,-,-,60.800
'15:15:06.208',0.000,-0.050,-,-,-,-,60.000
'15:15:06.216',-0.008,-0.041,-,-,-,-,60.000
'15:15:06.224',-0.016,-0.050,-,-,-,-,59.200
'15:15:06.232',-0.008,-0.041,-,-,-,-,59.200
'15:15:06.240',0.000,-0.050,-,-,-,-,58.400
'15:15:06.248',-0.016,-0.050,-,-,-,-,58.400
'15:15:06.256',-0.008,-0.058,-,-,-,-,57.600
'15:15:06.264',-0.016,-0.050,-,-,-,-,57.600
'15:15:06.272',-0.008,-0.058,-,-,-,-,57.600
'15:15:06.280',0.000,-0.041,-,-,-,-,56.800
'15:15:06.288',-0.008,-0.041,-,-,-,-,56.800
'15:15:06.296',0.000,-0.033,-,-,-,-,56.800
'15:15:06.304',-0.008,-0.041,-,-,-,-,56.800
'15:15:06.312',0.000,-0.033,-,-,-,-,56.800
'15:15:06.320',0.000,-0.025,-,-,-,-,56.000
'15:15:06.328',0.000,-0.025,-,-,-,-,56.000
'15:15:06.336',0.000,-0.017,-,-,-,-,56.000
'15:15:06.344',0.008,-0.017,-,-,-,-,55.200
'15:15:06.352',0.000,-0.008,-,-,-,-,55.200
'15:15:06.360',0.000,-0.017,-,-,-,-,54.400
'15:15:06.368',-0.008,-0.017,-,-,-,-,54.400
'15:15:06.376',0.000,-0.017,-,-,-,-,54.400
'15:15:06.384',-0.008,-0.008,-,-,-,-,54.400
'15:15:06.392',0.008,0.000,-,-,-,-,53.600
'15:15:06.400',0.024,-0.058,-,-,-,-,53.600
'15:15:06.408',0.056,-0.140,-,-,-,-,53.600
'15:15:06.416',0.064,-0.215,-,-,-,-,53.600
'15:15:06.424',0.056,-0.298,-,-,-,-,52.800
'15:15:06.432',0.056,-0.298,-,-,-,-,52.800
'15:15:06.440',0.088,-0.298,-,-,-,-,52.800
'15:15:06.448',0.088,-0.289,-,-,-,-,52.800
'15:15:06.456',0.104,-0.256,-,-,-,-,52.000
'15:15:06.464',0.128,-0.215,-,-,-,-,52.000
'15:15:06.472',0.136,-0.165,-,-,-,-,52.000
'15:15:06.480',0.088,-0.132,-,-,-,-,51.200
'15:15:06.488',0.088,-0.008,-,-,-,-,51.200
'15:15:06.496',0.048,0.074,-,-,-,-,51.200
'15:15:06.504',0.008,0.132,-,-,-,-,51.200
'15:15:06.512',-0.016,0.149,-,-,-,-,51.200
'15:15:06.520',-0.024,0.140,-,-,-,-,51.200
'15:15:06.528',-0.024,0.149,-,-,-,-,51.200
'15:15:06.536',-0.024,0.140,-,-,-,-,51.200
'15:15:06.544',-0.032,0.149,-,-,-,-,51.200
'15:15:06.552',-0.016,0.149,-,-,-,-,52.800
'15:15:06.560',-0.032,0.157,-,-,-,-,55.200
'15:15:06.568',-0.024,0.165,-,-,-,-,60.000
'15:15:06.576',-0.040,0.182,-,-,-,-,65.600
'15:15:06.584',-0.056,0.190,-,-,-,-,72.000
'15:15:06.592',-0.048,0.207,-,-,-,-,76.800
'15:15:06.600',-0.064,0.215,-,-,-,-,78.400
'15:15:06.608',-0.072,0.215,-,-,-,-,78.400
'15:15:06.616',-0.064,0.215,-,-,-,-,78.400
'15:15:06.624',-0.088,0.231,-,-,-,-,77.600
'15:15:06.632',-0.088,0.231,-,-,-,-,76.800
'15:15:06.640',-0.088,0.207,-,-,-,-,75.200
'15:15:06.648',-0.104,0.182,-,-,-,-,72.800
'15:15:06.656',-0.088,0.157,-,-,-,-,71.200
'15:15:06.664',-0.088,0.132,-,-,-,-,68.800
'15:15:06.672',-0.072,0.099,-,-,-,-,67.200
'15:15:06.680',-0.064,0.066,-,-,-,-,64.800
'15:15:06.688',-0.048,0.050,-,-,-,-,62.400
'15:15:06.696',-0.048,0.017,-,-,-,-,60.800
'15:15:06.704',-0.040,0.000,-,-,-,-,59.200
'15:15:06.712',-0.016,-0.008,-,-,-,-,59.200
'15:15:06.720',-0.024,-0.017,-,-,-,-,60.000
'15:15:06.728',0.000,-0.033,-,-,-,-,60.800
'15:15:06.736',-0.016,-0.050,-,-,-,-,61.600
'15:15:06.744',-0.008,-0.058,-,-,-,-,61.600
'15:15:06.752',-0.016,-0.050,-,-,-,-,60.800
'15:15:06.760',0.000,-0.058,-,-,-,-,60.000
'15:15:06.768',0.000,-0.058,-,-,-,-,59.200
'15:15:06.776',-0.008,-0.058,-,-,-,-,58.400
'15:15:06.784',-0.016,-0.058,-,-,-,-,57.600
'15:15:06.792',-0.008,-0.066,-,-,-,-,57.600
'15:15:06.800',-0.008,-0.058,-,-,-,-,56.800
'15:15:06.808',0.000,-0.058,-,-,-,-,56.800
'15:15:06.816',0.000,-0.058,-,-,-,-,56.000
'15:15:06.824',-0.008,-0.050,-,-,-,-,56.000
'15:15:06.832',0.000,-0.058,-,-,-,-,56.000
'15:15:06.840',0.000,-0.058,-,-,-,-,56.000
'15:15:06.848',0.000,-0.050,-,-,-,-,56.000
'15:15:06.856',0.008,-0.033,-,-,-,-,56.000
'15:15:06.864',0.000,-0.041,-,-,-,-,56.000
'15:15:06.872',0.000,-0.041,-,-,-,-,55.200
'15:15:06.880',0.000,-0.041,-,-,-,-,55.200
'15:15:06.888',0.000,-0.041,-,-,-,-,54.400
'15:15:06.896',0.000,-0.025,-,-,-,-,54.400
'15:15:06.904',0.008,-0.017,-,-,-,-,54.400
'15:15:06.912',0.016,0.000,-,-,-,-,54.400
'15:15:06.920',0.032,0.000,-,-,-,-,53.600
'15:15:06.928',0.056,0.017,-,-,-,-,53.600
'15:15:06.936',0.080,0.033,-,-,-,-,53.600
'15:15:06.944',0.104,0.050,-,-,-,-,52.800
'15:15:06.952',0.104,0.058,-,-,-,-,52.800
'15:15:06.960',0.120,0.041,-,-,-,-,52.800
'15:15:06.968',0.120,0.066,-,-,-,-,52.800
'15:15:06.976',0.160,0.099,-,-,-,-,52.800
'15:15:06.984',0.192,0.132,-,-,-,-,52.000
'15:15:06.992',0.224,0.215,-,-,-,-,52.000
'15:15:07.000',0.184,0.248,-,-,-,-,51.200
'15:15:07.008',0.176,0.273,-,-,-,-,51.200
'15:15:07.016',0.136,0.289,-,-,-,-,51.200
'15:15:07.024',0.104,0.215,-,-,-,-,51.200
'15:15:07.032',0.064,0.149,-,-,-,-,51.200
'15:15:07.040',0.032,0.116,-,-,-,-,50.400
'15:15:07.048',-0.008,0.050,-,-,-,-,50.400
'15:15:07.056',-0.032,0.017,-,-,-,-,50.400
'15:15:07.064',-0.056,0.000,-,-,-,-,50.400
'15:15:07.072',-0.072,-0.017,-,-,-,-,50.400
'15:15:07.080',-0.064,-0.041,-,-,-,-,51.200
'15:15:07.088',-0.088,-0.050,-,-,-,-,52.800
'15:15:07.096',-0.072,-0.058,-,-,-,-,56.800
'15:15:07.104',-0.088,-0.058,-,-,-,-,61.600
'15:15:07.112',-0.072,-0.050,-,-,-,-,68.800
'15:15:07.120',-0.096,-0.058,-,-,-,-,74.400
'15:15:07.128',-0.104,-0.066,-,-,-,-,77.600
'15:15:07.136',-0.112,-0.074,-,-,-,-,78.400
'15:15:07.144',-0.128,-0.099,-,-,-,-,78.400
'15:15:07.152',-0.144,-0.107,-,-,-,-,77.600
'15:15:07.160',-0.136,-0.116,-,-,-,-,76.800
'15:15:07.168',-0.144,-0.124,-,-,-,-,75.200
'15:15:07.176',-0.144,-0.132,-,-,-,-,73.600
'15:15:07.184',-0.152,-0.149,-,-,-,-,71.200
'15:15:07.192',-0.128,-0.149,-,-,-,-,68.800
'15:15:07.200',-0.128,-0.140,-,-,-,-,67.200
'15:15:07.208',-0.096,-0.140,-,-,-,-,64.800
'15:15:07.216',-0.096,-0.140,-,-,-,-,62.400
'15:15:07.224',-0.072,-0.149,-,-,-,-,60.000
'15:15:07.232',-0.064,-0.140,-,-,-,-,58.400
'15:15:07.240',-0.048,-0.140,-,-,-,-,58.400
'15:15:07.248',-0.024,-0.116,-,-,-,-,58.400
'15:15:07.256',-0.016,-0.107,-,-,-,-,60.000
'15:15:07.264',-0.008,-0.099,-,-,-,-,60.800
'15:15:07.272',-0.024,-0.107,-,-,-,-,61.600
'15:15:07.280',-0.016,-0.099,-,-,-,-,60.800
'15:15:07.288',-0.024,-0.099,-,-,-,-,60.000
'15:15:07.296',-0.008,-0.074,-,-,-,-,59.200
'15:15:07.304',-0.008,-0.091,-,-,-,-,58.400
'15:15:07.312',0.000,-0.058,-,-,-,-,57.600
'15:15:07.320',-0.016,-0.058,-,-,-,-,56.800
'15:15:07.328',-0.024,-0.058,-,-,-,-,56.800
'15:15:07.336',-0.016,-0.050,-,-,-,-,56.000
'15:15:07.344',0.000,-0.041,-,-,-,-,56.000
'15:15:07.352',-0.016,-0.033,-,-,-,-,55.200
'15:15:07.360',-0.008,-0.033,-,-,-,-,55.200
'15:15:07.368',-0.008,-0.025,-,-,-,-,55.200
'15:15:07.376',0.000,-0.017,-,-,-,-,55.200
'15:15:07.384',-0.008,-0.017,-,-,-,-,55.200
'15:15:07.392',0.000,-0.017,-,-,-,-,55.200
'15:15:07.400',0.000,-0.008,-,-,-,-,55.200
'15:15:07.408',0.008,-0.017,-,-,-,-,55.200
'15:15:07.416',0.000,0.000,-,-,-,-,54.400
'15:15:07.424',0.000,-0.008,-,-,-,-,54.400
'15:15:07.432',-0.008,0.000,-,-,-,-,54.400
'15:15:07.440',0.000,0.008,-,-,-,-,53.600
'15:15:07.448',0.016,0.025,-,-,-,-,53.600
'15:15:07.456',0.040,0.041,-,-,-,-,53.600
'15:15:07.464',0.048,0.033,-,-,-,-,53.600
'15:15:07.472',0.080,0.050,-,-,-,-,52.800
'15:15:07.480',0.104,0.091,-,-,-,-,52.800
'15:15:07.488',0.104,0.099,-,-,-,-,52.800
'15:15:07.496',0.120,0.091,-,-,-,-,52.800
'15:15:07.504',0.120,0.099,-,-,-,-,52.000
'15:15:07.512',0.152,0.124,-,-,-,-,52.000
'15:15:07.520',0.184,0.140,-,-,-,-,52.000
'15:15:07.528',0.224,0.215,-,-,-,-,52.000
'15:15:07.536',0.184,0.273,-,-,-,-,51.200
'15:15:07.544',0.168,0.256,-,-,-,-,51.200
'15:15:07.552',0.176,0.331,-,-,-,-,51.200
'15:15:07.560',0.120,0.289,-,-,-,-,50.400
'15:15:07.568',0.080,0.240,-,-,-,-,50.400
'15:15:07.576',0.032,0.198,-,-,-,-,50.400
'15:15:07.584',0.000,0.132,-,-,-,-,50.400
'15:15:07.592',-0.008,0.066,-,-,-,-,50.400
'15:15:07.600',-0.024,0.017,-,-,-,-,50.400
'15:15:07.608',-0.048,-0.008,-,-,-,-,50.400
'15:15:07.616',-0.064,-0.017,-,-,-,-,51.200
'15:15:07.624',-0.072,-0.025,-,-,-,-,52.800
'15:15:07.632',-0.072,-0.025,-,-,-,-,56.000
'15:15:07.640',-0.072,-0.025,-,-,-,-,60.800
'15:15:07.648',-0.088,-0.033,-,-,-,-,67.200
'15:15:07.656',-0.088,-0.033,-,-,-,-,73.600
'15:15:07.664',-0.096,-0.050,-,-,-,-,77.600
'15:15:07.672',-0.112,-0.058,-,-,-,-,79.200
'15:15:07.680',-0.128,-0.074,-,-,-,-,79.200
'15:15:07.688',-0.136,-0.066,-,-,-,-,78.400
'15:15:07.696',-0.128,-0.099,-,-,-,-,77.600
'15:15:07.704',-0.144,-0.116,-,-,-,-,76.000
'15:15:07.712',-0.136,-0.124,-,-,-,-,74.400
'15:15:07.720',-0.144,-0.132,-,-,-,-,72.000
'15:15:07.728',-0.128,-0.140,-,-,-,-,69.600
'15:15:07.736',-0.112,-0.132,-,-,-,-,68.000
'15:15:07.744',-0.096,-0.132,-,-,-,-,65.600
'15:15:07.752',-0.088,-0.140,-,-,-,-,63.200
'15:15:07.760',-0.072,-0.132,-,-,-,-,60.800
'15:15:07.768',-0.064,-0.140,-,-,-,-,59.200
'15:15:07.776',-0.048,-0.132,-,-,-,-,58.400
'15:15:07.784',-0.032,-0.116,-,-,-,-,59.200
'15:15:07.792',-0.016,-0.107,-,-,-,-,60.000
'15:15:07.800',-0.008,-0.099,-,-,-,-,61.600
'15:15:07.808',-0.016,-0.107,-,-,-,-,61.600
'15:15:07.816',0.000,-0.099,-,-,-,-,61.600
'15:15:07.824',-0.008,-0.074,-,-,-,-,60.800
'15:15:07.832',0.000,-0.066,-,-,-,-,60.000
'15:15:07.840',-0.008,-0.058,-,-,-,-,59.200
'15:15:07.848',0.000,-0.066,-,-,-,-,58.400
'15:15:07.856',-0.016,-0.058,-,-,-,-,57.600
'15:15:07.864',0.000,-0.050,-,-,-,-,56.800
'15:15:07.872',-0.008,-0.041,-,-,-,-,56.800
'15:15:07.880',0.000,-0.033,-,-,-,-,56.800
'15:15:07.888',-0.008,-0.041,-,-,-,-,56.000
'15:15:07.896',0.000,-0.025,-,-,-,-,56.000
'15:15:07.904',-0.008,-0.017,-,-,-,-,56.000
'15:15:07.912',0.008,-0.008,-,-,-,-,56.000
'15:15:07.920',0.000,-0.017,-,-,-,-,56.000
'15:15:07.928',0.008,0.000,-,-,-,-,56.000
'15:15:07.936',0.000,0.000,-,-,-,-,56.000
'15:15:07.944',0.024,0.000,-,-,-,-,55.200
'15:15:07.952',0.000,0.000,-,-,-,-,55.200
'15:15:07.960',0.008,0.008,-,-,-,-,55.200
'15:15:07.968',0.000,0.008,-,-,-,-,54.400
'15:15:07.976',0.008,0.000,-,-,-,-,54.400
'15:15:07.984',0.008,0.017,-,-,-,-,54.400
'15:15:07.992',0.024,0.033,-,-,-,-,54.400
'15:15:08.000',0.032,0.050,-,-,-,-,54.400
'15:15:08.008',0.056,0.050,-,-,-,-,53.600
'15:15:08.016',0.080,0.066,-,-,-,-,53.600
'15:15:08.024',0.104,0.099,-,-,-,-,53.600
'15:15:08.032',0.104,0.116,-,-,-,-,52.800
'15:15:08.040',0.104,0.091,-,-,-,-,52.800
'15:15:08.048',0.128,0.116,-,-,-,-,52.800
'15:15:08.056',0.152,0.140,-,-,-,-,52.800
'15:15:08.064',0.184,0.182,-,-,-,-,52.800
'15:15:08.072',0.224,0.248,-,-,-,-,52.000
'15:15:08.080',0.192,0.289,-,-,-,-,52.000
'15:15:08.088',0.176,0.298,-,-,-,-,52.000
'15:15:08.096',0.152,0.331,-,-,-,-,51.200
'15:15:08.104',0.120,0.281,-,-,-,-,51.200
'15:15:08.112',0.064,0.240,-,-,-,-,51.200
'15:15:08.120',0.024,0.182,-,-,-,-,51.200
'15:15:08.128',0.000,0.116,-,-,-,-,51.200
'15:15:08.136',-0.008,0.050,-,-,-,-,51.200
'15:15:08.144',0.000,0.017,-,-,-,-,51.200
'15:15:08.152',-0.040,-0.017,-,-,-,-,51.200
'15:15:08.160',-0.056,-0.025,-,-,-,-,52.000
'15:15:08.168',-0.064,-0.033,-,-,-,-,53.600
'15:15:08.176',-0.056,-0.041,-,-,-,-,56.800
'15:15:08.184',-0.072,-0.050,-,-,-,-,62.400
'15:15:08.192',-0.064,-0.041,-,-,-,-,69.600
'15:15:08.200',-0.072,-0.050,-,-,-,-,76.000
'15:15:08.208',-0.088,-0.058,-,-,-,-,80.000
'15:15:08.216',-0.104,-0.066,-,-,-,-,80.800
'15:15:08.224',-0.096,-0.074,-,-,-,-,80.800
'15:15:08.232',-0.112,-0.091,-,-,-,-,80.000
'15:15:08.240',-0.128,-0.099,-,-,-,-,79.200
'15:15:08.248',-0.112,-0.107,-,-,-,-,77.600
'15:15:08.256',-0.128,-0.124,-,-,-,-,75.200
'15:15:08.264',-0.128,-0.132,-,-,-,-,72.800
'15:15:08.272',-0.112,-0.140,-,-,-,-,71.200
'15:15:08.280',-0.096,-0.132,-,-,-,-,68.800
'15:15:08.288',-0.088,-0.149,-,-,-,-,66.400
'15:15:08.296',-0.072,-0.149,-,-,-,-,64.000
'15:15:08.304',-0.056,-0.140,-,-,-,-,62.400
'15:15:08.312',-0.048,-0.149,-,-,-,-,60.800
'15:15:08.320',-0.032,-0.157,-,-,-,-,60.000
'15:15:08.328',-0.016,-0.132,-,-,-,-,60.800
'15:15:08.336',-0.024,-0.132,-,-,-,-,61.600
'15:15:08.344',-0.016,-0.124,-,-,-,-,63.200
'15:15:08.352',-0.024,-0.116,-,-,-,-,63.200
'15:15:08.360',-0.008,-0.099,-,-,-,-,62.400
'15:15:08.368',-0.016,-0.099,-,-,-,-,61.600
'15:15:08.376',0.000,-0.091,-,-,-,-,60.800
'15:15:08.384',-0.008,-0.074,-,-,-,-,60.000
'15:15:08.392',-0.008,-0.066,-,-,-,-,59.200
'15:15:08.400',-0.016,-0.058,-,-,-,-,58.400
'15:15:08.408',0.000,-0.058,-,-,-,-,58.400
'15:15:08.416',-0.008,-0.050,-,-,-,-,57.600
'15:15:08.424',0.000,-0.041,-,-,-,-,57.600
'15:15:08.432',0.000,-0.041,-,-,-,-,57.600
'15:15:08.440',-0.008,-0.033,-,-,-,-,56.800
'15:15:08.448',0.000,-0.025,-,-,-,-,56.800
'15:15:08.456',0.008,-0.017,-,-,-,-,56.800
'15:15:08.464',0.000,-0.017,-,-,-,-,56.800
'15:15:08.472',0.016,-0.017,-,-,-,-,56.800
'15:15:08.480',0.008,-0.008,-,-,-,-,56.000
'15:15:08.488',0.016,0.000,-,-,-,-,56.000
'15:15:08.496',0.008,-0.008,-,-,-,-,56.000
'15:15:08.504',0.000,0.000,-,-,-,-,55.200
'15:15:08.512',0.008,-0.008,-,-,-,-,55.200
'15:15:08.520',0.000,-0.017,-,-,-,-,55.200
'15:15:08.528',0.008,0.000,-,-,-,-,55.200
'15:15:08.536',0.008,0.000,-,-,-,-,55.200
'15:15:08.544',0.024,0.017,-,-,-,-,54.400
'15:15:08.552',0.040,0.033,-,-,-,-,54.400
'15:15:08.560',0.064,0.041,-,-,-,-,54.400
'15:15:08.568',0.080,0.058,-,-,-,-,54.400
'15:15:08.576',0.104,0.091,-,-,-,-,54.400
'15:15:08.584',0.088,0.066,-,-,-,-,54.400
'15:15:08.592',0.120,0.074,-,-,-,-,53.600
'15:15:08.600',0.128,0.099,-,-,-,-,53.600
'15:15:08.608',0.168,0.132,-,-,-,-,53.600
'15:15:08.616',0.200,0.190,-,-,-,-,52.800
'15:15:08.624',0.208,0.248,-,-,-,-,52.800
'15:15:08.632',0.160,0.281,-,-,-,-,52.000
'15:15:08.640',0.168,0.314,-,-,-,-,52.000
'15:15:08.648',0.136,0.322,-,-,-,-,52.000
'15:15:08.656',0.104,0.248,-,-,-,-,52.000
'15:15:08.664',0.056,0.207,-,-,-,-,52.000
'15:15:08.672',0.016,0.132,-,-,-,-,52.000
'15:15:08.680',0.000,0.066,-,-,-,-,51.200
'15:15:08.688',-0.008,0.017,-,-,-,-,51.200
'15:15:08.696',0.000,-0.008,-,-,-,-,51.200
'15:15:08.704',-0.040,-0.033,-,-,-,-,52.000
'15:15:08.712',-0.048,-0.041,-,-,-,-,52.000
'15:15:08.720',-0.056,-0.058,-,-,-,-,54.400
'15:15:08.728',-0.064,-0.050,-,-,-,-,58.400
'15:15:08.736',-0.064,-0.050,-,-,-,-,64.000
'15:15:08.744',-0.072,-0.058,-,-,-,-,71.200
'15:15:08.752',-0.072,-0.058,-,-,-,-,77.600
'15:15:08.760',-0.072,-0.066,-,-,-,-,80.800
'15:15:08.768',-0.096,-0.074,-,-,-,-,81.600
'15:15:08.776',-0.088,-0.091,-,-,-,-,80.800
'15:15:08.784',-0.112,-0.074,-,-,-,-,80.000
'15:15:08.792',-0.128,-0.099,-,-,-,-,79.200
'15:15:08.800',-0.112,-0.107,-,-,-,-,77.600
'15:15:08.808',-0.128,-0.132,-,-,-,-,75.200
'15:15:08.816',-0.104,-0.124,-,-,-,-,72.800
