'Elapsed time','I','II','V','ABP','PAP'
'47:39:17.800',-,-0.056,-,46.400,37.200
'47:39:17.808',-,-0.056,-,47.200,36.800
'47:39:17.816',-,-0.056,-,48.800,36.000
'47:39:17.824',-,-0.056,-,51.200,36.000
'47:39:17.832',-,-0.056,-,56.800,36.000
'47:39:17.840',-,-0.080,-,65.600,35.600
'47:39:17.848',-,-0.080,-,76.800,35.200
'47:39:17.856',-,-0.080,-,91.200,34.000
'47:39:17.864',-,-0.096,-,104.800,33.600
'47:39:17.872',-,-0.096,-,116.000,33.600
'47:39:17.880',-,-0.120,-,124.800,34.400
'47:39:17.888',-,-0.136,-,129.600,36.000
'47:39:17.896',-,-0.160,-,132.000,38.000
'47:39:17.904',-,-0.176,-,132.000,40.800
'47:39:17.912',-,-0.200,-,130.400,43.600
'47:39:17.920',-,-0.224,-,127.200,46.800
'47:39:17.928',-,-0.224,-,124.000,50.000
'47:39:17.936',-,-0.224,-,120.000,52.800
'47:39:17.944',-,-0.200,-,115.200,55.600
'47:39:17.952',-,-0.176,-,110.400,57.600
'47:39:17.960',-,-0.136,-,105.600,58.800
'47:39:17.968',-,-0.096,-,100.800,59.200
'47:39:17.976',-,-0.056,-,96.000,59.200
'47:39:17.984',-,-0.016,-,91.200,58.000
'47:39:17.992',-,0.016,-,86.400,55.600
'47:39:18.000',-,0.016,-,81.600,52.800
'47:39:18.008',-,0.040,-,76.800,49.600
'47:39:18.016',-,0.040,-,72.000,46.800
'47:39:18.024',-,0.040,-,68.000,44.400
'47:39:18.032',-,0.056,-,63.200,42.400
'47:39:18.040',-,0.056,-,60.000,40.400
'47:39:18.048',-,0.056,-,56.000,39.200
'47:39:18.056',-,0.056,-,53.600,38.000
'47:39:18.064',-,0.056,-,50.400,37.200
'47:39:18.072',-,0.056,-,48.800,36.800
'47:39:18.080',-,0.056,-,46.400,37.200
'47:39:18.088',-,0.096,-,44.800,37.600
'47:39:18.096',-,0.176,-,44.000,38.000
'47:39:18.104',-,0.304,-,43.200,38.400
'47:39:18.112',-,0.448,-,42.400,38.800
'47:39:18.120',-,0.544,-,42.400,39.200
'47:39:18.128',-,0.608,-,42.400,39.200
'47:39:18.136',-,0.584,-,43.200,39.200
'47:39:18.144',-,0.424,-,43.200,38.800
'47:39:18.152',-,0.200,-,43.200,38.400
'47:39:18.160',-,0.016,-,43.200,38.000
'47:39:18.168',-,-0.056,-,44.000,37.200
'47:39:18.176',-,-0.080,-,44.000,36.800
'47:39:18.184',-,-0.080,-,44.800,37.200
'47:39:18.192',-,-0.080,-,45.600,37.200
'47:39:18.200',-,-0.056,-,45.600,36.800
'47:39:18.208',-,-0.056,-,46.400,36.000
'47:39:18.216',-,-0.056,-,48.000,35.200
'47:39:18.224',-,-0.080,-,51.200,34.800
'47:39:18.232',-,-0.080,-,56.800,34.400
'47:39:18.240',-,-0.080,-,65.600,33.600
'47:39:18.248',-,-0.080,-,77.600,32.800
'47:39:18.256',-,-0.096,-,91.200,31.200
'47:39:18.264',-,-0.096,-,104.800,30.000
'47:39:18.272',-,-0.120,-,116.000,29.600
'47:39:18.280',-,-0.136,-,124.000,30.000
'47:39:18.288',-,-0.160,-,128.000,31.200
'47:39:18.296',-,-0.176,-,130.400,33.200
'47:39:18.304',-,-0.200,-,129.600,35.600
'47:39:18.312',-,-0.224,-,128.000,38.400
'47:39:18.320',-,-0.240,-,124.800,41.600
'47:39:18.328',-,-0.240,-,120.800,44.800
'47:39:18.336',-,-0.224,-,116.000,47.600
'47:39:18.344',-,-0.200,-,111.200,50.000
'47:39:18.352',-,-0.176,-,106.400,52.000
'47:39:18.360',-,-0.136,-,101.600,53.600
'47:39:18.368',-,-0.096,-,96.800,54.000
'47:39:18.376',-,-0.056,-,92.000,53.600
'47:39:18.384',-,-0.016,-,88.000,52.000
'47:39:18.392',-,0.000,-,83.200,50.000
'47:39:18.400',-,0.016,-,78.400,47.200
'47:39:18.408',-,0.040,-,73.600,44.000
'47:39:18.416',-,0.040,-,68.800,40.800
'47:39:18.424',-,0.056,-,64.800,38.800
'47:39:18.432',-,0.056,-,60.000,36.400
'47:39:18.440',-,0.056,-,56.800,34.800
'47:39:18.448',-,0.056,-,52.800,32.800
'47:39:18.456',-,0.056,-,49.600,31.600
'47:39:18.464',-,0.056,-,47.200,30.400
'47:39:18.472',-,0.056,-,44.800,29.600
'47:39:18.480',-,0.080,-,43.200,29.600
'47:39:18.488',-,0.120,-,41.600,29.600
'47:39:18.496',-,0.200,-,40.800,29.600
'47:39:18.504',-,0.344,-,40.000,30.000
'47:39:18.512',-,0.464,-,39.200,30.400
'47:39:18.520',-,0.568,-,39.200,30.800
'47:39:18.528',-,0.608,-,39.200,30.800
'47:39:18.536',-,0.568,-,40.000,30.800
'47:39:18.544',-,0.408,-,40.000,30.400
'47:39:18.552',-,0.176,-,40.000,30.000
'47:39:18.560',-,0.016,-,40.800,30.000
'47:39:18.568',-,-0.056,-,40.800,30.000
'47:39:18.576',-,-0.080,-,41.600,30.400
'47:39:18.584',-,-0.080,-,42.400,30.800
'47:39:18.592',-,-0.080,-,42.400,31.200
'47:39:18.600',-,-0.056,-,43.200,30.800
'47:39:18.608',-,-0.056,-,44.000,30.000
'47:39:18.616',-,-0.056,-,45.600,29.200
'47:39:18.624',-,-0.056,-,49.600,28.400
'47:39:18.632',-,-0.080,-,55.200,27.600
'47:39:18.640',-,-0.080,-,64.800,26.800
'47:39:18.648',-,-0.080,-,77.600,26.400
'47:39:18.656',-,-0.096,-,90.400,26.800
'47:39:18.664',-,-0.096,-,103.200,27.600
'47:39:18.672',-,-0.120,-,112.000,29.600
'47:39:18.680',-,-0.136,-,118.400,32.000
'47:39:18.688',-,-0.160,-,122.400,35.200
'47:39:18.696',-,-0.176,-,124.000,38.800
'47:39:18.704',-,-0.200,-,124.000,42.400
'47:39:18.712',-,-0.224,-,122.400,46.000
'47:39:18.720',-,-0.224,-,120.000,49.200
'47:39:18.728',-,-0.224,-,117.600,52.400
'47:39:18.736',-,-0.200,-,113.600,54.800
'47:39:18.744',-,-0.176,-,109.600,56.400
'47:39:18.752',-,-0.160,-,105.600,57.200
'47:39:18.760',-,-0.120,-,101.600,57.600
'47:39:18.768',-,-0.080,-,96.800,56.800
'47:39:18.776',-,-0.040,-,92.800,55.200
'47:39:18.784',-,-0.016,-,88.000,53.200
'47:39:18.792',-,0.016,-,83.200,50.800
'47:39:18.800',-,0.040,-,78.400,47.600
'47:39:18.808',-,0.040,-,73.600,44.800
'47:39:18.816',-,0.040,-,68.800,41.600
'47:39:18.824',-,0.056,-,64.000,38.800
'47:39:18.832',-,0.056,-,60.000,36.400
'47:39:18.840',-,0.056,-,56.000,34.800
'47:39:18.848',-,0.056,-,52.800,33.200
'47:39:18.856',-,0.056,-,49.600,31.600
'47:39:18.864',-,0.056,-,47.200,30.000
'47:39:18.872',-,0.056,-,44.800,29.200
'47:39:18.880',-,0.080,-,43.200,28.800
'47:39:18.888',-,0.136,-,41.600,28.800
'47:39:18.896',-,0.240,-,40.800,29.200
'47:39:18.904',-,0.384,-,40.000,30.000
'47:39:18.912',-,0.504,-,40.000,30.400
'47:39:18.920',-,0.584,-,40.000,31.200
'47:39:18.928',-,0.608,-,39.200,31.600
'47:39:18.936',-,0.528,-,39.200,31.600
'47:39:18.944',-,0.344,-,39.200,31.600
'47:39:18.952',-,0.120,-,40.000,31.600
'47:39:18.960',-,-0.016,-,40.000,31.200
'47:39:18.968',-,-0.080,-,40.800,31.600
'47:39:18.976',-,-0.096,-,41.600,32.000
'47:39:18.984',-,-0.096,-,41.600,32.800
'47:39:18.992',-,-0.080,-,42.400,32.800
'47:39:19.000',-,-0.056,-,43.200,32.400
'47:39:19.008',-,-0.056,-,44.000,31.600
'47:39:19.016',-,-0.056,-,46.400,30.400
'47:39:19.024',-,-0.056,-,49.600,29.200
'47:39:19.032',-,-0.080,-,56.000,28.000
'47:39:19.040',-,-0.080,-,66.400,27.200
'47:39:19.048',-,-0.096,-,79.200,26.800
'47:39:19.056',-,-0.096,-,93.600,27.200
'47:39:19.064',-,-0.120,-,105.600,28.800
'47:39:19.072',-,-0.136,-,114.400,30.800
'47:39:19.080',-,-0.160,-,120.800,33.200
'47:39:19.088',-,-0.176,-,123.200,36.400
'47:39:19.096',-,-0.200,-,124.800,40.400
'47:39:19.104',-,-0.224,-,124.000,44.000
'47:39:19.112',-,-0.240,-,122.400,48.000
'47:39:19.120',-,-0.240,-,120.000,51.200
'47:39:19.128',-,-0.224,-,116.800,54.000
'47:39:19.136',-,-0.200,-,112.800,56.400
'47:39:19.144',-,-0.176,-,108.800,57.600
'47:39:19.152',-,-0.136,-,104.000,58.400
'47:39:19.160',-,-0.120,-,100.000,58.000
'47:39:19.168',-,-0.080,-,95.200,56.800
'47:39:19.176',-,-0.040,-,90.400,55.200
'47:39:19.184',-,-0.016,-,85.600,52.800
'47:39:19.192',-,0.016,-,80.800,50.000
'47:39:19.200',-,0.040,-,76.000,47.200
'47:39:19.208',-,0.040,-,71.200,44.000
'47:39:19.216',-,0.040,-,66.400,41.200
'47:39:19.224',-,0.056,-,62.400,38.800
'47:39:19.232',-,0.056,-,57.600,36.800
'47:39:19.240',-,0.056,-,54.400,35.200
'47:39:19.248',-,0.056,-,51.200,33.600
'47:39:19.256',-,0.056,-,48.000,32.000
'47:39:19.264',-,0.056,-,45.600,30.800
'47:39:19.272',-,0.080,-,43.200,30.400
'47:39:19.280',-,0.096,-,42.400,30.400
'47:39:19.288',-,0.160,-,41.600,30.800
'47:39:19.296',-,0.264,-,40.800,31.600
'47:39:19.304',-,0.408,-,40.800,32.400
'47:39:19.312',-,0.528,-,40.000,32.800
'47:39:19.320',-,0.608,-,40.000,33.600
'47:39:19.328',-,0.632,-,40.000,34.000
'47:39:19.336',-,0.528,-,40.000,34.000
'47:39:19.344',-,0.320,-,40.000,34.000
'47:39:19.352',-,0.096,-,40.800,34.000
'47:39:19.360',-,-0.016,-,41.600,34.000
'47:39:19.368',-,-0.080,-,42.400,34.400
'47:39:19.376',-,-0.096,-,43.200,35.200
'47:39:19.384',-,-0.096,-,44.000,36.000
'47:39:19.392',-,-0.080,-,44.800,36.400
'47:39:19.400',-,-0.056,-,44.800,36.000
'47:39:19.408',-,-0.056,-,46.400,35.200
'47:39:19.416',-,-0.056,-,48.000,34.800
'47:39:19.424',-,-0.056,-,52.000,33.600
'47:39:19.432',-,-0.056,-,59.200,32.400
'47:39:19.440',-,-0.080,-,69.600,31.600
'47:39:19.448',-,-0.080,-,83.200,31.200
'47:39:19.456',-,-0.080,-,97.600,32.000
'47:39:19.464',-,-0.096,-,109.600,33.200
'47:39:19.472',-,-0.120,-,119.200,34.800
'47:39:19.480',-,-0.136,-,124.800,37.600
'47:39:19.488',-,-0.160,-,128.000,40.400
'47:39:19.496',-,-0.176,-,128.800,44.000
'47:39:19.504',-,-0.200,-,128.000,47.600
'47:39:19.512',-,-0.224,-,125.600,51.200
'47:39:19.520',-,-0.224,-,122.400,54.400
'47:39:19.528',-,-0.200,-,118.400,57.200
'47:39:19.536',-,-0.200,-,114.400,59.600
'47:39:19.544',-,-0.176,-,110.400,61.200
'47:39:19.552',-,-0.136,-,105.600,62.000
'47:39:19.560',-,-0.120,-,100.800,62.000
'47:39:19.568',-,-0.056,-,96.000,61.200
'47:39:19.576',-,-0.040,-,91.200,60.000
'47:39:19.584',-,0.000,-,86.400,58.000
'47:39:19.592',-,0.016,-,81.600,55.200
'47:39:19.600',-,0.040,-,76.800,52.400
'47:39:19.608',-,0.040,-,72.000,49.600
'47:39:19.616',-,0.040,-,67.200,47.200
'47:39:19.624',-,0.040,-,63.200,44.800
'47:39:19.632',-,0.056,-,59.200,42.800
'47:39:19.640',-,0.056,-,56.000,40.800
'47:39:19.648',-,0.056,-,52.800,39.600
'47:39:19.656',-,0.056,-,50.400,38.400
'47:39:19.664',-,0.056,-,48.000,38.000
'47:39:19.672',-,0.040,-,46.400,38.000
'47:39:19.680',-,0.056,-,44.800,38.400
'47:39:19.688',-,0.120,-,44.000,39.200
'47:39:19.696',-,0.200,-,44.000,40.000
'47:39:19.704',-,0.344,-,43.200,40.400
'47:39:19.712',-,0.464,-,43.200,41.200
'47:39:19.720',-,0.568,-,43.200,41.200
'47:39:19.728',-,0.584,-,43.200,41.200
'47:39:19.736',-,0.528,-,43.200,41.200
'47:39:19.744',-,0.344,-,44.000,40.800
'47:39:19.752',-,0.120,-,44.000,40.000
'47:39:19.760',-,-0.016,-,44.000,39.200
'47:39:19.768',-,-0.080,-,44.800,38.400
'47:39:19.776',-,-0.120,-,45.600,38.000
'47:39:19.784',-,-0.120,-,45.600,38.000
'47:39:19.792',-,-0.120,-,46.400,38.000
'47:39:19.800',-,-0.096,-,47.200,38.000
'47:39:19.808',-,-0.096,-,48.000,37.600
'47:39:19.816',-,-0.080,-,49.600,38.000
'47:39:19.824',-,-0.096,-,52.800,38.400
'47:39:19.832',-,-0.096,-,59.200,38.800
'47:39:19.840',-,-0.096,-,68.800,39.200
'47:39:19.848',-,-0.120,-,80.800,39.200
'47:39:19.856',-,-0.120,-,95.200,38.800
'47:39:19.864',-,-0.136,-,108.000,38.400
'47:39:19.872',-,-0.136,-,118.400,38.400
'47:39:19.880',-,-0.160,-,125.600,38.400
'47:39:19.888',-,-0.176,-,129.600,38.800
'47:39:19.896',-,-0.200,-,131.200,40.400
'47:39:19.904',-,-0.224,-,131.200,42.800
'47:39:19.912',-,-0.240,-,129.600,45.200
'47:39:19.920',-,-0.240,-,126.400,48.000
'47:39:19.928',-,-0.240,-,122.400,50.800
'47:39:19.936',-,-0.224,-,117.600,53.600
'47:39:19.944',-,-0.200,-,112.800,56.000
'47:39:19.952',-,-0.176,-,108.000,58.000
'47:39:19.960',-,-0.136,-,103.200,59.200
'47:39:19.968',-,-0.120,-,98.400,59.600
'47:39:19.976',-,-0.080,-,93.600,59.200
'47:39:19.984',-,-0.040,-,88.800,58.000
'47:39:19.992',-,0.000,-,84.000,55.600
'47:39:20.000',-,0.016,-,79.200,52.800
'47:39:20.008',-,0.016,-,74.400,50.400
'47:39:20.016',-,0.016,-,69.600,48.400
'47:39:20.024',-,0.016,-,65.600,46.400
'47:39:20.032',-,0.016,-,61.600,44.400
'47:39:20.040',-,0.016,-,57.600,42.800
'47:39:20.048',-,0.040,-,54.400,41.200
'47:39:20.056',-,0.040,-,52.000,40.000
'47:39:20.064',-,0.040,-,49.600,39.600
'47:39:20.072',-,0.016,-,48.000,39.600
'47:39:20.080',-,0.040,-,46.400,40.000
'47:39:20.088',-,0.080,-,45.600,40.800
'47:39:20.096',-,0.160,-,44.800,41.200
'47:39:20.104',-,0.280,-,44.000,41.600
'47:39:20.112',-,0.424,-,44.000,42.000
'47:39:20.120',-,0.528,-,44.000,42.000
'47:39:20.128',-,0.584,-,44.000,41.600
'47:39:20.136',-,0.584,-,44.800,41.600
'47:39:20.144',-,0.408,-,44.800,41.200
'47:39:20.152',-,0.176,-,44.800,40.400
'47:39:20.160',-,0.000,-,44.800,39.600
'47:39:20.168',-,-0.056,-,44.800,38.400
'47:39:20.176',-,-0.096,-,45.600,38.000
'47:39:20.184',-,-0.096,-,46.400,38.000
'47:39:20.192',-,-0.096,-,46.400,37.600
'47:39:20.200',-,-0.080,-,47.200,37.200
'47:39:20.208',-,-0.080,-,48.800,36.800
'47:39:20.216',-,-0.080,-,50.400,36.400
'47:39:20.224',-,-0.080,-,53.600,36.800
'47:39:20.232',-,-0.080,-,60.000,37.600
'47:39:20.240',-,-0.096,-,69.600,38.000
'47:39:20.248',-,-0.096,-,81.600,38.000
'47:39:20.256',-,-0.096,-,95.200,37.200
'47:39:20.264',-,-0.120,-,108.000,36.400
'47:39:20.272',-,-0.120,-,119.200,36.000
'47:39:20.280',-,-0.136,-,126.400,36.400
'47:39:20.288',-,-0.160,-,131.200,37.600
'47:39:20.296',-,-0.176,-,132.800,39.200
'47:39:20.304',-,-0.200,-,132.800,41.600
'47:39:20.312',-,-0.224,-,131.200,44.000
'47:39:20.320',-,-0.224,-,128.000,46.800
'47:39:20.328',-,-0.224,-,124.000,49.600
'47:39:20.336',-,-0.200,-,119.200,52.400
'47:39:20.344',-,-0.176,-,115.200,54.800
'47:39:20.352',-,-0.160,-,110.400,56.800
'47:39:20.360',-,-0.136,-,105.600,58.000
'47:39:20.368',-,-0.096,-,100.800,58.800
'47:39:20.376',-,-0.056,-,96.000,58.400
'47:39:20.384',-,-0.040,-,91.200,57.200
'47:39:20.392',-,0.000,-,86.400,55.200
'47:39:20.400',-,0.016,-,81.600,52.400
'47:39:20.408',-,0.016,-,76.800,49.600
'47:39:20.416',-,0.040,-,72.000,47.200
'47:39:20.424',-,0.040,-,68.000,45.200
'47:39:20.432',-,0.056,-,64.000,43.200
'47:39:20.440',-,0.056,-,60.000,41.600
'47:39:20.448',-,0.056,-,56.000,40.000
'47:39:20.456',-,0.056,-,53.600,39.200
'47:39:20.464',-,0.056,-,50.400,38.800
'47:39:20.472',-,0.056,-,48.800,38.800
'47:39:20.480',-,0.056,-,47.200,38.800
'47:39:20.488',-,0.080,-,45.600,39.200
'47:39:20.496',-,0.136,-,44.000,39.600
'47:39:20.504',-,0.264,-,43.200,40.000
'47:39:20.512',-,0.384,-,43.200,40.400
'47:39:20.520',-,0.504,-,43.200,40.400
'47:39:20.528',-,0.584,-,43.200,40.400
'47:39:20.536',-,0.584,-,44.000,40.400
'47:39:20.544',-,0.488,-,44.000,40.000
'47:39:20.552',-,0.264,-,44.800,39.600
'47:39:20.560',-,0.056,-,44.800,38.800
'47:39:20.568',-,-0.040,-,44.800,38.400
'47:39:20.576',-,-0.080,-,45.600,37.600
'47:39:20.584',-,-0.096,-,46.400,37.600
'47:39:20.592',-,-0.080,-,47.200,37.600
'47:39:20.600',-,-0.080,-,47.200,37.200
'47:39:20.608',-,-0.056,-,48.800,36.800
'47:39:20.616',-,-0.056,-,50.400,36.000
'47:39:20.624',-,-0.056,-,53.600,36.000
'47:39:20.632',-,-0.080,-,58.400,36.400
'47:39:20.640',-,-0.080,-,67.200,36.400
'47:39:20.648',-,-0.080,-,79.200,36.400
'47:39:20.656',-,-0.096,-,92.000,35.600
'47:39:20.664',-,-0.096,-,105.600,34.800
'47:39:20.672',-,-0.120,-,116.800,34.400
'47:39:20.680',-,-0.136,-,124.800,34.800
'47:39:20.688',-,-0.136,-,129.600,36.000
'47:39:20.696',-,-0.160,-,132.000,37.600
'47:39:20.704',-,-0.176,-,132.000,39.600
'47:39:20.712',-,-0.200,-,130.400,42.400
'47:39:20.720',-,-0.224,-,128.000,44.800
'47:39:20.728',-,-0.224,-,124.800,47.600
'47:39:20.736',-,-0.200,-,120.000,50.400
'47:39:20.744',-,-0.176,-,116.000,52.800
'47:39:20.752',-,-0.160,-,111.200,54.800
'47:39:20.760',-,-0.136,-,106.400,56.400
'47:39:20.768',-,-0.096,-,101.600,57.600
'47:39:20.776',-,-0.056,-,96.800,57.600
'47:39:20.784',-,-0.040,-,92.000,56.800
'47:39:20.792',-,0.000,-,87.200,54.800
'47:39:20.800',-,0.016,-,82.400,52.000
'47:39:20.808',-,0.040,-,77.600,49.200
'47:39:20.816',-,0.040,-,72.800,46.800
'47:39:20.824',-,0.040,-,68.800,44.800
'47:39:20.832',-,0.056,-,64.800,42.800
'47:39:20.840',-,0.056,-,60.800,40.800
'47:39:20.848',-,0.056,-,56.800,39.200
'47:39:20.856',-,0.056,-,53.600,38.000
'47:39:20.864',-,0.056,-,51.200,37.600
'47:39:20.872',-,0.056,-,48.800,37.600
'47:39:20.880',-,0.056,-,47.200,38.000
'47:39:20.888',-,0.080,-,45.600,38.400
'47:39:20.896',-,0.120,-,44.800,38.800
'47:39:20.904',-,0.200,-,44.000,38.800
'47:39:20.912',-,0.344,-,43.200,39.200
'47:39:20.920',-,0.464,-,43.200,39.600
'47:39:20.928',-,0.568,-,43.200,39.600
'47:39:20.936',-,0.584,-,44.000,39.600
'47:39:20.944',-,0.528,-,44.000,39.200
'47:39:20.952',-,0.344,-,44.000,38.800
'47:39:20.960',-,0.120,-,44.800,38.400
'47:39:20.968',-,0.000,-,44.800,38.000
'47:39:20.976',-,-0.056,-,44.800,37.200
'47:39:20.984',-,-0.080,-,45.600,37.200
'47:39:20.992',-,-0.080,-,46.400,37.200
'47:39:21.000',-,-0.080,-,47.200,36.800
'47:39:21.008',-,-0.056,-,48.000,36.400
'47:39:21.016',-,-0.056,-,48.800,36.000
'47:39:21.024',-,-0.056,-,51.200,36.000
'47:39:21.032',-,-0.056,-,56.000,36.000
'47:39:21.040',-,-0.080,-,63.200,36.000
'47:39:21.048',-,-0.080,-,73.600,36.000
'47:39:21.056',-,-0.080,-,86.400,35.200
'47:39:21.064',-,-0.096,-,100.000,34.400
'47:39:21.072',-,-0.120,-,112.800,34.000
'47:39:21.080',-,-0.120,-,122.400,34.400
'47:39:21.088',-,-0.136,-,128.800,35.200
'47:39:21.096',-,-0.160,-,132.000,37.200
'47:39:21.104',-,-0.176,-,132.800,39.200
'47:39:21.112',-,-0.200,-,132.000,42.000
'47:39:21.120',-,-0.224,-,129.600,44.800
'47:39:21.128',-,-0.224,-,126.400,47.600
'47:39:21.136',-,-0.224,-,122.400,50.400
'47:39:21.144',-,-0.200,-,117.600,53.200
'47:39:21.152',-,-0.176,-,112.800,55.200
'47:39:21.160',-,-0.160,-,108.000,57.200
'47:39:21.168',-,-0.120,-,103.200,58.400
'47:39:21.176',-,-0.080,-,98.400,58.400
'47:39:21.184',-,-0.056,-,93.600,58.000
'47:39:21.192',-,-0.016,-,88.800,56.400
'47:39:21.200',-,0.000,-,84.800,53.600
'47:39:21.208',-,0.016,-,80.000,50.800
'47:39:21.216',-,0.040,-,75.200,48.000
'47:39:21.224',-,0.040,-,70.400,45.600
'47:39:21.232',-,0.040,-,66.400,43.600
'47:39:21.240',-,0.040,-,62.400,41.600
'47:39:21.248',-,0.056,-,58.400,39.600
'47:39:21.256',-,0.056,-,55.200,38.400
'47:39:21.264',-,0.056,-,52.000,37.600
'47:39:21.272',-,0.056,-,49.600,37.600
'47:39:21.280',-,0.056,-,48.000,37.600
'47:39:21.288',-,0.056,-,46.400,38.000
'47:39:21.296',-,0.096,-,44.800,38.400
'47:39:21.304',-,0.160,-,44.000,38.800
'47:39:21.312',-,0.280,-,43.200,39.200
'47:39:21.320',-,0.408,-,42.400,39.200
'47:39:21.328',-,0.528,-,42.400,39.200
'47:39:21.336',-,0.584,-,43.200,39.200
'47:39:21.344',-,0.608,-,44.000,39.200
'47:39:21.352',-,0.448,-,44.000,39.200
'47:39:21.360',-,0.224,-,44.000,38.800
'47:39:21.368',-,0.040,-,44.800,38.000
'47:39:21.376',-,-0.040,-,44.800,37.600
'47:39:21.384',-,-0.080,-,45.600,37.200
'47:39:21.392',-,-0.080,-,46.400,37.200
'47:39:21.400',-,-0.080,-,46.400,37.200
'47:39:21.408',-,-0.056,-,47.200,36.800
'47:39:21.416',-,-0.056,-,48.000,36.000
'47:39:21.424',-,-0.056,-,49.600,35.600
'47:39:21.432',-,-0.080,-,52.800,35.600
'47:39:21.440',-,-0.080,-,59.200,36.000
'47:39:21.448',-,-0.080,-,68.000,36.000
'47:39:21.456',-,-0.080,-,79.200,35.600
'47:39:21.464',-,-0.096,-,92.800,34.800
'47:39:21.472',-,-0.096,-,105.600,34.000
'47:39:21.480',-,-0.120,-,116.800,34.000
'47:39:21.488',-,-0.136,-,124.000,34.400
'47:39:21.496',-,-0.160,-,128.800,35.600
'47:39:21.504',-,-0.176,-,131.200,37.600
'47:39:21.512',-,-0.200,-,131.200,40.000
'47:39:21.520',-,-0.200,-,129.600,42.800
'47:39:21.528',-,-0.224,-,127.200,45.600
'47:39:21.536',-,-0.224,-,123.200,48.400
'47:39:21.544',-,-0.224,-,119.200,51.200
'47:39:21.552',-,-0.200,-,114.400,53.600
'47:39:21.560',-,-0.160,-,110.400,56.000
'47:39:21.568',-,-0.136,-,105.600,57.200
'47:39:21.576',-,-0.096,-,100.800,58.000
'47:39:21.584',-,-0.080,-,96.000,57.600
'47:39:21.592',-,-0.040,-,91.200,56.400
'47:39:21.600',-,0.000,-,86.400,54.400
'47:39:21.608',-,0.016,-,81.600,51.600
'47:39:21.616',-,0.016,-,76.800,48.800
'47:39:21.624',-,0.040,-,72.000,46.400
'47:39:21.632',-,0.040,-,68.000,44.000
'47:39:21.640',-,0.040,-,63.200,42.000
'47:39:21.648',-,0.056,-,60.000,40.000
'47:39:21.656',-,0.056,-,56.000,38.400
'47:39:21.664',-,0.056,-,53.600,37.600
'47:39:21.672',-,0.056,-,50.400,37.200
'47:39:21.680',-,0.056,-,48.000,37.200
'47:39:21.688',-,0.056,-,46.400,37.600
'47:39:21.696',-,0.080,-,44.800,38.000
'47:39:21.704',-,0.120,-,44.000,38.400
'47:39:21.712',-,0.224,-,43.200,38.800
'47:39:21.720',-,0.344,-,42.400,39.200
'47:39:21.728',-,0.464,-,42.400,39.600
'47:39:21.736',-,0.568,-,42.400,39.600
'47:39:21.744',-,0.584,-,43.200,39.600
'47:39:21.752',-,0.528,-,44.000,39.200
'47:39:21.760',-,0.320,-,44.000,38.800
'47:39:21.768',-,0.096,-,44.800,38.400
'47:39:21.776',-,-0.016,-,44.800,37.600
'47:39:21.784',-,-0.080,-,45.600,36.800
'47:39:21.792',-,-0.096,-,46.400,36.800
'47:39:21.800',-,-0.096,-,46.400,36.800
'47:39:21.808',-,-0.080,-,47.200,36.400
'47:39:21.816',-,-0.056,-,48.000,36.000
'47:39:21.824',-,-0.056,-,49.600,35.600
'47:39:21.832',-,-0.056,-,52.000,35.200
'47:39:21.840',-,-0.080,-,56.000,35.600
'47:39:21.848',-,-0.080,-,63.200,35.600
'47:39:21.856',-,-0.080,-,73.600,35.600
'47:39:21.864',-,-0.096,-,86.400,34.800
'47:39:21.872',-,-0.096,-,100.000,34.000
'47:39:21.880',-,-0.120,-,112.000,33.600
'47:39:21.888',-,-0.120,-,121.600,34.000
'47:39:21.896',-,-0.136,-,128.000,35.200
'47:39:21.904',-,-0.160,-,131.200,36.800
'47:39:21.912',-,-0.176,-,132.000,39.200
'47:39:21.920',-,-0.200,-,131.200,42.000
'47:39:21.928',-,-0.224,-,128.800,44.800
'47:39:21.936',-,-0.224,-,125.600,47.600
'47:39:21.944',-,-0.224,-,121.600,50.400
'47:39:21.952',-,-0.200,-,117.600,53.200
'47:39:21.960',-,-0.160,-,112.800,55.600
'47:39:21.968',-,-0.136,-,108.000,57.200
'47:39:21.976',-,-0.120,-,103.200,58.000
'47:39:21.984',-,-0.080,-,98.400,58.000
'47:39:21.992',-,-0.056,-,93.600,57.200
'47:39:22.000',-,-0.016,-,88.000,55.600
'47:39:22.008',-,0.000,-,83.200,52.800
'47:39:22.016',-,0.016,-,78.400,50.000
'47:39:22.024',-,0.040,-,74.400,46.800
'47:39:22.032',-,0.040,-,69.600,44.400
'47:39:22.040',-,0.040,-,64.800,42.000
'47:39:22.048',-,0.056,-,60.800,39.600
'47:39:22.056',-,0.056,-,57.600,37.200
'47:39:22.064',-,0.056,-,54.400,35.600
'47:39:22.072',-,0.056,-,51.200,34.400
'47:39:22.080',-,0.056,-,48.800,33.600
'47:39:22.088',-,0.056,-,46.400,33.600
'47:39:22.096',-,0.056,-,44.800,33.200
'47:39:22.104',-,0.080,-,43.200,33.200
'47:39:22.112',-,0.160,-,42.400,33.200
'47:39:22.120',-,0.264,-,41.600,33.200
'47:39:22.128',-,0.384,-,41.600,33.200
'47:39:22.136',-,0.504,-,40.800,32.800
'47:39:22.144',-,0.568,-,41.600,32.800
'47:39:22.152',-,0.584,-,41.600,32.400
'47:39:22.160',-,0.464,-,41.600,31.600
