'Elapsed time','II','AVR','AVL','V','ABP'
'58:43:36.176',0.009,-,-,-,87.200
'58:43:36.184',0.027,-,-,-,90.400
'58:43:36.192',0.009,-,-,-,92.800
'58:43:36.200',0.027,-,-,-,94.400
'58:43:36.208',0.009,-,-,-,96.000
'58:43:36.216',0.009,-,-,-,96.000
'58:43:36.224',0.000,-,-,-,96.000
'58:43:36.232',-0.009,-,-,-,96.000
'58:43:36.240',-0.027,-,-,-,95.200
'58:43:36.248',-0.045,-,-,-,93.600
'58:43:36.256',-0.027,-,-,-,92.000
'58:43:36.264',-0.045,-,-,-,91.200
'58:43:36.272',-0.071,-,-,-,88.800
'58:43:36.280',-0.071,-,-,-,87.200
'58:43:36.288',-0.071,-,-,-,85.600
'58:43:36.296',-0.071,-,-,-,83.200
'58:43:36.304',-0.089,-,-,-,81.600
'58:43:36.312',-0.089,-,-,-,78.400
'58:43:36.320',-0.089,-,-,-,76.000
'58:43:36.328',-0.089,-,-,-,73.600
'58:43:36.336',-0.089,-,-,-,70.400
'58:43:36.344',-0.089,-,-,-,68.000
'58:43:36.352',-0.089,-,-,-,66.400
'58:43:36.360',-0.089,-,-,-,64.000
'58:43:36.368',-0.089,-,-,-,62.400
'58:43:36.376',-0.089,-,-,-,61.600
'58:43:36.384',-0.071,-,-,-,60.800
'58:43:36.392',-0.089,-,-,-,60.000
'58:43:36.400',-0.089,-,-,-,59.200
'58:43:36.408',-0.089,-,-,-,58.400
'58:43:36.416',-0.071,-,-,-,58.400
'58:43:36.424',-0.089,-,-,-,57.600
'58:43:36.432',-0.071,-,-,-,57.600
'58:43:36.440',-0.071,-,-,-,57.600
'58:43:36.448',-0.089,-,-,-,57.600
'58:43:36.456',-0.071,-,-,-,56.800
'58:43:36.464',-0.054,-,-,-,56.800
'58:43:36.472',-0.071,-,-,-,56.800
'58:43:36.480',-0.045,-,-,-,56.800
'58:43:36.488',-0.054,-,-,-,56.800
'58:43:36.496',-0.045,-,-,-,56.000
'58:43:36.504',-0.045,-,-,-,56.000
'58:43:36.512',-0.045,-,-,-,56.000
'58:43:36.520',-0.054,-,-,-,56.000
'58:43:36.528',-0.071,-,-,-,56.000
'58:43:36.536',-0.089,-,-,-,55.200
'58:43:36.544',-0.089,-,-,-,55.200
'58:43:36.552',-0.089,-,-,-,55.200
'58:43:36.560',-0.089,-,-,-,55.200
'58:43:36.568',-0.089,-,-,-,54.400
'58:43:36.576',-0.134,-,-,-,54.400
'58:43:36.584',-0.241,-,-,-,54.400
'58:43:36.592',-0.259,-,-,-,54.400
'58:43:36.600',0.000,-,-,-,54.400
'58:43:36.608',0.366,-,-,-,54.400
'58:43:36.616',0.455,-,-,-,53.600
'58:43:36.624',0.384,-,-,-,53.600
'58:43:36.632',0.196,-,-,-,53.600
'58:43:36.640',0.027,-,-,-,52.800
'58:43:36.648',-0.027,-,-,-,52.800
'58:43:36.656',-0.071,-,-,-,52.000
'58:43:36.664',-0.089,-,-,-,52.000
'58:43:36.672',-0.107,-,-,-,52.000
'58:43:36.680',-0.116,-,-,-,51.200
'58:43:36.688',-0.107,-,-,-,51.200
'58:43:36.696',-0.116,-,-,-,51.200
'58:43:36.704',-0.107,-,-,-,50.400
'58:43:36.712',-0.089,-,-,-,50.400
'58:43:36.720',-0.089,-,-,-,50.400
'58:43:36.728',-0.089,-,-,-,50.400
'58:43:36.736',-0.071,-,-,-,51.200
'58:43:36.744',-0.071,-,-,-,52.800
'58:43:36.752',-0.054,-,-,-,55.200
'58:43:36.760',-0.071,-,-,-,59.200
'58:43:36.768',-0.045,-,-,-,63.200
'58:43:36.776',-0.027,-,-,-,68.000
'58:43:36.784',-0.027,-,-,-,72.800
'58:43:36.792',0.000,-,-,-,76.800
'58:43:36.800',0.000,-,-,-,81.600
'58:43:36.808',0.000,-,-,-,85.600
'58:43:36.816',0.009,-,-,-,89.600
'58:43:36.824',0.009,-,-,-,92.000
'58:43:36.832',0.027,-,-,-,94.400
'58:43:36.840',0.009,-,-,-,96.000
'58:43:36.848',0.009,-,-,-,97.600
'58:43:36.856',0.000,-,-,-,97.600
'58:43:36.864',0.000,-,-,-,97.600
'58:43:36.872',0.000,-,-,-,97.600
'58:43:36.880',0.000,-,-,-,96.800
'58:43:36.888',0.000,-,-,-,95.200
'58:43:36.896',-0.009,-,-,-,93.600
'58:43:36.904',-0.009,-,-,-,92.800
'58:43:36.912',-0.027,-,-,-,91.200
'58:43:36.920',-0.009,-,-,-,89.600
'58:43:36.928',-0.027,-,-,-,88.000
'58:43:36.936',-0.027,-,-,-,85.600
'58:43:36.944',-0.027,-,-,-,84.000
'58:43:36.952',-0.027,-,-,-,81.600
'58:43:36.960',-0.027,-,-,-,78.400
'58:43:36.968',-0.027,-,-,-,76.000
'58:43:36.976',-0.027,-,-,-,73.600
'58:43:36.984',-0.009,-,-,-,71.200
'58:43:36.992',-0.009,-,-,-,68.800
'58:43:37.000',-0.009,-,-,-,67.200
'58:43:37.008',0.000,-,-,-,65.600
'58:43:37.016',0.000,-,-,-,64.000
'58:43:37.024',-0.009,-,-,-,63.200
'58:43:37.032',0.000,-,-,-,62.400
'58:43:37.040',0.000,-,-,-,61.600
'58:43:37.048',0.000,-,-,-,61.600
'58:43:37.056',0.000,-,-,-,60.800
'58:43:37.064',0.000,-,-,-,60.800
'58:43:37.072',0.000,-,-,-,60.800
'58:43:37.080',0.000,-,-,-,60.800
'58:43:37.088',0.000,-,-,-,60.000
'58:43:37.096',0.000,-,-,-,60.000
'58:43:37.104',0.000,-,-,-,60.000
'58:43:37.112',0.000,-,-,-,60.000
'58:43:37.120',0.009,-,-,-,60.000
'58:43:37.128',0.027,-,-,-,59.200
'58:43:37.136',0.027,-,-,-,59.200
'58:43:37.144',0.009,-,-,-,59.200
'58:43:37.152',0.027,-,-,-,59.200
'58:43:37.160',0.009,-,-,-,58.400
'58:43:37.168',0.000,-,-,-,58.400
'58:43:37.176',0.000,-,-,-,57.600
'58:43:37.184',0.000,-,-,-,57.600
'58:43:37.192',0.000,-,-,-,57.600
'58:43:37.200',-0.009,-,-,-,56.800
'58:43:37.208',-0.027,-,-,-,56.800
'58:43:37.216',-0.071,-,-,-,56.800
'58:43:37.224',-0.161,-,-,-,56.000
'58:43:37.232',-0.179,-,-,-,56.000
'58:43:37.240',0.071,-,-,-,56.000
'58:43:37.248',0.455,-,-,-,56.000
'58:43:37.256',0.536,-,-,-,55.200
'58:43:37.264',0.473,-,-,-,55.200
'58:43:37.272',0.286,-,-,-,54.400
'58:43:37.280',0.116,-,-,-,54.400
'58:43:37.288',0.054,-,-,-,53.600
'58:43:37.296',0.009,-,-,-,53.600
'58:43:37.304',0.000,-,-,-,52.800
'58:43:37.312',-0.009,-,-,-,52.800
'58:43:37.320',-0.027,-,-,-,52.000
'58:43:37.328',-0.027,-,-,-,52.000
'58:43:37.336',-0.027,-,-,-,51.200
'58:43:37.344',-0.027,-,-,-,51.200
'58:43:37.352',-0.009,-,-,-,50.400
'58:43:37.360',-0.009,-,-,-,50.400
'58:43:37.368',0.000,-,-,-,51.200
'58:43:37.376',0.000,-,-,-,52.000
'58:43:37.384',0.000,-,-,-,54.400
'58:43:37.392',0.000,-,-,-,57.600
'58:43:37.400',0.009,-,-,-,61.600
'58:43:37.408',0.009,-,-,-,66.400
'58:43:37.416',0.027,-,-,-,71.200
'58:43:37.424',0.027,-,-,-,76.000
'58:43:37.432',0.054,-,-,-,80.800
'58:43:37.440',0.054,-,-,-,84.800
'58:43:37.448',0.071,-,-,-,88.800
'58:43:37.456',0.071,-,-,-,92.000
'58:43:37.464',0.071,-,-,-,95.200
'58:43:37.472',0.071,-,-,-,96.800
'58:43:37.480',0.071,-,-,-,98.400
'58:43:37.488',0.054,-,-,-,99.200
'58:43:37.496',0.054,-,-,-,99.200
'58:43:37.504',0.045,-,-,-,99.200
'58:43:37.512',0.027,-,-,-,98.400
'58:43:37.520',0.027,-,-,-,97.600
'58:43:37.528',0.009,-,-,-,96.800
'58:43:37.536',0.000,-,-,-,95.200
'58:43:37.544',0.000,-,-,-,94.400
'58:43:37.552',0.000,-,-,-,92.800
'58:43:37.560',0.000,-,-,-,91.200
'58:43:37.568',0.000,-,-,-,89.600
'58:43:37.576',0.000,-,-,-,87.200
'58:43:37.584',0.000,-,-,-,84.800
'58:43:37.592',-0.009,-,-,-,82.400
'58:43:37.600',0.000,-,-,-,80.000
'58:43:37.608',0.000,-,-,-,77.600
'58:43:37.616',0.000,-,-,-,74.400
'58:43:37.624',0.000,-,-,-,72.000
'58:43:37.632',0.000,-,-,-,69.600
'58:43:37.640',0.000,-,-,-,68.000
'58:43:37.648',0.000,-,-,-,65.600
'58:43:37.656',0.000,-,-,-,64.800
'58:43:37.664',-0.009,-,-,-,63.200
'58:43:37.672',-0.027,-,-,-,62.400
'58:43:37.680',-0.027,-,-,-,61.600
'58:43:37.688',-0.009,-,-,-,60.800
'58:43:37.696',-0.009,-,-,-,60.800
'58:43:37.704',-0.009,-,-,-,60.000
'58:43:37.712',-0.009,-,-,-,60.000
'58:43:37.720',-0.045,-,-,-,60.000
'58:43:37.728',-0.152,-,-,-,60.000
'58:43:37.736',-0.179,-,-,-,60.000
'58:43:37.744',-0.009,-,-,-,60.000
'58:43:37.752',0.330,-,-,-,60.000
'58:43:37.760',0.518,-,-,-,60.000
'58:43:37.768',0.536,-,-,-,60.000
'58:43:37.776',0.304,-,-,-,60.000
'58:43:37.784',0.116,-,-,-,60.000
'58:43:37.792',0.054,-,-,-,60.000
'58:43:37.800',0.009,-,-,-,60.000
'58:43:37.808',0.000,-,-,-,59.200
'58:43:37.816',-0.009,-,-,-,59.200
'58:43:37.824',-0.009,-,-,-,59.200
'58:43:37.832',-0.009,-,-,-,58.400
'58:43:37.840',-0.027,-,-,-,57.600
'58:43:37.848',-0.009,-,-,-,57.600
'58:43:37.856',-0.009,-,-,-,56.800
'58:43:37.864',0.000,-,-,-,56.800
'58:43:37.872',0.000,-,-,-,56.800
'58:43:37.880',0.000,-,-,-,56.800
'58:43:37.888',0.000,-,-,-,57.600
'58:43:37.896',0.000,-,-,-,59.200
'58:43:37.904',0.000,-,-,-,61.600
'58:43:37.912',0.000,-,-,-,64.800
'58:43:37.920',0.009,-,-,-,68.800
'58:43:37.928',0.027,-,-,-,72.800
'58:43:37.936',0.027,-,-,-,76.800
'58:43:37.944',0.027,-,-,-,80.800
'58:43:37.952',0.045,-,-,-,84.800
'58:43:37.960',0.045,-,-,-,88.000
'58:43:37.968',0.045,-,-,-,90.400
'58:43:37.976',0.027,-,-,-,92.800
'58:43:37.984',0.027,-,-,-,94.400
'58:43:37.992',0.027,-,-,-,95.200
'58:43:38.000',0.009,-,-,-,95.200
'58:43:38.008',0.000,-,-,-,95.200
'58:43:38.016',0.000,-,-,-,95.200
'58:43:38.024',0.000,-,-,-,93.600
'58:43:38.032',-0.027,-,-,-,92.800
'58:43:38.040',-0.027,-,-,-,91.200
'58:43:38.048',-0.027,-,-,-,90.400
'58:43:38.056',-0.027,-,-,-,88.000
'58:43:38.064',-0.027,-,-,-,86.400
'58:43:38.072',-0.027,-,-,-,84.000
'58:43:38.080',-0.027,-,-,-,81.600
'58:43:38.088',-0.027,-,-,-,79.200
'58:43:38.096',-0.045,-,-,-,76.800
'58:43:38.104',-0.027,-,-,-,73.600
'58:43:38.112',-0.027,-,-,-,71.200
'58:43:38.120',-0.027,-,-,-,68.800
'58:43:38.128',-0.027,-,-,-,66.400
'58:43:38.136',-0.045,-,-,-,64.800
'58:43:38.144',-0.045,-,-,-,63.200
'58:43:38.152',-0.027,-,-,-,61.600
'58:43:38.160',-0.045,-,-,-,60.000
'58:43:38.168',-0.045,-,-,-,59.200
'58:43:38.176',-0.045,-,-,-,58.400
'58:43:38.184',-0.027,-,-,-,58.400
'58:43:38.192',-0.045,-,-,-,57.600
'58:43:38.200',-0.045,-,-,-,57.600
'58:43:38.208',-0.027,-,-,-,57.600
'58:43:38.216',-0.045,-,-,-,57.600
'58:43:38.224',-0.027,-,-,-,56.800
'58:43:38.232',-0.045,-,-,-,56.800
'58:43:38.240',-0.045,-,-,-,56.800
'58:43:38.248',-0.027,-,-,-,56.800
'58:43:38.256',-0.045,-,-,-,56.800
'58:43:38.264',-0.045,-,-,-,56.800
'58:43:38.272',-0.045,-,-,-,56.000
'58:43:38.280',-0.045,-,-,-,56.000
'58:43:38.288',-0.045,-,-,-,56.000
'58:43:38.296',-0.045,-,-,-,56.000
'58:43:38.304',-0.027,-,-,-,55.200
'58:43:38.312',-0.045,-,-,-,55.200
'58:43:38.320',-0.027,-,-,-,54.400
'58:43:38.328',-0.045,-,-,-,54.400
'58:43:38.336',-0.045,-,-,-,54.400
'58:43:38.344',-0.045,-,-,-,53.600
'58:43:38.352',-0.045,-,-,-,53.600
'58:43:38.360',-0.045,-,-,-,52.800
'58:43:38.368',-0.045,-,-,-,52.800
'58:43:38.376',-0.027,-,-,-,52.000
'58:43:38.384',-0.027,-,-,-,52.000
'58:43:38.392',-0.027,-,-,-,52.000
'58:43:38.400',0.000,-,-,-,51.200
'58:43:38.408',0.000,-,-,-,51.200
'58:43:38.416',-0.009,-,-,-,50.400
'58:43:38.424',-0.009,-,-,-,50.400
'58:43:38.432',-0.027,-,-,-,49.600
'58:43:38.440',-0.045,-,-,-,49.600
'58:43:38.448',-0.071,-,-,-,49.600
'58:43:38.456',-0.054,-,-,-,48.800
'58:43:38.464',-0.071,-,-,-,48.800
'58:43:38.472',-0.071,-,-,-,48.800
'58:43:38.480',-0.071,-,-,-,48.000
'58:43:38.488',-0.116,-,-,-,48.000
'58:43:38.496',-0.214,-,-,-,48.000
'58:43:38.504',-0.241,-,-,-,48.000
'58:43:38.512',0.009,-,-,-,48.000
'58:43:38.520',0.384,-,-,-,47.200
'58:43:38.528',0.473,-,-,-,47.200
'58:43:38.536',0.384,-,-,-,47.200
'58:43:38.544',0.196,-,-,-,47.200
'58:43:38.552',0.027,-,-,-,46.400
'58:43:38.560',-0.027,-,-,-,46.400
'58:43:38.568',-0.071,-,-,-,46.400
'58:43:38.576',-0.071,-,-,-,45.600
'58:43:38.584',-0.089,-,-,-,45.600
'58:43:38.592',-0.107,-,-,-,45.600
'58:43:38.600',-0.089,-,-,-,45.600
'58:43:38.608',-0.107,-,-,-,44.800
'58:43:38.616',-0.089,-,-,-,44.800
'58:43:38.624',-0.089,-,-,-,44.800
'58:43:38.632',-0.089,-,-,-,44.800
'58:43:38.640',-0.089,-,-,-,44.800
'58:43:38.648',-0.089,-,-,-,46.400
'58:43:38.656',-0.071,-,-,-,49.600
'58:43:38.664',-0.071,-,-,-,52.800
'58:43:38.672',-0.054,-,-,-,57.600
'58:43:38.680',-0.071,-,-,-,63.200
'58:43:38.688',-0.045,-,-,-,68.000
'58:43:38.696',-0.027,-,-,-,73.600
'58:43:38.704',-0.027,-,-,-,78.400
'58:43:38.712',0.000,-,-,-,82.400
'58:43:38.720',0.000,-,-,-,86.400
'58:43:38.728',0.000,-,-,-,90.400
'58:43:38.736',0.000,-,-,-,92.800
'58:43:38.744',0.000,-,-,-,94.400
'58:43:38.752',0.000,-,-,-,96.000
'58:43:38.760',0.000,-,-,-,96.800
'58:43:38.768',0.000,-,-,-,96.800
'58:43:38.776',-0.027,-,-,-,96.000
'58:43:38.784',-0.027,-,-,-,95.200
'58:43:38.792',-0.027,-,-,-,94.400
'58:43:38.800',-0.054,-,-,-,92.800
'58:43:38.808',-0.071,-,-,-,92.000
'58:43:38.816',-0.071,-,-,-,90.400
'58:43:38.824',-0.071,-,-,-,88.800
'58:43:38.832',-0.071,-,-,-,86.400
'58:43:38.840',-0.071,-,-,-,84.800
'58:43:38.848',-0.071,-,-,-,82.400
'58:43:38.856',-0.071,-,-,-,80.000
'58:43:38.864',-0.071,-,-,-,77.600
'58:43:38.872',-0.071,-,-,-,75.200
'58:43:38.880',-0.089,-,-,-,72.000
'58:43:38.888',-0.071,-,-,-,69.600
'58:43:38.896',-0.071,-,-,-,67.200
'58:43:38.904',-0.071,-,-,-,65.600
'58:43:38.912',-0.071,-,-,-,64.000
'58:43:38.920',-0.071,-,-,-,62.400
'58:43:38.928',-0.071,-,-,-,61.600
'58:43:38.936',-0.071,-,-,-,60.800
'58:43:38.944',-0.071,-,-,-,60.800
'58:43:38.952',-0.054,-,-,-,60.000
'58:43:38.960',-0.071,-,-,-,60.000
'58:43:38.968',-0.054,-,-,-,60.000
'58:43:38.976',-0.071,-,-,-,60.000
'58:43:38.984',-0.054,-,-,-,60.000
'58:43:38.992',-0.071,-,-,-,60.000
'58:43:39.000',-0.054,-,-,-,60.000
'58:43:39.008',-0.054,-,-,-,60.000
'58:43:39.016',-0.045,-,-,-,60.000
'58:43:39.024',-0.045,-,-,-,60.000
'58:43:39.032',-0.027,-,-,-,59.200
'58:43:39.040',-0.027,-,-,-,59.200
'58:43:39.048',0.000,-,-,-,59.200
'58:43:39.056',0.000,-,-,-,59.200
'58:43:39.064',0.000,-,-,-,59.200
'58:43:39.072',0.000,-,-,-,59.200
'58:43:39.080',0.000,-,-,-,59.200
'58:43:39.088',-0.027,-,-,-,58.400
'58:43:39.096',-0.027,-,-,-,58.400
'58:43:39.104',-0.027,-,-,-,58.400
'58:43:39.112',-0.027,-,-,-,58.400
'58:43:39.120',-0.027,-,-,-,57.600
'58:43:39.128',-0.027,-,-,-,57.600
'58:43:39.136',-0.027,-,-,-,57.600
'58:43:39.144',-0.116,-,-,-,57.600
'58:43:39.152',-0.179,-,-,-,57.600
'58:43:39.160',-0.071,-,-,-,56.800
'58:43:39.168',0.259,-,-,-,56.800
'58:43:39.176',0.518,-,-,-,56.800
'58:43:39.184',0.536,-,-,-,56.800
'58:43:39.192',0.393,-,-,-,56.000
'58:43:39.200',0.196,-,-,-,56.000
'58:43:39.208',0.054,-,-,-,55.200
'58:43:39.216',0.027,-,-,-,54.400
'58:43:39.224',0.000,-,-,-,54.400
'58:43:39.232',0.000,-,-,-,53.600
'58:43:39.240',-0.009,-,-,-,53.600
'58:43:39.248',-0.027,-,-,-,52.800
'58:43:39.256',-0.027,-,-,-,52.000
'58:43:39.264',-0.027,-,-,-,52.000
'58:43:39.272',-0.027,-,-,-,51.200
'58:43:39.280',-0.009,-,-,-,51.200
'58:43:39.288',-0.009,-,-,-,51.200
'58:43:39.296',0.000,-,-,-,52.000
'58:43:39.304',0.000,-,-,-,52.800
'58:43:39.312',0.000,-,-,-,55.200
'58:43:39.320',0.000,-,-,-,59.200
'58:43:39.328',0.009,-,-,-,63.200
'58:43:39.336',0.009,-,-,-,68.000
'58:43:39.344',0.027,-,-,-,72.000
'58:43:39.352',0.027,-,-,-,76.800
'58:43:39.360',0.054,-,-,-,81.600
'58:43:39.368',0.054,-,-,-,85.600
'58:43:39.376',0.071,-,-,-,88.800
'58:43:39.384',0.071,-,-,-,92.000
'58:43:39.392',0.071,-,-,-,94.400
'58:43:39.400',0.071,-,-,-,96.000
'58:43:39.408',0.071,-,-,-,97.600
'58:43:39.416',0.054,-,-,-,98.400
'58:43:39.424',0.054,-,-,-,98.400
'58:43:39.432',0.027,-,-,-,98.400
'58:43:39.440',0.027,-,-,-,97.600
'58:43:39.448',0.009,-,-,-,96.800
'58:43:39.456',0.000,-,-,-,96.000
'58:43:39.464',0.000,-,-,-,94.400
'58:43:39.472',0.000,-,-,-,92.800
'58:43:39.480',0.000,-,-,-,91.200
'58:43:39.488',0.000,-,-,-,89.600
'58:43:39.496',0.000,-,-,-,88.000
'58:43:39.504',0.000,-,-,-,85.600
'58:43:39.512',0.000,-,-,-,83.200
'58:43:39.520',-0.009,-,-,-,80.800
'58:43:39.528',0.000,-,-,-,78.400
'58:43:39.536',0.000,-,-,-,75.200
'58:43:39.544',0.000,-,-,-,72.800
'58:43:39.552',0.000,-,-,-,70.400
'58:43:39.560',0.000,-,-,-,68.000
'58:43:39.568',0.000,-,-,-,66.400
'58:43:39.576',0.000,-,-,-,64.800
'58:43:39.584',0.000,-,-,-,64.000
'58:43:39.592',0.000,-,-,-,62.400
'58:43:39.600',0.000,-,-,-,62.400
'58:43:39.608',0.000,-,-,-,61.600
'58:43:39.616',0.000,-,-,-,60.800
'58:43:39.624',0.000,-,-,-,60.800
'58:43:39.632',0.000,-,-,-,60.000
'58:43:39.640',0.000,-,-,-,60.000
'58:43:39.648',0.000,-,-,-,60.000
'58:43:39.656',0.000,-,-,-,60.000
'58:43:39.664',0.000,-,-,-,59.200
'58:43:39.672',0.000,-,-,-,59.200
'58:43:39.680',0.000,-,-,-,59.200
'58:43:39.688',0.009,-,-,-,59.200
'58:43:39.696',0.009,-,-,-,59.200
'58:43:39.704',0.009,-,-,-,59.200
'58:43:39.712',0.027,-,-,-,58.400
'58:43:39.720',0.045,-,-,-,58.400
'58:43:39.728',0.027,-,-,-,58.400
'58:43:39.736',0.027,-,-,-,58.400
'58:43:39.744',0.027,-,-,-,57.600
'58:43:39.752',0.009,-,-,-,57.600
'58:43:39.760',0.000,-,-,-,56.800
'58:43:39.768',0.000,-,-,-,56.800
'58:43:39.776',0.000,-,-,-,56.000
'58:43:39.784',0.000,-,-,-,56.000
'58:43:39.792',0.000,-,-,-,56.000
'58:43:39.800',-0.027,-,-,-,55.200
'58:43:39.808',-0.116,-,-,-,55.200
'58:43:39.816',-0.161,-,-,-,55.200
'58:43:39.824',-0.027,-,-,-,54.400
'58:43:39.832',0.321,-,-,-,54.400
'58:43:39.840',0.536,-,-,-,54.400
'58:43:39.848',0.554,-,-,-,53.600
'58:43:39.856',0.393,-,-,-,53.600
'58:43:39.864',0.179,-,-,-,52.800
'58:43:39.872',0.071,-,-,-,52.800
'58:43:39.880',0.027,-,-,-,52.000
'58:43:39.888',0.000,-,-,-,52.000
'58:43:39.896',-0.009,-,-,-,51.200
'58:43:39.904',-0.027,-,-,-,51.200
'58:43:39.912',-0.027,-,-,-,50.400
'58:43:39.920',-0.027,-,-,-,50.400
'58:43:39.928',-0.027,-,-,-,49.600
'58:43:39.936',-0.027,-,-,-,49.600
'58:43:39.944',-0.027,-,-,-,49.600
'58:43:39.952',-0.009,-,-,-,49.600
'58:43:39.960',-0.027,-,-,-,50.400
'58:43:39.968',0.000,-,-,-,52.000
'58:43:39.976',0.000,-,-,-,55.200
'58:43:39.984',0.000,-,-,-,59.200
'58:43:39.992',0.000,-,-,-,64.000
'58:43:40.000',0.009,-,-,-,68.800
'58:43:40.008',0.027,-,-,-,73.600
'58:43:40.016',0.027,-,-,-,78.400
'58:43:40.024',0.045,-,-,-,82.400
'58:43:40.032',0.054,-,-,-,86.400
'58:43:40.040',0.054,-,-,-,90.400
'58:43:40.048',0.054,-,-,-,92.800
'58:43:40.056',0.054,-,-,-,95.200
'58:43:40.064',0.071,-,-,-,96.800
'58:43:40.072',0.054,-,-,-,98.400
'58:43:40.080',0.045,-,-,-,98.400
'58:43:40.088',0.027,-,-,-,99.200
'58:43:40.096',0.009,-,-,-,98.400
'58:43:40.104',0.000,-,-,-,98.400
'58:43:40.112',0.000,-,-,-,96.800
'58:43:40.120',0.000,-,-,-,96.000
'58:43:40.128',-0.009,-,-,-,95.200
'58:43:40.136',-0.027,-,-,-,93.600
'58:43:40.144',-0.027,-,-,-,92.000
'58:43:40.152',-0.027,-,-,-,90.400
'58:43:40.160',-0.027,-,-,-,88.000
'58:43:40.168',-0.027,-,-,-,86.400
'58:43:40.176',-0.027,-,-,-,84.000
'58:43:40.184',-0.027,-,-,-,80.800
'58:43:40.192',-0.027,-,-,-,78.400
'58:43:40.200',-0.009,-,-,-,75.200
'58:43:40.208',0.000,-,-,-,72.800
'58:43:40.216',-0.027,-,-,-,69.600
'58:43:40.224',-0.027,-,-,-,68.000
'58:43:40.232',-0.027,-,-,-,65.600
'58:43:40.240',-0.027,-,-,-,64.000
'58:43:40.248',-0.054,-,-,-,62.400
'58:43:40.256',-0.054,-,-,-,61.600
'58:43:40.264',-0.045,-,-,-,60.800
'58:43:40.272',-0.054,-,-,-,60.000
'58:43:40.280',-0.054,-,-,-,59.200
'58:43:40.288',-0.045,-,-,-,59.200
'58:43:40.296',-0.071,-,-,-,59.200
'58:43:40.304',-0.161,-,-,-,58.400
'58:43:40.312',-0.214,-,-,-,58.400
'58:43:40.320',-0.116,-,-,-,58.400
'58:43:40.328',0.214,-,-,-,58.400
'58:43:40.336',0.455,-,-,-,58.400
'58:43:40.344',0.473,-,-,-,58.400
'58:43:40.352',0.286,-,-,-,58.400
'58:43:40.360',0.107,-,-,-,58.400
'58:43:40.368',0.009,-,-,-,58.400
'58:43:40.376',-0.009,-,-,-,58.400
'58:43:40.384',-0.045,-,-,-,58.400
'58:43:40.392',-0.054,-,-,-,58.400
'58:43:40.400',-0.071,-,-,-,57.600
'58:43:40.408',-0.071,-,-,-,57.600
'58:43:40.416',-0.071,-,-,-,56.800
'58:43:40.424',-0.071,-,-,-,56.800
'58:43:40.432',-0.071,-,-,-,56.000
'58:43:40.440',-0.054,-,-,-,56.000
'58:43:40.448',-0.071,-,-,-,56.000
'58:43:40.456',-0.054,-,-,-,55.200
'58:43:40.464',-0.071,-,-,-,56.000
'58:43:40.472',-0.045,-,-,-,56.800
'58:43:40.480',-0.045,-,-,-,58.400
'58:43:40.488',-0.054,-,-,-,60.800
'58:43:40.496',-0.027,-,-,-,64.000
'58:43:40.504',-0.027,-,-,-,68.000
'58:43:40.512',-0.027,-,-,-,71.200
'58:43:40.520',0.000,-,-,-,75.200
'58:43:40.528',-0.009,-,-,-,79.200
'58:43:40.536',0.000,-,-,-,82.400
'58:43:40.544',0.000,-,-,-,85.600
'58:43:40.552',-0.009,-,-,-,88.000
'58:43:40.560',-0.027,-,-,-,90.400
'58:43:40.568',-0.027,-,-,-,92.000
'58:43:40.576',-0.045,-,-,-,92.800
'58:43:40.584',-0.027,-,-,-,92.800
'58:43:40.592',-0.054,-,-,-,92.800
'58:43:40.600',-0.071,-,-,-,92.000
'58:43:40.608',-0.071,-,-,-,91.200
'58:43:40.616',-0.071,-,-,-,90.400
'58:43:40.624',-0.071,-,-,-,88.800
'58:43:40.632',-0.089,-,-,-,86.400
'58:43:40.640',-0.107,-,-,-,84.800
'58:43:40.648',-0.107,-,-,-,82.400
'58:43:40.656',-0.089,-,-,-,80.000
'58:43:40.664',-0.089,-,-,-,77.600
'58:43:40.672',-0.107,-,-,-,75.200
'58:43:40.680',-0.107,-,-,-,72.000
'58:43:40.688',-0.107,-,-,-,69.600
'58:43:40.696',-0.107,-,-,-,66.400
'58:43:40.704',-0.107,-,-,-,64.800
'58:43:40.712',-0.107,-,-,-,62.400
'58:43:40.720',-0.089,-,-,-,60.800
'58:43:40.728',-0.107,-,-,-,59.200
'58:43:40.736',-0.089,-,-,-,58.400
'58:43:40.744',-0.107,-,-,-,57.600
'58:43:40.752',-0.089,-,-,-,56.800
'58:43:40.760',-0.107,-,-,-,56.800
'58:43:40.768',-0.089,-,-,-,56.800
'58:43:40.776',-0.089,-,-,-,56.000
'58:43:40.784',-0.107,-,-,-,56.000
'58:43:40.792',-0.107,-,-,-,56.000
'58:43:40.800',-0.107,-,-,-,56.000
'58:43:40.808',-0.089,-,-,-,56.000
'58:43:40.816',-0.089,-,-,-,56.000
'58:43:40.824',-0.089,-,-,-,56.000
'58:43:40.832',-0.071,-,-,-,56.000
'58:43:40.840',-0.089,-,-,-,56.000
'58:43:40.848',-0.071,-,-,-,56.000
'58:43:40.856',-0.089,-,-,-,56.000
'58:43:40.864',-0.071,-,-,-,56.000
'58:43:40.872',-0.071,-,-,-,56.000
'58:43:40.880',-0.071,-,-,-,55.200
'58:43:40.888',-0.071,-,-,-,55.200
'58:43:40.896',-0.071,-,-,-,55.200
'58:43:40.904',-0.071,-,-,-,55.200
